gid,teacher_direction,tr_A,tr_M9,tr_E9,tr_M33,tr_E33,delta_E9_minus_A,delta_E9_minus_M9,delta_E33_minus_E9,delta_E33_minus_M33,delta_M9_minus_A,delta_M33_minus_M9,delta_E33_minus_A
AG::AG_LONG_13075,LONG,-1.78761085265491,-1.78761085265491,-1.78761085265491,-1.78761085265491,0.19456372772902064,0.0,0.0,1.9821745803839306,1.9821745803839306,0.0,0.0,1.9821745803839306
AG::AG_LONG_13110,LONG,3.161691930408883,3.161691930408883,3.161691930408883,1.3446096152027827,1.4212256185260959,0.0,0.0,-1.7404663118827872,0.0766160033233132,0.0,-1.8170823152061004,-1.7404663118827872
AG::AG_LONG_13275,LONG,0.5449943339305875,0.5449943339305875,0.5449943339305875,0.5449943339305875,0.5449943339305875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_LONG_13397,LONG,-5.141530198476894,-5.141530198476894,-1.2193768685649673,-5.141530198476894,-2.448030410334856,3.922153329911927,3.922153329911927,-1.2286535417698887,2.693499788142038,0.0,0.0,2.693499788142038
AG::AG_LONG_13428,LONG,0.4215715742410777,0.4215715742410777,0.4215715742410777,0.4215715742410777,0.4215715742410777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_LONG_13516,LONG,5.54971764901096,7.11970891022617,3.184945914047585,6.725180551590579,5.938715701881496,-2.364771734963375,-3.934762996178585,2.753769787833911,-0.7864648497090831,1.5699912612152103,-0.39452835863559077,0.38899805287053635
AG::AG_LONG_13633,LONG,4.182035945980163,4.182035945980163,4.182035945980163,4.182035945980163,4.182035945980163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG::AG_LONG_13699,LONG,2.4050957257696646,2.4050957257696646,1.1600762501453485,2.4050957257696646,1.1600762501453485,-1.245019475624316,-1.245019475624316,0.0,-1.245019475624316,0.0,0.0,-1.245019475624316
AG::AG_LONG_13776,LONG,-2.256535764685488,-2.256535764685488,-0.5323990758155671,-2.256535764685488,-1.8424771161376965,1.7241366888699212,1.7241366888699212,-1.3100780403221295,0.41405864854779173,0.0,0.0,0.41405864854779173
AG::AG_LONG_13822,LONG,-3.4076722450734795,-4.8173460752653705,-0.5799942590242356,-4.8173460752653705,2.527261631864479,2.827677986049244,4.2373518162411346,3.1072558908887147,7.34460770712985,-1.409673830191891,0.0,5.934933876937959
