symbol,direction_system,evaluation_horizon,n_rows,n_gids,delta_ev_gross,baseline_gross_mean,tp_gross_mean,tp_eligible_rate,tp_signal_rate,tp_executable_rate,saved_giveback,lost_continuation,raw_n_rows,raw_delta_ev_gross,raw_baseline_gross_mean,raw_tp_gross_mean
RB,A9,td5,903,27,-0.11252661431307327,-0.5796852136238276,-0.6922118279369008,0.7324026791446314,0.2580245463963879,0.2580245463963879,0.584657379567695,0.6971839938807683,903,0.09569715960935715,0.5427420047982818,0.638439164407639
RB,E9,td1,903,27,0.022602018368239392,-0.15319031512648962,-0.13058829675825018,0.7900955573982573,0.16692375541128068,0.16412547168534034,0.12794192724011236,0.10533990887187296,903,0.18521666636328507,-0.2479925564748532,-0.06277589011156813
RB,E9,td3,903,27,-0.026929475819519797,0.48527513416185386,0.45834565834233393,0.7900955573982573,0.23885491315716673,0.23885491315716673,0.32555890727157105,0.3524883830910909,903,0.15987155243445916,0.269999376327554,0.42987092876201316
RB,E9,td5,903,27,-0.14887507685123258,1.207462870603398,1.0585877937521653,0.7900955573982573,0.27404518936942285,0.27404518936942285,0.5808435138394926,0.7297185906907252,903,0.059602991759962254,0.9914095533572441,1.0510125451172065
RU,A9,td1,834,47,-0.13344445381592593,0.3871890049251804,0.2537445511092544,0.7843444888773965,0.28581652572598654,0.28009046946922656,0.13982435747270924,0.2732688112886351,834,-0.15206472216577918,0.18588473485817655,0.03382001269239738
RU,A9,td3,834,47,0.2797358364214156,0.15438439007488625,0.4341202264963017,0.7843444888773965,0.4241962678720251,0.4239217311527388,0.8729612436211528,0.5932254071997372,834,-0.08111057217192938,0.7275367991134669,0.6464262269415376
RU,A9,td5,834,47,-0.2630897989780933,0.8821668273803448,0.6190770284022515,0.7843444888773965,0.4324563515163109,0.4324563515163109,0.7547777485371938,1.017867547515287,834,-0.3110980597628174,1.3172742288644346,1.006176169101617
RU,E9,td1,834,47,-0.05562458834604461,0.20391210107656207,0.14828751273051743,0.7855265219743232,0.27266782071914225,0.2681933289179518,0.17283715554273424,0.22846174388877888,834,-0.08567638698330973,0.0818577683712632,-0.003818618612046536
RU,E9,td3,834,47,0.024772854350062382,0.32745926203619224,0.3522321163862545,0.7855265219743232,0.42445864844570325,0.4239095750071309,0.6819079834763563,0.657135129126294,834,-0.0049451398848470995,0.42029691693832,0.41535177705347287
RU,E9,td5,834,47,0.10807708385355934,0.24126205017707808,0.3493391340306376,0.7855265219743232,0.4336669564424687,0.4336669564424687,1.0600624050889051,0.951985321235346,834,0.024438672772359227,0.5552424390565267,0.5796811118288859
SC,A9,td1,1082,76,0.2153159476541937,-0.09841377353654733,0.11690217411764632,0.8101702930453852,0.21849946002780748,0.2141088845050342,0.34478550260619123,0.12946955495199747,1082,0.14493081834299118,-0.04262007222400264,0.10231074611898852
SC,A9,td3,1082,76,-0.20140102099106447,-0.16889663527586782,-0.3702976562669324,0.8101702930453852,0.3002302877699228,0.3002302877699228,1.0925883784412591,1.2939893994323237,1082,0.07509227641991098,0.09567916234030575,0.17077143876021642
SC,A9,td5,1082,76,-0.7456668617653103,0.7677289860488221,0.02206212428351179,0.8101702930453852,0.3126216920250882,0.3126216920250882,1.2881660127848913,2.033832874550202,1082,-0.5274100983197406,0.8133042348714499,0.2858941365517092
SC,E9,td1,1082,76,0.23012933750326472,-0.1601958128926429,0.06993352461062188,0.8063425418492131,0.21999934584988626,0.21922526771092335,0.36844307711448915,0.13831373961122442,1082,0.10588288777942902,-0.014473814972586783,0.09140907280684228
SC,E9,td3,1082,76,-0.1604148525567231,0.26505322238315937,0.10463836982643636,0.8063425418492131,0.31864949773006535,0.31864949773006535,1.1193072005755034,1.2797220531322264,1082,0.12623224530571878,-0.13127656302451482,-0.00504431771879621
SC,E9,td5,1082,76,-0.9240530266750371,2.0407678907859634,1.1167148641109266,0.8063425418492131,0.3378496362342205,0.3378496362342205,1.1982706169684885,2.1223236436435253,1082,-0.517736994132476,1.0326849697329996,0.5149479756005237
SN,A9,td1,1045,44,0.40439764655288113,-0.7364784258054814,-0.33208077925260016,0.8880378897012775,0.2600253967058139,0.25607486433328225,0.6822280518266602,0.27783040527377917,1045,0.23604204818116742,-0.5298002096238021,-0.29375816144263484
SN,A9,td3,1045,44,0.8701029381783649,-1.1505135627733658,-0.2804106245950006,0.8880378897012775,0.5585914803724279,0.5573288541098016,2.079225659674685,1.2091227214963205,1045,0.46376753966506085,-0.7098151463247643,-0.24604760665970346
SN,A9,td5,1045,44,1.6968727947993658,-3.0697171335369533,-1.372844338737587,0.8880378897012775,0.5814213313219668,0.5814213313219668,2.693086502933567,0.9962137081342007,1045,0.5356430279377944,-1.0958514453575283,-0.5602084174197342
