metric,block,n_rows,n_trades,m0_return_atr,ci_low,ci_high,teacher_long_return_atr,teacher_short_return_atr,accuracy,auc
TeacherFixedExitDirectionReturnATR,2026-05,3285,138,0.2186892437700871,-0.31160448758290793,0.7672595676627697,0.7897235134255361,-0.26097954274049023,0.5444437505917931,0.5853963528147681
TeacherFixedExitDirectionReturnATR,2026-06,3162,164,0.4086467462530892,-0.08951693455717132,0.9440748193723957,0.4889443355169881,0.3531834629470974,0.6058883961205391,0.6503144792088076
TeacherFixedExitDirectionReturnATR,2026-07,4311,158,0.8004279233266176,0.2581877214468414,1.3341952194554156,2.0976462882220686,-0.7100318166201397,0.6164866694003204,0.6521460174209914
TeacherFixedExitDirectionReturnATR,2026-08,3011,177,0.9125699413862226,0.31896066401893525,1.5154435623607145,2.172333301113782,-0.8821614204174236,0.6169875587261602,0.6086151695196386
TeacherFixedExitDirectionReturnATR,2026-09,4,1,-1.4348884079643218,-1.4348884079643218,-1.4348884079643218,,-1.4348884079643218,0.0,
