candidate,n_features,fold_ev_mse,mean_ev_mse,se_ev_mse,n_folds,n_rows,weighted_ev_mse,weighted_ev_mae,win_brier,win_logloss,actual_win_rate,win_magnitude_mae,loss_magnitude_mae,actual_rr,ev_decile_spread,shared_state,paired_point,paired_ci_low,paired_ci_high,paired_status,paired_n_days,paired_n_blocks,paired_excluded_tail_days
A0_V1_DISJOINT,8,"[5.26676472875479, 4.54967924187624, 5.3661726448341485, 4.058624529344986, 6.30589410520481]",5.109427050002995,0.38338690678787146,5,249684,5.083455825006071,1.4639874798036197,0.23740689104625567,0.6675535144058803,0.48519328431136954,0.7701795547329123,0.7657996529484238,1.0610342977423748,0.04369669917737751,False,,,,,,,
A1_SHARE_TO_WIN,8,"[5.210750665003228, 4.57375533058478, 5.270904570397913, 4.044308312796786, 6.330354859181681]",5.086014747592878,0.3837764724150619,5,249684,5.060656151102396,1.4549443842735135,0.236512568845129,0.6655797365952402,0.48519328431136954,0.7701795547329123,0.7657996529484238,1.0610342977423748,0.0037474538367207235,False,-0.016811214499764637,-0.06384713050096412,0.023111374405697827,PROMISING_DEV_IMPROVEMENT,172.0,34.0,2.0
A2_SHARE_TO_PAYOFF,41,"[5.279970265289768, 4.60002432504765, 5.420076855271826, 4.071430185183203, 6.295680999926958]",5.133436526143881,0.37860487822722033,5,249684,5.108417354770827,1.4641667909510547,0.23740689104625567,0.6675535144058803,0.48519328431136954,0.7778175514464593,0.7746581170856675,1.0610342977423748,0.08572282842412468,False,0.04235834783386214,-0.014520131218825482,0.10949538543584271,NO_DEV_IMPROVEMENT,172.0,34.0,2.0
A3_SHARED_BOTH,41,"[5.22013290146533, 4.615665781774184, 5.33952454673916, 4.050779396383923, 6.334300883191578]",5.112080701910835,0.38275425444769345,5,249684,5.087437063977066,1.4555081500087248,0.236512568845129,0.6655797365952402,0.48519328431136954,0.7778175514464593,0.7746581170856675,1.0610342977423748,0.04371887131323127,True,0.027328478519101224,-0.0361455526342853,0.10463051273185546,NO_DEV_IMPROVEMENT,172.0,34.0,2.0
