instrument,prev_session_end,next_session_start,gap_min,gap_type,prev_bars,next_bars,prev_ret_15m,prev_ret_30m,prev_vol,next_open_to_5m,next_open_to_15m,next_open_to_30m,prev_ret_15m_bin,prev_ret_30m_bin
AU,2025-04-30 10:10:00,2025-04-30 10:30:00,20.0,lunch,15,12,-0.00010206000848245189,-0.0011467616116223045,40602.0,-0.0005868525409383762,-0.00040823508984211276,-0.0013777836953567935,2.0,1.0
AU,2025-04-30 11:25:00,2025-04-30 13:30:00,125.0,lunch,12,18,-0.000536225997632811,0.00017889588485653363,18261.0,-0.000893684019888652,-0.0015320742789509678,-0.0018130065157576647,1.0,3.0
AU,2025-04-30 14:55:00,2025-05-06 09:00:00,8285.0,long_gap,18,15,-0.000691612934693886,-0.00023061792779510704,39496.0,0.009459998067069542,0.012749248032480676,0.010811415245903122,1.0,2.0
AU,2025-05-06 10:10:00,2025-05-06 10:30:00,20.0,lunch,15,12,0.0005010816496986426,0.0007267437413764899,103626.0,-0.0016781801571305044,-0.0038321822900360125,-0.006311807172628359,4.0,4.0
AU,2025-05-06 11:25:00,2025-05-06 13:30:00,125.0,lunch,12,18,-0.001056717303052901,0.001993585039810064,45184.0,-0.0001261521589116521,-0.0016656243838721885,0.0011104162559147923,1.0,5.0
AU,2025-05-06 14:55:00,2025-05-06 21:00:00,365.0,overnight,18,66,0.0003020416772960832,0.0005034785581750079,49153.0,0.0014214646489245641,0.0019451341129597122,0.0031172069825435855,4.0,4.0
AU,2025-05-07 02:25:00,2025-05-07 09:00:00,395.0,overnight,66,15,0.0009152933554834597,0.0014850165598114806,197458.0,-0.0011250305175781738,-0.0006999969482421875,-0.004349975585937527,5.0,5.0
AU,2025-05-07 10:10:00,2025-05-07 10:30:00,20.0,lunch,15,12,0.0009007740425572841,0.0023806847164324907,115673.0,0.001820521719012147,0.001097290336721457,0.00137165097369496,5.0,5.0
AU,2025-05-07 11:25:00,2025-05-07 13:30:00,125.0,lunch,12,18,-0.001796948272597465,-0.004083701751774305,44162.0,-0.00024954112456010424,0.0012476294735406235,0.0016717808509587595,1.0,1.0
AU,2025-05-07 14:55:00,2025-05-07 21:00:00,365.0,overnight,18,66,0.0006724843237115863,0.0007722139216532753,56346.0,-0.00022412237735403018,-0.0006474393125394107,-0.002166592313871618,5.0,4.0
AU,2025-05-08 02:25:00,2025-05-08 09:00:00,395.0,overnight,66,15,-0.0005727792965932732,-0.00149277528952374,212144.0,0.004291955634942335,0.003618246305754802,0.0036681253167887284,1.0,1.0
AU,2025-05-08 10:10:00,2025-05-08 10:30:00,20.0,lunch,15,12,-0.00027193135016101433,0.003225451804788726,104203.0,0.0005198692485781642,-0.000569272690683742,-0.0016831918914296251,2.0,5.0
AU,2025-05-08 11:25:00,2025-05-08 13:30:00,125.0,lunch,12,18,-0.001734130311005666,-0.0006695823938657197,49435.0,0.0025499725341797674,0.0014499664306639737,-0.004775009155273402,1.0,2.0
AU,2025-05-08 14:55:00,2025-05-08 21:00:00,365.0,overnight,18,66,0.002332277295833185,0.00017709026338597056,199916.0,0.0005026316455472024,0.0009047216238207145,-0.0004271678769756093,5.0,3.0
AU,2025-05-09 02:25:00,2025-05-09 09:00:00,395.0,overnight,66,15,-0.0003813145771558446,-0.00048297520171347585,357259.0,-0.002558606119379303,-0.0025078916640278726,-0.006915797305454441,2.0,2.0
AU,2025-05-09 10:10:00,2025-05-09 10:30:00,20.0,lunch,15,12,-0.003227732103864067,-0.004961008827427338,135334.0,0.0027481887952873763,0.004571718894037069,0.008116100199236254,1.0,1.0
AU,2025-05-09 11:25:00,2025-05-09 13:30:00,125.0,lunch,12,18,0.0012758356922355496,-0.0009929342395502694,84937.0,-0.0039299893939034325,-0.0019523048316120173,-0.0020791261077807155,5.0,1.0
AU,2025-05-09 14:55:00,2025-05-09 21:00:00,365.0,overnight,18,66,0.0015497595073767911,0.0011427815885136638,85662.0,-0.0016704798191810033,-0.0025057969728211615,0.0005315935501526425,5.0,5.0
AU,2025-05-10 02:25:00,2025-05-12 09:00:00,3275.0,long_gap,66,15,0.00045545857605033824,-0.0009097512423769105,289433.0,-0.007216463383940108,-0.009793782971568965,-0.0075773258799129994,4.0,1.0
AU,2025-05-12 10:10:00,2025-05-12 10:30:00,20.0,lunch,15,12,0.00023275316049820027,0.0003103616265474063,185364.0,-0.00018101441297668774,-0.00012925091911764053,-0.0006464124111182912,4.0,3.0
AU,2025-05-12 11:25:00,2025-05-12 13:30:00,125.0,lunch,12,18,0.0013704974597226194,0.00214788712650571,46179.0,2.5898488033693212e-05,-0.0018111570686448752,-0.000491597519809206,5.0,5.0
AU,2025-05-12 14:55:00,2025-05-12 21:00:00,365.0,overnight,18,66,0.0008294212797259615,-0.0005693413175923423,87154.0,0.002549950673677248,0.004758142974855772,0.0034175035000147957,5.0,2.0
AU,2025-05-13 02:25:00,2025-05-13 09:00:00,395.0,overnight,66,15,0.0012900036088285827,0.0007894180244265581,331682.0,0.001389249749139898,-0.00034077295625822845,-0.003328935815653633,5.0,4.0
AU,2025-05-13 10:10:00,2025-05-13 10:30:00,20.0,lunch,15,12,0.0007909818732381169,0.0009757512455637052,119599.0,0.0001844018251679902,0.003900022203813247,0.0012648372901182814,5.0,4.0
AU,2025-05-13 11:25:00,2025-05-13 13:30:00,125.0,lunch,12,18,0.0004993887581061784,0.0017632396772375714,65497.0,0.00026110784327793013,-0.00026118754652681986,0.00023504488089942654,4.0,5.0
AU,2025-05-13 14:55:00,2025-05-13 21:00:00,365.0,overnight,18,66,-0.0005988777617148555,0.002507290646770466,108711.0,0.0014397586203369617,0.0007591846725703011,0.000680653836714562,1.0,5.0
AU,2025-05-14 02:25:00,2025-05-14 09:00:00,395.0,overnight,66,15,7.840358496613575e-05,-0.0007312009627147287,289242.0,-0.0006805825563016565,0.00010464356206041359,0.001989266126711131,3.0,2.0
AU,2025-05-14 10:10:00,2025-05-14 10:30:00,20.0,lunch,15,12,0.0009424746154205188,-0.0009928797635523345,85762.0,0.0006022806755803245,-0.0004189674382470976,-0.0006546216391607462,5.0,1.0
AU,2025-05-14 11:25:00,2025-05-14 13:30:00,125.0,lunch,12,18,-0.0005504940486080745,-0.0005504940486080745,49189.0,0.0003414088811841687,0.0007879899746512375,0.002469142136236835,1.0,2.0
AU,2025-05-14 14:55:00,2025-05-14 21:00:00,365.0,overnight,18,66,-0.0011278113344759255,-0.00028877829957241197,73343.0,0.0001333007812500675,-0.001840006510416714,0.00034667968750001776,1.0,2.0
AU,2025-05-15 02:25:00,2025-05-15 09:00:00,395.0,overnight,66,15,5.340086899119356e-05,-5.3395166294545326e-05,348077.0,0.0011201254136785632,0.00010669798861684399,-0.00016000628956569507,3.0,3.0
AU,2025-05-15 10:10:00,2025-05-15 10:30:00,20.0,lunch,15,12,-0.0001338612161561059,-0.00037477011934228255,108481.0,-0.0020683617707458746,-0.003760695027266836,-0.004351667244194668,2.0,2.0
AU,2025-05-15 11:25:00,2025-05-15 13:30:00,125.0,lunch,12,18,0.0014610980778806404,-0.0013222362220259853,109575.0,-0.0022501005173957145,-0.003388635825888997,-0.004716954595920031,5.0,1.0
AU,2025-05-15 14:55:00,2025-05-15 21:00:00,365.0,overnight,18,66,0.0005950964842171835,0.000838737969357517,177941.0,0.0002406962807159907,0.0010697884541690517,-0.0005081637991650734,4.0,4.0
AU,2025-05-16 02:25:00,2025-05-16 09:00:00,395.0,overnight,66,15,-5.299595434549165e-05,0.0005836504994911618,269299.0,-0.0015298633249115623,-0.0038508992595545077,-0.006092890377557336,3.0,4.0
AU,2025-05-16 10:10:00,2025-05-16 10:30:00,20.0,lunch,15,12,7.964418575157062e-05,0.003329426784230538,97913.0,0.001645902766649554,-0.00039818921530232476,-0.0019644541388913472,3.0,5.0
AU,2025-05-16 11:25:00,2025-05-16 13:30:00,125.0,lunch,12,18,-0.0001065644168487534,-0.0013833249432727568,46977.0,0.0005323012828508666,0.0007983707065035706,0.0007983707065035706,2.0,1.0
AU,2025-05-16 14:55:00,2025-05-16 21:00:00,365.0,overnight,18,66,0.00021283212896272552,-0.00148753538571067,67114.0,0.004329663372694137,0.0017210814047456946,0.0011026049626989831,3.0,1.0
AU,2025-05-17 02:25:00,2025-05-19 09:00:00,3275.0,long_gap,66,15,0.0008016776675110471,-2.6727631742828883e-05,188595.0,-0.0028672041440198637,-0.004550744343599589,-0.007417948487619452,5.0,3.0
AU,2025-05-19 10:10:00,2025-05-19 10:30:00,20.0,lunch,15,12,0.0014046028626335527,0.0010066079108177473,88899.0,-0.0012437694419739076,-0.0011908688585653415,0.0005293288910841465,5.0,4.0
AU,2025-05-19 11:25:00,2025-05-19 13:30:00,125.0,lunch,12,18,-0.0006615331628625487,-0.001031567632460706,26395.0,0.00026526817908645306,0.00037139164041777306,0.0022546580995108645,1.0,1.0
AU,2025-05-19 14:55:00,2025-05-19 21:00:00,365.0,overnight,18,66,0.0002646854592533998,-0.00037034053409434886,50410.0,-0.000713313114060421,0.0021928311024190794,0.000581244968832495,4.0,2.0
AU,2025-05-20 02:25:00,2025-05-20 09:00:00,395.0,overnight,66,15,0.0012680923252479381,0.0019563295356386234,150052.0,0.0010055699628208625,0.0007674214067368013,5.297573848461745e-05,5.0,5.0
AU,2025-05-20 10:10:00,2025-05-20 10:30:00,20.0,lunch,15,12,-0.0012958590942093728,-0.0018765963470699365,49103.0,-0.00023862213800096566,-0.00039770356333490575,-0.0006628662443214361,1.0,1.0
AU,2025-05-20 11:25:00,2025-05-20 13:30:00,125.0,lunch,12,18,-0.00021201072279408706,0.0006895347801101348,35154.0,-0.00010588803770716915,-0.0009005333038895058,-0.00029131334953935717,2.0,4.0
AU,2025-05-20 14:55:00,2025-05-20 21:00:00,365.0,overnight,18,66,-0.00013250926270491625,-0.0008476790441064308,34636.0,-0.0014987557847383481,-0.0015776376681455595,-0.0013147515541657162,2.0,2.0
AU,2025-05-21 02:25:00,2025-05-21 09:00:00,395.0,overnight,66,15,0.0008553750150599448,0.0006997434590358953,229454.0,0.0009545305243492397,-5.1568582435601584e-05,-0.002373414482599423,5.0,4.0
AU,2025-05-21 10:10:00,2025-05-21 10:30:00,20.0,lunch,15,12,0.0011376333580801479,-0.00010331451238698719,83341.0,0.0004650973534399139,0.0015504033682574025,0.0010335759599080507,5.0,3.0
AU,2025-05-21 11:25:00,2025-05-21 13:30:00,125.0,lunch,12,18,0.0021158203359075145,0.002788580232078619,24282.0,-0.0002579604452254136,0.002450506151927545,0.0035854691361387747,5.0,5.0
AU,2025-05-21 14:55:00,2025-05-21 21:00:00,365.0,overnight,18,66,0.0012342469512436338,0.0005653087676653623,59393.0,0.0005934542398908782,0.0005934542398908782,0.0004386537840561644,5.0,4.0
AU,2025-05-22 02:25:00,2025-05-22 09:00:00,395.0,overnight,66,15,2.5741310502702675e-05,0.0003601063126157378,143221.0,0.0013083435615772743,0.0012570620683791667,0.00438695558529445,3.0,4.0
AU,2025-05-22 10:10:00,2025-05-22 10:30:00,20.0,lunch,15,12,0.0003318228642310572,-0.0003825691679607557,76661.0,2.5549455449969116e-05,0.0013527969292670416,0.0010465150425924552,4.0,2.0
AU,2025-05-22 11:25:00,2025-05-22 13:30:00,125.0,lunch,12,18,-0.0010704019926495167,-0.0006374461318333635,23305.0,-0.00017865847423326198,-0.0009442263912834425,-0.0023988833144433785,1.0,2.0
AU,2025-05-22 14:55:00,2025-05-22 21:00:00,365.0,overnight,18,66,-0.0008197538955899697,-0.0013569532426588315,64357.0,0.0026315615432994655,0.003663510955339344,0.0023219845929567384,1.0,1.0
AU,2025-05-23 02:25:00,2025-05-23 09:00:00,395.0,overnight,66,15,0.00025856069039575935,-0.0010843865824771148,203902.0,0.0008780896879436728,0.0012138460895807501,0.0016528515255240794,4.0,1.0
AU,2025-05-23 10:10:00,2025-05-23 10:30:00,20.0,lunch,15,12,-0.0015227284130031604,-0.001471214434820678,39906.0,-0.0007761636671873573,-0.0007502678597580692,-0.00028461702982507386,1.0,1.0
AU,2025-05-23 11:25:00,2025-05-23 13:30:00,125.0,lunch,12,18,0.00028460968209764737,0.0004916356788524645,24019.0,-0.0006170049353333429,-0.0009255074030000143,0.0005913487026458775,4.0,4.0
AU,2025-05-23 14:55:00,2025-05-23 21:00:00,365.0,overnight,18,66,0.00030773502793168817,0.0010521843987230106,62331.0,0.00017836260947445837,-0.0015286779707404108,-0.00290449591958597,4.0,4.0
AU,2025-05-24 02:25:00,2025-05-26 09:00:00,3275.0,long_gap,66,15,0.00043330930294849246,0.0008159759134183098,176315.0,-0.0014102251101762997,-0.0013077173477563653,-0.0009230393629807709,4.0,4.0
AU,2025-05-26 10:10:00,2025-05-26 10:30:00,20.0,lunch,15,12,0.00020524044129044405,0.000230920994334749,51959.0,0.0005384672269408419,0.001666736443338257,0.0006923150060667016,3.0,3.0
AU,2025-05-26 11:25:00,2025-05-26 13:30:00,125.0,lunch,12,18,-0.00048737319079528163,-0.001997742993595897,31704.0,0.0,0.0006158490925387561,0.00043620033639890643,2.0,1.0
AU,2025-05-26 14:55:00,2025-05-26 21:00:00,365.0,overnight,18,66,-0.0009510953874776185,-0.0006685602406126812,36353.0,0.0002313827871607277,-0.00046284403576146715,0.0007970113095889797,1.0,2.0
AU,2025-05-27 02:25:00,2025-05-27 09:00:00,395.0,overnight,66,15,7.695349339509328e-05,-0.00023086768214009012,75931.0,-0.0009230393629807709,-0.0011025453225160797,-0.0025897686298076428,3.0,2.0
AU,2025-05-27 10:10:00,2025-05-27 10:30:00,20.0,lunch,15,12,0.0009504356882172882,0.001825405406338465,37738.0,0.0,0.0003079482524759314,0.0009752216784917334,5.0,5.0
AU,2025-05-27 11:25:00,2025-05-27 13:30:00,125.0,lunch,12,18,0.00017929438394159725,0.0005125632755178522,19708.0,-0.00018036152343059442,-0.0010047253303921977,-0.002164102411694624,3.0,4.0
AU,2025-05-27 14:55:00,2025-05-27 21:00:00,365.0,overnight,18,66,-0.0006217509756509809,-0.002843127735509654,95329.0,0.0003380701779724937,0.0009622302600744703,5.2059633040002495e-05,1.0,1.0
AU,2025-05-28 02:25:00,2025-05-28 09:00:00,395.0,overnight,66,15,0.00015572051510059914,-0.0007260814141833993,112809.0,0.00025908316972955703,-0.0002849361439443143,-5.178500951263931e-05,3.0,2.0
AU,2025-05-28 10:10:00,2025-05-28 10:30:00,20.0,lunch,15,12,0.0010365221632826493,0.0016854502963088436,35387.0,0.00023284348559360346,-0.0006468137789020778,-0.0014747543655192485,5.0,5.0
AU,2025-05-28 11:25:00,2025-05-28 13:30:00,125.0,lunch,12,18,-0.0014798849971370265,-0.0033687168010618773,26820.0,-0.0006731551585896778,0.0003625350237832503,-0.0005178055821385419,1.0,1.0
AU,2025-05-28 14:55:00,2025-05-28 21:00:00,365.0,overnight,18,66,0.00031093113875346745,0.0012186615612810314,35832.0,0.0005176179275108161,-0.0006470816514831945,-0.0008800215672819522,4.0,5.0
AU,2025-05-29 02:25:00,2025-05-29 09:00:00,395.0,overnight,66,15,0.0006488450763573184,0.0015326172874758903,115853.0,-0.0035083948508278784,-0.0038225675387382196,-0.00274909092071296,4.0,5.0
AU,2025-05-29 10:10:00,2025-05-29 10:30:00,20.0,lunch,15,12,0.0006293835354740374,0.0014960806084418632,70827.0,-0.0012057443121313849,0.0007339417543823501,0.0008388134317660612,4.0,5.0
AU,2025-05-29 11:25:00,2025-05-29 13:30:00,125.0,lunch,12,18,0.0006543646328696084,0.0008901359972164347,27999.0,-0.0005234140331183967,-0.0008374305082817779,0.00034021113535009917,4.0,4.0
AU,2025-05-29 14:55:00,2025-05-29 21:00:00,365.0,overnight,18,66,0.00020942497030951301,-0.00028771641699176786,35915.0,-0.0018614783339717667,-0.002301028022377527,-0.00010343737955487153,3.0,2.0
AU,2025-05-30 02:25:00,2025-05-30 09:00:00,395.0,overnight,66,15,-0.0005166284103053087,-0.0012906889209670647,137061.0,0.0002590160630269178,0.001579863615435828,0.0013726981893773527,1.0,1.0
AU,2025-05-30 10:10:00,2025-05-30 10:30:00,20.0,lunch,15,12,-0.0003370621692972975,-0.0016829628046967082,35126.0,-0.00018171920627840787,-0.0006489292667098967,-0.0016353144265087716,2.0,1.0
AU,2025-05-30 11:25:00,2025-05-30 13:30:00,125.0,lunch,12,18,-0.0006755691009491249,-0.0005717435895361556,23457.0,0.0008579993942505748,0.000962025770451902,0.002626051045290456,1.0,2.0
AU,2025-05-30 14:55:00,2025-06-03 09:00:00,5405.0,long_gap,18,15,0.0017132272838753515,0.0028586438108397783,40369.0,-0.0022549141649650384,-0.004433747012609901,-0.0036990674626339315,5.0,5.0
AU,2025-06-03 10:10:00,2025-06-03 10:30:00,20.0,lunch,15,12,-7.620285587839337e-05,-0.00022857373169293815,63390.0,-0.0016007480238210414,-0.002490104177732877,-0.0021344082427783295,3.0,2.0
AU,2025-06-03 11:25:00,2025-06-03 13:30:00,125.0,lunch,12,18,-0.0005349010705095747,-0.0003312226313694211,29965.0,-0.0007398554436287563,-0.0004592662592829422,0.0009439132272497375,1.0,2.0
AU,2025-06-03 14:55:00,2025-06-03 21:00:00,365.0,overnight,18,66,0.0009969938828313651,-0.0009441355942233498,37667.0,0.0002299242964511894,-0.00028089734386771426,-0.00038307726001940434,5.0,1.0
AU,2025-06-04 02:25:00,2025-06-04 09:00:00,395.0,overnight,66,15,0.00048612623369370667,-5.1114953707021016e-05,96960.0,0.0014837991785625615,0.0019442562739622193,0.003555934177900122,4.0,3.0
AU,2025-06-04 10:10:00,2025-06-04 10:30:00,20.0,lunch,15,12,0.00012735731473911827,0.0009939211378795498,40020.0,-0.0011210253284236193,-0.0007898026970540872,-0.0010190927298965313,3.0,4.0
AU,2025-06-04 11:25:00,2025-06-04 13:30:00,125.0,lunch,12,18,0.0004080997248459006,0.0004080997248459006,16762.0,0.0004604570953994358,0.0005116710415815628,-0.0004860640684904993,4.0,4.0
AU,2025-06-04 14:55:00,2025-06-04 21:00:00,365.0,overnight,18,66,-0.0005365642160630735,-0.00012783905663360517,38202.0,0.000613471950118516,0.0003578326341802107,-0.000127858663052427,1.0,3.0
AU,2025-06-05 02:25:00,2025-06-05 09:00:00,395.0,overnight,66,15,-0.0007886774551448816,-0.00043269220687236487,124120.0,0.0008906007723044063,-0.00012719540195615942,-0.0005089369135655719,1.0,2.0
AU,2025-06-05 10:10:00,2025-06-05 10:30:00,20.0,lunch,15,12,-0.0007132091543562424,-0.0007895613123352074,28900.0,0.00038222794799436244,0.0,2.5430018106620267e-05,1.0,2.0
AU,2025-06-05 11:25:00,2025-06-05 13:30:00,125.0,lunch,12,18,7.641443864425668e-05,0.00022927835628649973,10241.0,-0.001402958543906263,-0.0009948067491164503,-0.0017855765243356414,3.0,3.0
AU,2025-06-05 14:55:00,2025-06-05 21:00:00,365.0,overnight,18,66,2.546701005856633e-05,0.00020416195955608174,35161.0,-0.0014504703253124251,0.0002799670997886139,-0.001017899799425459,3.0,3.0
AU,2025-06-06 02:25:00,2025-06-06 09:00:00,395.0,overnight,66,15,0.001282412940097677,0.0007178214026555274,192332.0,0.0007425644705834067,0.0013315056907021727,0.0031494329145393962,5.0,4.0
AU,2025-06-06 10:10:00,2025-06-06 10:30:00,20.0,lunch,15,12,7.661740471509582e-05,0.0006388633223981532,28198.0,-5.105098785607165e-05,-0.00012766643985995252,-0.00033194833172389693,3.0,4.0
AU,2025-06-06 11:25:00,2025-06-06 13:30:00,125.0,lunch,12,18,0.0010476916899528899,0.0012523391661429795,13861.0,-0.00010206261459666521,-0.0005102352220185402,-0.0002551176110092701,5.0,5.0
AU,2025-06-06 14:55:00,2025-06-06 21:00:00,365.0,overnight,18,66,0.0003320771566461822,-0.0006124387366566175,37804.0,-0.0009985255358899714,0.0014082030837945236,0.0011777741139735731,4.0,2.0
AU,2025-06-07 02:25:00,2025-06-09 09:00:00,3275.0,long_gap,66,15,0.00023254867672006796,-0.0018823448314718716,159741.0,-0.0009593612212981384,-0.0016075333553082771,-0.0012963442680203885,4.0,1.0
AU,2025-06-09 10:10:00,2025-06-09 10:30:00,20.0,lunch,15,12,0.0004688592493118371,-0.003010571454143185,50689.0,0.00031191058161406104,0.00025995192674188594,0.0009877697259050855,4.0,1.0
AU,2025-06-09 11:25:00,2025-06-09 13:30:00,125.0,lunch,12,18,-0.00018175694311128865,-0.00044120464869690235,15703.0,0.0003629203029229533,0.0014774684869214294,0.001373765671504712,2.0,2.0
AU,2025-06-09 14:55:00,2025-06-09 21:00:00,365.0,overnight,18,66,0.0008009238299202526,0.001706679916466891,29858.0,-0.0014986733133478536,-0.0016279195938307955,-0.0021446681453891614,5.0,5.0
AU,2025-06-10 02:25:00,2025-06-10 09:00:00,395.0,overnight,66,15,0.0001287416120476781,0.0003606072541255667,81478.0,0.00028475171925568254,-0.001423916616100307,-0.001993499064522619,3.0,4.0
AU,2025-06-10 10:10:00,2025-06-10 10:30:00,20.0,lunch,15,12,0.0005711795130292074,0.0010910289799270778,40709.0,-0.00015580139490589673,-7.790069745294836e-05,0.0014541991843963764,4.0,5.0
AU,2025-06-10 11:25:00,2025-06-10 13:30:00,125.0,lunch,12,18,0.0003113683005531165,5.185486433068043e-05,15006.0,0.0024354919220057614,0.0019173509387935272,0.0020986567948144685,4.0,3.0
AU,2025-06-10 14:55:00,2025-06-10 21:00:00,365.0,overnight,18,66,-0.0011341145965456656,-0.0005931787201758354,42767.0,0.00041147912973626966,0.00023144229517302328,0.0017744694112786785,1.0,2.0
AU,2025-06-11 02:25:00,2025-06-11 09:00:00,395.0,overnight,66,15,0.0003356263863791842,-0.00012899077007255677,95395.0,-0.0007207546627328032,0.00012867532834404116,0.000463325449678198,4.0,3.0
AU,2025-06-11 10:10:00,2025-06-11 10:30:00,20.0,lunch,15,12,0.0013149895271404866,0.00043791969433359945,26394.0,-5.1443827973729483e-05,0.0004889912564343124,0.0009265386848946733,5.0,4.0
AU,2025-06-11 11:25:00,2025-06-11 13:30:00,125.0,lunch,12,18,0.0003599348288880755,0.00028279533579889105,14946.0,-7.707409486357175e-05,-0.001130472329341492,-0.0008992500447507767,4.0,3.0
AU,2025-06-11 14:55:00,2025-06-11 21:00:00,365.0,overnight,18,66,-0.0003857461917176064,0.00020578500029122537,28753.0,0.0007979345137547611,0.002496785638875565,0.0021621527358832715,2.0,3.0
AU,2025-06-12 02:25:00,2025-06-12 09:00:00,395.0,overnight,66,15,0.0015144032019214215,0.0037817428237447714,125675.0,0.00022943031573463557,0.0002548707067977496,0.002243422375220794,5.0,5.0
AU,2025-06-12 10:10:00,2025-06-12 10:30:00,20.0,lunch,15,12,-0.0002545203387078754,0.0006370238048765131,45384.0,0.00022906825690327537,0.0003817804281720516,-0.00012731192711579187,2.0,4.0
AU,2025-06-12 11:25:00,2025-06-12 13:30:00,125.0,lunch,12,18,-0.0003565475563084286,-0.0005857167791654128,17726.0,0.0003822084791338387,-7.644169582676774e-05,-0.00020389636465689698,2.0,2.0
AU,2025-06-12 14:55:00,2025-06-12 21:00:00,365.0,overnight,18,66,0.0006372186897674048,0.0016839485658288744,29413.0,0.0010928440469430978,-0.0011182049158204865,-0.0011435657846978753,4.0,5.0
AU,2025-06-13 02:25:00,2025-06-13 09:00:00,395.0,overnight,66,15,-0.0005594721017129212,-0.0005848348958937821,118286.0,0.0028731656130469574,0.004687776286261824,0.005418604524166648,1.0,2.0
AU,2025-06-13 10:10:00,2025-06-13 10:30:00,20.0,lunch,15,12,0.0009293557764626925,-0.00040136376410160324,73769.0,0.001654849646040235,0.0019808153135916218,0.0035855458253017947,5.0,2.0
AU,2025-06-13 11:25:00,2025-06-13 13:30:00,125.0,lunch,12,18,0.0015550806726802868,-0.0025478706264432383,49390.0,0.00015063409598936595,0.0004017164624985359,0.0010293840689810096,5.0,1.0
AU,2025-06-13 14:55:00,2025-06-13 21:00:00,365.0,overnight,18,66,0.0023216647844439553,-0.0025865719128070896,53093.0,0.0006262524858600127,0.0009017668851567517,0.0011022104908604557,5.0,1.0
AU,2025-06-14 02:25:00,2025-06-16 09:00:00,3275.0,long_gap,66,15,0.0008277743952707084,0.00045137828001995395,125997.0,0.0010765157441001705,0.0007511161306066327,-0.0006759357550073508,5.0,4.0
AU,2025-06-16 10:10:00,2025-06-16 10:30:00,20.0,lunch,15,12,-0.0001751672010640304,0.00012511336011322705,34034.0,-0.0007257615722766619,-0.00025022047050915486,-0.0013765181073005506,2.0,3.0
AU,2025-06-16 11:25:00,2025-06-16 13:30:00,125.0,lunch,12,18,0.00027597066594164943,-0.0005264791224746102,16239.0,-0.0027152396537162282,-0.00284099279148331,-0.00284099279148331,4.0,2.0
AU,2025-06-16 14:55:00,2025-06-16 21:00:00,365.0,overnight,18,66,0.0004292714415883303,0.0005808760884777886,52572.0,-0.0011353426189909532,-0.0012362876290619162,-0.001311977136994713,4.0,4.0
AU,2025-06-17 02:25:00,2025-06-17 09:00:00,395.0,overnight,66,15,-0.00020354371075947952,-0.0008391907106485297,112120.0,0.0010927386932180205,0.0014993553694806483,0.0010165029135562609,2.0,2.0
AU,2025-06-17 10:10:00,2025-06-17 10:30:00,20.0,lunch,15,12,0.00040676140956841245,0.00012704346662695265,21943.0,0.00017785510158829787,0.0005843478206934982,-0.0019816035490388684,4.0,3.0
AU,2025-06-17 11:25:00,2025-06-17 13:30:00,125.0,lunch,12,18,0.0009952382921651903,-0.001273106921710787,31135.0,-0.00043256010593883953,-0.0001272600993778017,0.0002289750049206951,5.0,1.0
AU,2025-06-17 14:55:00,2025-06-17 21:00:00,365.0,overnight,18,66,0.0001274384361165115,7.642806183416617e-05,27691.0,0.0006876325157543217,0.0017062581242521802,0.0015024863728612114,3.0,3.0
AU,2025-06-18 02:25:00,2025-06-18 09:00:00,395.0,overnight,66,15,0.0007371849248125617,0.00033033053058995065,104229.0,-0.0009157369819556838,-0.0011192082120088376,-0.0004578684909778419,5.0,3.0
AU,2025-06-18 10:10:00,2025-06-18 10:30:00,20.0,lunch,15,12,-0.0003062503333675082,-0.0017071710593177247,19203.0,0.00040850608941322974,0.0009701922230351823,0.002016974468174615,2.0,1.0
AU,2025-06-18 11:25:00,2025-06-18 13:30:00,125.0,lunch,12,18,0.0001272634025339947,0.0008662327080015686,13370.0,-0.0005847637882483436,-0.0009152014921290919,-0.001118631325323638,3.0,4.0
AU,2025-06-18 14:55:00,2025-06-18 21:00:00,365.0,overnight,18,66,0.00017822128165745355,0.000331155146108264,27431.0,0.0004577054692467275,0.0017800691850762274,0.002390343144071938,3.0,3.0
AU,2025-06-19 02:25:00,2025-06-19 09:00:00,395.0,overnight,66,15,-0.0001776835640069363,0.001143594787255342,97673.0,0.0005856422312620069,0.00025463043543116903,2.548635423305079e-05,2.0,5.0
AU,2025-06-19 10:10:00,2025-06-19 10:30:00,20.0,lunch,15,12,0.00015288339165353548,-0.0004838484306322055,24911.0,-0.0003312732698087517,0.00015288339165353548,-0.00035677975631043246,3.0,2.0
AU,2025-06-19 11:25:00,2025-06-19 13:30:00,125.0,lunch,12,18,-0.00015301595934658074,-0.0008155184488395362,11073.0,0.00012750686633822284,-0.0010968859911911766,-0.0019386025636664028,2.0,2.0
AU,2025-06-19 14:55:00,2025-06-19 21:00:00,365.0,overnight,18,66,-0.0003070970982916865,0.001564024861641533,56833.0,-0.00048525717617109443,-0.0004085637837277778,-0.0014812580522216567,2.0,5.0
AU,2025-06-20 02:25:00,2025-06-20 09:00:00,395.0,overnight,66,15,-0.00010204439047745151,0.000944684455211009,65624.0,-0.0015823467551376869,-0.0031647713970027747,-0.0033178967031950446,2.0,4.0
AU,2025-06-20 10:10:00,2025-06-20 10:30:00,20.0,lunch,15,12,-0.0008197958734855737,-0.0017659767589335296,27754.0,-0.0004358983367086511,0.0002820702753247861,-0.0009742965515520119,1.0,1.0
