symbol,liquidity_id,contact_number,wf,h,action,direction,scale,decision_time,entry_time,decision,available,gap_invalid,reward,R_lower,R_upper,target_first,ambiguous,censored,target_atr,risk_atr,rr
AG,AG|CANONICAL_EQH|15m|2025-02-07 02:15:00|8058.0,1,WF0,3,OUTWARD,1,0.2,2025-02-07 10:00:00,2025-02-07 10:00:00,ENTER_h3_OUTWARD,True,False,0.29411764705882354,0.29411764705882354,0.29411764705882354,True,False,False,0.5882352941176471,1.5686274509803924,0.37499999999999994
AG,AG|CANONICAL_EQH|15m|2025-07-03 02:30:00|8848.0009765625,1,WF1,3,OUTWARD,1,0.2,2025-07-03 14:30:00,2025-07-03 14:30:00,ENTER_h3_OUTWARD,True,False,-1.0,-1.0,-1.0,False,False,False,0.6593406593406593,1.043956043956044,0.631578947368421
AG,AG|CANONICAL_EQH|15m|2025-08-01 01:45:00|8936.0009765625,1,WF1,3,INWARD,-1,0.2,2025-08-01 09:45:00,2025-08-01 09:45:00,ENTER_h3_INWARD,True,False,0.5333333333333333,0.5333333333333333,0.5333333333333333,True,False,False,0.9523809523809523,1.7857142857142856,0.5333333333333333
AG,AG|CANONICAL_EQH|15m|2025-08-11 09:45:00|9280.0009765625,2,WF1,2,OUTWARD,1,0.2,2025-08-13 14:45:00,2025-08-13 14:45:00,ENTER_h2_OUTWARD,True,False,0.7647058823529411,0.7647058823529411,0.7647058823529411,True,False,False,0.9154929577464789,1.1971830985915493,0.7647058823529412
AG,AG|CANONICAL_EQH|15m|2025-08-11 09:45:00|9280.0009765625,3,WF1,3,OUTWARD,1,0.2,2025-08-22 23:00:00,2025-08-22 23:00:00,ENTER_h3_OUTWARD,True,False,0.2894736842105263,0.2894736842105263,0.2894736842105263,True,False,False,0.2558139534883721,0.8837209302325582,0.2894736842105263
AG,AG|CANONICAL_EQH|15m|2025-08-29 15:00:00|9402.0009765625,1,WF1,3,OUTWARD,1,0.2,2025-08-29 22:00:00,2025-08-29 22:00:00,ENTER_h3_OUTWARD,True,False,0.8235294117647058,0.8235294117647058,0.8235294117647058,True,False,False,0.853658536585366,1.0365853658536586,0.823529411764706
AG,AG|CANONICAL_EQH|15m|2026-01-05 21:15:00|18288.0,1,WF2,3,OUTWARD,1,0.2,2026-01-05 23:00:00,2026-01-05 23:00:00,ENTER_h3_OUTWARD,True,False,0.4223300970873786,0.4223300970873786,0.4223300970873786,True,False,False,0.5180442374854481,1.1874272409778812,0.4362745098039215
AG,AG|CANONICAL_EQH|15m|2026-06-17 11:30:00|16888.0,2,WF3,3,OUTWARD,1,0.2,2026-06-17 22:30:00,2026-06-17 22:30:00,ENTER_h3_OUTWARD,True,False,-1.0,-1.0,-1.0,False,False,False,0.6713479407873622,1.7334805038240844,0.3872832369942196
AG,AG|CANONICAL_EQH|15m|2026-07-02 15:00:00|14739.0009765625,1,WF3,2,OUTWARD,1,0.2,2026-07-02 21:45:00,2026-07-02 21:45:00,ENTER_h2_OUTWARD,True,False,-1.0,-1.0,-1.0,False,False,False,0.5825864276568502,1.267605633802817,0.45959595959595956
AG,AG|CANONICAL_EQH|1h|2025-04-17 12:00:00|8275.0,1,WF0,3,INWARD,-1,0.2,2025-04-21 22:00:00,2025-04-21 22:00:00,ENTER_h3_INWARD,True,False,0.6785714285714286,0.6785714285714286,0.6785714285714286,True,False,False,0.9677419354838709,1.5591397849462365,0.6206896551724138
AG,AG|CANONICAL_EQH|1h|2025-05-07 15:00:00|8275.0,5,WF0,2,OUTWARD,1,0.2,2025-05-21 23:00:00,2025-05-21 23:00:00,ENTER_h2_OUTWARD,True,False,0.48,0.48,0.48,True,False,False,0.6962025316455696,1.6455696202531644,0.4230769230769231
AG,AG|CANONICAL_EQH|1h|2025-08-29 11:00:00|9406.0009765625,1,WF1,3,OUTWARD,1,0.2,2025-08-29 22:00:00,2025-08-29 22:00:00,ENTER_h3_OUTWARD,True,False,0.8235294117647058,0.8235294117647058,0.8235294117647058,True,False,False,0.853658536585366,1.0365853658536586,0.823529411764706
AG,AG|CANONICAL_EQH|5m|2025-02-07 01:00:00|8050.0,1,WF0,3,OUTWARD,1,0.2,2025-02-07 02:15:00,2025-02-07 02:15:00,ENTER_h3_OUTWARD,True,False,-1.0,-1.0,-1.0,False,False,False,0.3389830508474576,0.5932203389830508,0.5714285714285714
AG,AG|CANONICAL_EQH|5m|2025-03-31 11:30:00|8490.0009765625,1,WF0,2,OUTWARD,1,0.2,2025-03-31 14:15:00,2025-03-31 14:15:00,ENTER_h2_OUTWARD,True,False,-1.0,-1.0,-1.0,False,False,False,0.7471264367816093,1.0919540229885059,0.6842105263157895
AG,AG|CANONICAL_EQH|5m|2025-04-17 00:10:00|8258.0,1,WF0,2,INWARD,-1,0.2,2025-04-17 02:00:00,2025-04-17 02:00:00,ENTER_h2_INWARD,True,False,-1.0,-1.0,-1.0,False,False,False,0.6701030927835052,1.7010309278350517,0.3939393939393939
AG,AG|CANONICAL_EQH|5m|2025-04-17 09:15:00|8275.0,1,WF0,3,INWARD,-1,0.2,2025-04-21 22:00:00,2025-04-21 22:00:00,ENTER_h3_INWARD,True,False,0.6785714285714286,0.6785714285714286,0.6785714285714286,True,False,False,0.9677419354838709,1.5591397849462365,0.6206896551724138
AG,AG|CANONICAL_EQH|5m|2025-04-29 22:55:00|8273.0,1,WF0,3,OUTWARD,1,0.2,2025-05-06 10:00:00,2025-05-06 10:00:00,ENTER_h3_OUTWARD,True,False,-1.0,-1.0,-1.0,False,False,False,0.6936416184971098,1.0115606936416184,0.6857142857142858
