wf,action,h,scale,target_bin,risk_bin,n_available,E_R_lower,E_R_upper,ambiguity_gap_R,target_first_rate,gap_invalid_rate
WF3,OUTWARD,2,0.4,0.5-1,0.5-1,1486,-0.0005211178351520368,0.03650402751029478,0.0370251453454468,0.48115746971736206,0.0
WF2,OUTWARD,2,0.4,3-5,0.5-1,337,-0.08956927745280259,-0.08956927745280259,0.0,0.142433234421365,0.0
WF3,OUTWARD,2,0.4,3-5,1-2,363,-0.1990367285688935,-0.1990367285688935,0.0,0.1487603305785124,0.0
WF2,OUTWARD,2,0.4,2-3,0.5-1,785,0.0912152030694359,0.0912152030694359,0.0,0.2178343949044586,0.0
WF3,OUTWARD,2,0.4,>=5,<0.25,91,-0.31894699441957897,-0.31894699441957897,0.0,0.03296703296703297,0.0
WF3,OUTWARD,2,0.4,0.5-1,1-2,1048,0.033297753325151766,0.033297753325151766,0.0,0.607824427480916,0.0
WF2,OUTWARD,2,0.4,2-3,2-3,115,-0.07032049993477262,-0.07032049993477262,0.0,0.3130434782608696,0.0
WF2,OUTWARD,2,0.4,0.5-1,2-3,192,-0.015234852245288784,-0.015234852245288784,0.0,0.6927083333333334,0.0
WF3,OUTWARD,2,0.4,2-3,0.5-1,810,-0.18474511395546445,-0.18474511395546445,0.0,0.17160493827160495,0.0
WF3,OUTWARD,2,0.4,1-2,<0.25,850,0.0590488551733119,0.0590488551733119,0.0,0.08941176470588236,0.0
WF3,OUTWARD,2,0.4,2-3,<0.25,436,0.24014629218214323,0.24014629218214323,0.0,0.08486238532110092,0.0
WF3,OUTWARD,2,0.4,2-3,0.25-0.5,576,-0.24536175668033258,-0.24536175668033258,0.0,0.09895833333333333,0.0
WF3,OUTWARD,2,0.4,3-5,0.25-0.5,357,-0.43407258022070594,-0.43407258022070594,0.0,0.05042016806722689,0.0
WF3,OUTWARD,2,0.4,1-2,1-2,1068,-0.004509424672991248,0.00033971325804323056,0.004849137931034483,0.4241573033707865,0.0
WF3,OUTWARD,2,0.4,0.5-1,0.25-0.5,877,0.20276844925995205,0.2267554896496421,0.02398704038968999,0.35917901938426455,0.0
WF3,OUTWARD,2,0.4,<0.5,0.5-1,626,0.01137887722614726,0.03632562908983203,0.024946751863684773,0.6932907348242812,0.0
WF3,OUTWARD,2,0.4,3-5,0.5-1,416,-0.6090638417408593,-0.6090638417408593,0.0,0.055288461538461536,0.0
WF3,OUTWARD,2,0.4,<0.5,1-2,543,0.06585795259711569,0.07979847304321235,0.013940520446096654,0.8250460405156538,0.0
WF3,OUTWARD,2,0.4,2-3,2-3,134,0.2659459402791697,0.2659459402791697,0.0,0.43283582089552236,0.0
WF3,OUTWARD,2,0.4,3-5,<0.25,257,-0.8806558993159321,-0.8806558993159321,0.0,0.007782101167315175,0.0
WF3,OUTWARD,2,0.4,0.5-1,<0.25,377,-0.22897891330275727,-0.20642515860879054,0.022553754693966706,0.14854111405835543,0.0
WF3,OUTWARD,2,0.4,2-3,1-2,490,-0.20367516866796836,-0.20367516866796836,0.0,0.22244897959183674,0.0
WF3,OUTWARD,2,0.4,2-3,>=3,79,-0.15762055892106785,-0.15762055892106785,0.0,0.20253164556962025,0.0
WF3,OUTWARD,2,0.4,1-2,0.25-0.5,1303,-0.17071747857757966,-0.16199424305022042,0.008723235527359239,0.17958557175748274,0.0
WF3,OUTWARD,2,0.4,>=5,0.25-0.5,129,-0.8139599951628212,-0.8139599951628212,0.0,0.007751937984496124,0.0
WF3,OUTWARD,2,0.4,3-5,2-3,105,-0.6423887321503029,-0.6423887321503029,0.0,0.10476190476190476,0.0
WF3,OUTWARD,2,0.4,<0.5,0.25-0.5,174,0.39216607184147656,0.422434271075193,0.03026819923371648,0.7011494252873564,0.0
WF3,OUTWARD,2,0.4,1-2,2-3,232,-0.16583275193915079,-0.16583275193915079,0.0,0.46120689655172414,0.0
WF3,OUTWARD,2,0.4,3-5,>=3,73,0.19100883375744182,0.19100883375744182,0.0,0.2054794520547945,0.0
WF0,OUTWARD,2,0.4,2-3,2-3,78,-0.0900842827675829,-0.0900842827675829,0.0,0.38461538461538464,0.0
WF0,OUTWARD,2,0.4,2-3,>=3,41,0.4865123017807282,0.4865123017807282,0.0,0.6585365853658537,0.0
WF0,OUTWARD,2,0.4,3-5,1-2,251,-0.5282205971295046,-0.5282205971295046,0.0,0.11553784860557768,0.0
WF0,OUTWARD,2,0.4,0.5-1,>=3,69,0.11397836958875864,0.11397836958875864,0.0,0.6376811594202898,0.0
WF0,OUTWARD,2,0.4,>=5,2-3,43,-0.8666666666666666,-0.8666666666666666,0.0,0.023255813953488372,0.0
WF0,OUTWARD,2,0.4,>=5,>=3,38,-0.747867803837953,-0.747867803837953,0.0,0.02631578947368421,0.0
WF0,OUTWARD,2,0.4,<0.5,2-3,70,0.06435889262896018,0.06435889262896018,0.0,0.7857142857142857,0.0
WF0,OUTWARD,2,0.4,3-5,<0.25,160,-0.14441528408895113,-0.14441528408895113,0.0,0.0625,0.0
WF1,OUTWARD,2,0.4,>=5,<0.25,73,-1.0,-1.0,0.0,0.0,0.0
WF1,OUTWARD,2,0.4,2-3,<0.25,347,-0.5373086734693877,-0.5373086734693877,0.0,0.02881844380403458,0.0
WF1,OUTWARD,2,0.4,3-5,2-3,120,-0.4380249878576178,-0.4380249878576178,0.0,0.13333333333333333,0.0
WF2,OUTWARD,2,0.4,>=5,1-2,100,-0.47273526339458843,-0.47273526339458843,0.0,0.08,0.0
WF2,OUTWARD,2,0.4,>=5,>=3,30,-0.532656995865681,-0.532656995865681,0.0,0.06666666666666667,0.0
WF3,OUTWARD,2,0.4,>=5,1-2,130,-0.8000188826790797,-0.8000188826790797,0.0,0.023076923076923078,0.0
WF3,OUTWARD,2,0.4,>=5,0.5-1,130,-0.19720743843044272,-0.19720743843044272,0.0,0.06923076923076923,0.0
WF0,OUTWARD,2,0.4,0.5-1,2-3,132,0.023392957801654634,0.023392957801654634,0.0,0.6515151515151515,0.0
WF2,OUTWARD,2,0.4,3-5,2-3,112,0.010380883035764532,0.010380883035764532,0.0,0.19642857142857142,0.0
WF3,OUTWARD,2,0.4,>=5,>=3,40,0.4015109890109891,0.4015109890109891,0.0,0.1,0.0
WF3,OUTWARD,2,0.4,1-2,>=3,148,0.22924275209054898,0.22924275209054898,0.0,0.6486486486486487,0.0
WF0,OUTWARD,2,0.4,<0.5,1-2,352,-0.09080001233428817,-0.09080001233428817,0.0,0.7073863636363636,0.0
WF1,OUTWARD,2,0.4,3-5,>=3,37,-0.19132663629669358,-0.19132663629669358,0.0,0.13513513513513514,0.0
WF0,OUTWARD,2,0.4,1-2,>=3,69,0.03542910539569258,0.03542910539569258,0.0,0.5797101449275363,0.0
WF1,OUTWARD,2,0.4,<0.5,2-3,90,0.004929335861576125,0.004929335861576125,0.0,0.8,0.0
WF1,OUTWARD,2,0.4,>=5,0.25-0.5,112,-0.33993399339933994,-0.33993399339933994,0.0,0.03571428571428571,0.0
WF2,OUTWARD,2,0.4,>=5,<0.25,68,0.5743455076502586,0.5743455076502586,0.0,0.029411764705882353,0.0
WF2,OUTWARD,2,0.4,3-5,>=3,83,-0.37454121622717196,-0.37454121622717196,0.0,0.1686746987951807,0.0
WF2,OUTWARD,2,0.4,<0.5,>=3,29,0.006872380964102458,0.006872380964102458,0.0,0.8620689655172413,0.0
WF3,OUTWARD,2,0.4,>=5,2-3,77,-0.7742448330683626,-0.7742448330683626,0.0,0.025974025974025976,0.0
WF3,OUTWARD,2,0.4,0.5-1,2-3,259,0.10949995387727149,0.10949995387727149,0.0,0.7451737451737451,0.0
WF0,OUTWARD,2,0.8,0.5-1,0.5-1,1054,0.027496422823482525,0.03817350615681586,0.010677083333333334,0.5075901328273245,0.0
WF0,OUTWARD,2,0.8,2-3,0.25-0.5,285,-0.347797934614401,-0.347797934614401,0.0,0.0912280701754386,0.0
WF0,OUTWARD,2,0.8,1-2,1-2,1068,0.06465514230472864,0.06465514230472864,0.0,0.4541198501872659,0.0
WF0,OUTWARD,2,0.8,2-3,0.5-1,494,-0.12429225112817843,-0.12429225112817843,0.0,0.18218623481781376,0.0
WF0,OUTWARD,2,0.8,>=5,0.25-0.5,78,-1.0,-1.0,0.0,0.0,0.0
WF0,OUTWARD,2,0.8,3-5,0.5-1,329,-0.47082206770895413,-0.47082206770895413,0.0,0.08814589665653495,0.0
WF0,OUTWARD,2,0.8,>=5,1-2,168,-0.6863917742427144,-0.6863917742427144,0.0,0.041666666666666664,0.0
WF0,OUTWARD,2,0.8,>=5,<0.25,16,-1.0,-1.0,0.0,0.0,0.0
WF0,OUTWARD,2,0.8,1-2,2-3,201,-0.09581408956466773,-0.09581408956466773,0.0,0.5074626865671642,0.0
WF0,OUTWARD,2,0.8,0.5-1,1-2,803,-0.04045148007884618,-0.0304705276978938,0.00998095238095238,0.5828144458281445,0.0
WF0,OUTWARD,2,0.8,1-2,0.5-1,1317,-0.07722893308767999,-0.0674897538696669,0.009739179218013084,0.31511009870918755,0.0
WF0,OUTWARD,2,0.8,2-3,<0.25,94,0.4194760781306527,0.4194760781306527,0.0,0.0851063829787234,0.0
WF0,OUTWARD,2,0.8,0.5-1,0.25-0.5,197,0.04594109126408534,0.07671032203331611,0.03076923076923077,0.3350253807106599,0.0
WF0,OUTWARD,2,0.8,3-5,>=3,70,0.13639990698082036,0.13639990698082036,0.0,0.42857142857142855,0.0
WF0,OUTWARD,2,0.8,1-2,<0.25,211,-0.43251663824941655,-0.43251663824941655,0.0,0.06635071090047394,0.0
WF0,OUTWARD,2,0.8,3-5,2-3,89,0.3960830613997956,0.3960830613997956,0.0,0.3146067415730337,0.0
WF0,OUTWARD,2,0.8,>=5,0.5-1,166,-0.7049782320450835,-0.7049782320450835,0.0,0.03614457831325301,0.0
WF0,OUTWARD,2,0.8,<0.5,0.5-1,395,-0.0562894060742788,-0.0562894060742788,0.0,0.6481012658227848,0.0
WF0,OUTWARD,2,0.8,2-3,1-2,406,-0.08423193096758408,-0.08423193096758408,0.0,0.27832512315270935,0.0
WF1,OUTWARD,2,0.8,3-5,0.5-1,336,-0.09794299503655857,-0.09794299503655857,0.0,0.15178571428571427,0.0
WF1,OUTWARD,2,0.8,0.5-1,1-2,1022,0.03913612963307013,0.04243951995471603,0.0033033903216459,0.6487279843444227,0.0
WF1,OUTWARD,2,0.8,1-2,0.5-1,1773,-0.05905164316907934,-0.05703632676440381,0.002015316404675534,0.3260011280315849,0.0
WF1,OUTWARD,2,0.8,>=5,0.5-1,141,-0.5201226626429375,-0.5201226626429375,0.0,0.04964539007092199,0.0
WF1,OUTWARD,2,0.8,1-2,>=3,108,-0.2136167485692419,-0.2136167485692419,0.0,0.35185185185185186,0.0
WF1,OUTWARD,2,0.8,3-5,0.25-0.5,172,-0.8278470724490813,-0.8278470724490813,0.0,0.029069767441860465,0.0
WF1,OUTWARD,2,0.8,>=5,>=3,40,-0.4112369719760521,-0.4112369719760521,0.0,0.15,0.0
WF1,OUTWARD,2,0.8,1-2,1-2,1254,-0.08368579166771466,-0.07880178678370978,0.004884004884004884,0.39792663476874,0.0
WF1,OUTWARD,2,0.8,<0.5,0.5-1,488,-0.00017084008054582596,0.002224779358194765,0.002395619438740589,0.7131147540983607,0.0
WF1,OUTWARD,2,0.8,2-3,2-3,133,0.37818463688792847,0.37818463688792847,0.0,0.46616541353383456,0.0
WF1,OUTWARD,2,0.8,0.5-1,0.5-1,1303,-0.12892313890728274,-0.10339342000739811,0.025529718899884646,0.4382194934765925,0.0
WF1,OUTWARD,2,0.8,2-3,0.5-1,725,-0.1650493676737774,-0.1650493676737774,0.0,0.18344827586206897,0.0
WF1,OUTWARD,2,0.8,1-2,<0.25,298,-0.5736818681969699,-0.5619369017540169,0.01174496644295302,0.05704697986577181,0.0
WF1,OUTWARD,2,0.8,<0.5,1-2,698,-0.06093311080991365,-0.059362513581164685,0.0015705972287489557,0.7220630372492837,0.0
WF1,OUTWARD,2,0.8,2-3,>=3,89,0.49568653949482794,0.49568653949482794,0.0,0.5617977528089888,0.0
WF1,OUTWARD,2,0.8,3-5,1-2,330,-0.2562181070589901,-0.2562181070589901,0.0,0.13636363636363635,0.0
WF1,OUTWARD,2,0.8,<0.5,>=3,38,0.06141702444464358,0.06141702444464358,0.0,0.9736842105263158,0.0
WF1,OUTWARD,2,0.8,2-3,1-2,555,-0.09714883364785251,-0.09714883364785251,0.0,0.24864864864864866,0.0
WF1,OUTWARD,2,0.8,>=5,2-3,79,-0.1336826024814306,-0.1336826024814306,0.0,0.12658227848101267,0.0
WF1,OUTWARD,2,0.8,2-3,0.25-0.5,294,0.1316036952927116,0.1316036952927116,0.0,0.1292517006802721,0.0
WF1,OUTWARD,2,0.8,>=5,1-2,207,-0.6002340930880197,-0.6002340930880197,0.0,0.043478260869565216,0.0
WF1,OUTWARD,2,0.8,1-2,2-3,238,0.04204183808484008,0.04204183808484008,0.0,0.5336134453781513,0.0
WF1,OUTWARD,2,0.8,3-5,<0.25,42,0.13010204081632656,0.13010204081632656,0.0,0.07142857142857142,0.0
WF1,OUTWARD,2,0.8,0.5-1,2-3,210,0.033840326970752725,0.033840326970752725,0.0,0.6714285714285714,0.0
WF2,OUTWARD,2,0.8,2-3,1-2,433,-0.2096805966777454,-0.20018819792355141,0.00949239875419397,0.22401847575057737,0.0
WF2,OUTWARD,2,0.8,1-2,2-3,353,-0.024912232209459376,-0.024912232209459376,0.0,0.5240793201133145,0.0
WF2,OUTWARD,2,0.8,3-5,1-2,292,-0.23360366304875627,-0.23360366304875627,0.0,0.1506849315068493,0.0
WF2,OUTWARD,2,0.8,<0.5,1-2,603,0.02977381117959459,0.02977381117959459,0.0,0.8126036484245439,0.0
WF2,OUTWARD,2,0.8,1-2,1-2,1277,-0.1022264942876044,-0.1022264942876044,0.0,0.39937353171495693,0.0
WF2,OUTWARD,2,0.8,0.5-1,1-2,897,0.010691317772484474,0.012266120922090772,0.0015748031496062992,0.6387959866220736,0.0
WF2,OUTWARD,2,0.8,1-2,0.25-0.5,638,-0.06539057870401085,-0.05747918629894757,0.007911392405063292,0.21003134796238246,0.0
WF2,OUTWARD,2,0.8,3-5,0.25-0.5,154,0.03934665256076385,0.03934665256076385,0.0,0.09090909090909091,0.0
WF2,OUTWARD,2,0.8,>=5,0.5-1,122,-0.037354055291831216,-0.037354055291831216,0.0,0.10655737704918032,0.0
WF3,OUTWARD,2,0.8,<0.5,2-3,106,-0.15472783263765033,-0.15472783263765033,0.0,0.6886792452830188,0.0
WF3,OUTWARD,2,0.8,1-2,0.5-1,1426,0.013546224508516362,0.020793662283040512,0.007247437774524158,0.3120617110799439,0.0
WF2,OUTWARD,2,0.8,<0.5,0.5-1,356,0.06196710131911972,0.06196710131911972,0.0,0.6432584269662921,0.0
WF2,OUTWARD,2,0.8,1-2,0.5-1,1523,-0.06943013465715668,-0.06420979567410584,0.005220338983050848,0.32239001969796455,0.0
WF2,OUTWARD,2,0.8,0.5-1,0.5-1,1032,-0.1501733470917275,-0.14658807577389804,0.0035852713178294577,0.436046511627907,0.0
WF2,OUTWARD,2,0.8,>=5,2-3,32,-0.10689433439059842,-0.10689433439059842,0.0,0.09375,0.0
WF2,OUTWARD,2,0.8,1-2,>=3,115,-0.002670834921328466,-0.002670834921328466,0.0,0.48695652173913045,0.0
WF2,OUTWARD,2,0.8,>=5,0.25-0.5,65,-0.6006762795361409,-0.6006762795361409,0.0,0.03076923076923077,0.0
WF2,OUTWARD,2,0.8,2-3,0.25-0.5,293,-0.4104715649464053,-0.4104715649464053,0.0,0.08191126279863481,0.0
WF2,OUTWARD,2,0.8,3-5,0.5-1,290,0.05221911376356418,0.05221911376356418,0.0,0.16551724137931034,0.0
WF3,OUTWARD,2,0.8,3-5,1-2,363,-0.1990367285688935,-0.1990367285688935,0.0,0.1487603305785124,0.0
WF2,OUTWARD,2,0.8,2-3,0.5-1,633,-0.01216214603826942,-0.01216214603826942,0.0,0.20221169036334913,0.0
WF3,OUTWARD,2,0.8,>=5,<0.25,18,-1.0,-1.0,0.0,0.0,0.0
WF3,OUTWARD,2,0.8,0.5-1,1-2,1048,0.033297753325151766,0.033297753325151766,0.0,0.607824427480916,0.0
WF2,OUTWARD,2,0.8,2-3,2-3,115,-0.07032049993477262,-0.07032049993477262,0.0,0.3130434782608696,0.0
WF2,OUTWARD,2,0.8,0.5-1,2-3,192,-0.015234852245288784,-0.015234852245288784,0.0,0.6927083333333334,0.0
WF3,OUTWARD,2,0.8,2-3,0.5-1,669,-0.1709627749047602,-0.1709627749047602,0.0,0.17787742899850523,0.0
WF3,OUTWARD,2,0.8,2-3,0.25-0.5,262,0.004429486165617889,0.004429486165617889,0.0,0.13358778625954199,0.0
WF3,OUTWARD,2,0.8,1-2,1-2,1068,-0.004509424672991248,0.00033971325804323056,0.004849137931034483,0.4241573033707865,0.0
WF3,OUTWARD,2,0.8,<0.5,0.5-1,462,0.08137239730361001,0.08497990091111361,0.003607503607503607,0.7445887445887446,0.0
WF3,OUTWARD,2,0.8,3-5,0.5-1,357,-0.699249016657064,-0.699249016657064,0.0,0.04481792717086835,0.0
WF3,OUTWARD,2,0.8,<0.5,1-2,543,0.06585795259711569,0.07979847304321235,0.013940520446096654,0.8250460405156538,0.0
WF3,OUTWARD,2,0.8,0.5-1,0.5-1,1201,0.017015990315968343,0.05098479447541376,0.03396880415944541,0.4987510407993339,0.0
WF3,OUTWARD,2,0.8,2-3,2-3,134,0.2659459402791697,0.2659459402791697,0.0,0.43283582089552236,0.0
WF3,OUTWARD,2,0.8,0.5-1,0.25-0.5,235,0.05976071619333171,0.05976071619333171,0.0,0.34893617021276596,0.0
WF3,OUTWARD,2,0.8,3-5,0.25-0.5,151,0.20587843251051258,0.20587843251051258,0.0,0.09933774834437085,0.0
WF3,OUTWARD,2,0.8,2-3,1-2,490,-0.20367516866796836,-0.20367516866796836,0.0,0.22244897959183674,0.0
WF3,OUTWARD,2,0.8,2-3,>=3,79,-0.15762055892106785,-0.15762055892106785,0.0,0.20253164556962025,0.0
WF3,OUTWARD,2,0.8,1-2,0.25-0.5,506,0.05785127281078001,0.05785127281078001,0.0,0.22134387351778656,0.0
WF3,OUTWARD,2,0.8,3-5,2-3,105,-0.6423887321503029,-0.6423887321503029,0.0,0.10476190476190476,0.0
WF3,OUTWARD,2,0.8,>=5,0.25-0.5,40,-1.0,-1.0,0.0,0.0,0.0
WF3,OUTWARD,2,0.8,1-2,2-3,232,-0.16583275193915079,-0.16583275193915079,0.0,0.46120689655172414,0.0
WF3,OUTWARD,2,0.8,3-5,>=3,73,0.19100883375744182,0.19100883375744182,0.0,0.2054794520547945,0.0
WF0,OUTWARD,2,0.8,2-3,2-3,78,-0.0900842827675829,-0.0900842827675829,0.0,0.38461538461538464,0.0
WF0,OUTWARD,2,0.8,0.5-1,<0.25,24,-0.625,-0.625,0.0,0.125,0.0
WF0,OUTWARD,2,0.8,2-3,>=3,41,0.4865123017807282,0.4865123017807282,0.0,0.6585365853658537,0.0
WF0,OUTWARD,2,0.8,3-5,1-2,251,-0.5282205971295046,-0.5282205971295046,0.0,0.11553784860557768,0.0
WF0,OUTWARD,2,0.8,1-2,0.25-0.5,535,0.04776514051493308,0.04776514051493308,0.0,0.2261682242990654,0.0
WF0,OUTWARD,2,0.8,3-5,0.25-0.5,82,-0.46143560119811716,-0.46143560119811716,0.0,0.04878048780487805,0.0
WF0,OUTWARD,2,0.8,0.5-1,>=3,69,0.11397836958875864,0.11397836958875864,0.0,0.6376811594202898,0.0
WF0,OUTWARD,2,0.8,>=5,2-3,43,-0.8666666666666666,-0.8666666666666666,0.0,0.023255813953488372,0.0
WF0,OUTWARD,2,0.8,>=5,>=3,38,-0.747867803837953,-0.747867803837953,0.0,0.02631578947368421,0.0
WF0,OUTWARD,2,0.8,<0.5,2-3,70,0.06435889262896018,0.06435889262896018,0.0,0.7857142857142857,0.0
WF1,OUTWARD,2,0.8,>=5,<0.25,22,-1.0,-1.0,0.0,0.0,0.0
WF1,OUTWARD,2,0.8,3-5,2-3,120,-0.4380249878576178,-0.4380249878576178,0.0,0.13333333333333333,0.0
WF1,OUTWARD,2,0.8,2-3,<0.25,104,-0.2815934065934066,-0.2815934065934066,0.0,0.057692307692307696,0.0
WF1,OUTWARD,2,0.8,1-2,0.25-0.5,512,0.25630639467290783,0.25630639467290783,0.0,0.255859375,0.0
WF2,OUTWARD,2,0.8,>=5,1-2,100,-0.47273526339458843,-0.47273526339458843,0.0,0.08,0.0
WF2,OUTWARD,2,0.8,>=5,>=3,30,-0.532656995865681,-0.532656995865681,0.0,0.06666666666666667,0.0
WF3,OUTWARD,2,0.8,>=5,1-2,130,-0.8000188826790797,-0.8000188826790797,0.0,0.023076923076923078,0.0
WF3,OUTWARD,2,0.8,2-3,<0.25,106,0.24858990547290877,0.24858990547290877,0.0,0.11320754716981132,0.0
WF3,OUTWARD,2,0.8,1-2,<0.25,204,0.27885062264142396,0.27885062264142396,0.0,0.1715686274509804,0.0
WF0,OUTWARD,2,0.8,0.5-1,2-3,132,0.023392957801654634,0.023392957801654634,0.0,0.6515151515151515,0.0
WF2,OUTWARD,2,0.8,3-5,2-3,112,0.010380883035764532,0.010380883035764532,0.0,0.19642857142857142,0.0
WF3,OUTWARD,2,0.8,>=5,>=3,40,0.4015109890109891,0.4015109890109891,0.0,0.1,0.0
WF3,OUTWARD,2,0.8,1-2,>=3,148,0.22924275209054898,0.22924275209054898,0.0,0.6486486486486487,0.0
WF0,OUTWARD,2,0.8,<0.5,1-2,352,-0.09080001233428817,-0.09080001233428817,0.0,0.7073863636363636,0.0
WF1,OUTWARD,2,0.8,3-5,>=3,37,-0.19132663629669358,-0.19132663629669358,0.0,0.13513513513513514,0.0
WF2,OUTWARD,2,0.8,1-2,<0.25,252,0.18046648330414225,0.212212515050174,0.031746031746031744,0.14285714285714285,0.0
WF0,OUTWARD,2,0.8,1-2,>=3,69,0.03542910539569258,0.03542910539569258,0.0,0.5797101449275363,0.0
WF0,OUTWARD,2,0.8,3-5,<0.25,64,-0.20640302459511295,-0.20640302459511295,0.0,0.0625,0.0
WF1,OUTWARD,2,0.8,<0.5,2-3,90,0.004929335861576125,0.004929335861576125,0.0,0.8,0.0
WF1,OUTWARD,2,0.8,0.5-1,<0.25,23,0.739164402173913,0.739164402173913,0.0,0.30434782608695654,0.0
WF1,OUTWARD,2,0.8,>=5,0.25-0.5,50,-1.0,-1.0,0.0,0.0,0.0
WF2,OUTWARD,2,0.8,0.5-1,<0.25,34,-0.45709666325190756,-0.45709666325190756,0.0,0.17647058823529413,0.0
WF2,OUTWARD,2,0.8,0.5-1,0.25-0.5,221,-0.40782107233441456,-0.40782107233441456,0.0,0.21266968325791855,0.0
WF2,OUTWARD,2,0.8,3-5,<0.25,88,-1.0,-1.0,0.0,0.0,0.0
WF2,OUTWARD,2,0.8,2-3,<0.25,151,0.8700406940781977,0.8700406940781977,0.0,0.09933774834437085,0.0
WF2,OUTWARD,2,0.8,3-5,>=3,83,-0.37454121622717196,-0.37454121622717196,0.0,0.1686746987951807,0.0
WF2,OUTWARD,2,0.8,<0.5,>=3,29,0.006872380964102458,0.006872380964102458,0.0,0.8620689655172413,0.0
WF2,OUTWARD,2,0.8,>=5,<0.25,45,1.397298841194712,1.397298841194712,0.0,0.044444444444444446,0.0
WF3,OUTWARD,2,0.8,3-5,<0.25,52,-1.0,-1.0,0.0,0.0,0.0
WF3,OUTWARD,2,0.8,>=5,2-3,77,-0.7742448330683626,-0.7742448330683626,0.0,0.025974025974025976,0.0
WF3,OUTWARD,2,0.8,0.5-1,2-3,259,0.10949995387727149,0.10949995387727149,0.0,0.7451737451737451,0.0
WF0,OUTWARD,2,1.2,1-2,1-2,986,0.03694352556881988,0.03694352556881988,0.0,0.45030425963488846,0.0
WF0,OUTWARD,2,1.2,>=5,0.25-0.5,31,-1.0,-1.0,0.0,0.0,0.0
WF0,OUTWARD,2,1.2,>=5,1-2,163,-0.6755776974924631,-0.6755776974924631,0.0,0.04294478527607362,0.0
WF0,OUTWARD,2,1.2,>=5,<0.25,5,-1.0,-1.0,0.0,0.0,0.0
WF0,OUTWARD,2,1.2,1-2,2-3,201,-0.09581408956466773,-0.09581408956466773,0.0,0.5074626865671642,0.0
WF0,OUTWARD,2,1.2,0.5-1,1-2,712,-0.035754758183804816,-0.030978638780819752,0.004776119402985075,0.5941011235955056,0.0
WF0,OUTWARD,2,1.2,1-2,0.5-1,480,-0.11441287102850924,-0.1059994094900477,0.008413461538461538,0.32708333333333334,0.0
WF0,OUTWARD,2,1.2,3-5,>=3,70,0.13639990698082036,0.13639990698082036,0.0,0.42857142857142855,0.0
WF0,OUTWARD,2,1.2,3-5,0.5-1,170,-0.5104698641988256,-0.5104698641988256,0.0,0.06470588235294118,0.0
WF0,OUTWARD,2,1.2,3-5,2-3,89,0.3960830613997956,0.3960830613997956,0.0,0.3146067415730337,0.0
WF0,OUTWARD,2,1.2,2-3,<0.25,22,1.883215970194607,1.883215970194607,0.0,0.13636363636363635,0.0
WF0,OUTWARD,2,1.2,>=5,0.5-1,67,-0.9575651155984782,-0.9575651155984782,0.0,0.014925373134328358,0.0
WF0,OUTWARD,2,1.2,2-3,1-2,380,-0.0815476788586526,-0.0815476788586526,0.0,0.2789473684210526,0.0
WF0,OUTWARD,2,1.2,2-3,0.25-0.5,74,0.09894130824834754,0.09894130824834754,0.0,0.14864864864864866,0.0
WF0,OUTWARD,2,1.2,2-3,0.5-1,175,-0.12388624041914366,-0.12388624041914366,0.0,0.19428571428571428,0.0
WF1,OUTWARD,2,1.2,3-5,0.5-1,143,0.23454181590234577,0.23454181590234577,0.0,0.20279720279720279,0.0
WF1,OUTWARD,2,1.2,0.5-1,1-2,961,0.03631925370172893,0.039829105918477686,0.0035098522167487686,0.6503642039542143,0.0
WF1,OUTWARD,2,1.2,1-2,0.5-1,701,0.048147262470868625,0.048147262470868625,0.0,0.3609129814550642,0.0
WF1,OUTWARD,2,1.2,>=5,0.5-1,71,-0.322799283729804,-0.322799283729804,0.0,0.07042253521126761,0.0
WF1,OUTWARD,2,1.2,1-2,>=3,108,-0.2136167485692419,-0.2136167485692419,0.0,0.35185185185185186,0.0
WF1,OUTWARD,2,1.2,3-5,0.25-0.5,76,-0.8746268656716418,-0.8746268656716418,0.0,0.013157894736842105,0.0
WF1,OUTWARD,2,1.2,>=5,>=3,40,-0.4112369719760521,-0.4112369719760521,0.0,0.15,0.0
WF1,OUTWARD,2,1.2,1-2,1-2,1186,-0.08139039255752485,-0.07620232511264807,0.005188067444876783,0.40134907251264756,0.0
WF1,OUTWARD,2,1.2,2-3,2-3,133,0.37818463688792847,0.37818463688792847,0.0,0.46616541353383456,0.0
WF1,OUTWARD,2,1.2,<0.5,1-2,581,-0.03512434137994039,-0.03323222696487144,0.0018921144150689413,0.7401032702237521,0.0
WF1,OUTWARD,2,1.2,2-3,0.5-1,364,-0.3678585536978972,-0.3678585536978972,0.0,0.1620879120879121,0.0
WF1,OUTWARD,2,1.2,2-3,>=3,89,0.49568653949482794,0.49568653949482794,0.0,0.5617977528089888,0.0
WF1,OUTWARD,2,1.2,3-5,1-2,316,-0.25266171846409297,-0.25266171846409297,0.0,0.13924050632911392,0.0
WF1,OUTWARD,2,1.2,<0.5,>=3,38,0.06141702444464358,0.06141702444464358,0.0,0.9736842105263158,0.0
WF1,OUTWARD,2,1.2,2-3,1-2,507,-0.08187323149784465,-0.08187323149784465,0.0,0.26429980276134124,0.0
WF1,OUTWARD,2,1.2,>=5,2-3,79,-0.1336826024814306,-0.1336826024814306,0.0,0.12658227848101267,0.0
WF1,OUTWARD,2,1.2,>=5,1-2,204,-0.5973580793692285,-0.5973580793692285,0.0,0.04411764705882353,0.0
