symbol,liquidity_id,contact_number,block,path_censor,is_RD,contact_class,has_long,has_short,has_tradeoff,has_censor,direct,n_transitions
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-06 09:25:00|7715.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-06 23:50:00|7595.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-07 01:15:00|7773.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-07 09:05:00|7619.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-08 01:35:00|7780.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-08 09:50:00|7705.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-09 09:20:00|7775.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-09 14:50:00|7694.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-10 01:50:00|7810.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-10 14:05:00|7741.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-11 02:30:00|7845.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,False,False,False,0
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-11 02:30:00|7845.0,2,TB1,DATA_END_CENSORED,True,DIRECT_CONTINUOUS_SWITCH,True,True,True,False,True,2
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-14 02:30:00|7625.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,False,True,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-14 09:35:00|7661.0,1,TB1,DATA_END_CENSORED,True,DIRECT_CONTINUOUS_SWITCH,True,True,False,False,True,1
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-15 00:45:00|7589.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,True,False,0
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-17 14:35:00|7924.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-20 22:35:00|7702.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-21 01:10:00|7775.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,True,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-21 02:10:00|7703.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-21 09:25:00|7746.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-21 21:30:00|7693.0,1,TB1,DATA_END_CENSORED,True,DIRECT_CONTINUOUS_SWITCH,True,True,True,False,True,2
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-21 23:40:00|7822.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,True,False,True,False,False,1
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-22 02:15:00|7747.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,True,False,False,0
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-23 00:05:00|7865.0,1,TB1,DATA_END_CENSORED,False,NO_CONTINUOUS_DIRECTION_CHANGE,False,False,False,False,False,0
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-23 09:20:00|7744.0,1,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,False,True,True,False,False,1
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-23 09:20:00|7744.0,2,TB1,DATA_END_CENSORED,False,SINGLE_SIDE_DOMINANCE,False,True,True,False,False,1
