symbol,liquidity_id,contact_number,block,switch_type,critical_risk_ATR,before_long_R,before_short_R,after_long_R,after_short_R
AG,AG|CANONICAL_EQL|15m|2026-01-19 22:15:00|22980.0,1,TB3,SHORT_TO_LONG,2.5,0.0,0.9446,1.6721,0.6298
AG,AG|CANONICAL_EQL|15m|2026-02-10 21:45:00|20271.0,1,TB3,SHORT_TO_LONG,2.5,0.0,0.9269,2.485,0.6179
AG,AG|CANONICAL_EQL|15m|2026-04-07 10:00:00|17739.0,1,TB3,LONG_TO_SHORT,2.5,0.0441,0.0,0.0294,2.3873
AG,AG|CANONICAL_EQL|15m|2026-05-09 01:45:00|19713.0,1,TB4,SHORT_TO_LONG,0.875,0.0,0.8182,24.4886,0.6136
AG,AG|CANONICAL_EQL|15m|2026-05-18 15:00:00|18351.0,1,TB4,SHORT_TO_LONG,2.5,0.0,1.3612,2.4361,0.9075
AG,AG|CANONICAL_EQL|15m|2026-06-17 14:15:00|16777.001953125,1,TB4,SHORT_TO_LONG,1.75,0.0,1.2108,4.188,0.9081
AG,AG|CANONICAL_EQL|1h|2025-04-23 22:00:00|8156.0,1,TB1,LONG_TO_SHORT,1.75,0.9524,0.0,0.7143,6.4286
AG,AG|CANONICAL_EQL|1h|2025-07-04 22:00:00|8891.0009765625,2,TB2,SHORT_TO_LONG,1.75,0.0,1.1373,6.0,0.8529
AG,AG|CANONICAL_EQL|5m|2025-03-18 01:05:00|8297.0,1,TB1,LONG_TO_SHORT,2.5,0.5556,0.0,0.3704,2.3569
AG,AG|CANONICAL_EQL|5m|2025-04-19 00:15:00|8135.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.25,16.25,0.1667
AG,AG|CANONICAL_EQL|5m|2025-04-22 11:25:00|8162.0,1,TB1,SHORT_TO_LONG,1.75,0.0,0.9385,3.8835,0.7039
AG,AG|CANONICAL_EQL|5m|2025-04-30 14:50:00|8172.0,1,TB1,LONG_TO_SHORT,1.75,0.9524,0.0,0.7143,6.4286
AG,AG|CANONICAL_EQL|5m|2025-05-09 23:20:00|8180.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.4847,1.2075,0.3231
AG,AG|CANONICAL_EQL|5m|2025-05-09 23:50:00|8181.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.4847,1.2075,0.3231
AG,AG|CANONICAL_EQL|5m|2025-05-17 01:55:00|8076.0,1,TB1,SHORT_TO_LONG,1.25,0.0,0.6579,40.6141,0.4386
AG,AG|CANONICAL_EQL|5m|2025-06-14 01:55:00|8830.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.8203,5.2344,0.5469
AG,AG|CANONICAL_EQL|5m|2025-06-17 10:05:00|8821.0009765625,1,TB2,SHORT_TO_LONG,0.875,0.0,0.8163,20.6122,0.6122
AG,AG|CANONICAL_EQL|5m|2025-11-03 10:40:00|11331.0009765625,1,TB2,LONG_TO_SHORT,1.75,0.0327,0.0,0.0245,5.1225
AG,AG|CANONICAL_EQL|5m|2025-11-10 14:25:00|11691.0009765625,1,TB3,SHORT_TO_LONG,0.875,0.0,0.9905,26.9714,0.7429
AG,AG|CANONICAL_EQL|5m|2025-11-21 02:00:00|11905.0009765625,1,TB3,LONG_TO_SHORT,0.625,0.6322,0.0,0.4215,0.8812
AG,AG|CANONICAL_EQL|5m|2025-12-09 00:30:00|13554.0009765625,1,TB3,SHORT_TO_LONG,1.25,0.0,0.3293,7.2455,0.2196
AG,AG|CANONICAL_EQL|5m|2026-03-25 21:40:00|18067.0,1,TB3,SHORT_TO_LONG,1.25,0.0,0.4774,1.8677,0.3183
AG,AG|CANONICAL_EQL|5m|2026-04-10 21:10:00|18560.0,1,TB4,SHORT_TO_LONG,1.25,0.0,0.8682,10.7132,0.5788
AG,AG|CANONICAL_EQL|5m|2026-05-08 11:20:00|19680.0,1,TB4,SHORT_TO_LONG,0.875,0.0,0.8182,24.4886,0.6136
AG,AG|CANONICAL_EQL|5m|2026-05-18 13:45:00|18343.0,1,TB4,SHORT_TO_LONG,2.5,0.0,1.3612,2.4361,0.9075
AG,AG|CANONICAL_EQL|5m|2026-05-25 22:05:00|18896.0,1,TB4,LONG_TO_SHORT,1.25,0.6522,0.0,0.4348,49.9819
AG,AG|CANONICAL_EQL|5m|2026-05-28 23:40:00|18088.0,1,TB4,SHORT_TO_LONG,0.875,0.0,0.4822,5.0629,0.3616
AG,AG|CANONICAL_EQL|5m|2026-07-10 22:55:00|14496.0009765625,1,TB4,LONG_TO_SHORT,1.25,0.779,0.0,0.5194,4.4476
AG,AG|CANONICAL_EQL|5m|2026-07-11 02:20:00|14547.0009765625,1,TB4,LONG_TO_SHORT,1.25,0.779,0.0,0.5194,4.4476
AG,AG|CANONICAL_EQL|5m|2026-08-21 13:50:00|16748.001953125,1,TB4,SHORT_TO_LONG,1.25,0.0,0.6627,2.4096,0.4418
AG,AG|CONFIRMED_SWING_HIGH|15m|2025-01-14 01:45:00|7845.0,2,TB1,SHORT_TO_LONG,2.5,0.0,0.8333,1.8981,0.5556
AG,AG|CONFIRMED_SWING_HIGH|15m|2025-02-28 14:00:00|7949.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.8081,5.6734,0.5387
AG,AG|CONFIRMED_SWING_HIGH|15m|2025-06-25 14:30:00|8811.0009765625,1,TB2,LONG_TO_SHORT,2.5,0.9856,0.0,0.6571,2.1635
AG,AG|CONFIRMED_SWING_HIGH|15m|2025-07-09 23:15:00|8973.0009765625,1,TB2,LONG_TO_SHORT,2.5,0.625,0.0,0.4167,0.9673
AG,AG|CONFIRMED_SWING_HIGH|15m|2025-08-26 11:30:00|9417.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.4545,2.8283,0.303
AG,AG|CONFIRMED_SWING_HIGH|15m|2026-02-13 00:30:00|21718.0,1,TB3,SHORT_TO_LONG,0.625,0.0,0.6248,3.7322,0.4165
AG,AG|CONFIRMED_SWING_HIGH|15m|2026-03-23 21:15:00|18597.0,2,TB3,SHORT_TO_LONG,2.5,0.0,0.2369,1.4016,0.1579
AG,AG|CONFIRMED_SWING_HIGH|15m|2026-03-25 01:45:00|17516.0,1,TB3,LONG_TO_SHORT,1.25,1.0465,0.0,0.6977,2.273
AG,AG|CONFIRMED_SWING_HIGH|15m|2026-04-16 21:45:00|20103.0,1,TB4,LONG_TO_SHORT,2.5,0.8852,0.0,0.5902,4.4567
AG,AG|CONFIRMED_SWING_HIGH|15m|2026-06-18 00:30:00|17077.0,1,TB4,LONG_TO_SHORT,2.5,0.3361,0.0,0.2241,26.5056
AG,AG|CONFIRMED_SWING_HIGH|15m|2026-07-13 22:30:00|14820.0009765625,1,TB4,LONG_TO_SHORT,1.75,0.9156,0.0,0.6867,7.4923
AG,AG|CONFIRMED_SWING_HIGH|1h|2026-06-26 03:00:00|17210.0,1,TB4,LONG_TO_SHORT,1.75,0.18,0.0,0.135,7.175
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-11 02:30:00|7845.0,2,TB1,SHORT_TO_LONG,2.5,0.0,0.8333,1.8981,0.5556
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-14 09:35:00|7661.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.0676,8.3784,0.045
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-02-27 14:45:00|7949.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.8081,5.6734,0.5387
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-02-28 02:05:00|7945.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.8081,5.6734,0.5387
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-03-05 01:15:00|7984.0,1,TB1,LONG_TO_SHORT,2.5,0.7547,0.0,0.5031,1.2579
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-04-08 02:30:00|7745.0,1,TB1,LONG_TO_SHORT,1.25,0.4918,0.0,0.3279,3.6612
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-04-11 10:00:00|7961.0,1,TB1,SHORT_TO_LONG,1.25,0.0,0.9884,13.8372,0.6589
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-04-23 11:10:00|8308.0,1,TB1,LONG_TO_SHORT,2.5,0.625,0.0,0.4167,4.6774
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-06-23 21:30:00|8778.0009765625,1,TB2,LONG_TO_SHORT,2.5,1.0317,0.0,0.6878,3.836
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-06-24 21:25:00|8811.0009765625,1,TB2,LONG_TO_SHORT,2.5,0.9856,0.0,0.6571,2.1635
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-07-04 14:20:00|8943.0009765625,1,TB2,LONG_TO_SHORT,1.75,1.0448,0.0,0.7836,3.2463
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-07-09 00:05:00|8973.0009765625,1,TB2,LONG_TO_SHORT,2.5,0.625,0.0,0.4167,0.9673
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-07-09 21:55:00|8932.0009765625,1,TB2,LONG_TO_SHORT,2.5,0.625,0.0,0.4167,0.9673
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-08-13 00:00:00|9218.0009765625,1,TB2,SHORT_TO_LONG,0.625,0.0,0.1852,12.5926,0.1235
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-08-20 01:15:00|9218.0009765625,1,TB2,LONG_TO_SHORT,2.5,0.7812,0.0,0.5208,1.5885
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-08-25 14:20:00|9417.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.4545,2.8283,0.303
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-08-26 09:05:00|9380.0009765625,1,TB2,LONG_TO_SHORT,2.5,0.7222,0.0,0.4815,1.1111
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-08-29 01:20:00|9409.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.4545,2.8283,0.303
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-08-29 14:50:00|9406.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.4545,2.8283,0.303
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-09-18 21:05:00|10009.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.3654,1.6795,0.2436
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-12-04 02:15:00|13825.0009765625,1,TB3,LONG_TO_SHORT,2.5,0.5994,0.0,0.3996,2.6706
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-01-28 01:30:00|29497.0,1,TB3,LONG_TO_SHORT,1.25,0.0075,0.0,0.005,3.0899
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-02-06 01:50:00|19979.0,1,TB3,SHORT_TO_LONG,2.5,0.0,0.1612,2.7795,0.1075
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-02-12 01:15:00|21718.0,1,TB3,SHORT_TO_LONG,0.625,0.0,0.6248,3.7322,0.4165
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-02-12 23:55:00|20883.0,1,TB3,SHORT_TO_LONG,0.625,0.0,0.6248,3.7322,0.4165
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-03-06 09:20:00|21524.0,1,TB3,LONG_TO_SHORT,2.5,0.7826,0.0,0.5218,2.8412
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-03-18 21:40:00|20246.0,1,TB4,LONG_TO_SHORT,2.5,0.8852,0.0,0.5902,4.4567
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-03-20 22:10:00|18597.0,2,TB3,SHORT_TO_LONG,2.5,0.0,0.2369,1.4016,0.1579
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-03-24 09:10:00|17516.0,1,TB3,LONG_TO_SHORT,1.25,1.0465,0.0,0.6977,2.273
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-04-07 09:50:00|18329.0,1,TB3,LONG_TO_SHORT,1.25,1.0007,0.0,0.6672,0.9326
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-04-07 09:50:00|18329.0,1,TB3,SHORT_TO_LONG,2.5,0.5004,0.6994,2.1585,0.4663
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-04-07 22:00:00|18178.0,1,TB3,LONG_TO_SHORT,1.25,1.0007,0.0,0.6672,0.9326
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-04-07 22:00:00|18178.0,1,TB3,SHORT_TO_LONG,2.5,0.5004,0.6994,2.1585,0.4663
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-04-15 22:35:00|20103.0,1,TB4,LONG_TO_SHORT,2.5,0.8852,0.0,0.5902,4.4567
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-04-16 02:30:00|19935.0,1,TB4,LONG_TO_SHORT,1.25,0.4772,0.0,0.3181,3.4201
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-04-16 23:45:00|20040.0,1,TB4,LONG_TO_SHORT,2.5,0.8852,0.0,0.5902,4.4567
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-05-18 14:25:00|18990.0,1,TB4,LONG_TO_SHORT,1.25,0.2125,0.0,0.1416,5.2172
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-06-17 01:15:00|17077.0,1,TB4,LONG_TO_SHORT,2.5,0.3361,0.0,0.2241,26.5056
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-06-18 14:45:00|17210.0,1,TB4,LONG_TO_SHORT,1.75,0.18,0.0,0.135,7.175
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-07-03 02:05:00|15166.0009765625,1,TB4,LONG_TO_SHORT,2.5,0.1953,0.0,0.1302,6.8452
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-07-10 23:20:00|14820.0009765625,1,TB4,LONG_TO_SHORT,1.75,0.9156,0.0,0.6867,7.4923
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-07-17 10:40:00|13784.0009765625,1,TB4,SHORT_TO_LONG,1.75,0.0,0.9804,31.5441,0.7353
AG,AG|CONFIRMED_SWING_HIGH|5m|2026-08-11 22:15:00|16248.0009765625,1,TB4,LONG_TO_SHORT,0.625,0.2395,0.0,0.1597,13.1537
AG,AG|CONFIRMED_SWING_LOW|15m|2025-01-22 14:45:00|7693.0,1,TB1,SHORT_TO_LONG,1.75,0.0,0.2589,6.8932,0.1942
AG,AG|CONFIRMED_SWING_LOW|15m|2025-02-18 14:45:00|7960.0,1,TB1,LONG_TO_SHORT,2.5,0.6306,0.0,0.4204,1.7568
AG,AG|CONFIRMED_SWING_LOW|15m|2025-04-30 00:15:00|8163.0,1,TB1,LONG_TO_SHORT,1.75,0.9524,0.0,0.7143,6.4286
AG,AG|CONFIRMED_SWING_LOW|15m|2025-06-14 01:30:00|8766.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.9631,1.4071,0.6421
AG,AG|CONFIRMED_SWING_LOW|15m|2025-07-05 00:30:00|8878.0009765625,1,TB2,SHORT_TO_LONG,1.75,0.0,1.1373,6.0,0.8529
AG,AG|CONFIRMED_SWING_LOW|15m|2025-11-20 00:15:00|11696.0009765625,1,TB3,SHORT_TO_LONG,1.25,0.0,1.1798,17.3783,0.7865
AG,AG|CONFIRMED_SWING_LOW|15m|2025-12-09 22:00:00|13479.0009765625,1,TB4,SHORT_TO_LONG,2.5,0.0,1.0793,23.4071,0.7196
AG,AG|CONFIRMED_SWING_LOW|15m|2026-05-29 23:00:00|17470.0,1,TB4,LONG_TO_SHORT,1.25,0.6318,0.0,0.4212,2.4188
AG,AG|CONFIRMED_SWING_LOW|1h|2025-02-21 23:00:00|7960.0,1,TB1,LONG_TO_SHORT,2.5,0.6306,0.0,0.4204,1.7568
AG,AG|CONFIRMED_SWING_LOW|1h|2025-06-19 11:00:00|8766.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.9631,1.4071,0.6421
AG,AG|CONFIRMED_SWING_LOW|1h|2026-06-04 02:00:00|17470.0,1,TB4,LONG_TO_SHORT,1.25,0.6318,0.0,0.4212,2.4188
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-21 21:30:00|7693.0,1,TB1,SHORT_TO_LONG,1.75,0.0,0.2589,6.8932,0.1942
AG,AG|CONFIRMED_SWING_LOW|5m|2025-02-17 21:30:00|7960.0,1,TB1,LONG_TO_SHORT,2.5,0.6306,0.0,0.4204,1.7568
AG,AG|CONFIRMED_SWING_LOW|5m|2025-02-18 00:25:00|7982.0,1,TB1,LONG_TO_SHORT,2.5,0.6306,0.0,0.4204,1.7568
AG,AG|CONFIRMED_SWING_LOW|5m|2025-02-25 09:50:00|7985.0,1,TB1,LONG_TO_SHORT,2.5,0.6306,0.0,0.4204,1.7568
AG,AG|CONFIRMED_SWING_LOW|5m|2025-02-27 09:25:00|7883.0,1,TB1,SHORT_TO_LONG,1.25,0.0,1.092,1.9923,0.728
AG,AG|CONFIRMED_SWING_LOW|5m|2025-03-20 09:05:00|8305.0,1,TB1,LONG_TO_SHORT,2.5,0.5556,0.0,0.3704,2.3569
AG,AG|CONFIRMED_SWING_LOW|5m|2025-04-08 14:20:00|7637.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.7619,14.2064,0.5079
AG,AG|CONFIRMED_SWING_LOW|5m|2025-04-23 23:30:00|8156.0,1,TB1,LONG_TO_SHORT,1.75,0.9524,0.0,0.7143,6.4286
AG,AG|CONFIRMED_SWING_LOW|5m|2025-04-25 01:50:00|8249.0,1,TB1,LONG_TO_SHORT,0.875,0.5907,0.0,0.443,4.1139
AG,AG|CONFIRMED_SWING_LOW|5m|2025-04-29 01:10:00|8163.0,1,TB1,LONG_TO_SHORT,1.75,0.9524,0.0,0.7143,6.4286
AG,AG|CONFIRMED_SWING_LOW|5m|2025-04-30 00:15:00|8182.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.2,3.0667,0.1333
AG,AG|CONFIRMED_SWING_LOW|5m|2025-05-27 09:40:00|8256.0,1,TB1,SHORT_TO_LONG,2.5,0.0,0.4775,6.1049,0.3184
AG,AG|CONFIRMED_SWING_LOW|5m|2025-06-09 09:05:00|8788.0009765625,1,TB2,SHORT_TO_LONG,1.25,0.0,0.75,7.6666,0.5
AG,AG|CONFIRMED_SWING_LOW|5m|2025-06-12 14:40:00|8795.0009765625,1,TB2,SHORT_TO_LONG,1.25,0.0,0.75,7.6666,0.5
AG,AG|CONFIRMED_SWING_LOW|5m|2025-06-13 02:25:00|8766.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,0.9631,1.4071,0.6421
AG,AG|CONFIRMED_SWING_LOW|5m|2025-06-23 21:55:00|8719.0009765625,1,TB2,LONG_TO_SHORT,0.875,0.4878,0.0,0.3658,4.6341
AG,AG|CONFIRMED_SWING_LOW|5m|2025-07-04 01:15:00|8878.0009765625,1,TB2,SHORT_TO_LONG,1.75,0.0,1.1373,6.0,0.8529
AG,AG|CONFIRMED_SWING_LOW|5m|2025-07-04 09:45:00|8889.0009765625,1,TB2,SHORT_TO_LONG,1.75,0.0,1.1373,6.0,0.8529
AG,AG|CONFIRMED_SWING_LOW|5m|2025-07-04 23:20:00|8891.0009765625,2,TB2,SHORT_TO_LONG,1.75,0.0,1.1373,6.0,0.8529
AG,AG|CONFIRMED_SWING_LOW|5m|2025-07-22 22:15:00|9350.0009765625,1,TB2,SHORT_TO_LONG,2.5,0.0,1.0157,1.8403,0.6771
AG,AG|CONFIRMED_SWING_LOW|5m|2025-09-02 11:10:00|9781.0009765625,1,TB2,SHORT_TO_LONG,1.75,0.0,0.7356,3.1897,0.5517
AG,AG|CONFIRMED_SWING_LOW|5m|2025-09-17 22:50:00|9891.0009765625,1,TB2,LONG_TO_SHORT,1.75,0.8824,0.0,0.6618,1.4706
AG,AG|CONFIRMED_SWING_LOW|5m|2025-11-12 10:35:00|11820.0009765625,1,TB3,SHORT_TO_LONG,2.5,0.0,1.1741,2.8947,0.7827
AG,AG|CONFIRMED_SWING_LOW|5m|2025-11-19 01:10:00|11696.0009765625,1,TB3,SHORT_TO_LONG,1.25,0.0,1.1798,17.3783,0.7865
AG,AG|CONFIRMED_SWING_LOW|5m|2025-12-03 10:55:00|13433.0009765625,1,TB3,SHORT_TO_LONG,2.5,0.0,0.9858,2.2976,0.6572
AG,AG|CONFIRMED_SWING_LOW|5m|2025-12-08 22:45:00|13479.0009765625,1,TB4,SHORT_TO_LONG,2.5,0.0,1.0793,23.4071,0.7196
