datetime,datetime_ns,symbol,timeframe,open,high,low,close,volume,open_oi,close_oi
2026-01-28 21:10:00,1769605800000000000,KQ.m@DCE.i,5m,783.0,783.0,781.0,781.5,5312.0,562648.0,562520.0
2026-01-28 21:15:00,1769606100000000000,KQ.m@DCE.i,5m,781.5,783.0,781.0,783.0,4229.0,562520.0,562091.0
2026-01-28 21:20:00,1769606400000000000,KQ.m@DCE.i,5m,783.0,784.0,782.5,783.5,5592.0,562091.0,562086.0
2026-01-28 21:25:00,1769606700000000000,KQ.m@DCE.i,5m,783.5,784.0,783.0,784.0,1510.0,562086.0,562046.0
2026-01-28 21:30:00,1769607000000000000,KQ.m@DCE.i,5m,784.0,784.5,783.5,784.5,3811.0,562046.0,561977.0
2026-01-28 21:35:00,1769607300000000000,KQ.m@DCE.i,5m,784.5,784.5,783.0,784.0,2627.0,561977.0,561742.0
2026-01-28 21:40:00,1769607600000000000,KQ.m@DCE.i,5m,784.0,785.5,783.5,785.0,2629.0,561742.0,562554.0
2026-01-28 21:45:00,1769607900000000000,KQ.m@DCE.i,5m,785.0,785.0,784.5,785.0,1227.0,562554.0,562377.0
2026-01-28 21:50:00,1769608200000000000,KQ.m@DCE.i,5m,785.0,785.0,784.5,785.0,1597.0,562377.0,562572.0
2026-01-28 21:55:00,1769608500000000000,KQ.m@DCE.i,5m,785.0,785.0,784.5,785.0,1398.0,562572.0,562783.0
2026-01-28 22:00:00,1769608800000000000,KQ.m@DCE.i,5m,785.0,785.5,784.5,785.5,1281.0,562783.0,563011.0
2026-01-28 22:05:00,1769609100000000000,KQ.m@DCE.i,5m,785.5,787.5,785.0,787.0,7576.0,563011.0,563205.0
2026-01-28 22:10:00,1769609400000000000,KQ.m@DCE.i,5m,787.0,787.0,786.0,786.5,2545.0,563205.0,562874.0
2026-01-28 22:15:00,1769609700000000000,KQ.m@DCE.i,5m,786.5,787.0,786.0,787.0,1796.0,562874.0,562816.0
2026-01-28 22:20:00,1769610000000000000,KQ.m@DCE.i,5m,787.0,787.0,786.0,786.5,1409.0,562816.0,562888.0
2026-01-28 22:25:00,1769610300000000000,KQ.m@DCE.i,5m,786.5,786.5,786.0,786.0,481.0,562888.0,562779.0
2026-01-28 22:30:00,1769610600000000000,KQ.m@DCE.i,5m,786.0,787.0,785.5,786.5,1823.0,562779.0,562764.0
2026-01-28 22:35:00,1769610900000000000,KQ.m@DCE.i,5m,786.5,787.0,786.5,786.5,352.0,562764.0,562793.0
2026-01-28 22:40:00,1769611200000000000,KQ.m@DCE.i,5m,786.5,787.0,786.0,786.0,603.0,562793.0,562699.0
2026-01-28 22:45:00,1769611500000000000,KQ.m@DCE.i,5m,786.0,786.5,786.0,786.0,1010.0,562699.0,562498.0
2026-01-28 22:50:00,1769611800000000000,KQ.m@DCE.i,5m,786.0,786.5,785.5,786.5,904.0,562498.0,562158.0
2026-01-28 22:55:00,1769612100000000000,KQ.m@DCE.i,5m,786.5,786.5,785.5,785.5,1524.0,562158.0,561601.0
2026-01-29 09:00:00,1769648400000000000,KQ.m@DCE.i,5m,785.0,789.0,785.0,789.0,19063.0,561601.0,555447.0
2026-01-29 09:05:00,1769648700000000000,KQ.m@DCE.i,5m,789.0,792.0,787.5,790.0,17990.0,555447.0,554237.0
2026-01-29 09:10:00,1769649000000000000,KQ.m@DCE.i,5m,790.0,791.0,789.5,791.0,5515.0,554237.0,553918.0
2026-01-29 09:15:00,1769649300000000000,KQ.m@DCE.i,5m,791.0,791.0,789.5,790.0,3756.0,553918.0,553814.0
2026-01-29 09:20:00,1769649600000000000,KQ.m@DCE.i,5m,790.0,790.5,789.5,790.0,5689.0,553814.0,552798.0
2026-01-29 09:25:00,1769649900000000000,KQ.m@DCE.i,5m,790.0,792.0,790.0,791.5,4737.0,552798.0,552479.0
2026-01-29 09:30:00,1769650200000000000,KQ.m@DCE.i,5m,791.5,792.0,790.5,791.5,4180.0,552479.0,552466.0
2026-01-29 09:35:00,1769650500000000000,KQ.m@DCE.i,5m,791.5,792.0,790.5,791.5,3097.0,552466.0,552811.0
2026-01-29 09:40:00,1769650800000000000,KQ.m@DCE.i,5m,791.5,793.0,791.0,792.0,6248.0,552811.0,554042.0
2026-01-29 09:45:00,1769651100000000000,KQ.m@DCE.i,5m,792.0,792.0,791.0,791.5,2890.0,554042.0,554131.0
2026-01-29 09:50:00,1769651400000000000,KQ.m@DCE.i,5m,791.5,792.5,791.5,791.5,1500.0,554131.0,554147.0
2026-01-29 09:55:00,1769651700000000000,KQ.m@DCE.i,5m,791.5,792.0,790.5,792.0,2180.0,554147.0,553552.0
2026-01-29 10:00:00,1769652000000000000,KQ.m@DCE.i,5m,792.0,793.0,791.5,792.0,2688.0,553552.0,553110.0
2026-01-29 10:05:00,1769652300000000000,KQ.m@DCE.i,5m,792.0,792.5,791.0,791.5,2511.0,553110.0,553577.0
2026-01-29 10:10:00,1769652600000000000,KQ.m@DCE.i,5m,791.5,792.0,790.5,790.5,1693.0,553577.0,553401.0
2026-01-29 10:30:00,1769653800000000000,KQ.m@DCE.i,5m,790.5,791.0,788.5,788.5,4049.0,553401.0,553604.0
2026-01-29 10:35:00,1769654100000000000,KQ.m@DCE.i,5m,788.5,789.5,788.0,788.0,3354.0,553604.0,553351.0
2026-01-29 10:40:00,1769654400000000000,KQ.m@DCE.i,5m,788.0,789.0,788.0,789.0,1295.0,553351.0,553318.0
2026-01-29 10:45:00,1769654700000000000,KQ.m@DCE.i,5m,789.0,789.5,788.0,789.5,2811.0,553318.0,553146.0
2026-01-29 10:50:00,1769655000000000000,KQ.m@DCE.i,5m,789.5,791.0,789.0,790.5,2431.0,553146.0,553149.0
2026-01-29 10:55:00,1769655300000000000,KQ.m@DCE.i,5m,790.5,791.0,790.0,790.5,1694.0,553149.0,553272.0
2026-01-29 11:00:00,1769655600000000000,KQ.m@DCE.i,5m,790.5,791.5,790.5,790.5,3666.0,553272.0,554329.0
2026-01-29 11:05:00,1769655900000000000,KQ.m@DCE.i,5m,790.5,792.0,790.5,792.0,2689.0,554329.0,554334.0
2026-01-29 11:10:00,1769656200000000000,KQ.m@DCE.i,5m,792.0,795.5,791.5,794.5,13909.0,554334.0,553033.0
2026-01-29 11:15:00,1769656500000000000,KQ.m@DCE.i,5m,794.5,796.0,793.0,794.0,5846.0,553033.0,553215.0
2026-01-29 11:20:00,1769656800000000000,KQ.m@DCE.i,5m,794.0,795.0,793.5,794.0,4008.0,553215.0,553389.0
2026-01-29 11:25:00,1769657100000000000,KQ.m@DCE.i,5m,794.0,794.5,792.5,793.5,4014.0,553389.0,553935.0
2026-01-29 13:30:00,1769664600000000000,KQ.m@DCE.i,5m,796.5,797.0,794.0,796.5,20304.0,553935.0,555942.0
2026-01-29 13:35:00,1769664900000000000,KQ.m@DCE.i,5m,796.5,797.5,796.0,797.5,6856.0,555942.0,556071.0
2026-01-29 13:40:00,1769665200000000000,KQ.m@DCE.i,5m,797.5,797.5,794.5,795.5,5394.0,556071.0,556453.0
2026-01-29 13:45:00,1769665500000000000,KQ.m@DCE.i,5m,795.5,795.5,794.0,795.5,7121.0,556453.0,558275.0
2026-01-29 13:50:00,1769665800000000000,KQ.m@DCE.i,5m,795.5,796.5,794.5,795.0,5958.0,558275.0,559211.0
2026-01-29 13:55:00,1769666100000000000,KQ.m@DCE.i,5m,795.0,796.5,795.0,796.5,1895.0,559211.0,559270.0
2026-01-29 14:00:00,1769666400000000000,KQ.m@DCE.i,5m,796.5,798.0,796.0,796.0,6574.0,559270.0,558353.0
