wf,block,d_M1_M0,d_M2_M0,d_M1_M2,d_M3_M0,d_M4_M0,d_M3_M4,d_M5_M0
WF1,action,0.00037413630996518954,0.00018147596096595997,0.00019266034899922957,0.0008594311580498726,0.0012908253204516607,-0.00043139416240178807,0.001891746481773593
WF2,action,0.00016221667992022404,0.00024091257143399325,-7.869589151376921e-05,0.0008910510268892446,0.0005647023022476994,0.0003263487246415453,0.001043192536277937
WF3,action,0.000824013211838337,0.0005848058990310934,0.0002392073128072436,0.001147073602904225,0.0012409917125323355,-9.391810962811054e-05,0.0023102551880634925
