kappa,model,symbol,test_episodes,selected_episodes,trade_coverage,selected_mean_entry_value,positive_rate,caev,weighted_row_regret
0.01,ACTION3-M0,TA,150,1,0.006666666666666667,1.2285090938670398,1.0,0.008190060625780265,0.4927109492757245
0.01,ACTION3-M1,AG,239,124,0.5188284518828452,-1.5509608151057186,0.3629032258064516,-0.8046825986322557,0.7335156855545971
0.01,ACTION3-M1,AL,153,65,0.42483660130718953,-1.7486131334484287,0.26153846153846155,-0.7428748606153456,0.5021166608704255
0.01,ACTION3-M1,AU,314,136,0.43312101910828027,-0.42063100405188036,0.4632352941176471,-0.1821841291434896,0.6822929391826251
0.01,ACTION3-M1,CF,160,78,0.4875,-1.3271790951642535,0.3076923076923077,-0.6469998088925736,0.49056211831933094
0.01,ACTION3-M1,CU,162,82,0.5061728395061729,-1.3240482081833083,0.32926829268292684,-0.6701972411792054,0.4832974803940343
0.01,ACTION3-M1,I,126,25,0.1984126984126984,-0.5366014634091942,0.44,-0.10646854432722108,0.2795351577517089
0.01,ACTION3-M1,M,160,74,0.4625,-0.6813155320970775,0.33783783783783783,-0.3151084335948984,0.4907811761099631
0.01,ACTION3-M1,MA,161,68,0.422360248447205,-1.4108339230926337,0.36764705882352944,-0.5958801662751496,0.5785318229953688
0.01,ACTION3-M1,NI,144,36,0.25,-0.6519852136165856,0.4444444444444444,-0.1629963034041464,0.4786656335426344
0.01,ACTION3-M1,P,130,49,0.3769230769230769,-0.9276763890533862,0.3673469387755102,-0.3496626389508917,0.33858925763569375
0.01,ACTION3-M1,RB,138,48,0.34782608695652173,-1.741000972366704,0.2708333333333333,-0.60556555560581,0.4928491482948166
0.01,ACTION3-M1,RU,174,77,0.4425287356321839,-0.785967457746913,0.36363636363636365,-0.34781318532478334,0.4654096669810183
0.01,ACTION3-M1,SC,258,135,0.5232558139534884,-0.6880328822459915,0.42962962962962964,-0.3600172058263909,0.6639456007872787
0.01,ACTION3-M1,SN,150,21,0.14,-2.2871859880243797,0.3333333333333333,-0.32020603832341316,0.4000704002373925
0.01,ACTION3-M1,TA,150,27,0.18,-1.8797971658200017,0.25925925925925924,-0.33836348984760034,0.5043172025895609
0.02,REG-M0,AG,239,8,0.03347280334728033,-3.3632728122591895,0.125,-0.11257816944800635,0.7075788089116238
0.02,REG-M0,AL,153,7,0.0457516339869281,-2.454627788574348,0.2857142857142857,-0.11230323215699631,0.4464340422691007
0.02,REG-M0,AU,314,17,0.054140127388535034,-0.5316555079109675,0.47058823529411764,-0.028783896925116074,0.843620996905745
0.02,REG-M0,CF,160,3,0.01875,-6.648676784217077,0.3333333333333333,-0.1246626897040702,0.46855612103532707
0.02,REG-M0,CU,162,3,0.018518518518518517,2.452295964402961,0.3333333333333333,0.045412888229684464,0.4911258752198092
0.02,REG-M0,I,126,0,0.0,,,0.0,0.29746494774852494
0.02,REG-M0,M,160,5,0.03125,-1.021727972413084,0.0,-0.03192899913790888,0.5106016463090344
0.02,REG-M0,MA,161,5,0.031055900621118012,-2.1089032678896897,0.2,-0.06549389030713322,0.5918730365588127
0.02,REG-M0,NI,144,1,0.006944444444444444,-4.072173582775262,0.0,-0.028278983213717097,0.5030996340797803
0.02,REG-M0,P,130,4,0.03076923076923077,-2.6509327149958084,0.0,-0.0815671604614095,0.40423428553454077
0.02,REG-M0,RB,138,4,0.028985507246376812,-0.09582555454307254,0.75,-0.0027775523055963056,0.44753244846590523
0.02,REG-M0,RU,174,5,0.028735632183908046,0.2110878546977001,0.6,0.006065742951083336,0.5315020326287375
0.02,REG-M0,SC,258,9,0.03488372093023256,-1.719921882779949,0.0,-0.059997274980695896,0.9325576065370468
0.02,REG-M0,SN,150,4,0.02666666666666667,-1.9115036454480527,0.25,-0.050973430545281403,0.39747273937561417
0.02,REG-M0,TA,150,1,0.006666666666666667,-9.715013269455023,0.0,-0.06476675512970015,0.48927155264690403
0.02,REG-M1,AG,239,29,0.12133891213389121,-1.1622672137298353,0.4482758620689655,-0.14102823932286704,0.6749986030784917
0.02,REG-M1,AL,153,20,0.13071895424836602,-1.3034273096825335,0.5,-0.17038265486046192,0.44508816847444466
0.02,REG-M1,AU,314,48,0.15286624203821655,-0.5535391188019644,0.5416666666666666,-0.08461744491240221,0.8069197326013123
0.02,REG-M1,CF,160,20,0.125,-0.6048638126657297,0.45,-0.07560797658321622,0.4274434040840204
0.02,REG-M1,CU,162,33,0.2037037037037037,-0.7788801888972403,0.45454545454545453,-0.1586607792198082,0.5312355524312905
0.02,REG-M1,I,126,1,0.007936507936507936,-0.6574584762933834,0.0,-0.005217924415026852,0.2992042558868672
0.02,REG-M1,M,160,37,0.23125,-0.6377266200535083,0.2972972972972973,-0.1474742808873738,0.4850462532197696
0.02,REG-M1,MA,161,22,0.13664596273291926,-0.6406555736708106,0.36363636363636365,-0.0875429976444586,0.5592956173714151
0.02,REG-M1,NI,144,15,0.10416666666666667,-2.2292508924663705,0.3333333333333333,-0.2322136346319136,0.4836410708265946
0.02,REG-M1,P,130,16,0.12307692307692308,-1.2113818387850488,0.4375,-0.1490931493889291,0.35915118291687465
0.02,REG-M1,RB,138,13,0.09420289855072464,-1.5128233510201203,0.3076923076923077,-0.14251234466131568,0.4364389164043822
