candidate_id,symbol,step,bar_index,bar_start_time,open,high,low,close,gap_minutes,contiguous_from_previous,open_atr,high_atr,low_atr,close_atr
CU:5m:1:-1:26802:26805:1,CU,1,26809.0,2026-03-21 00:05:00,93210.0,93320.0,93200.0,93280.0,0.0,False,0.0,0.5197938417126156,-0.04725398561023778,0.33077789927166446
CU:5m:1:-1:26802:26805:1,CU,2,26810.0,2026-03-21 00:10:00,93280.0,93600.0,93250.0,93540.0,5.0,True,0.33077789927166446,1.8429054387992734,0.18901594244095113,1.5593815251378467
CU:5m:1:-1:26802:26805:1,CU,3,26811.0,2026-03-21 00:15:00,93530.0,93800.0,93440.0,93720.0,5.0,True,1.512127539527609,2.787985151004029,1.086841669035469,2.409953266122127
CU:5m:1:-1:26802:26805:1,CU,4,26812.0,2026-03-21 00:20:00,93710.0,93730.0,93530.0,93580.0,5.0,True,2.362699280511889,2.4572072517323647,1.512127539527609,1.7483974675787979
CU:5m:1:-1:26802:26805:1,CU,5,26813.0,2026-03-21 00:25:00,93580.0,93640.0,93390.0,93400.0,5.0,True,1.7483974675787979,2.0319213812402244,0.85057174098428,0.8978257265945179
CU:5m:1:-1:26802:26805:1,CU,6,26814.0,2026-03-21 00:30:00,93400.0,93480.0,93300.0,93480.0,5.0,True,0.8978257265945179,1.2758576114764202,0.42528587049214,1.2758576114764202
CU:5m:1:-1:26802:26805:1,CU,7,26815.0,2026-03-21 00:35:00,93470.0,93590.0,93430.0,93480.0,5.0,True,1.2286036258661823,1.7956514531890357,1.0395876834252311,1.2758576114764202
CU:5m:1:-1:26802:26805:1,CU,8,26816.0,2026-03-21 00:40:00,93460.0,93510.0,93340.0,93390.0,5.0,True,1.1813496402559445,1.4176195683071333,0.6143018129330912,0.85057174098428
CU:5m:1:-1:26802:26805:1,CU,9,26817.0,2026-03-21 00:45:00,93390.0,93430.0,93210.0,93290.0,5.0,True,0.85057174098428,1.0395876834252311,0.0,0.37803188488190226
CU:5m:1:-1:26802:26805:1,CU,10,26818.0,2026-03-21 00:50:00,93290.0,93310.0,93180.0,93290.0,5.0,True,0.37803188488190226,0.4725398561023778,-0.14176195683071335,0.37803188488190226
CU:5m:1:-1:26802:26805:1,CU,11,26819.0,2026-03-21 00:55:00,93290.0,93330.0,93180.0,93210.0,5.0,True,0.37803188488190226,0.5670478273228534,-0.14176195683071335,0.0
CU:5m:1:-1:26802:26805:1,CU,12,26820.0,2026-03-23 09:00:00,92000.0,92580.0,91500.0,92520.0,3365.0,False,-5.717732258838772,-2.97700109344498,-8.080431539350661,-3.260525007106407
CU:5m:1:-1:26802:26805:1,CU,13,26821.0,2026-03-23 09:05:00,92530.0,92850.0,92410.0,92590.0,5.0,True,-3.213271021496169,-1.70114348196856,-3.7803188488190225,-2.9297471078347423
