horizon,split,candidate_n,analyzable_n,analyzable_weight,invalidated_n,invalidation_rate,survival_rate,mean_first_invalidation_step,median_first_invalidation_step
6,DISCOVERY,13786,10394,7345.150036075036,2386,0.21694287391363498,0.783057126086365,2.990063935084956,3.0
6,VALIDATION,6227,4758,3354.577958152958,1064,0.20918996558524763,0.7908100344147524,2.9465939453572303,3.0
12,DISCOVERY,13786,6896,4649.48575036075,2320,0.32615455890112444,0.6738454410988756,4.87081527055094,4.0
12,VALIDATION,6227,3169,2127.6112914862915,1056,0.31958095463201697,0.680419045367983,4.740151938272231,4.0
24,DISCOVERY,13786,2548,1758.9888888888888,1161,0.4436037388001585,0.5563962611998414,7.318410184194907,5.0
24,VALIDATION,6227,1160,785.98373015873,521,0.4362473676956236,0.5637526323043764,7.058030289352896,5.0
