factor,bucket,horizon,split,bucket_candidate_n,bucket_analyzable_n,bucket_analyzable_weight,bucket_invalidated_n,bucket_invalidation_rate,bucket_survival_rate,bucket_mean_first_invalidation_step,bucket_median_first_invalidation_step,rest_candidate_n,rest_analyzable_n,rest_analyzable_weight,rest_invalidated_n,rest_invalidation_rate,rest_survival_rate,rest_mean_first_invalidation_step,rest_median_first_invalidation_step,delta_invalidation_pp,delta_mean_first_step
quant_state,MID,12,VALIDATION,891,716,568.4583333333333,216,0.2904932932639449,0.7095067067360551,5.356782398062172,5.0,1244,1048,794.625,330,0.3058255990771328,0.6941744009228672,4.94101913449009,4.0,-1.5332305813187896,0.4157632635720816
quant_state,MID,24,DISCOVERY,920,282,222.75,122,0.4380845491956603,0.5619154508043397,8.086251067463705,6.208333333333326,1874,780,586.9261904761904,380,0.4788385008255277,0.5211614991744723,7.356241210457652,5.0,-4.075395162986739,0.7300098570060527
quant_state,MID,24,VALIDATION,891,290,244.33333333333331,125,0.3990450204638472,0.6009549795361528,7.0888888888888895,6.0,1244,517,391.16666666666663,225,0.422241158926289,0.577758841073711,6.985368314833502,5.0,-2.319613846244178,0.10352057405538773
quant_state,HIGH,6,DISCOVERY,1358,1358,995.3761904761905,358,0.2619875711025743,0.7380124288974257,2.8446578894509074,2.0,1436,1436,1135.097619047619,276,0.17998242232155406,0.820017577678446,3.0980712079715635,3.0,8.200514878102025,-0.2534133185206562
quant_state,HIGH,6,VALIDATION,863,863,631.7083333333334,205,0.2305916496273333,0.7694083503726667,2.863272311212814,3.0,1272,1272,1026.875,218,0.1702414282815987,0.8297585717184013,3.1175517208504147,3.0,6.035022134573461,-0.25427940963760065
quant_state,HIGH,12,DISCOVERY,1358,1155,855.5428571428572,422,0.36383471368777265,0.6361652863122274,4.442953738832457,4.0,1436,1093,863.4166666666667,315,0.2852041308753981,0.7147958691246019,5.186463620981387,4.0,7.863058281237456,-0.7435098821489303
quant_state,HIGH,12,VALIDATION,863,753,549.625,248,0.3170343415965431,0.6829656584034569,4.681492109038738,4.0,1272,1011,813.4583333333334,298,0.287537775956564,0.712462224043436,5.427889411429387,5.0,2.9496565639979098,-0.7463973023906494
quant_state,HIGH,24,DISCOVERY,1358,692,520.9261904761904,347,0.4956739141364512,0.5043260858635488,7.402589259368545,5.0,1436,370,288.75,155,0.4170274170274171,0.5829725829725829,7.8484429065743955,6.0,7.86464971090341,-0.4458536472058503
quant_state,HIGH,24,VALIDATION,863,459,342.16666666666663,195,0.4130540672187043,0.5869459327812957,6.980542452830189,5.0,1272,348,293.3333333333333,155,0.41363636363636364,0.5863636363636364,7.074175824175823,6.0,-0.05822964176593337,-0.09363337134563388
smc_internal_align_count,0,6,DISCOVERY,3539,2652,1761.4507936507937,629,0.22123751131946037,0.7787624886805397,2.925449268203453,2.5816257816255366,10247,7742,5583.699242424243,1757,0.21558807449867778,0.7844119255013222,3.0109816210393,3.0,0.5649436820782588,-0.08553235283584693
smc_internal_align_count,0,6,VALIDATION,2082,1576,1025.978968253968,354,0.2087924541291767,0.7912075458708233,2.8957886430071915,3.0,4145,3182,2328.5989898989897,710,0.2093651088346169,0.7906348911653831,2.9689174966973773,3.0,-0.057265470544018426,-0.07312885369018574
smc_internal_align_count,0,12,DISCOVERY,3539,1710,1079.8341269841271,571,0.32762139928364015,0.6723786007163599,4.632080318215357,4.0,10247,5186,3569.6516233766233,1749,0.3257108337225927,0.6742891662774073,4.943457184603502,4.0,0.19105655610474614,-0.31137686638814444
smc_internal_align_count,0,12,VALIDATION,2082,1052,662.8289682539682,310,0.28659982554335106,0.7134001744566489,4.6109467826435715,4.0,4145,2117,1464.782323232323,746,0.3345052525423381,0.6654947474576619,4.790245419492153,4.0,-4.790542699898703,-0.17929863684858116
smc_internal_align_count,0,24,DISCOVERY,3539,597,386.1309523809524,261,0.4291074456605518,0.5708925543394482,7.242727096370913,5.0,10247,1951,1372.8579365079365,900,0.4476809760197849,0.5523190239802152,7.338813712311096,5.0,-1.8573530359233092,-0.09608661594018297
smc_internal_align_count,0,24,VALIDATION,2082,417,257.20873015873013,152,0.346337203741017,0.6536627962589829,5.914123055540707,3.7873015873015423,4145,743,528.775,369,0.47998180880786906,0.5200181911921309,7.459525127348801,6.0,-13.364460506685205,-1.5454020718080939
