instrument,horizon,fold,model,feature,importance,selected
AU,1,5,RF,volume_sum_2,0.044618608752908004,True
AU,1,5,RF,volume_max_2,0.03154242043723764,True
AU,1,5,RF,price_impact_proxy_2,0.0,True
AU,1,5,RF,return_autocov_2,0.0006160058571856887,True
AU,1,5,RF,abs_return_sum_2,0.05523251017874668,True
AU,1,5,RF,past_return_4,0.04003067987326823,True
AU,1,5,RF,volume_sum_4,0.04310887389320005,True
AU,1,5,RF,volume_max_4,0.04043518487772424,True
AU,1,5,RF,price_impact_proxy_4,0.0,True
AU,1,5,RF,return_autocov_4,0.0005103394752204324,True
AU,1,5,RF,abs_return_sum_4,0.06041594728618653,True
AU,1,5,RF,past_return_8,0.052295138800577394,True
AU,1,5,RF,volume_sum_8,0.041367936068799925,True
AU,1,5,RF,volume_max_8,0.03427398516376619,True
AU,1,5,RF,price_impact_proxy_8,0.0,True
AU,1,5,RF,return_autocov_8,0.0,True
AU,1,5,RF,abs_return_sum_8,0.06689199896562324,True
AU,1,5,RF,past_return_16,0.08256752237949161,True
AU,1,5,RF,volume_sum_16,0.03403062279247397,True
AU,1,5,RF,volume_max_16,0.02808912864268824,True
AU,1,5,RF,price_impact_proxy_16,0.0,True
AU,1,5,RF,return_autocov_16,0.0,True
AU,1,5,RF,abs_return_sum_16,0.09275445521712943,True
AU,1,6,LASSO,past_return_1,0.0,False
AU,1,6,LASSO,volume_sum_1,0.0,False
AU,1,6,LASSO,volume_max_1,0.0,False
AU,1,6,LASSO,price_impact_proxy_1,0.0,False
AU,1,6,LASSO,return_autocov_1,0.0,False
AU,1,6,LASSO,abs_return_sum_1,0.0,False
AU,1,6,LASSO,past_return_2,0.0,False
AU,1,6,LASSO,volume_sum_2,0.0,False
AU,1,6,LASSO,volume_max_2,0.0,False
AU,1,6,LASSO,price_impact_proxy_2,0.0,False
AU,1,6,LASSO,return_autocov_2,0.0,False
AU,1,6,LASSO,abs_return_sum_2,0.0,False
AU,1,6,LASSO,past_return_4,0.0,False
AU,1,6,LASSO,volume_sum_4,0.0,False
AU,1,6,LASSO,volume_max_4,0.0,False
AU,1,6,LASSO,price_impact_proxy_4,0.0,False
AU,1,6,LASSO,return_autocov_4,0.0,False
AU,1,6,LASSO,abs_return_sum_4,0.0,False
AU,1,6,LASSO,past_return_8,0.0,False
AU,1,6,LASSO,volume_sum_8,0.0,False
AU,1,6,LASSO,volume_max_8,0.0,False
AU,1,6,LASSO,price_impact_proxy_8,0.0,False
AU,1,6,LASSO,return_autocov_8,0.0,False
AU,1,6,LASSO,abs_return_sum_8,0.0,False
AU,1,6,LASSO,past_return_16,0.0,False
AU,1,6,LASSO,volume_sum_16,0.0,False
AU,1,6,LASSO,volume_max_16,0.0,False
AU,1,6,LASSO,price_impact_proxy_16,0.0,False
AU,1,6,LASSO,return_autocov_16,0.0,False
AU,1,6,LASSO,abs_return_sum_16,0.0,False
AU,1,6,RF,past_return_1,0.03683805744140053,True
AU,1,6,RF,volume_sum_1,0.05597855345965785,True
AU,1,6,RF,volume_max_1,0.050438339596356574,True
AU,1,6,RF,price_impact_proxy_1,0.0,True
AU,1,6,RF,return_autocov_1,0.0034347096196664356,True
AU,1,6,RF,abs_return_sum_1,0.028696505502559564,True
AU,1,6,RF,past_return_2,0.04395689278523598,True
AU,1,6,RF,volume_sum_2,0.04393694411416666,True
AU,1,6,RF,volume_max_2,0.03699541254917271,True
AU,1,6,RF,price_impact_proxy_2,0.0,True
AU,1,6,RF,return_autocov_2,0.001425230708410423,True
AU,1,6,RF,abs_return_sum_2,0.06289244454222932,True
AU,1,6,RF,past_return_4,0.05281118998460849,True
AU,1,6,RF,volume_sum_4,0.041572926570869716,True
AU,1,6,RF,volume_max_4,0.04877333622939744,True
AU,1,6,RF,price_impact_proxy_4,0.0,True
AU,1,6,RF,return_autocov_4,0.0002752692399698877,True
AU,1,6,RF,abs_return_sum_4,0.05639024923896326,True
AU,1,6,RF,past_return_8,0.05748240670468748,True
AU,1,6,RF,volume_sum_8,0.03753895556553116,True
AU,1,6,RF,volume_max_8,0.04159797797419295,True
AU,1,6,RF,price_impact_proxy_8,0.0,True
AU,1,6,RF,return_autocov_8,0.0,True
AU,1,6,RF,abs_return_sum_8,0.06138679502114283,True
AU,1,6,RF,past_return_16,0.07859958618057752,True
AU,1,6,RF,volume_sum_16,0.03755079276064815,True
AU,1,6,RF,volume_max_16,0.028818422746851115,True
AU,1,6,RF,price_impact_proxy_16,0.0,True
AU,1,6,RF,return_autocov_16,0.0,True
AU,1,6,RF,abs_return_sum_16,0.09260900146370399,True
AU,1,7,LASSO,past_return_1,0.0,False
AU,1,7,LASSO,volume_sum_1,0.0,False
AU,1,7,LASSO,volume_max_1,0.0,False
AU,1,7,LASSO,price_impact_proxy_1,0.0,False
AU,1,7,LASSO,return_autocov_1,0.0,False
AU,1,7,LASSO,abs_return_sum_1,0.0,False
AU,1,7,LASSO,past_return_2,0.0,False
AU,1,7,LASSO,volume_sum_2,0.0,False
AU,1,7,LASSO,volume_max_2,0.0,False
AU,1,7,LASSO,price_impact_proxy_2,0.0,False
AU,1,7,LASSO,return_autocov_2,0.0,False
AU,1,7,LASSO,abs_return_sum_2,0.0,False
AU,1,7,LASSO,past_return_4,0.0,False
AU,1,7,LASSO,volume_sum_4,0.0,False
AU,1,7,LASSO,volume_max_4,0.0,False
AU,1,7,LASSO,price_impact_proxy_4,0.0,False
AU,1,7,LASSO,return_autocov_4,0.0,False
AU,1,7,LASSO,abs_return_sum_4,0.0,False
AU,1,7,LASSO,past_return_8,0.0,False
AU,1,7,LASSO,volume_sum_8,0.0,False
AU,1,7,LASSO,volume_max_8,0.0,False
AU,1,7,LASSO,price_impact_proxy_8,0.0,False
AU,1,7,LASSO,return_autocov_8,0.0,False
AU,1,7,LASSO,abs_return_sum_8,0.0,False
AU,1,7,LASSO,past_return_16,0.0,False
AU,1,7,LASSO,volume_sum_16,0.0,False
AU,1,7,LASSO,volume_max_16,0.0,False
AU,1,7,LASSO,price_impact_proxy_16,0.0,False
AU,1,7,LASSO,return_autocov_16,0.0,False
AU,1,7,LASSO,abs_return_sum_16,0.0,False
AU,1,7,RF,past_return_1,0.03892948950924825,True
AU,1,7,RF,volume_sum_1,0.03730986425168003,True
AU,1,7,RF,volume_max_1,0.03872348208684353,True
AU,1,7,RF,price_impact_proxy_1,0.0,True
AU,1,7,RF,return_autocov_1,0.05091876721522704,True
AU,1,7,RF,abs_return_sum_1,0.11255531339096132,True
AU,1,7,RF,past_return_2,0.08823406978337413,True
AU,1,7,RF,volume_sum_2,0.028180106623793538,True
AU,1,7,RF,volume_max_2,0.02949621610356667,True
AU,1,7,RF,price_impact_proxy_2,0.0,True
AU,1,7,RF,return_autocov_2,0.005091853558848438,True
AU,1,7,RF,abs_return_sum_2,0.05291232558927973,True
AU,1,7,RF,past_return_4,0.05774893678899728,True
AU,1,7,RF,volume_sum_4,0.02171044914128536,True
AU,1,7,RF,volume_max_4,0.0206587189866707,True
AU,1,7,RF,price_impact_proxy_4,0.0,True
AU,1,7,RF,return_autocov_4,0.0014905456815118118,True
AU,1,7,RF,abs_return_sum_4,0.05259929026922164,True
AU,1,7,RF,past_return_8,0.04446129885531148,True
AU,1,7,RF,volume_sum_8,0.024439031493792195,True
AU,1,7,RF,volume_max_8,0.01753185652326075,True
AU,1,7,RF,price_impact_proxy_8,0.0,True
AU,1,7,RF,return_autocov_8,0.0016408727522119967,True
AU,1,7,RF,abs_return_sum_8,0.05753692465869259,True
AU,1,7,RF,past_return_16,0.09722929301864662,True
AU,1,7,RF,volume_sum_16,0.022489169002864743,True
AU,1,7,RF,volume_max_16,0.010203032074194594,True
AU,1,7,RF,price_impact_proxy_16,0.0,True
AU,1,7,RF,return_autocov_16,0.0,True
AU,1,7,RF,abs_return_sum_16,0.0879090926405157,True
AU,1,8,LASSO,past_return_1,0.19435438302913743,True
AU,1,8,LASSO,volume_sum_1,1.0343005089600241,True
AU,1,8,LASSO,volume_max_1,2.964980798603875e-15,True
AU,1,8,LASSO,price_impact_proxy_1,0.10798639243403672,True
AU,1,8,LASSO,return_autocov_1,1.3097411463147104,True
AU,1,8,LASSO,abs_return_sum_1,0.0,False
AU,1,8,LASSO,past_return_2,0.0,False
AU,1,8,LASSO,volume_sum_2,0.7031254606907229,True
AU,1,8,LASSO,volume_max_2,0.0,False
AU,1,8,LASSO,price_impact_proxy_2,0.0,False
AU,1,8,LASSO,return_autocov_2,1.290117848387362,True
AU,1,8,LASSO,abs_return_sum_2,0.620693664713821,True
AU,1,8,LASSO,past_return_4,0.2011685870514455,True
AU,1,8,LASSO,volume_sum_4,0.0,False
AU,1,8,LASSO,volume_max_4,0.0,False
AU,1,8,LASSO,price_impact_proxy_4,0.13798445661890535,True
AU,1,8,LASSO,return_autocov_4,0.6192750519594722,True
AU,1,8,LASSO,abs_return_sum_4,0.0,False
AU,1,8,LASSO,past_return_8,0.00237207151619891,True
AU,1,8,LASSO,volume_sum_8,0.46989271267229005,True
AU,1,8,LASSO,volume_max_8,0.0,False
AU,1,8,LASSO,price_impact_proxy_8,0.0,False
AU,1,8,LASSO,return_autocov_8,0.02913478853697397,True
AU,1,8,LASSO,abs_return_sum_8,0.0,False
AU,1,8,LASSO,past_return_16,0.328989367855884,True
AU,1,8,LASSO,volume_sum_16,0.2665071358457882,True
AU,1,8,LASSO,volume_max_16,0.0,False
AU,1,8,LASSO,price_impact_proxy_16,0.0,False
AU,1,8,LASSO,return_autocov_16,0.2489413746994284,True
AU,1,8,LASSO,abs_return_sum_16,0.0,False
AU,1,8,RF,past_return_1,0.06428100020884941,True
AU,1,8,RF,volume_sum_1,0.0406937032859481,True
AU,1,8,RF,volume_max_1,0.031836446450350595,True
AU,1,8,RF,price_impact_proxy_1,4.204556979238048e-05,True
AU,1,8,RF,return_autocov_1,0.04678912208125733,True
AU,1,8,RF,abs_return_sum_1,0.06345561889198469,True
AU,1,8,RF,past_return_2,0.08835965078147733,True
AU,1,8,RF,volume_sum_2,0.022332908501547195,True
AU,1,8,RF,volume_max_2,0.03245145356868003,True
AU,1,8,RF,price_impact_proxy_2,0.0,True
AU,1,8,RF,return_autocov_2,0.0106812466308046,True
AU,1,8,RF,abs_return_sum_2,0.05257844716185274,True
AU,1,8,RF,past_return_4,0.05384938555741799,True
AU,1,8,RF,volume_sum_4,0.018187011417155098,True
AU,1,8,RF,volume_max_4,0.012105643610997748,True
AU,1,8,RF,price_impact_proxy_4,0.0,True
AU,1,8,RF,return_autocov_4,0.00929785007353807,True
AU,1,8,RF,abs_return_sum_4,0.054485641500353406,True
AU,1,8,RF,past_return_8,0.04140781898374341,True
AU,1,8,RF,volume_sum_8,0.03202872557247551,True
AU,1,8,RF,volume_max_8,0.016013410048748414,True
AU,1,8,RF,price_impact_proxy_8,0.0,True
AU,1,8,RF,return_autocov_8,0.006918786560567687,True
AU,1,8,RF,abs_return_sum_8,0.08396092933216892,True
AU,1,8,RF,past_return_16,0.09882532165478167,True
AU,1,8,RF,volume_sum_16,0.018103655076007086,True
AU,1,8,RF,volume_max_16,0.010785254591537482,True
AU,1,8,RF,price_impact_proxy_16,0.0,True
AU,1,8,RF,return_autocov_16,0.004645433388613125,True
AU,1,8,RF,abs_return_sum_16,0.08588348949935,True
AU,1,9,LASSO,past_return_1,0.0,False
AU,1,9,LASSO,volume_sum_1,0.0,False
AU,1,9,LASSO,volume_max_1,0.0,False
AU,1,9,LASSO,price_impact_proxy_1,0.0,False
AU,1,9,LASSO,return_autocov_1,0.0,False
AU,1,9,LASSO,abs_return_sum_1,0.0,False
AU,1,9,LASSO,past_return_2,0.0,False
AU,1,9,LASSO,volume_sum_2,0.0,False
AU,1,9,LASSO,volume_max_2,0.0,False
AU,1,9,LASSO,price_impact_proxy_2,0.0,False
AU,1,9,LASSO,return_autocov_2,0.0,False
AU,1,9,LASSO,abs_return_sum_2,0.0,False
AU,1,9,LASSO,past_return_4,0.0,False
AU,1,9,LASSO,volume_sum_4,0.0,False
AU,1,9,LASSO,volume_max_4,0.0,False
AU,1,9,LASSO,price_impact_proxy_4,0.0,False
AU,1,9,LASSO,return_autocov_4,0.0,False
AU,1,9,LASSO,abs_return_sum_4,0.0,False
AU,1,9,LASSO,past_return_8,0.0,False
AU,1,9,LASSO,volume_sum_8,0.0,False
AU,1,9,LASSO,volume_max_8,0.0,False
AU,1,9,LASSO,price_impact_proxy_8,0.0,False
AU,1,9,LASSO,return_autocov_8,0.0,False
AU,1,9,LASSO,abs_return_sum_8,0.0,False
AU,1,9,LASSO,past_return_16,0.0,False
AU,1,9,LASSO,volume_sum_16,0.0,False
AU,1,9,LASSO,volume_max_16,0.0,False
AU,1,9,LASSO,price_impact_proxy_16,0.0,False
AU,1,9,LASSO,return_autocov_16,0.0,False
AU,1,9,LASSO,abs_return_sum_16,0.0,False
AU,1,9,RF,past_return_1,0.06279489720823295,True
AU,1,9,RF,volume_sum_1,0.032792793785117895,True
AU,1,9,RF,volume_max_1,0.034099985439351194,True
AU,1,9,RF,price_impact_proxy_1,7.010443604834194e-05,True
AU,1,9,RF,return_autocov_1,0.03611012913206302,True
AU,1,9,RF,abs_return_sum_1,0.053242341698545026,True
AU,1,9,RF,past_return_2,0.06580249253420355,True
AU,1,9,RF,volume_sum_2,0.02401642725099216,True
AU,1,9,RF,volume_max_2,0.03076298367864185,True
AU,1,9,RF,price_impact_proxy_2,0.0,True
AU,1,9,RF,return_autocov_2,0.019320117808053826,True
AU,1,9,RF,abs_return_sum_2,0.06024860516230989,True
AU,1,9,RF,past_return_4,0.04610126276778106,True
AU,1,9,RF,volume_sum_4,0.019640658258661403,True
AU,1,9,RF,volume_max_4,0.014870437490077383,True
AU,1,9,RF,price_impact_proxy_4,0.0,True
AU,1,9,RF,return_autocov_4,0.023863032404483134,True
AU,1,9,RF,abs_return_sum_4,0.07107937501816611,True
AU,1,9,RF,past_return_8,0.060709658551237944,True
AU,1,9,RF,volume_sum_8,0.027820270966469662,True
AU,1,9,RF,volume_max_8,0.020925575030399414,True
AU,1,9,RF,price_impact_proxy_8,0.0,True
AU,1,9,RF,return_autocov_8,0.0033398806418147775,True
AU,1,9,RF,abs_return_sum_8,0.08310417761459563,True
AU,1,9,RF,past_return_16,0.07772047951580625,True
AU,1,9,RF,volume_sum_16,0.020683296870321114,True
AU,1,9,RF,volume_max_16,0.013752044533157483,True
AU,1,9,RF,price_impact_proxy_16,0.0,True
AU,1,9,RF,return_autocov_16,0.004852962860096888,True
AU,1,9,RF,abs_return_sum_16,0.09227600934337205,True
AU,1,10,LASSO,past_return_1,0.0,False
AU,1,10,LASSO,volume_sum_1,0.0,False
AU,1,10,LASSO,volume_max_1,0.0,False
AU,1,10,LASSO,price_impact_proxy_1,0.0,False
AU,1,10,LASSO,return_autocov_1,0.0,False
AU,1,10,LASSO,abs_return_sum_1,0.0,False
AU,1,10,LASSO,past_return_2,0.0,False
AU,1,10,LASSO,volume_sum_2,0.0,False
AU,1,10,LASSO,volume_max_2,0.0,False
AU,1,10,LASSO,price_impact_proxy_2,0.0,False
AU,1,10,LASSO,return_autocov_2,0.0,False
AU,1,10,LASSO,abs_return_sum_2,0.0,False
AU,1,10,LASSO,past_return_4,0.0,False
AU,1,10,LASSO,volume_sum_4,0.0,False
AU,1,10,LASSO,volume_max_4,0.0,False
AU,1,10,LASSO,price_impact_proxy_4,0.0,False
AU,1,10,LASSO,return_autocov_4,0.0,False
AU,1,10,LASSO,abs_return_sum_4,0.0,False
AU,1,10,LASSO,past_return_8,0.0,False
AU,1,10,LASSO,volume_sum_8,0.0,False
AU,1,10,LASSO,volume_max_8,0.0,False
AU,1,10,LASSO,price_impact_proxy_8,0.0,False
AU,1,10,LASSO,return_autocov_8,0.0,False
AU,1,10,LASSO,abs_return_sum_8,0.0,False
AU,1,10,LASSO,past_return_16,0.0,False
AU,1,10,LASSO,volume_sum_16,0.0,False
AU,1,10,LASSO,volume_max_16,0.0,False
AU,1,10,LASSO,price_impact_proxy_16,0.0,False
AU,1,10,LASSO,return_autocov_16,0.0,False
AU,1,10,LASSO,abs_return_sum_16,0.0,False
AU,1,10,RF,past_return_1,0.05781131349277617,True
AU,1,10,RF,volume_sum_1,0.04059732775365773,True
AU,1,10,RF,volume_max_1,0.03408596142788786,True
AU,1,10,RF,price_impact_proxy_1,0.0,True
AU,1,10,RF,return_autocov_1,0.03612596794399666,True
AU,1,10,RF,abs_return_sum_1,0.05002043472983269,True
AU,1,10,RF,past_return_2,0.06326600204613735,True
AU,1,10,RF,volume_sum_2,0.022727032671359993,True
AU,1,10,RF,volume_max_2,0.031009820610924325,True
AU,1,10,RF,price_impact_proxy_2,0.0,True
AU,1,10,RF,return_autocov_2,0.020565250398373317,True
AU,1,10,RF,abs_return_sum_2,0.06572880773949999,True
AU,1,10,RF,past_return_4,0.047776571479213346,True
AU,1,10,RF,volume_sum_4,0.019133732132590498,True
AU,1,10,RF,volume_max_4,0.014628074881443591,True
AU,1,10,RF,price_impact_proxy_4,0.0,True
AU,1,10,RF,return_autocov_4,0.027009161376923396,True
AU,1,10,RF,abs_return_sum_4,0.06842056433382945,True
AU,1,10,RF,past_return_8,0.05218233762294302,True
AU,1,10,RF,volume_sum_8,0.025478981552934786,True
AU,1,10,RF,volume_max_8,0.01956164326829448,True
AU,1,10,RF,price_impact_proxy_8,0.0,True
AU,1,10,RF,return_autocov_8,0.003238505542423414,True
AU,1,10,RF,abs_return_sum_8,0.09358374269278609,True
AU,1,10,RF,past_return_16,0.08179806278947456,True
AU,1,10,RF,volume_sum_16,0.022022026423070464,True
AU,1,10,RF,volume_max_16,0.013403576429871273,True
AU,1,10,RF,price_impact_proxy_16,0.0,True
AU,1,10,RF,return_autocov_16,0.002778925512845538,True
AU,1,10,RF,abs_return_sum_16,0.08704617514691007,True
AU,1,11,LASSO,past_return_1,0.0,False
AU,1,11,LASSO,volume_sum_1,0.0,False
AU,1,11,LASSO,volume_max_1,0.0,False
AU,1,11,LASSO,price_impact_proxy_1,0.0,False
AU,1,11,LASSO,return_autocov_1,0.0,False
AU,1,11,LASSO,abs_return_sum_1,0.0,False
AU,1,11,LASSO,past_return_2,0.0,False
AU,1,11,LASSO,volume_sum_2,0.0,False
AU,1,11,LASSO,volume_max_2,0.0,False
AU,1,11,LASSO,price_impact_proxy_2,0.0,False
AU,1,11,LASSO,return_autocov_2,0.0,False
AU,1,11,LASSO,abs_return_sum_2,0.0,False
AU,1,11,LASSO,past_return_4,0.0,False
AU,1,11,LASSO,volume_sum_4,0.0,False
AU,1,11,LASSO,volume_max_4,0.0,False
AU,1,11,LASSO,price_impact_proxy_4,0.0,False
AU,1,11,LASSO,return_autocov_4,0.0,False
AU,1,11,LASSO,abs_return_sum_4,0.0,False
AU,1,11,LASSO,past_return_8,0.0,False
AU,1,11,LASSO,volume_sum_8,0.0,False
AU,1,11,LASSO,volume_max_8,0.0,False
AU,1,11,LASSO,price_impact_proxy_8,0.0,False
AU,1,11,LASSO,return_autocov_8,0.0,False
AU,1,11,LASSO,abs_return_sum_8,0.0,False
AU,1,11,LASSO,past_return_16,0.0,False
AU,1,11,LASSO,volume_sum_16,0.0,False
AU,1,11,LASSO,volume_max_16,0.0,False
AU,1,11,LASSO,price_impact_proxy_16,0.0,False
AU,1,11,LASSO,return_autocov_16,0.0,False
AU,1,11,LASSO,abs_return_sum_16,0.0,False
AU,1,11,RF,past_return_1,0.06405524427223565,True
AU,1,11,RF,volume_sum_1,0.044054687668446675,True
AU,1,11,RF,volume_max_1,0.037338104002159346,True
AU,1,11,RF,price_impact_proxy_1,0.0002381112642674978,True
AU,1,11,RF,return_autocov_1,0.030163456909059402,True
AU,1,11,RF,abs_return_sum_1,0.04574912082978747,True
AU,1,11,RF,past_return_2,0.06508311940201472,True
AU,1,11,RF,volume_sum_2,0.020727171185078105,True
AU,1,11,RF,volume_max_2,0.03281485740962003,True
AU,1,11,RF,price_impact_proxy_2,0.0,True
AU,1,11,RF,return_autocov_2,0.01649362445141566,True
AU,1,11,RF,abs_return_sum_2,0.06046312150704817,True
AU,1,11,RF,past_return_4,0.05610014383647601,True
AU,1,11,RF,volume_sum_4,0.017769019200566758,True
AU,1,11,RF,volume_max_4,0.019426881151866353,True
AU,1,11,RF,price_impact_proxy_4,0.0,True
AU,1,11,RF,return_autocov_4,0.024561066410046177,True
AU,1,11,RF,abs_return_sum_4,0.06917089662974056,True
AU,1,11,RF,past_return_8,0.0505461431814281,True
AU,1,11,RF,volume_sum_8,0.03161322239836516,True
AU,1,11,RF,volume_max_8,0.018562558544204875,True
AU,1,11,RF,price_impact_proxy_8,0.0,True
AU,1,11,RF,return_autocov_8,0.0013699072263764535,True
AU,1,11,RF,abs_return_sum_8,0.09512410847589006,True
AU,1,11,RF,past_return_16,0.07763036903421722,True
AU,1,11,RF,volume_sum_16,0.021237515429160907,True
AU,1,11,RF,volume_max_16,0.010968735642219946,True
AU,1,11,RF,price_impact_proxy_16,0.0,True
AU,1,11,RF,return_autocov_16,0.003722013829025359,True
AU,1,11,RF,abs_return_sum_16,0.0850168001092836,True
AU,1,12,LASSO,past_return_1,0.0,False
AU,1,12,LASSO,volume_sum_1,0.0,False
AU,1,12,LASSO,volume_max_1,0.0,False
AU,1,12,LASSO,price_impact_proxy_1,0.0,False
AU,1,12,LASSO,return_autocov_1,2.169208041912654e-16,True
AU,1,12,LASSO,abs_return_sum_1,0.0,False
AU,1,12,LASSO,past_return_2,0.0,False
AU,1,12,LASSO,volume_sum_2,0.0,False
AU,1,12,LASSO,volume_max_2,0.0,False
AU,1,12,LASSO,price_impact_proxy_2,0.0,False
AU,1,12,LASSO,return_autocov_2,0.0,False
AU,1,12,LASSO,abs_return_sum_2,0.0,False
AU,1,12,LASSO,past_return_4,0.0,False
AU,1,12,LASSO,volume_sum_4,0.0,False
AU,1,12,LASSO,volume_max_4,0.0,False
AU,1,12,LASSO,price_impact_proxy_4,0.0,False
AU,1,12,LASSO,return_autocov_4,0.0,False
AU,1,12,LASSO,abs_return_sum_4,0.0,False
AU,1,12,LASSO,past_return_8,0.0,False
AU,1,12,LASSO,volume_sum_8,0.0,False
AU,1,12,LASSO,volume_max_8,0.0,False
AU,1,12,LASSO,price_impact_proxy_8,0.0,False
AU,1,12,LASSO,return_autocov_8,0.0,False
AU,1,12,LASSO,abs_return_sum_8,0.0,False
AU,1,12,LASSO,past_return_16,0.0,False
AU,1,12,LASSO,volume_sum_16,0.0,False
AU,1,12,LASSO,volume_max_16,0.0,False
AU,1,12,LASSO,price_impact_proxy_16,0.0,False
AU,1,12,LASSO,return_autocov_16,0.0,False
AU,1,12,LASSO,abs_return_sum_16,0.0,False
AU,1,12,RF,past_return_1,0.05721973711797452,True
AU,1,12,RF,volume_sum_1,0.038270192184364685,True
AU,1,12,RF,volume_max_1,0.04308565743773997,True
AU,1,12,RF,price_impact_proxy_1,0.00018065549779073482,True
AU,1,12,RF,return_autocov_1,0.026898395931135306,True
AU,1,12,RF,abs_return_sum_1,0.03774699611832521,True
AU,1,12,RF,past_return_2,0.05798430043157081,True
AU,1,12,RF,volume_sum_2,0.023435423092466004,True
AU,1,12,RF,volume_max_2,0.04574775841088345,True
AU,1,12,RF,price_impact_proxy_2,0.0,True
AU,1,12,RF,return_autocov_2,0.01422648075695437,True
AU,1,12,RF,abs_return_sum_2,0.06301300985963373,True
AU,1,12,RF,past_return_4,0.06288827217987272,True
AU,1,12,RF,volume_sum_4,0.017518983508835788,True
AU,1,12,RF,volume_max_4,0.01956304988823167,True
AU,1,12,RF,price_impact_proxy_4,0.0,True
AU,1,12,RF,return_autocov_4,0.024162974004041507,True
AU,1,12,RF,abs_return_sum_4,0.061577131718843665,True
AU,1,12,RF,past_return_8,0.0537537885298002,True
AU,1,12,RF,volume_sum_8,0.028809711155409225,True
AU,1,12,RF,volume_max_8,0.019828906919116412,True
AU,1,12,RF,price_impact_proxy_8,0.0,True
AU,1,12,RF,return_autocov_8,0.005434061420063803,True
AU,1,12,RF,abs_return_sum_8,0.08809004639554138,True
AU,1,12,RF,past_return_16,0.0907696909838019,True
AU,1,12,RF,volume_sum_16,0.018823346045060443,True
AU,1,12,RF,volume_max_16,0.013027469314754465,True
AU,1,12,RF,price_impact_proxy_16,0.0,True
AU,1,12,RF,return_autocov_16,0.005874230089643416,True
AU,1,12,RF,abs_return_sum_16,0.08206973100814463,True
AU,1,13,LASSO,past_return_1,0.0,False
AU,1,13,LASSO,volume_sum_1,0.0,False
AU,1,13,LASSO,volume_max_1,0.0,False
AU,1,13,LASSO,price_impact_proxy_1,0.0,False
AU,1,13,LASSO,return_autocov_1,0.0,False
AU,1,13,LASSO,abs_return_sum_1,0.0,False
AU,1,13,LASSO,past_return_2,0.0,False
AU,1,13,LASSO,volume_sum_2,0.0,False
AU,1,13,LASSO,volume_max_2,0.0,False
AU,1,13,LASSO,price_impact_proxy_2,0.0,False
AU,1,13,LASSO,return_autocov_2,0.0,False
AU,1,13,LASSO,abs_return_sum_2,0.0,False
AU,1,13,LASSO,past_return_4,0.0,False
AU,1,13,LASSO,volume_sum_4,0.0,False
AU,1,13,LASSO,volume_max_4,0.0,False
AU,1,13,LASSO,price_impact_proxy_4,0.0,False
AU,1,13,LASSO,return_autocov_4,0.0,False
AU,1,13,LASSO,abs_return_sum_4,0.0,False
AU,1,13,LASSO,past_return_8,0.0,False
AU,1,13,LASSO,volume_sum_8,0.0,False
AU,1,13,LASSO,volume_max_8,0.0,False
AU,1,13,LASSO,price_impact_proxy_8,0.0,False
AU,1,13,LASSO,return_autocov_8,0.0,False
AU,1,13,LASSO,abs_return_sum_8,0.0,False
AU,1,13,LASSO,past_return_16,0.0,False
AU,1,13,LASSO,volume_sum_16,0.0,False
AU,1,13,LASSO,volume_max_16,0.0,False
AU,1,13,LASSO,price_impact_proxy_16,0.0,False
AU,1,13,LASSO,return_autocov_16,0.0,False
AU,1,13,LASSO,abs_return_sum_16,0.0,False
AU,1,13,RF,past_return_1,0.060865606308730065,True
AU,1,13,RF,volume_sum_1,0.03978718495208619,True
AU,1,13,RF,volume_max_1,0.04600829524740357,True
AU,1,13,RF,price_impact_proxy_1,0.00013259142040060608,True
AU,1,13,RF,return_autocov_1,0.024534641903589796,True
AU,1,13,RF,abs_return_sum_1,0.03602140313502497,True
AU,1,13,RF,past_return_2,0.052561977185327693,True
AU,1,13,RF,volume_sum_2,0.0230703358195969,True
AU,1,13,RF,volume_max_2,0.04691352256763918,True
AU,1,13,RF,price_impact_proxy_2,0.0,True
AU,1,13,RF,return_autocov_2,0.016151569950782364,True
AU,1,13,RF,abs_return_sum_2,0.05991624608674508,True
AU,1,13,RF,past_return_4,0.06339267135700564,True
AU,1,13,RF,volume_sum_4,0.01933254524520343,True
AU,1,13,RF,volume_max_4,0.019113411039660508,True
AU,1,13,RF,price_impact_proxy_4,0.0,True
AU,1,13,RF,return_autocov_4,0.022279825855771474,True
AU,1,13,RF,abs_return_sum_4,0.06436334775441782,True
AU,1,13,RF,past_return_8,0.05493255419289118,True
AU,1,13,RF,volume_sum_8,0.031118765523739177,True
AU,1,13,RF,volume_max_8,0.02205076839801629,True
AU,1,13,RF,price_impact_proxy_8,0.0,True
AU,1,13,RF,return_autocov_8,0.004979177260861538,True
AU,1,13,RF,abs_return_sum_8,0.08832449159882869,True
AU,1,13,RF,past_return_16,0.08367608345164143,True
AU,1,13,RF,volume_sum_16,0.019045440364434126,True
AU,1,13,RF,volume_max_16,0.014878414177325374,True
AU,1,13,RF,price_impact_proxy_16,0.0,True
AU,1,13,RF,return_autocov_16,0.005335249593497761,True
AU,1,13,RF,abs_return_sum_16,0.0812138796093792,True
AU,3,0,LASSO,past_return_1,0.0,False
AU,3,0,LASSO,volume_sum_1,0.0,False
