instrument,horizon,fold,model,oos_r2,spearman_ic,gross_mean_all,gross_win_rate_all
AG,1,13,RF,0.005549308754352222,0.019190452588602084,7.166965146412456e-06,0.48490749756572543
AG,3,0,LASSO,0.0,,3.573762841450504e-05,0.5113421550094518
AG,3,0,RF,-0.005763894246458845,0.026206169987916226,1.985100771434822e-05,0.4829867674858223
AG,3,1,LASSO,1.1102230246251565e-16,0.06482879460391258,2.691863024093271e-05,0.4523809523809524
AG,3,1,RF,-0.018263856329421957,-0.016489865806427546,-3.684361582993995e-05,0.4306418219461698
AG,3,2,LASSO,0.0,,0.00016243600085867144,0.5205913410770855
AG,3,2,RF,-0.023275686540634277,0.003830720750298892,8.093152219178732e-05,0.4952481520591341
AG,3,3,LASSO,0.0,,1.83474267906193e-05,0.49744245524296676
AG,3,3,RF,-0.01484753830677854,-0.007150262672171827,5.894390320373572e-05,0.4846547314578005
AG,3,4,LASSO,0.0,-3.182856410809089e-05,0.0003156922053523054,0.5527156549520766
AG,3,4,RF,-0.012637041816928152,-0.011403822780630762,0.00011839636499054917,0.5005324813631523
AG,3,5,LASSO,0.0,,0.00022667014794669723,0.56797583081571
AG,3,5,RF,-0.007965349383677767,-0.007061891831835349,0.00018006906065371736,0.5397784491440081
AG,3,6,LASSO,0.0,0.04427786291503471,0.0002962655635398263,0.5554347826086956
AG,3,6,RF,0.010052025250578467,0.04144819057498027,0.0007576366124267993,0.5423913043478261
AG,3,7,LASSO,-0.034571170668239226,-0.06429843321573124,-5.849945504566971e-05,0.4397993311036789
AG,3,7,RF,-0.0009268237081672126,0.055339729925133044,0.0006810931919750674,0.5150501672240803
AG,3,8,LASSO,-0.014185850481601703,-0.02209068121090416,7.899945060994784e-05,0.48787584869059164
AG,3,8,RF,-0.04527146444283314,-0.07698246878005549,-5.4035152208567304e-05,0.481086323957323
AG,3,9,LASSO,0.0009140959052550413,0.002893679378747599,-4.8262529110826e-06,0.49239766081871345
AG,3,9,RF,-0.006471572900199396,-0.03440473036255958,-5.307077341219273e-05,0.45614035087719296
AG,3,10,LASSO,0.0,,0.0002578420387676623,0.5348288075560803
AG,3,10,RF,-0.005963309373702819,0.004459466023803522,0.00024040780854699985,0.5218417945690673
AG,3,11,LASSO,-0.0029952647232367458,0.0032595782835576725,-0.00016580448196871212,0.4902173913043478
AG,3,11,RF,-0.014435667159987675,0.008556953283629373,2.942508405327287e-05,0.5021739130434782
AG,3,12,LASSO,0.0,,5.897768954967466e-05,0.4937439846005775
AG,3,12,RF,-0.002964320047513347,0.04794592794245489,2.559834406594337e-05,0.480269489894129
AG,3,13,LASSO,0.0,0.0069986385945519005,-7.363484219465444e-05,0.47715736040609136
AG,3,13,RF,-0.0027422832157604216,0.027056626043858244,-8.490645630259784e-05,0.46802030456852795
AU,1,0,LASSO,0.0,-0.018494224663769085,9.46673994221121e-06,0.4846014492753623
AU,1,0,RF,-0.0048464278301039165,0.06326617243675003,1.5071038173477619e-05,0.48641304347826086
AU,1,1,LASSO,0.0,-0.06897406943778407,-1.9064799472765179e-07,0.47619047619047616
AU,1,1,RF,-0.0035004652132906156,0.04175478919917179,-5.026301198922521e-06,0.46726190476190477
AU,1,2,LASSO,0.0,,1.987832112304308e-05,0.5561172901921132
AU,1,2,RF,0.015318861945259998,0.09829885196259343,4.185028515852195e-05,0.5561172901921132
AU,1,3,LASSO,0.0007089619984116391,-0.0030115917925963393,-3.0639796250452073e-06,0.5036764705882353
AU,1,3,RF,-0.0029212673962348834,0.03140008342017813,1.393842968639863e-05,0.5232843137254902
AU,1,4,LASSO,0.0,,2.5318363330007523e-05,0.515832482124617
AU,1,4,RF,-0.008572354281659589,0.016654370653268354,1.7632428067788488e-05,0.5137895812053116
AU,1,5,LASSO,0.0,,-2.5742041101385802e-05,0.5110896817743491
AU,1,5,RF,-0.0008657699861047696,0.061148499807458574,2.308297482542492e-05,0.5342333654773385
AU,1,6,LASSO,0.0,,-4.469013876095424e-05,0.5270833333333333
AU,1,6,RF,0.0031556663580877276,0.03567570015212324,8.039881122233622e-05,0.521875
AU,1,7,LASSO,0.0,,-3.3973952207260864e-05,0.5128205128205128
AU,1,7,RF,-0.012647061937284043,0.05465470838182062,4.4102209151744994e-05,0.5464743589743589
AU,1,8,LASSO,-0.029847912678208965,-9.170281595503421e-05,-2.6523421373498214e-05,0.5162790697674419
AU,1,8,RF,-0.01572157339679503,0.03605474821143028,-3.412706958648864e-05,0.521860465116279
AU,1,9,LASSO,0.0,,-3.0657868599523526e-05,0.47816349384098544
AU,1,9,RF,-0.009801932064662067,0.022557814956883908,-8.926179859597346e-06,0.48152295632698766
AU,1,10,LASSO,0.0,,2.487392786549634e-05,0.4971687429218573
AU,1,10,RF,-0.00657154109529845,0.01701620696455813,1.1136201458486662e-05,0.48924122310305773
AU,1,11,LASSO,0.0,,-3.8817837454506456e-05,0.45625
AU,1,11,RF,-0.00349312398142132,0.048186200321314175,-3.2517601825633735e-05,0.478125
AU,1,12,LASSO,0.0,0.001135293082922781,-1.5586766412473524e-05,0.4894009216589862
AU,1,12,RF,-0.009448386110889162,-0.03207003973631302,-1.7361315184886503e-05,0.480184331797235
AU,1,13,LASSO,0.0,,-2.569982522568194e-05,0.498539435248296
AU,1,13,RF,-0.013806524650294971,-0.030554601500236648,-1.2044694867992939e-06,0.501460564751704
AU,3,0,LASSO,0.0,,2.7920611806096765e-05,0.5122873345935728
AU,3,0,RF,-0.01813943451126021,0.006955505312665133,3.257001345448935e-05,0.5179584120982986
AU,3,1,LASSO,0.0,,-4.199381727019091e-06,0.4989648033126294
AU,3,1,RF,-0.02714489405381526,0.07704725519254589,1.1480202089712564e-05,0.5124223602484472
AU,3,2,LASSO,0.0,,7.532281966697115e-05,0.5670538542766631
AU,3,2,RF,0.012746070605294868,0.09009302352751913,7.59557413039632e-05,0.5712777191129884
AU,3,3,LASSO,0.0,-0.0008116840645049838,7.284566184276686e-05,0.5447570332480819
AU,3,3,RF,-0.007440475175883643,0.029787359830534373,-2.184608648741767e-05,0.5179028132992327
AU,3,4,LASSO,0.0005642898056972268,0.07460095735413448,9.811130750344017e-05,0.5356762513312034
AU,3,4,RF,-0.0034724194871225134,0.014666977178959005,0.00012273788049538145,0.531416400425985
AU,3,5,LASSO,0.0,0.06219956904024312,-7.315337696072678e-05,0.5196374622356495
AU,3,5,RF,0.006302871211290029,0.10174239570573354,0.0001614395258535279,0.5568982880161127
AU,3,6,LASSO,0.0,,-0.00017600254255388997,0.566304347826087
AU,3,6,RF,-0.01062849340596439,0.04449109818893225,-0.00011949232358887287,0.5413043478260869
AU,3,7,LASSO,0.0,,-0.00014465661218596263,0.5284280936454849
AU,3,7,RF,-0.03424447422293131,0.08674568547527031,0.00018740718961664484,0.5501672240802675
AU,3,8,LASSO,0.0,,-0.00011474826759932054,0.49660523763336567
AU,3,8,RF,0.0018827917866176547,0.051843490715349064,4.421883978389719e-05,0.5063045586808923
AU,3,9,LASSO,0.0,,-7.840646462536548e-05,0.4853801169590643
AU,3,9,RF,-0.004481563247927145,-0.0076693039823907475,-3.8674343501685e-05,0.49707602339181284
AU,3,10,LASSO,0.0,,-6.84831244033736e-05,0.4722550177095632
AU,3,10,RF,-0.006734662680019543,0.01634001503170178,3.535074077808892e-05,0.5147579693034239
AU,3,11,LASSO,0.0,,-8.80385276013495e-05,0.4891304347826087
AU,3,11,RF,-0.0018228853843080817,0.11163747811865649,8.984705516096169e-05,0.5271739130434783
AU,3,12,LASSO,0.0,,-5.556588410568163e-05,0.48315688161693937
AU,3,12,RF,-0.011802651796826602,-0.02560613991624388,-4.3764485099378835e-05,0.4870067372473532
AU,3,13,LASSO,0.0,,-8.224251349013586e-05,0.4984771573604061
AU,3,13,RF,-0.025733561155546703,-0.003848693540263622,-1.5580127506690858e-05,0.5065989847715736
CU,1,1,LASSO,-0.0026837511700235073,-0.00943774380742348,4.9779298088343486e-08,0.3873015873015873
CU,1,1,RF,-0.015467610756296102,-0.0378886018247357,-2.0122389238388454e-05,0.3682539682539683
CU,1,2,LASSO,0.0,,4.102720256199663e-06,0.44680851063829785
CU,1,2,RF,-0.03364705798635925,-0.048768831697706856,-3.6906310382857292e-06,0.4353518821603928
CU,1,3,LASSO,0.0,,-5.026745227218128e-05,0.49607843137254903
CU,1,3,RF,0.013024510167263914,0.029824055685376015,0.00010965834369138195,0.4745098039215686
CU,1,4,LASSO,-0.007967971507594651,-0.007943892362055945,-6.513368337554806e-06,0.44749596122778673
CU,1,4,RF,-0.012590884433520744,-0.04236092741687762,-3.0068528864975367e-05,0.41518578352180935
CU,1,5,LASSO,2.220446049250313e-16,-0.03757810303934644,-3.8115051125743033e-05,0.47737909516380655
CU,1,5,RF,-0.0037547327992013546,-0.03450246167895835,1.648069498957026e-05,0.48049921996879874
CU,1,6,LASSO,0.031091679774041037,0.012724756644061188,7.849533517832445e-05,0.475
CU,1,6,RF,0.01887293658792033,0.03855940426088389,7.441518736629663e-05,0.47833333333333333
CU,1,8,LASSO,-0.02803482770918775,0.02287284947084925,-1.8525852646442535e-05,0.49189985272459497
CU,1,8,RF,-0.020976370197615557,-0.018313097037314537,-3.250876119392452e-05,0.46686303387334316
CU,1,9,LASSO,-0.004258140245508191,-0.0028313645862008577,1.3812036182248587e-06,0.44283121597096187
CU,1,9,RF,-0.004615813186516382,0.06331208095794838,-1.59398167929534e-05,0.4301270417422868
CU,1,10,LASSO,0.004674303907089117,0.055269539430096326,1.6632024211314454e-05,0.49731663685152055
CU,1,10,RF,-0.006251217703040934,-0.007583537580932179,6.558882457672507e-06,0.4776386404293381
CU,1,11,LASSO,-0.005232818098909187,0.014343648779115625,7.187752720094198e-06,0.46
CU,1,11,RF,-0.0037765382913754753,0.005042817018342013,-1.9773428768749914e-05,0.445
CU,1,12,LASSO,-0.006331279151787772,-0.0033656314950166453,-2.801131644364178e-06,0.45752608047690013
CU,1,12,RF,-0.0013664615553408144,0.0006875636522530729,2.4873558876131518e-06,0.45156482861400893
CU,1,13,LASSO,-0.003397643678049622,-0.036157023567694,-1.0433489109461444e-05,0.43759630200308164
CU,1,13,RF,0.004585360009837447,0.057042585445142305,1.4920344555777779e-05,0.46533127889060094
CU,3,2,LASSO,-0.053172251497321854,-0.09783920513300036,-5.149134791844759e-05,0.4270650263620387
CU,3,2,RF,-0.08607358298444212,-0.09199343409657064,-5.8573148126083126e-05,0.437609841827768
CU,3,4,LASSO,-0.023180184449936636,-0.07697137608455554,-2.5858195737082923e-05,0.4162348877374784
CU,3,4,RF,-0.03243997666455778,-0.11210165248307755,-0.00011607734529914409,0.41968911917098445
CU,3,5,LASSO,0.0,-0.011202984153899174,-0.00012760488411443254,0.49246231155778897
CU,3,5,RF,-0.037818510497922286,-0.03227386339499928,2.2073393390931023e-05,0.4723618090452261
CU,3,6,LASSO,0.03526169622705877,-0.001985486470885308,0.00024909899364586915,0.45535714285714285
CU,3,6,RF,0.04205850668330646,0.037141977224620516,0.0002542204782869032,0.4857142857142857
CU,3,8,LASSO,-0.048543678665804446,-0.03905606095201304,-4.186790094306764e-05,0.510236220472441
CU,3,8,RF,-0.04511413759134775,0.03679263268245713,1.6268855291001574e-05,0.49291338582677163
CU,3,9,LASSO,-0.025828608807736853,-0.019865310638778385,-3.577749566901774e-05,0.44639376218323584
CU,3,9,RF,0.0005323857321339887,0.10254769071786929,2.3694148395256153e-05,0.4853801169590643
CU,3,10,LASSO,-0.008861807408683253,0.037021851442432564,2.6386450681993187e-05,0.502868068833652
CU,3,10,RF,-0.029707797402375835,0.018929618414094025,3.799891820116137e-05,0.502868068833652
CU,3,11,LASSO,-0.017785322411569826,-0.008985176893878018,-1.993834082000902e-05,0.46964285714285714
CU,3,11,RF,-0.0003000019121759401,0.040935370993272914,4.729646467727904e-06,0.475
CU,3,12,LASSO,0.0027624957077466705,0.0048351702908570994,1.172826792428232e-05,0.4576
CU,3,12,RF,-0.0016674035318682279,-0.039917020624203485,5.59673678936754e-06,0.456
CU,3,13,LASSO,-0.011345176199142326,-0.06213524958095164,-3.2952861993373685e-05,0.4645799011532125
CU,3,13,RF,-0.008821884608479547,0.00040989546387833805,-5.0503666532216045e-05,0.471169686985173
AL,1,1,LASSO,-0.0010010035327603362,0.03562618266670498,-3.3114812553310224e-06,0.33174603174603173
AL,1,1,RF,-0.010211570727009622,-0.00034402738299136205,-6.501768726017612e-06,0.3142857142857143
AL,1,2,LASSO,0.00042611922826929494,0.053688371233427255,6.849657460061377e-06,0.3453355155482815
AL,1,2,RF,0.0012725171512739664,0.0939430581100016,2.4024480016479116e-05,0.37152209492635024
AL,1,3,LASSO,0.0,,6.745379231517588e-06,0.39215686274509803
AL,1,3,RF,-0.012446720285242296,-0.005548236303834545,-1.6292261979213374e-05,0.3764705882352941
AL,1,4,LASSO,0.0,0.05233368919791505,5.6763866640681644e-06,0.3602584814216478
AL,1,4,RF,-0.008211626229543745,0.013299128725743686,4.5230982181109407e-07,0.3602584814216478
AL,1,5,LASSO,0.00023759675758128207,-0.020925570595708827,-1.6093277583593918e-05,0.40093603744149764
AL,1,5,RF,-0.00031918885551185383,-0.003136327430097807,-8.05315490166956e-06,0.39469578783151327
AL,1,6,LASSO,-0.0004666632525280878,0.003187862888063557,6.081266038221992e-05,0.4683333333333333
AL,1,6,RF,-0.0039939459811906275,-0.017243531758623955,1.3579324075100504e-05,0.45166666666666666
AL,1,8,LASSO,-0.030964541422740854,-0.005628883055251898,-5.0082676603658205e-05,0.41531664212076586
AL,1,8,RF,-0.010541638775472206,0.06864218533981738,1.493276884231691e-05,0.44329896907216493
AL,1,9,LASSO,-0.025020186215106488,-0.017420416191922427,-4.4735793207766076e-05,0.35571687840290384
AL,1,9,RF,-0.03701048722245526,0.0048892666694371435,-2.928244555894838e-05,0.3484573502722323
AL,1,10,LASSO,0.0,,2.0159056847322332e-05,0.39892665474060823
AL,1,10,RF,0.0021960455121202704,0.08553689007419388,2.9454834949439957e-05,0.41323792486583183
AL,1,11,LASSO,0.006438276559373901,0.08634629712441731,3.763763995601299e-05,0.44333333333333336
AL,1,11,RF,-0.01064578113061132,0.002943914602873612,-1.9357354162754524e-05,0.4066666666666667
AL,1,12,LASSO,-0.03872234615180181,-0.030053010169189428,-2.603463761368945e-06,0.3770491803278688
AL,1,12,RF,-0.009182456261742189,-0.021083170697045565,1.0667164770148482e-05,0.38002980625931443
AL,1,13,LASSO,0.0,-0.04048144894672036,2.4569848318904303e-06,0.3605546995377504
AL,1,13,RF,0.003815342252503018,0.12476802225617806,4.214732285333814e-05,0.4067796610169492
AL,3,2,LASSO,0.0,,6.5012793617574125e-06,0.38137082601054484
AL,3,2,RF,-0.010144284919616942,0.025266393049984678,-1.1622700176418057e-05,0.4024604569420035
AL,3,4,LASSO,0.0,,4.001931270758334e-06,0.42487046632124353
AL,3,4,RF,-0.026958874592883486,-0.012134639618892657,-1.2066790294477896e-05,0.4214162348877375
AL,3,5,LASSO,0.0,,-1.768217726082557e-05,0.474036850921273
AL,3,5,RF,-0.0011285751205041272,0.08082401706130908,1.3325240212809264e-05,0.47738693467336685
AL,3,6,LASSO,0.042604726971589346,0.033872691778373425,0.0001432006398908408,0.48392857142857143
AL,3,6,RF,-0.01842400177279524,-0.052442087920234526,-0.00021868980181272187,0.45535714285714285
AL,3,8,LASSO,-0.04696922913928692,-0.0282835687377402,-2.7101016931150597e-05,0.4582677165354331
AL,3,8,RF,-0.01019893942181982,0.08747573699014749,0.00013377581689120316,0.4881889763779528
AL,3,9,LASSO,-0.09009862316114359,-0.15076135412094413,-0.00011650297432263938,0.3742690058479532
AL,3,9,RF,-0.06644493025271947,0.03367653615084157,-1.181176403424401e-05,0.4327485380116959
AL,3,10,LASSO,0.0,,5.415868151022315e-05,0.4474187380497132
AL,3,10,RF,-0.0002688157314909567,0.10544782296509697,1.9097171083807308e-05,0.4340344168260038
AL,3,11,LASSO,0.0,,-1.837470970435319e-05,0.41964285714285715
AL,3,11,RF,-0.07180292997222115,-0.14143002560558285,-7.223783779058611e-05,0.40535714285714286
AL,3,12,LASSO,-0.028400007961800977,-0.02694433758840757,-5.994664602906745e-05,0.4112
AL,3,12,RF,-0.02905043958327136,-0.03605629084368584,-1.4480195854168799e-05,0.4
AL,3,13,LASSO,0.0027612977553307383,-0.03363257835438164,2.7892462446285712e-05,0.39209225700164746
AL,3,13,RF,0.010232416202893169,0.08497588517980526,3.829009024614503e-05,0.40362438220757824
SN,1,1,LASSO,0.0,,-1.9965806893138995e-05,0.45555555555555555
SN,1,1,RF,0.01987634089647161,0.10199742656195063,1.7326926008343596e-05,0.4857142857142857
SN,1,2,LASSO,0.0,0.03888184317076148,-2.365941484394418e-05,0.4664484451718494
SN,1,2,RF,-0.015787815373732306,0.008373495060524337,-9.547546574381957e-07,0.486088379705401
SN,1,3,LASSO,0.0,,4.0017796630870455e-05,0.47843137254901963
SN,1,3,RF,-0.004477716034520851,-0.013309252851972857,-1.5720524768763632e-05,0.4764705882352941
SN,1,4,LASSO,0.0,,1.999602384581085e-05,0.46849757673667203
SN,1,4,RF,0.01316303126513918,0.04915014741047686,3.7347297420749575e-05,0.4975767366720517
SN,1,5,LASSO,0.0,0.014324793226816986,4.9343273633261495e-05,0.49453978159126366
SN,1,5,RF,-0.007626644692954265,-0.02661128685615157,4.19718137884101e-05,0.500780031201248
SN,1,6,LASSO,0.0,-0.008657610354047059,8.656533686563346e-05,0.505
SN,1,6,RF,0.00018662697537996653,0.0021930338999974156,0.00024357272158408215,0.5016666666666667
SN,1,8,LASSO,0.0,,-6.61437231818655e-05,0.5036818851251841
SN,1,8,RF,-0.025320815971574318,-0.025896801147092193,-0.00012082932745005784,0.4889543446244477
SN,1,9,LASSO,0.0,0.003966829671111266,2.2642667948417108e-05,0.484573502722323
SN,1,9,RF,-0.009715355225591304,-0.12657030812491749,-5.247513511611672e-05,0.4537205081669691
SN,1,10,LASSO,0.0,0.08258461995981013,-0.00010807789596735875,0.4472271914132379
SN,1,10,RF,-0.002523139703687116,-0.010321265694525987,2.2151312353020183e-05,0.4776386404293381
SN,1,11,LASSO,0.0,,6.631181733343205e-05,0.49833333333333335
SN,1,11,RF,-0.00932139115495767,-0.03874338602208028,-2.5080668589635794e-05,0.48333333333333334
SN,1,12,LASSO,0.0,,-2.3835039139831087e-05,0.4858420268256334
SN,1,12,RF,-0.008665328781737314,-0.01891638980203296,3.2163120303769534e-05,0.4977645305514158
SN,1,13,LASSO,-0.0006712405326965154,-0.04836443615718505,2.7965177692835473e-05,0.48228043143297383
SN,1,13,RF,-0.01130405565026038,-0.014372250446824483,-1.0861311591745129e-05,0.49768875192604006
SN,3,2,LASSO,0.0,,-3.948752593517223e-05,0.47627416520210897
SN,3,2,RF,-0.042138494093259204,-0.04808896665460785,-7.564577232669332e-05,0.4428822495606327
SN,3,4,LASSO,0.0,0.036720614798773164,3.8244652317082507e-05,0.4784110535405872
SN,3,4,RF,-0.02121828934971215,0.07244236222851194,7.937996899140786e-05,0.5457685664939551
SN,3,5,LASSO,0.0,,0.00013390201064043046,0.48743718592964824
SN,3,5,RF,-0.07267296027667292,-0.15120150248527708,-0.00038146713965613786,0.4723618090452261
SN,3,6,LASSO,0.0,,0.0003179094529431201,0.48392857142857143
SN,3,6,RF,0.005115683677130112,0.033977685002714204,0.00041727984489717637,0.5142857142857142
SN,3,8,LASSO,0.0,,-0.00015022285066977481,0.49291338582677163
SN,3,8,RF,-0.04525360185593463,0.0027058288150264764,-0.00010849608987242106,0.48976377952755906
SN,3,9,LASSO,0.0,0.03682091936954778,6.352391023305876e-05,0.50682261208577
SN,3,9,RF,-0.01485024041386751,0.0046164055575858625,-0.00011588574794001478,0.4522417153996101
SN,3,10,LASSO,0.0,,-0.0003311990288276501,0.4091778202676864
SN,3,10,RF,0.009354570907125104,0.10175470384076664,0.00032284008783523043,0.5812619502868069
SN,3,11,LASSO,0.0,,0.00017469221538340604,0.49464285714285716
SN,3,11,RF,-0.03723640156945329,-0.10943931987570027,-0.00012470869499099725,0.4785714285714286
SN,3,12,LASSO,0.0,,-7.647481186137437e-05,0.4784
SN,3,12,RF,-0.015513261747224227,0.0073161004960718085,8.26528640114498e-05,0.5024
SN,3,13,LASSO,0.0,,7.194905626120797e-05,0.5107084019769358
SN,3,13,RF,-0.02736780956510243,-0.023957916618313226,-0.00011826216433265736,0.4546952224052718
NI,1,1,LASSO,0.0013745993012670432,0.022793237745210613,-1.254092172948995e-05,0.45714285714285713
NI,1,1,RF,-0.003508405458397146,0.027232943368443157,4.835930404447701e-09,0.4873015873015873
NI,1,2,LASSO,-0.00410733186674106,0.0002869392124440714,-1.7269897069949028e-05,0.4533551554828151
NI,1,2,RF,0.000642470267561035,0.07963955358757376,1.402576000961069e-05,0.4828150572831424
NI,1,3,LASSO,0.0,0.10535284012897074,-1.5313638956497105e-05,0.43137254901960786
NI,1,3,RF,-0.007749004693657691,0.02594189397363603,6.5562462036583775e-06,0.44509803921568625
NI,1,4,LASSO,0.004693028901777807,0.0819321319349021,2.0972090909182e-05,0.4701130856219709
NI,1,4,RF,0.003739419152895773,0.025853805646419408,3.2215991926496643e-06,0.45395799676898224
NI,1,5,LASSO,-0.006014016137881439,0.006933622620852161,-1.0345296998971706e-05,0.49765990639625585
NI,1,5,RF,-0.012262792876415851,-0.05832904533059325,-5.14178381215934e-05,0.45865834633385333
NI,1,6,LASSO,0.0,,8.735941616063577e-05,0.4716666666666667
NI,1,6,RF,-0.0021098094368134923,-0.05030043199071573,-8.078980366354128e-05,0.45166666666666666
NI,1,8,LASSO,-0.0011661520484105292,0.051393625964051344,3.3893051139691266e-05,0.5139911634756995
NI,1,8,RF,-0.02388776340167964,-0.01654878420712635,-2.240349319817327e-05,0.4963181148748159
NI,1,9,LASSO,0.0,-0.03151447777804539,8.082586567340979e-06,0.5190562613430127
NI,1,9,RF,-0.0018681881213142848,0.0626558477732952,1.4501725438495015e-05,0.5063520871143375
NI,1,10,LASSO,0.0,0.043084850610814275,-5.72577875948762e-05,0.4400715563506261
NI,1,10,RF,-0.005505726506684239,0.10219002589981344,-3.742721160272504e-06,0.4937388193202147
NI,1,11,LASSO,0.0,0.07314606547542359,4.625225373958912e-05,0.4633333333333333
NI,1,11,RF,0.00014873608992571619,0.0610474972287882,-1.1747449430052349e-05,0.49333333333333335
NI,1,12,LASSO,4.3971350875859905e-05,-0.0041622474955835854,5.309164837272533e-06,0.4903129657228018
NI,1,12,RF,0.006724554204033395,0.05803460032652047,2.17480593266716e-05,0.5007451564828614
NI,1,13,LASSO,-0.0024131959550939275,0.031591787370104256,1.191335271781739e-05,0.4899845916795069
NI,1,13,RF,0.002355080420704425,0.047228353026416175,-1.280726652003021e-05,0.4622496147919877
NI,3,2,LASSO,0.0,-0.05229291368240983,-1.900163100100427e-05,0.45342706502636204
NI,3,2,RF,-0.024200044732057835,0.05365057865412027,1.198554527626482e-05,0.5149384885764499
NI,3,4,LASSO,0.0,,5.360039456432099e-05,0.49740932642487046
NI,3,4,RF,-0.00047973796589073636,0.07314912880988313,2.630561915428994e-05,0.47150259067357514
NI,3,5,LASSO,0.0,,9.315715699094301e-05,0.5025125628140703
NI,3,5,RF,-0.035082046431507585,-0.12388908006190684,-0.00019001529192092556,0.4304857621440536
NI,3,6,LASSO,-0.003870963268135297,-0.013479731494667514,7.816975783224037e-06,0.5017857142857143
NI,3,6,RF,-0.00968335684157573,-0.08115159634206437,0.00010346483071016389,0.45535714285714285
NI,3,8,LASSO,-0.0172621808275788,0.010496623015766074,7.869096802893294e-05,0.5118110236220472
NI,3,8,RF,-0.04939260706043114,-0.035212101384248164,-6.598592089246263e-05,0.5023622047244094
NI,3,9,LASSO,0.0,-0.09395444606958649,8.23493400772504e-06,0.4951267056530214
NI,3,9,RF,-0.013459600817996353,-0.04471357910266061,-2.1226249911348736e-05,0.4873294346978557
NI,3,10,LASSO,0.0,,-0.00015005737094733341,0.4474187380497132
NI,3,10,RF,-0.006234637444993085,-0.010020295393534388,-0.00013259498927639175,0.4837476099426386
NI,3,11,LASSO,0.0,,0.00014702490597027517,0.4928571428571429
NI,3,11,RF,0.002080548747637856,0.042351692868650266,4.3579989433097496e-05,0.5142857142857142
NI,3,12,LASSO,0.0006874461715931091,-0.0266625050638667,-5.546722160336088e-05,0.4432
NI,3,12,RF,-0.0003198989119732598,0.019824332693841016,-4.676949060686333e-05,0.4784
NI,3,13,LASSO,-0.0018781897400177439,-0.0062054672321236095,-2.5980040708261806e-05,0.44481054365733114
NI,3,13,RF,0.007806149520827255,0.0349717315961508,5.958361909314264e-05,0.5041186161449753
SC,1,0,LASSO,-0.0016568038073943026,0.036865453437954714,2.1212109525999303e-05,0.4628623188405797
SC,1,0,RF,-0.005648863932255166,0.006566965970824887,-6.161811079515043e-06,0.46105072463768115
SC,1,1,LASSO,-0.0005442470094405572,0.004870071748927413,4.104415565747412e-06,0.44841269841269843
SC,1,1,RF,0.0013934886086514053,0.017245610877000002,2.7816707268766983e-05,0.44246031746031744
SC,1,2,LASSO,-0.0028941261254731288,-0.021700094390423384,-4.069234845067654e-06,0.43174924165824063
SC,1,2,RF,0.0007618454416384868,0.04464360961013394,3.2132929899788244e-05,0.4398382204246714
