offset,n_trades,mean_gross_return,mean_gross_bps,median_gross_return,win_rate,break_even_roundtrip_cost_bps,break_even_oneway_cost_bps,instrument,horizon,fold,model
0,315,-1.4533464179215518e-05,-0.1453346417921552,2.547856988166508e-05,0.5111111111111111,-0.1453346417921552,-0.0726673208960776,AU,3,1,LASSO
1,315,-2.9384369102518415e-06,-0.029384369102518414,2.5419690324657296e-05,0.5015873015873016,-0.029384369102518414,-0.014692184551259207,AU,3,1,LASSO
2,336,4.306684806195764e-06,0.04306684806195764,0.0,0.4851190476190476,0.04306684806195764,0.02153342403097882,AU,3,1,LASSO
0,315,1.7263768634555286e-05,0.17263768634555285,5.1129333796584575e-05,0.5333333333333333,0.17263768634555285,0.08631884317277642,AU,3,1,RF
1,315,1.6177616449199383e-05,0.16177616449199383,2.549498672665962e-05,0.5047619047619047,0.16177616449199383,0.08088808224599692,AU,3,1,RF
2,336,1.65428249190362e-06,0.0165428249190362,1.273636736898176e-05,0.5,0.0165428249190362,0.0082714124595181,AU,3,1,RF
0,309,8.149345775310699e-05,0.8149345775310699,9.595065545431325e-05,0.5533980582524272,0.8149345775310699,0.40746728876553495,AU,3,2,LASSO
1,309,9.004315780672284e-05,0.9004315780672284,0.00013914736215236978,0.5954692556634305,0.9004315780672284,0.4502157890336142,AU,3,2,LASSO
2,329,5.570181160071203e-05,0.5570181160071204,9.530382583422536e-05,0.5531914893617021,0.5570181160071204,0.2785090580035602,AU,3,2,LASSO
0,309,6.497590990479518e-05,0.6497590990479518,0.00012483978957145148,0.5760517799352751,0.6497590990479518,0.3248795495239759,AU,3,2,RF
1,309,0.00012040280782702195,1.2040280782702195,0.0001392765652159511,0.5889967637540453,1.2040280782702195,0.6020140391351098,AU,3,2,RF
2,329,4.4522988558424476e-05,0.44522988558424476,9.601101356260244e-05,0.5501519756838906,0.44522988558424476,0.22261494279212238,AU,3,2,RF
0,255,7.223914179537423e-05,0.7223914179537423,0.00010671574983089904,0.5411764705882353,0.7223914179537423,0.36119570897687114,AU,3,3,LASSO
1,255,9.352581005057299e-05,0.9352581005057299,0.0003059963068308136,0.5725490196078431,0.9352581005057299,0.46762905025286494,AU,3,3,LASSO
2,272,5.4026635442379184e-05,0.5402663544237918,8.150036481557876e-05,0.5220588235294118,0.5402663544237918,0.2701331772118959,AU,3,3,LASSO
0,255,5.12228199204063e-05,0.512228199204063,2.2146478564688543e-05,0.5098039215686274,0.512228199204063,0.2561140996020315,AU,3,3,RF
1,255,1.084911778020577e-05,0.1084911778020577,8.692386975250876e-05,0.5294117647058824,0.1084911778020577,0.05424558890102885,AU,3,3,RF
2,272,-0.00012099994024564962,-1.2099994024564962,4.2543262863736775e-05,0.5147058823529411,-1.2099994024564962,-0.6049997012282481,AU,3,3,RF
0,306,0.00010605374430952026,1.0605374430952026,0.00013922528103016418,0.545751633986928,1.0605374430952026,0.5302687215476013,AU,3,4,LASSO
1,306,0.0001061924527959629,1.061924527959629,0.00010797727034828064,0.545751633986928,1.061924527959629,0.5309622639798145,AU,3,4,LASSO
2,327,8.311676278731646e-05,0.8311676278731646,6.513685830400462e-05,0.5168195718654435,0.8311676278731646,0.4155838139365823,AU,3,4,LASSO
0,306,0.0001095360356192154,1.0953603561921539,0.00010560805466997003,0.5326797385620915,1.0953603561921539,0.5476801780960769,AU,3,4,RF
1,306,0.00016286168460688533,1.6286168460688533,0.00016973251083796104,0.5620915032679739,1.6286168460688533,0.8143084230344266,AU,3,4,RF
2,327,9.754485442194608e-05,0.9754485442194608,6.335405520085935e-05,0.5015290519877675,0.9754485442194608,0.4877242721097304,AU,3,4,RF
0,324,-8.405560051097553e-05,-0.8405560051097554,-2.0831875617022266e-05,0.4722222222222222,-0.8405560051097554,-0.4202780025548777,AU,3,5,LASSO
1,324,-5.312912072087587e-05,-0.5312912072087587,8.184182251202987e-05,0.5277777777777778,-0.5312912072087587,-0.26564560360437933,AU,3,5,LASSO
2,345,-8.172015548661402e-05,-0.8172015548661402,0.00013955726689540704,0.5565217391304348,-0.8172015548661402,-0.4086007774330701,AU,3,5,LASSO
0,324,0.00018097601513436296,1.8097601513436297,0.00013463033227900656,0.5524691358024691,1.8097601513436297,0.9048800756718148,AU,3,5,RF
1,324,0.00018591280771678922,1.8591280771678922,0.00016476883205263082,0.558641975308642,1.8591280771678922,0.9295640385839461,AU,3,5,RF
2,345,0.00012010861034428954,1.2010861034428955,0.00012256906760732544,0.5594202898550724,1.2010861034428955,0.6005430517214477,AU,3,5,RF
0,300,-0.00017662111248650952,-1.7662111248650951,0.00019178621094673165,0.5666666666666667,-1.7662111248650951,-0.8831055624325476,AU,3,6,LASSO
1,300,-0.00021438035232084762,-2.1438035232084762,0.00013451848238577035,0.5433333333333333,-2.1438035232084762,-1.0719017616042381,AU,3,6,LASSO
2,320,-0.00013944343658553633,-1.3944343658553633,0.00020003012887614968,0.5875,-1.3944343658553633,-0.6972171829276816,AU,3,6,LASSO
0,300,-7.647147108138815e-05,-0.7647147108138815,7.990177596661763e-05,0.5166666666666667,-0.7647147108138815,-0.38235735540694077,AU,3,6,RF
1,300,-4.685460140446351e-05,-0.4685460140446351,0.00020599059359660554,0.55,-0.4685460140446351,-0.23427300702231754,AU,3,6,RF
2,320,-0.00022792223736252357,-2.279222373625236,0.00014655000651264682,0.55625,-2.279222373625236,-1.139611186812618,AU,3,6,RF
0,195,-0.00017461073564927865,-1.7461073564927865,6.986600340530558e-05,0.517948717948718,-1.7461073564927865,-0.8730536782463932,AU,3,7,LASSO
1,195,-0.0001712146374251117,-1.7121463742511172,0.0001560663244846161,0.5333333333333333,-1.7121463742511172,-0.8560731871255586,AU,3,7,LASSO
2,208,-9.167647277740157e-05,-0.9167647277740157,0.00021578923202836275,0.5336538461538461,-0.9167647277740157,-0.45838236388700787,AU,3,7,LASSO
0,195,0.00015042230078405144,1.5042230078405143,0.00014122324972043465,0.5333333333333333,1.5042230078405143,0.7521115039202572,AU,3,7,RF
1,195,0.00022810420501603,2.2810420501603,0.0001560663244846161,0.5435897435897435,2.2810420501603,1.14052102508015,AU,3,7,RF
2,208,0.00018392707096027757,1.8392707096027758,0.000339814359616053,0.5721153846153846,1.8392707096027758,0.9196353548013879,AU,3,7,RF
0,336,-0.000140720571895517,-1.4072057189551699,-2.0022513450901336e-05,0.49107142857142855,-1.4072057189551699,-0.7036028594775849,AU,3,8,LASSO
1,336,-0.00012236823413017128,-1.2236823413017128,0.0,0.49404761904761907,-1.2236823413017128,-0.6118411706508564,AU,3,8,LASSO
