wf,n_test,base_auc,full_auc,base_brier,full_brier,base_logloss,full_logloss,d_auc,d_brier,d_logloss
WF1,812027,0.9435604319430935,0.9410306033219094,0.020916852274456065,0.021197843399500305,0.07353106367119656,0.07480934458893569,-0.002529828621184116,-0.0002809911250442401,-0.0012782809177391274
