risk_ATR,wf,model,n_symbols,macro_median_delta,iqr_lo,iqr_hi,positive_symbols,eligible_symbols
2.0,WF3,M_simple,15,0.3008747266479227,0.27478516078565596,0.3547791495711343,15,15
2.0,WF3,M_field,15,0.31084556909299166,0.2724913842995763,0.34212782095408173,15,15
2.0,WF3,M_B2_full,15,0.3296418974645489,0.2653607586474411,0.3529361077412864,15,15
2.0,WF3,M_ob,15,0.03719330428800732,-0.0005661573054293878,0.059803621243731536,11,15
2.0,WF3,M_full,15,0.31466774860102337,0.263173732336022,0.34757300086952864,15,15
2.0,WF3,M_full_minus_ob,15,0.3248796126320271,0.26288034689688855,0.3531456137918336,15,15
2.0,WF3,M_B2mG1,15,0.2960888074262401,0.24651168021500786,0.33071726859753947,15,15
2.0,WF3,M_B2mG2,15,0.32918074511577594,0.26571004842396434,0.3533901252215005,15,15
2.0,WF3,M_B2mG3,15,0.3169270019785485,0.27236067707436074,0.3433130648379372,15,15
2.0,WF3,M_B2mG4,15,0.330422784546496,0.2662087574064594,0.363757266555223,15,15
2.0,WF3,M_B2mG5,15,0.3302360745293141,0.26614640404012857,0.3519080313455431,15,15
3.0,WF1,M_G1,15,0.30114347479804304,0.26455541990871967,0.3259048864620411,15,15
3.0,WF1,M_G2,15,0.007026404394825492,0.0011695036136313841,0.03780133024279431,11,15
3.0,WF1,M_G3,15,0.2770698221261425,0.23831391458722884,0.31430952073079227,15,15
