risk_ATR,wf,model,n_symbols,macro_median_delta,iqr_lo,iqr_hi,positive_symbols,eligible_symbols
3.0,WF1,M_G4,15,0.22693766752987143,0.18325030437655976,0.2417227292556285,15,15
3.0,WF1,M_G5,15,0.04013761467889909,0.021345471363544144,0.08907981119651598,13,15
3.0,WF1,M_simple,15,0.30045132172791755,0.2638469617486834,0.32520313296996506,15,15
3.0,WF1,M_field,15,0.24651155158834326,0.20640062366591294,0.302488846441613,15,15
3.0,WF1,M_B2_full,15,0.25073333157157573,0.21208064476898325,0.3109722929648865,15,15
3.0,WF1,M_ob,15,-0.0059514667485791595,-0.028402436701567862,0.021677110142622746,5,15
3.0,WF1,M_full,15,0.24004913497667113,0.20264325407352607,0.3039023956584098,15,15
3.0,WF1,M_full_minus_ob,15,0.24298071761839868,0.20026432330543048,0.3004280901587623,15,15
3.0,WF1,M_B2mG1,15,0.23422566352192953,0.21476560409738948,0.2817972130790519,15,15
3.0,WF1,M_B2mG2,15,0.24892753010403168,0.2076434751515862,0.3085334365714743,15,15
3.0,WF1,M_B2mG3,15,0.24518574428983986,0.2028059655475361,0.30283273091183205,15,15
3.0,WF1,M_B2mG4,15,0.2884761254598551,0.25593744363385856,0.3383248279523841,15,15
3.0,WF1,M_B2mG5,15,0.24917417615813542,0.2067218759995661,0.3095414751781767,15,15
3.0,WF2,M_G1,15,0.2900508148974408,0.24696869026213614,0.39249280901375383,15,15
3.0,WF2,M_G2,15,0.010293103858131036,-0.0039030437004872742,0.032017147987737665,10,15
3.0,WF2,M_G3,15,0.2699665365309536,0.21739442155938188,0.38535733214161105,15,15
3.0,WF2,M_G4,15,0.22096734213298652,0.18540397484867902,0.30089184707782185,15,15
3.0,WF2,M_G5,15,0.04332279853752252,0.016706073598497212,0.12062142126685721,14,15
3.0,WF2,M_simple,15,0.28967280163599196,0.24511928890175905,0.39186080546646535,15,15
3.0,WF2,M_field,15,0.2591590754167442,0.21777094454983606,0.35778578529710325,15,15
3.0,WF2,M_B2_full,15,0.25811798971308164,0.22094691467465824,0.3754666271292145,15,15
3.0,WF2,M_ob,15,-0.006203000194817787,-0.033956327756373306,0.02625082649456248,7,15
3.0,WF2,M_full,15,0.26555230859146695,0.21397272259910113,0.37115745220506746,15,15
3.0,WF2,M_full_minus_ob,15,0.26425092538476536,0.21234624357471174,0.3693852249738345,15,15
3.0,WF2,M_B2mG1,15,0.24331199737403592,0.199407727042542,0.3267457370434616,15,15
3.0,WF2,M_B2mG2,15,0.261128712871287,0.2215517860359403,0.3778393541595516,15,15
3.0,WF2,M_B2mG3,15,0.26030550907851524,0.2170322891734733,0.35367522330507395,15,15
3.0,WF2,M_B2mG4,15,0.28604871603377957,0.25240877367585746,0.4103190460281131,15,15
3.0,WF2,M_B2mG5,15,0.2580374295098221,0.22371624900633605,0.37866306652207915,15,15
3.0,WF3,M_G1,15,0.3222275272030002,0.27175748735723965,0.3662940585271231,15,15
3.0,WF3,M_G2,15,0.01270219562902497,-0.022308307393729965,0.043219538186063056,9,15
3.0,WF3,M_G3,15,0.30131859817882134,0.26174295182746665,0.3612722100858676,15,15
3.0,WF3,M_G4,15,0.281368661379476,0.22838045767372273,0.3233322331322419,15,15
3.0,WF3,M_G5,15,0.04822920563661304,0.027995748874336812,0.08317929739218849,15,15
3.0,WF3,M_simple,15,0.32250475523075384,0.27155207274729,0.36605776671106527,15,15
3.0,WF3,M_field,15,0.30699019294318297,0.2756827014977739,0.3726502319299576,15,15
3.0,WF3,M_B2_full,15,0.3263859476193044,0.2779172337761324,0.37753170651417606,15,15
3.0,WF3,M_ob,15,0.03887975035680602,0.0048557234856349,0.05447896250725898,12,15
3.0,WF3,M_full,15,0.324583965438906,0.27267561489789,0.3742210145601914,15,15
3.0,WF3,M_full_minus_ob,15,0.33210762608099686,0.27054282961914444,0.37735084333788604,15,15
3.0,WF3,M_B2mG1,15,0.3134260739793199,0.25927553211630916,0.35729624687322864,15,15
3.0,WF3,M_B2mG2,15,0.32506911448747466,0.27806548375193574,0.37826142694664033,15,15
3.0,WF3,M_B2mG3,15,0.3160852765543516,0.2755756463535617,0.36786962825453684,15,15
3.0,WF3,M_B2mG4,15,0.3273947496091856,0.2716716496685056,0.3768100478275784,15,15
3.0,WF3,M_B2mG5,15,0.3270790176886882,0.2769702970746224,0.38269665108460843,15,15
