risk_ATR,block,symbol,geo_bin,n,delivery_rate,no_delivery_rate
0.75,TB3,MA,"(0.25,0.5]",338,0.8846153846153846,0.11538461538461542
0.75,TB3,MA,"(0.5,1]",379,0.8258575197889182,0.1741424802110818
0.75,TB3,MA,"(1,2]",393,0.6259541984732825,0.3740458015267175
0.75,TB3,MA,>2,388,0.41237113402061853,0.5876288659793815
0.75,TB3,NI,<=0.25,102,0.7941176470588235,0.20588235294117652
0.75,TB3,NI,"(0.25,0.5]",87,0.7586206896551724,0.24137931034482762
0.75,TB3,NI,"(0.5,1]",277,0.7689530685920578,0.2310469314079422
0.75,TB3,NI,"(1,2]",380,0.4763157894736842,0.5236842105263158
0.75,TB3,NI,>2,556,0.36151079136690645,0.6384892086330936
0.75,TB3,P,<=0.25,113,0.9646017699115044,0.03539823008849563
0.75,TB3,P,"(0.25,0.5]",185,0.8486486486486486,0.15135135135135136
0.75,TB3,P,"(0.5,1]",287,0.7770034843205574,0.22299651567944256
0.75,TB3,P,"(1,2]",444,0.6058558558558559,0.3941441441441441
0.75,TB3,P,>2,362,0.3812154696132597,0.6187845303867403
0.75,TB3,RB,<=0.25,132,0.946969696969697,0.05303030303030298
0.75,TB3,RB,"(0.25,0.5]",463,0.857451403887689,0.14254859611231097
0.75,TB3,RB,"(0.5,1]",686,0.8571428571428571,0.1428571428571429
0.75,TB3,RB,"(1,2]",496,0.7016129032258065,0.2983870967741935
0.75,TB3,RB,>2,279,0.4265232974910394,0.5734767025089607
0.75,TB3,RU,<=0.25,132,0.8712121212121212,0.12878787878787878
0.75,TB3,RU,"(0.25,0.5]",191,0.8848167539267016,0.11518324607329844
0.75,TB3,RU,"(0.5,1]",372,0.7983870967741935,0.2016129032258065
0.75,TB3,RU,"(1,2]",435,0.6528735632183909,0.34712643678160915
0.75,TB3,RU,>2,432,0.4050925925925926,0.5949074074074074
0.75,TB3,SC,<=0.25,73,0.8493150684931506,0.15068493150684936
0.75,TB3,SC,"(0.25,0.5]",122,0.7950819672131147,0.20491803278688525
0.75,TB3,SC,"(0.5,1]",297,0.7239057239057239,0.27609427609427606
0.75,TB3,SC,"(1,2]",419,0.6229116945107399,0.3770883054892601
0.75,TB3,SC,>2,667,0.4197901049475262,0.5802098950524738
0.75,TB3,SN,<=0.25,34,0.7941176470588235,0.20588235294117652
0.75,TB3,SN,"(0.25,0.5]",70,0.7857142857142857,0.2142857142857143
0.75,TB3,SN,"(0.5,1]",153,0.803921568627451,0.196078431372549
0.75,TB3,SN,"(1,2]",302,0.5596026490066225,0.4403973509933775
0.75,TB3,SN,>2,551,0.3647912885662432,0.6352087114337568
0.75,TB3,TA,<=0.25,115,0.9217391304347826,0.07826086956521738
0.75,TB3,TA,"(0.25,0.5]",193,0.8963730569948186,0.10362694300518138
0.75,TB3,TA,"(0.5,1]",426,0.7699530516431925,0.2300469483568075
0.75,TB3,TA,"(1,2]",396,0.6590909090909091,0.34090909090909094
0.75,TB3,TA,>2,409,0.4058679706601467,0.5941320293398533
0.75,TB4,AG,<=0.25,30,0.9333333333333333,0.06666666666666665
0.75,TB4,AG,"(0.25,0.5]",69,0.8695652173913043,0.13043478260869568
0.75,TB4,AG,"(0.5,1]",214,0.6214953271028038,0.37850467289719625
0.75,TB4,AG,"(1,2]",361,0.6149584487534626,0.3850415512465374
0.75,TB4,AG,>2,771,0.3527885862516213,0.6472114137483787
0.75,TB4,AL,<=0.25,129,0.9689922480620154,0.03100775193798455
0.75,TB4,AL,"(0.25,0.5]",199,0.9045226130653267,0.09547738693467334
0.75,TB4,AL,"(0.5,1]",367,0.7956403269754768,0.20435967302452318
0.75,TB4,AL,"(1,2]",490,0.6775510204081633,0.3224489795918367
0.75,TB4,AL,>2,464,0.41810344827586204,0.5818965517241379
0.75,TB4,AU,<=0.25,58,0.896551724137931,0.10344827586206895
0.75,TB4,AU,"(0.25,0.5]",96,0.8229166666666666,0.17708333333333337
0.75,TB4,AU,"(0.5,1]",193,0.7098445595854922,0.2901554404145078
0.75,TB4,AU,"(1,2]",344,0.6191860465116279,0.3808139534883721
0.75,TB4,AU,>2,753,0.39575033200531207,0.6042496679946879
0.75,TB4,CF,<=0.25,99,0.9191919191919192,0.08080808080808077
0.75,TB4,CF,"(0.25,0.5]",235,0.774468085106383,0.225531914893617
0.75,TB4,CF,"(0.5,1]",455,0.8571428571428571,0.1428571428571429
0.75,TB4,CF,"(1,2]",409,0.7188264058679706,0.28117359413202936
0.75,TB4,CF,>2,303,0.49834983498349833,0.5016501650165017
0.75,TB4,CU,<=0.25,105,0.8571428571428571,0.1428571428571429
0.75,TB4,CU,"(0.25,0.5]",107,0.8317757009345794,0.16822429906542058
0.75,TB4,CU,"(0.5,1]",268,0.8059701492537313,0.19402985074626866
0.75,TB4,CU,"(1,2]",427,0.6112412177985949,0.38875878220140514
0.75,TB4,CU,>2,616,0.4642857142857143,0.5357142857142857
0.75,TB4,I,<=0.25,26,1.0,0.0
0.75,TB4,I,"(0.25,0.5]",617,0.9384116693679092,0.06158833063209079
0.75,TB4,I,"(0.5,1]",738,0.8130081300813008,0.1869918699186992
0.75,TB4,I,"(1,2]",635,0.6850393700787402,0.31496062992125984
0.75,TB4,I,>2,178,0.47752808988764045,0.5224719101123596
0.75,TB4,M,<=0.25,36,0.9166666666666666,0.08333333333333337
0.75,TB4,M,"(0.25,0.5]",381,0.8818897637795275,0.11811023622047245
0.75,TB4,M,"(0.5,1]",445,0.849438202247191,0.15056179775280898
0.75,TB4,M,"(1,2]",480,0.7583333333333333,0.2416666666666667
0.75,TB4,M,>2,342,0.39473684210526316,0.6052631578947368
0.75,TB4,MA,<=0.25,87,0.8045977011494253,0.1954022988505747
0.75,TB4,MA,"(0.25,0.5]",134,0.8134328358208955,0.18656716417910446
0.75,TB4,MA,"(0.5,1]",201,0.746268656716418,0.25373134328358204
0.75,TB4,MA,"(1,2]",388,0.6752577319587629,0.32474226804123707
0.75,TB4,MA,>2,546,0.3717948717948718,0.6282051282051282
0.75,TB4,NI,<=0.25,46,0.8260869565217391,0.17391304347826086
0.75,TB4,NI,"(0.25,0.5]",84,0.9404761904761905,0.059523809523809534
0.75,TB4,NI,"(0.5,1]",301,0.6877076411960132,0.31229235880398676
0.75,TB4,NI,"(1,2]",323,0.6501547987616099,0.34984520123839014
0.75,TB4,NI,>2,663,0.39064856711915535,0.6093514328808447
0.75,TB4,P,<=0.25,78,0.8717948717948718,0.1282051282051282
0.75,TB4,P,"(0.25,0.5]",86,0.8372093023255814,0.16279069767441856
0.75,TB4,P,"(0.5,1]",285,0.8245614035087719,0.17543859649122806
0.75,TB4,P,"(1,2]",398,0.6005025125628141,0.39949748743718594
0.75,TB4,P,>2,458,0.3558951965065502,0.6441048034934498
0.75,TB4,RB,<=0.25,156,0.9743589743589743,0.02564102564102566
0.75,TB4,RB,"(0.25,0.5]",744,0.9086021505376344,0.09139784946236562
0.75,TB4,RB,"(0.5,1]",783,0.8671775223499362,0.13282247765006383
0.75,TB4,RB,"(1,2]",578,0.7335640138408305,0.2664359861591695
0.75,TB4,RB,>2,191,0.4973821989528796,0.5026178010471204
0.75,TB4,RU,<=0.25,138,0.9057971014492754,0.09420289855072461
0.75,TB4,RU,"(0.25,0.5]",165,0.8181818181818182,0.18181818181818177
0.75,TB4,RU,"(0.5,1]",387,0.7002583979328165,0.2997416020671835
0.75,TB4,RU,"(1,2]",391,0.5907928388746803,0.40920716112531974
0.75,TB4,RU,>2,404,0.45792079207920794,0.5420792079207921
0.75,TB4,SC,<=0.25,140,0.8785714285714286,0.12142857142857144
0.75,TB4,SC,"(0.25,0.5]",131,0.8702290076335878,0.1297709923664122
0.75,TB4,SC,"(0.5,1]",215,0.813953488372093,0.18604651162790697
0.75,TB4,SC,"(1,2]",335,0.6656716417910448,0.33432835820895523
0.75,TB4,SC,>2,610,0.3901639344262295,0.6098360655737705
0.75,TB4,SN,<=0.25,43,0.9302325581395349,0.06976744186046513
0.75,TB4,SN,"(0.25,0.5]",89,0.797752808988764,0.202247191011236
0.75,TB4,SN,"(0.5,1]",164,0.7682926829268293,0.23170731707317072
0.75,TB4,SN,"(1,2]",374,0.6524064171122995,0.3475935828877005
0.75,TB4,SN,>2,674,0.4094955489614243,0.5905044510385757
0.75,TB4,TA,<=0.25,155,0.9225806451612903,0.07741935483870965
0.75,TB4,TA,"(0.25,0.5]",163,0.8711656441717791,0.1288343558282209
0.75,TB4,TA,"(0.5,1]",326,0.7024539877300614,0.2975460122699386
0.75,TB4,TA,"(1,2]",339,0.6489675516224189,0.3510324483775811
0.75,TB4,TA,>2,472,0.3813559322033898,0.6186440677966102
1.0,TB1,AG,<=0.25,138,0.9565217391304348,0.04347826086956519
1.0,TB1,AG,"(0.25,0.5]",170,0.8647058823529412,0.1352941176470588
1.0,TB1,AG,"(0.5,1]",321,0.6261682242990654,0.3738317757009346
1.0,TB1,AG,"(1,2]",378,0.6984126984126984,0.3015873015873016
1.0,TB1,AG,>2,374,0.41711229946524064,0.5828877005347594
1.0,TB1,AL,<=0.25,175,0.96,0.040000000000000036
1.0,TB1,AL,"(0.25,0.5]",367,0.9237057220708447,0.07629427792915533
1.0,TB1,AL,"(0.5,1]",451,0.8226164079822617,0.17738359201773835
1.0,TB1,AL,"(1,2]",408,0.6936274509803921,0.30637254901960786
1.0,TB1,AL,>2,257,0.38132295719844356,0.6186770428015564
1.0,TB1,AU,<=0.25,73,0.9315068493150684,0.06849315068493156
1.0,TB1,AU,"(0.25,0.5]",118,0.9576271186440678,0.0423728813559322
1.0,TB1,AU,"(0.5,1]",210,0.8571428571428571,0.1428571428571429
1.0,TB1,AU,"(1,2]",293,0.7098976109215017,0.2901023890784983
1.0,TB1,AU,>2,432,0.4027777777777778,0.5972222222222222
1.0,TB1,CF,<=0.25,137,0.9927007299270073,0.007299270072992692
1.0,TB1,CF,"(0.25,0.5]",669,0.905829596412556,0.094170403587444
1.0,TB1,CF,"(0.5,1]",653,0.8683001531393568,0.13169984686064318
1.0,TB1,CF,"(1,2]",389,0.699228791773779,0.30077120822622105
1.0,TB1,CF,>2,113,0.5221238938053098,0.47787610619469023
1.0,TB1,CU,<=0.25,170,0.9411764705882353,0.05882352941176472
1.0,TB1,CU,"(0.25,0.5]",162,0.845679012345679,0.154320987654321
1.0,TB1,CU,"(0.5,1]",234,0.8247863247863247,0.17521367521367526
1.0,TB1,CU,"(1,2]",379,0.6437994722955145,0.3562005277044855
1.0,TB1,CU,>2,274,0.42700729927007297,0.572992700729927
1.0,TB1,I,<=0.25,180,0.9944444444444445,0.005555555555555536
1.0,TB1,I,"(0.25,0.5]",498,0.8855421686746988,0.11445783132530118
1.0,TB1,I,"(0.5,1]",527,0.8785578747628083,0.12144212523719167
1.0,TB1,I,"(1,2]",343,0.7317784256559767,0.2682215743440233
1.0,TB1,I,>2,135,0.4074074074074074,0.5925925925925926
1.0,TB1,M,<=0.25,152,0.9539473684210527,0.046052631578947345
1.0,TB1,M,"(0.25,0.5]",244,0.930327868852459,0.069672131147541
1.0,TB1,M,"(0.5,1]",332,0.8644578313253012,0.13554216867469882
1.0,TB1,M,"(1,2]",315,0.7365079365079366,0.26349206349206344
1.0,TB1,M,>2,254,0.3425196850393701,0.6574803149606299
1.0,TB1,MA,<=0.25,216,0.9444444444444444,0.05555555555555558
1.0,TB1,MA,"(0.25,0.5]",281,0.900355871886121,0.09964412811387902
1.0,TB1,MA,"(0.5,1]",476,0.8004201680672269,0.19957983193277307
1.0,TB1,MA,"(1,2]",335,0.7313432835820896,0.26865671641791045
1.0,TB1,MA,>2,155,0.4645161290322581,0.5354838709677419
1.0,TB1,NI,<=0.25,100,0.88,0.12
1.0,TB1,NI,"(0.25,0.5]",133,0.9172932330827067,0.08270676691729328
1.0,TB1,NI,"(0.5,1]",320,0.803125,0.19687500000000002
1.0,TB1,NI,"(1,2]",346,0.6069364161849711,0.3930635838150289
1.0,TB1,NI,>2,283,0.42402826855123676,0.5759717314487632
1.0,TB1,P,<=0.25,158,0.9620253164556962,0.03797468354430378
1.0,TB1,P,"(0.25,0.5]",186,0.9247311827956989,0.07526881720430112
1.0,TB1,P,"(0.5,1]",278,0.7302158273381295,0.2697841726618705
1.0,TB1,P,"(1,2]",325,0.68,0.31999999999999995
1.0,TB1,P,>2,259,0.444015444015444,0.555984555984556
1.0,TB1,RB,<=0.25,171,0.9649122807017544,0.03508771929824561
1.0,TB1,RB,"(0.25,0.5]",243,0.8888888888888888,0.11111111111111116
1.0,TB1,RB,"(0.5,1]",415,0.8265060240963855,0.17349397590361448
1.0,TB1,RB,"(1,2]",371,0.7250673854447439,0.2749326145552561
1.0,TB1,RB,>2,187,0.4117647058823529,0.5882352941176471
1.0,TB1,RU,<=0.25,107,0.9158878504672897,0.08411214953271029
1.0,TB1,RU,"(0.25,0.5]",192,0.8958333333333334,0.10416666666666663
1.0,TB1,RU,"(0.5,1]",324,0.8487654320987654,0.15123456790123457
1.0,TB1,RU,"(1,2]",392,0.6377551020408163,0.3622448979591837
1.0,TB1,RU,>2,227,0.46255506607929514,0.5374449339207048
1.0,TB1,SC,<=0.25,163,0.9263803680981595,0.07361963190184051
1.0,TB1,SC,"(0.25,0.5]",168,0.8571428571428571,0.1428571428571429
1.0,TB1,SC,"(0.5,1]",216,0.8055555555555556,0.19444444444444442
1.0,TB1,SC,"(1,2]",287,0.5470383275261324,0.45296167247386765
1.0,TB1,SC,>2,466,0.44206008583690987,0.5579399141630901
1.0,TB1,SN,<=0.25,81,0.9012345679012346,0.09876543209876543
1.0,TB1,SN,"(0.25,0.5]",120,0.9416666666666667,0.05833333333333335
1.0,TB1,SN,"(0.5,1]",284,0.721830985915493,0.278169014084507
1.0,TB1,SN,"(1,2]",369,0.6422764227642277,0.3577235772357723
1.0,TB1,SN,>2,400,0.44,0.56
1.0,TB1,TA,<=0.25,144,0.9930555555555556,0.00694444444444442
1.0,TB1,TA,"(0.25,0.5]",303,0.8382838283828383,0.16171617161716167
1.0,TB1,TA,"(0.5,1]",413,0.9128329297820823,0.0871670702179177
1.0,TB1,TA,"(1,2]",348,0.6781609195402298,0.32183908045977017
1.0,TB1,TA,>2,196,0.44387755102040816,0.5561224489795918
1.0,TB2,AG,<=0.25,81,0.8888888888888888,0.11111111111111116
1.0,TB2,AG,"(0.25,0.5]",130,0.8923076923076924,0.10769230769230764
1.0,TB2,AG,"(0.5,1]",264,0.7916666666666666,0.20833333333333337
1.0,TB2,AG,"(1,2]",362,0.6519337016574586,0.34806629834254144
1.0,TB2,AG,>2,382,0.4293193717277487,0.5706806282722513
1.0,TB2,AL,<=0.25,253,0.9723320158102767,0.02766798418972327
1.0,TB2,AL,"(0.25,0.5]",571,0.9334500875656743,0.06654991243432573
1.0,TB2,AL,"(0.5,1]",607,0.8780889621087314,0.12191103789126856
1.0,TB2,AL,"(1,2]",417,0.6594724220623501,0.3405275779376499
1.0,TB2,AL,>2,198,0.51010101010101,0.48989898989898994
1.0,TB2,AU,<=0.25,81,0.9382716049382716,0.06172839506172845
1.0,TB2,AU,"(0.25,0.5]",145,0.8758620689655172,0.12413793103448278
1.0,TB2,AU,"(0.5,1]",256,0.87890625,0.12109375
1.0,TB2,AU,"(1,2]",317,0.61198738170347,0.38801261829653
1.0,TB2,AU,>2,508,0.38779527559055116,0.6122047244094488
1.0,TB2,CF,<=0.25,182,0.989010989010989,0.01098901098901095
1.0,TB2,CF,"(0.25,0.5]",802,0.9239401496259352,0.07605985037406482
1.0,TB2,CF,"(0.5,1]",709,0.8942172073342737,0.10578279266572632
1.0,TB2,CF,"(1,2]",482,0.6804979253112033,0.31950207468879666
1.0,TB2,CF,>2,82,0.5487804878048781,0.4512195121951219
1.0,TB2,CU,<=0.25,148,0.918918918918919,0.08108108108108103
1.0,TB2,CU,"(0.25,0.5]",277,0.9458483754512635,0.054151624548736454
1.0,TB2,CU,"(0.5,1]",401,0.8403990024937655,0.15960099750623447
1.0,TB2,CU,"(1,2]",363,0.6170798898071626,0.38292011019283745
1.0,TB2,CU,>2,327,0.5840978593272171,0.41590214067278286
1.0,TB2,I,<=0.25,284,0.9788732394366197,0.021126760563380254
1.0,TB2,I,"(0.25,0.5]",697,0.9110473457675753,0.08895265423242471
1.0,TB2,I,"(0.5,1]",815,0.9030674846625767,0.09693251533742331
1.0,TB2,I,"(1,2]",343,0.7434402332361516,0.2565597667638484
1.0,TB2,I,>2,115,0.3652173913043478,0.6347826086956522
1.0,TB2,M,<=0.25,332,0.9668674698795181,0.033132530120481896
1.0,TB2,M,"(0.25,0.5]",423,0.9101654846335697,0.08983451536643028
1.0,TB2,M,"(0.5,1]",544,0.8272058823529411,0.17279411764705888
1.0,TB2,M,"(1,2]",378,0.7513227513227513,0.24867724867724872
1.0,TB2,M,>2,144,0.3472222222222222,0.6527777777777778
1.0,TB2,MA,<=0.25,251,0.9322709163346613,0.0677290836653387
1.0,TB2,MA,"(0.25,0.5]",340,0.8941176470588236,0.10588235294117643
1.0,TB2,MA,"(0.5,1]",543,0.9097605893186004,0.09023941068139962
1.0,TB2,MA,"(1,2]",340,0.6529411764705882,0.34705882352941175
1.0,TB2,MA,>2,269,0.550185873605948,0.44981412639405205
1.0,TB2,NI,<=0.25,177,0.8983050847457628,0.10169491525423724
1.0,TB2,NI,"(0.25,0.5]",218,0.8623853211009175,0.13761467889908252
1.0,TB2,NI,"(0.5,1]",372,0.8091397849462365,0.1908602150537635
1.0,TB2,NI,"(1,2]",381,0.6272965879265092,0.3727034120734908
1.0,TB2,NI,>2,391,0.3554987212276215,0.6445012787723785
1.0,TB2,P,<=0.25,150,0.96,0.040000000000000036
1.0,TB2,P,"(0.25,0.5]",268,0.8992537313432836,0.10074626865671643
1.0,TB2,P,"(0.5,1]",300,0.8233333333333334,0.17666666666666664
1.0,TB2,P,"(1,2]",391,0.7263427109974424,0.2736572890025576
1.0,TB2,P,>2,298,0.3859060402684564,0.6140939597315436
1.0,TB2,RB,<=0.25,269,0.9591078066914498,0.040892193308550207
1.0,TB2,RB,"(0.25,0.5]",480,0.9020833333333333,0.09791666666666665
1.0,TB2,RB,"(0.5,1]",576,0.8263888888888888,0.17361111111111116
1.0,TB2,RB,"(1,2]",419,0.6587112171837709,0.3412887828162291
1.0,TB2,RB,>2,205,0.3902439024390244,0.6097560975609756
1.0,TB2,RU,<=0.25,187,0.9679144385026738,0.03208556149732622
1.0,TB2,RU,"(0.25,0.5]",209,0.9090909090909091,0.09090909090909094
1.0,TB2,RU,"(0.5,1]",483,0.8053830227743272,0.19461697722567284
1.0,TB2,RU,"(1,2]",417,0.6666666666666666,0.33333333333333337
1.0,TB2,RU,>2,263,0.5285171102661597,0.47148288973384034
1.0,TB2,SC,<=0.25,100,0.93,0.06999999999999995
1.0,TB2,SC,"(0.25,0.5]",178,0.8089887640449438,0.1910112359550562
1.0,TB2,SC,"(0.5,1]",364,0.6703296703296703,0.3296703296703297
1.0,TB2,SC,"(1,2]",368,0.6820652173913043,0.3179347826086957
1.0,TB2,SC,>2,522,0.39655172413793105,0.603448275862069
1.0,TB2,SN,<=0.25,107,0.897196261682243,0.10280373831775702
1.0,TB2,SN,"(0.25,0.5]",127,0.9291338582677166,0.07086614173228345
1.0,TB2,SN,"(0.5,1]",343,0.8367346938775511,0.16326530612244894
1.0,TB2,SN,"(1,2]",451,0.6873614190687362,0.31263858093126384
1.0,TB2,SN,>2,413,0.423728813559322,0.576271186440678
1.0,TB2,TA,<=0.25,288,0.9444444444444444,0.05555555555555558
1.0,TB2,TA,"(0.25,0.5]",409,0.8948655256723717,0.10513447432762835
1.0,TB2,TA,"(0.5,1]",522,0.8237547892720306,0.1762452107279694
1.0,TB2,TA,"(1,2]",424,0.660377358490566,0.339622641509434
1.0,TB2,TA,>2,211,0.3791469194312796,0.6208530805687205
1.0,TB3,AG,<=0.25,94,0.6382978723404256,0.36170212765957444
1.0,TB3,AG,"(0.25,0.5]",103,0.8543689320388349,0.1456310679611651
1.0,TB3,AG,"(0.5,1]",219,0.8082191780821918,0.1917808219178082
1.0,TB3,AG,"(1,2]",258,0.6627906976744186,0.33720930232558144
1.0,TB3,AG,>2,429,0.4801864801864802,0.5198135198135199
1.0,TB3,AL,<=0.25,152,0.9605263157894737,0.03947368421052633
1.0,TB3,AL,"(0.25,0.5]",200,0.9,0.09999999999999998
1.0,TB3,AL,"(0.5,1]",308,0.8246753246753247,0.17532467532467533
1.0,TB3,AL,"(1,2]",379,0.683377308707124,0.316622691292876
1.0,TB3,AL,>2,289,0.4463667820069204,0.5536332179930796
1.0,TB3,AU,<=0.25,65,0.9076923076923077,0.09230769230769231
1.0,TB3,AU,"(0.25,0.5]",93,0.8494623655913979,0.15053763440860213
1.0,TB3,AU,"(0.5,1]",210,0.7904761904761904,0.20952380952380956
1.0,TB3,AU,"(1,2]",372,0.6155913978494624,0.3844086021505376
1.0,TB3,AU,>2,559,0.32737030411449014,0.6726296958855098
1.0,TB3,CF,<=0.25,153,0.8758169934640523,0.12418300653594772
1.0,TB3,CF,"(0.25,0.5]",647,0.9474497681607419,0.05255023183925811
1.0,TB3,CF,"(0.5,1]",535,0.8336448598130841,0.16635514018691588
1.0,TB3,CF,"(1,2]",390,0.7153846153846154,0.2846153846153846
1.0,TB3,CF,>2,127,0.4645669291338583,0.5354330708661417
1.0,TB3,CU,<=0.25,78,0.9615384615384616,0.038461538461538436
1.0,TB3,CU,"(0.25,0.5]",152,0.8421052631578947,0.1578947368421053
1.0,TB3,CU,"(0.5,1]",292,0.8082191780821918,0.1917808219178082
1.0,TB3,CU,"(1,2]",401,0.6433915211970075,0.3566084788029925
1.0,TB3,CU,>2,303,0.4158415841584158,0.5841584158415842
1.0,TB3,I,<=0.25,274,0.9817518248175182,0.018248175182481785
1.0,TB3,I,"(0.25,0.5]",771,0.9546044098573282,0.045395590142671804
1.0,TB3,I,"(0.5,1]",857,0.8564760793465578,0.14352392065344222
1.0,TB3,I,"(1,2]",432,0.7731481481481481,0.22685185185185186
1.0,TB3,I,>2,133,0.518796992481203,0.48120300751879697
1.0,TB3,M,<=0.25,314,0.9904458598726115,0.009554140127388533
1.0,TB3,M,"(0.25,0.5]",488,0.9631147540983607,0.03688524590163933
1.0,TB3,M,"(0.5,1]",538,0.9052044609665427,0.09479553903345728
1.0,TB3,M,"(1,2]",385,0.6779220779220779,0.3220779220779221
1.0,TB3,M,>2,169,0.42011834319526625,0.5798816568047338
1.0,TB3,MA,<=0.25,332,0.9186746987951807,0.08132530120481929
1.0,TB3,MA,"(0.25,0.5]",342,0.8976608187134503,0.10233918128654973
1.0,TB3,MA,"(0.5,1]",365,0.7616438356164383,0.23835616438356166
1.0,TB3,MA,"(1,2]",403,0.6923076923076923,0.3076923076923077
1.0,TB3,MA,>2,219,0.4885844748858447,0.5114155251141552
1.0,TB3,NI,<=0.25,128,0.9453125,0.0546875
1.0,TB3,NI,"(0.25,0.5]",157,0.8980891719745223,0.10191082802547768
1.0,TB3,NI,"(0.5,1]",311,0.7459807073954984,0.2540192926045016
1.0,TB3,NI,"(1,2]",440,0.55,0.44999999999999996
1.0,TB3,NI,>2,366,0.38524590163934425,0.6147540983606558
1.0,TB3,P,<=0.25,162,0.9691358024691358,0.030864197530864224
1.0,TB3,P,"(0.25,0.5]",232,0.8793103448275862,0.12068965517241381
1.0,TB3,P,"(0.5,1]",398,0.7663316582914573,0.23366834170854267
1.0,TB3,P,"(1,2]",363,0.6253443526170799,0.3746556473829201
1.0,TB3,P,>2,236,0.4872881355932203,0.5127118644067796
1.0,TB3,RB,<=0.25,300,0.9533333333333334,0.046666666666666634
1.0,TB3,RB,"(0.25,0.5]",583,0.9554030874785592,0.044596912521440824
1.0,TB3,RB,"(0.5,1]",664,0.8644578313253012,0.13554216867469882
1.0,TB3,RB,"(1,2]",381,0.7139107611548556,0.28608923884514437
1.0,TB3,RB,>2,128,0.3828125,0.6171875
1.0,TB3,RU,<=0.25,208,0.9230769230769231,0.07692307692307687
1.0,TB3,RU,"(0.25,0.5]",249,0.8674698795180723,0.1325301204819277
1.0,TB3,RU,"(0.5,1]",438,0.821917808219178,0.17808219178082196
1.0,TB3,RU,"(1,2]",381,0.6640419947506562,0.3359580052493438
1.0,TB3,RU,>2,286,0.45104895104895104,0.548951048951049
1.0,TB3,SC,<=0.25,126,0.9365079365079365,0.06349206349206349
1.0,TB3,SC,"(0.25,0.5]",145,0.8896551724137931,0.1103448275862069
1.0,TB3,SC,"(0.5,1]",394,0.8401015228426396,0.15989847715736039
1.0,TB3,SC,"(1,2]",457,0.6477024070021882,0.3522975929978118
1.0,TB3,SC,>2,456,0.4780701754385965,0.5219298245614035
1.0,TB3,SN,<=0.25,53,0.9056603773584906,0.09433962264150941
1.0,TB3,SN,"(0.25,0.5]",101,0.8217821782178217,0.17821782178217827
1.0,TB3,SN,"(0.5,1]",213,0.7699530516431925,0.2300469483568075
1.0,TB3,SN,"(1,2]",354,0.5932203389830508,0.4067796610169492
1.0,TB3,SN,>2,389,0.41131105398457585,0.5886889460154241
1.0,TB3,TA,<=0.25,192,0.921875,0.078125
1.0,TB3,TA,"(0.25,0.5]",275,0.8,0.19999999999999996
1.0,TB3,TA,"(0.5,1]",420,0.8642857142857143,0.13571428571428568
1.0,TB3,TA,"(1,2]",437,0.6933638443935927,0.30663615560640733
1.0,TB3,TA,>2,215,0.4372093023255814,0.5627906976744186
1.0,TB4,AG,<=0.25,40,0.95,0.050000000000000044
1.0,TB4,AG,"(0.25,0.5]",126,0.9523809523809523,0.04761904761904767
1.0,TB4,AG,"(0.5,1]",264,0.7992424242424242,0.2007575757575758
1.0,TB4,AG,"(1,2]",414,0.606280193236715,0.393719806763285
1.0,TB4,AG,>2,601,0.40765391014975044,0.5923460898502495
1.0,TB4,AL,<=0.25,193,0.9896373056994818,0.010362694300518172
1.0,TB4,AL,"(0.25,0.5]",269,0.9144981412639405,0.08550185873605953
1.0,TB4,AL,"(0.5,1]",480,0.8666666666666667,0.1333333333333333
1.0,TB4,AL,"(1,2]",390,0.6615384615384615,0.3384615384615385
1.0,TB4,AL,>2,317,0.47634069400630913,0.5236593059936909
1.0,TB4,AU,<=0.25,82,0.9390243902439024,0.060975609756097615
1.0,TB4,AU,"(0.25,0.5]",106,0.7830188679245284,0.21698113207547165
1.0,TB4,AU,"(0.5,1]",286,0.7692307692307693,0.23076923076923073
1.0,TB4,AU,"(1,2]",443,0.654627539503386,0.34537246049661396
1.0,TB4,AU,>2,527,0.44022770398481975,0.5597722960151803
1.0,TB4,CF,<=0.25,198,0.9141414141414141,0.08585858585858586
1.0,TB4,CF,"(0.25,0.5]",325,0.8584615384615385,0.1415384615384615
1.0,TB4,CF,"(0.5,1]",455,0.8505494505494505,0.14945054945054947
1.0,TB4,CF,"(1,2]",359,0.724233983286908,0.275766016713092
1.0,TB4,CF,>2,164,0.5548780487804879,0.44512195121951215
1.0,TB4,CU,<=0.25,144,0.9583333333333334,0.04166666666666663
1.0,TB4,CU,"(0.25,0.5]",166,0.9156626506024096,0.08433734939759041
1.0,TB4,CU,"(0.5,1]",357,0.8319327731092437,0.16806722689075626
1.0,TB4,CU,"(1,2]",411,0.6131386861313869,0.3868613138686131
1.0,TB4,CU,>2,445,0.4853932584269663,0.5146067415730338
1.0,TB4,I,<=0.25,232,1.0,0.0
1.0,TB4,I,"(0.25,0.5]",780,0.9653846153846154,0.0346153846153846
1.0,TB4,I,"(0.5,1]",715,0.8377622377622378,0.1622377622377622
1.0,TB4,I,"(1,2]",381,0.8267716535433071,0.17322834645669294
1.0,TB4,I,>2,86,0.45348837209302323,0.5465116279069768
1.0,TB4,M,<=0.25,146,0.9315068493150684,0.06849315068493156
1.0,TB4,M,"(0.25,0.5]",459,0.934640522875817,0.065359477124183
