risk_ATR,wf,pair,numerator,denominator,dROC_lo,dROC_hi,dROC_point,dPR_lo,dPR_hi,dBrier_lo,dBrier_hi,dBottom20gain_lo,dBottom20gain_hi
0.25,WF1,G1_vs_M0,M_G1,M0,0.16100291653769291,0.21111605036584222,0.18723831097969082,0.23018700721279928,0.29656783921889024,-0.057697254618914666,-0.04481257434620372,0.08954736970287384,0.15860258722605436
0.25,WF1,G2_vs_M0,M_G2,M0,0.00035821785664600373,0.0037679020887082327,0.0022155261553508544,-0.0004612898473900672,0.004720203355397302,-0.0007420334586968293,-0.00030202435893853663,-0.0045942719089521215,0.006828893257275181
0.25,WF1,G3_vs_M0,M_G3,M0,0.09585577000184904,0.12952129124487244,0.11263911559722813,0.11394466451130743,0.16424364143764097,-0.027198455608070903,-0.01987922251987251,0.0748495744249653,0.12276661203403016
0.25,WF1,G4_vs_M0,M_G4,M0,0.08886018138896816,0.13564540323995197,0.11286992754991798,0.11595401937695159,0.18469893037721263,-0.025547839033051432,-0.010648982772462763,0.04746129560399124,0.11652265619178696
0.25,WF1,G5_vs_M0,M_G5,M0,0.02744311622182411,0.0437673829729252,0.03560400406340462,0.028209838170535264,0.06701969699716655,-0.006556942885416328,-0.0028218419273060473,0.0028096387950010573,0.02204515548262543
0.25,WF1,OB_vs_M0,M_ob,M0,-0.012570724989126246,0.0017147453596271678,-0.0057247960520923034,-0.010047479091703804,0.005604764787507365,0.001167676470999602,0.0030247433395658293,-0.027309851336449302,-0.001933101338069196
0.25,WF1,field_vs_simple,M_field,M_simple,-0.03565794598357224,-0.017907719854428322,-0.0267412499185476,-0.0668025048568986,-0.03415540777288191,0.012325432869408199,0.020993901541625764,-0.020944671531375796,0.01346722358793979
0.25,WF1,B2full_vs_field,M_B2_full,M_field,-0.000921256078724425,0.001246657102717846,0.00013024633311239375,-8.912834111980126e-05,0.0024817193903598537,-0.0007630387074217995,0.00014272402832324197,-0.006306597325226857,0.004050616254228162
0.25,WF1,B2full_vs_simple,M_B2_full,M_simple,-0.035651717549176815,-0.017931904686654686,-0.026611003585435205,-0.06574507788378675,-0.03291062632144582,0.012015263844756966,0.020717675298668303,-0.020923736947268675,0.011737023929895497
0.25,WF1,full_vs_fullminusob,M_full,M_full_minus_ob,-0.003590226881390504,0.00012031631668974369,-0.001853457757283939,-0.004521459941100389,0.0005194199630362532,-0.0017257270594495271,0.00030752171894112056,-0.009338305075267516,0.006893101414901407
0.25,WF2,G1_vs_M0,M_G1,M0,0.17781987033307775,0.219853591694348,0.19918544420140255,0.25764834910968376,0.3142090568253928,-0.05482164113474131,-0.042694053979596816,0.1095868382747961,0.15977551411269003
0.25,WF2,G2_vs_M0,M_G2,M0,-0.01800126216442156,0.0006969981349083726,-0.008784219422329008,-0.02192635715003424,0.007393063584948273,0.0031540617760204164,0.006145584860667599,-0.018980057605738364,0.009011481649740109
0.25,WF2,G3_vs_M0,M_G3,M0,0.10411702211845039,0.14509001043038136,0.12431684167121587,0.11340354741964394,0.17209631469246628,-0.025977068458484038,-0.017635921132775824,0.06613604463194417,0.1122298293229089
0.25,WF2,G4_vs_M0,M_G4,M0,0.12151960277079327,0.16702150227987017,0.14383571445882046,0.15542930028869262,0.218376008657058,-0.03338242149391486,-0.02190953259233658,0.03534717822112849,0.10988654559124257
0.25,WF2,G5_vs_M0,M_G5,M0,0.02470246114900141,0.04519354596853376,0.03535011471432329,0.017441897764056597,0.06241958764765482,-0.0051891209960640335,-0.000846183272013408,-0.003010495723916141,0.03057239710258389
0.25,WF2,OB_vs_M0,M_ob,M0,-0.01809804786640537,-0.00575874650397548,-0.011618064827522577,-0.019612180722501284,-0.0019385803294727035,0.002269883910907446,0.004346786009590738,-0.02925876863458418,0.0008997008419387112
0.25,WF2,field_vs_simple,M_field,M_simple,-0.02997388102785399,-0.012413195368027485,-0.021352385540472876,-0.06252928774566055,-0.01571104501925908,0.004632794919180963,0.012463047502076689,-0.05793196494362339,-0.01765818522530964
0.25,WF2,B2full_vs_field,M_B2_full,M_field,-0.0005818162403900179,0.0017277712729505089,0.0005650327118397358,-0.0005569764874031102,0.002483228796211343,-0.0007558999808082,0.00010748599106435784,-0.005158024094657787,0.007969617213639223
0.25,WF2,B2full_vs_simple,M_B2_full,M_simple,-0.029256804480755773,-0.01197971578279092,-0.02078735282863314,-0.0615619229818302,-0.014490062143417488,0.004229443842877943,0.011998222615145458,-0.05653061749897582,-0.016717815499157424
0.25,WF2,full_vs_fullminusob,M_full,M_full_minus_ob,-0.0016900305070331495,0.0009686556375984921,-0.0002826047358951451,-0.0022273222845687808,0.00116307577311871,-0.0004563969981700777,0.0006351235593209948,-0.007960028035444818,0.00716930609520767
0.25,WF3,G1_vs_M0,M_G1,M0,0.18325852618111624,0.21417727534060188,0.19912588800539696,0.2746708393371402,0.3172530989176947,-0.05437862268962405,-0.045179031281928135,0.0998501410458564,0.1621216353883132
0.25,WF3,G2_vs_M0,M_G2,M0,-0.0018254051278427078,0.018219485169543533,0.008588311706624321,0.007374144817335546,0.03756854839511824,-0.0022419888218295513,0.00036078371617292846,-0.03407278184709724,0.004002334529108122
0.25,WF3,G3_vs_M0,M_G3,M0,0.11452324699799099,0.1425920170933329,0.12798665633340225,0.14430152399836987,0.17867874782228893,-0.02569971717522386,-0.020287668293425088,0.07069876428547214,0.13098221450882006
0.25,WF3,G4_vs_M0,M_G4,M0,0.14216742752762754,0.17205725034459482,0.1571189876908132,0.18932695041602096,0.23689338784378902,-0.03641818118176007,-0.027059326407336645,0.07802287678873783,0.13848373502800249
0.25,WF3,G5_vs_M0,M_G5,M0,0.024900784901658875,0.042369370520177536,0.03330879600897002,0.04096244117094876,0.08381785501492023,-0.006575109149278963,-0.0025273972269591874,0.0019539969149804785,0.02164332044260124
