risk_ATR,wf,pair,numerator,denominator,dROC_lo,dROC_hi,dROC_point,dPR_lo,dPR_hi,dBrier_lo,dBrier_hi,dBottom20gain_lo,dBottom20gain_hi
0.25,WF3,OB_vs_M0,M_ob,M0,-0.00531349880300126,0.004481299375247962,-0.0003103183064974231,-0.004290755720108705,0.01088866546365106,-0.0005950008294694559,0.0006004140054087759,-0.012980114467954242,0.015476883889993475
0.25,WF3,field_vs_simple,M_field,M_simple,-0.0141619103686417,-0.004739898890653013,-0.009014794563735364,-0.020696313542601267,-0.007324259134166645,0.0022506453223947085,0.005913639489291012,-0.017472805056324717,0.010925931091878258
0.25,WF3,B2full_vs_field,M_B2_full,M_field,-0.0017828658584951335,0.0004411050948657532,-0.0006609124624562039,-0.0007637203976129324,0.002332230117730865,-0.00040470720687757337,0.0003063890288762677,-0.005789937760321208,0.005042786062824556
0.25,WF3,B2full_vs_simple,M_B2_full,M_simple,-0.014696453337440268,-0.005210820311748522,-0.009675707026191567,-0.019788667069745875,-0.007176876887707307,0.0022520828396056557,0.0057870079275651925,-0.019087379007918702,0.010590299144821002
0.25,WF3,full_vs_fullminusob,M_full,M_full_minus_ob,-0.0038871927445276676,-1.2212297809083427e-05,-0.002093835066825594,-0.004019299948935679,0.0014737019407353887,-0.0007608210190662032,0.0007588852767550369,-0.0045733991767955,0.012222115280852335
0.5,WF1,G1_vs_M0,M_G1,M0,0.17410028517424103,0.2108043573281095,0.19246300272628095,0.1721503799665962,0.21389460703746696,-0.05976876875572581,-0.048931932043584946,0.16857768014504385,0.2218214588771789
0.5,WF1,G2_vs_M0,M_G2,M0,0.0004528724891316616,0.002147545274650755,0.0012954828132514362,0.00031322188357946754,0.002500501791371179,-0.0007869154741564438,-0.0004349066664963458,-0.0019145630566307205,0.004896591914461686
0.5,WF1,G3_vs_M0,M_G3,M0,0.10619903456669837,0.13749461727609655,0.12074422734174163,0.10155388789379799,0.13653877525908387,-0.03176004834763911,-0.025049094124263486,0.10637294712760624,0.1501843196824342
0.5,WF1,G4_vs_M0,M_G4,M0,0.10737150618691467,0.14016315380512914,0.12436945393217048,0.10740190872386828,0.14421165226623764,-0.03170527189257686,-0.022349314119962087,0.09442007177130378,0.1512929966498538
0.5,WF1,G5_vs_M0,M_G5,M0,0.0294086410733586,0.044543260222907555,0.037166425524552786,0.03085143688448287,0.057586965444816,-0.007110833598312176,-0.003867703720553119,0.008480195790272094,0.027832422765032953
0.5,WF1,OB_vs_M0,M_ob,M0,-0.012673570926945845,-0.0007408317406399415,-0.006780742200857921,-0.015405517642230434,-0.0016885605634779151,0.0026087967839228997,0.0050350650338761025,-0.026956485772457118,0.0018855263456375516
0.5,WF1,field_vs_simple,M_field,M_simple,-0.029799879478411975,-0.013332582055473276,-0.021626220197243917,-0.028422638813987593,-0.013384891984417356,0.006097995389421166,0.014038898470127976,-0.05270163872184568,-0.004447523129899055
0.5,WF1,B2full_vs_field,M_B2_full,M_field,-0.0005710130239060723,0.0014869318569366403,0.0003955916340690078,-0.00013845310757256977,0.0014384543774023815,-0.000542411976606607,0.0003655430358774122,-0.00450612242925619,0.008661488383128978
0.5,WF1,B2full_vs_simple,M_B2_full,M_simple,-0.029417688361168013,-0.012712304256106428,-0.02123062856317491,-0.028088402563528094,-0.012555037556421957,0.005969112591249954,0.014002386507285945,-0.05129773261815814,-0.0027893203362981548
0.5,WF1,full_vs_fullminusob,M_full,M_full_minus_ob,-0.0055742101437234685,-0.001451238240323344,-0.003501148359291822,-0.004342459781755642,-0.0007259283927035184,0.0005532290554768456,0.002434990672342991,-0.019796897954969576,-0.0019676368150625856
0.5,WF2,G1_vs_M0,M_G1,M0,0.17537937350654795,0.20736550025234882,0.19137750334324496,0.19046828400481228,0.2349921024522231,-0.057997614496914,-0.04890897054803813,0.1597446796798591,0.20867585967281713
0.5,WF2,G2_vs_M0,M_G2,M0,-0.029315824005068256,-0.01214769387378601,-0.021005080465921512,-0.027246020601728604,-0.0026299731641177184,0.004330258528112739,0.007398816934616898,-0.0285361377303867,0.018847679376932904
0.5,WF2,G3_vs_M0,M_G3,M0,0.10869997476775574,0.13653648856351114,0.12264270030352088,0.10707124466200918,0.14853877839198026,-0.03217063031965507,-0.024787383534517673,0.09792542007046351,0.14832282726104126
0.5,WF2,G4_vs_M0,M_G4,M0,0.11755740531103337,0.1500067134394744,0.13319678304612714,0.1296174159957933,0.17475788731360153,-0.03526179125153499,-0.024361127820476874,0.07418084031887998,0.1338344088865245
0.5,WF2,G5_vs_M0,M_G5,M0,0.020837932400190794,0.039977396964706646,0.030133985700470437,0.0259226466474445,0.0633629032382871,-0.005865921866922185,-0.002189043384098845,-0.012129560343141412,0.020689689486484423
0.5,WF2,OB_vs_M0,M_ob,M0,-0.009219735876471166,0.0006607160071356942,-0.004240928136654525,-0.009911168924698597,0.008018850888099014,0.0008118463273500229,0.002535002735442964,-0.02314104268211587,0.0038595978719936554
0.5,WF2,field_vs_simple,M_field,M_simple,-0.029885194702693595,-0.013413025616329205,-0.021457608060858502,-0.024256420856383236,-0.008678832425264266,0.008800849122543957,0.017160965569543316,-0.0675570438451222,-0.025265804149201713
0.5,WF2,B2full_vs_field,M_B2_full,M_field,-0.0015551462799783032,0.00023414569525081187,-0.0006739925407995748,-0.001934129017465916,0.0006059432518206147,-1.3571823916802557e-05,0.000857222426164515,-0.010653072366042788,0.0034924388568589254
0.5,WF2,B2full_vs_simple,M_B2_full,M_simple,-0.030527316808164066,-0.014047940952175963,-0.022131600601658075,-0.025138409772866823,-0.00890115484536586,0.009145037002506958,0.017525186169781316,-0.07134627814688993,-0.02941763371459902
0.5,WF2,full_vs_fullminusob,M_full,M_full_minus_ob,-0.0023996548849448906,-0.0001946995123108614,-0.0012531529808487184,-0.0015680181463329195,0.00027015510418156534,0.0004930244945838859,0.0015471590656191846,-0.010939824700673815,0.0034315997450493
0.5,WF3,G1_vs_M0,M_G1,M0,0.156962925632777,0.18781581834885533,0.17246921350835556,0.17467214341359746,0.21174642371785776,-0.05486237238907455,-0.04591432409686112,0.15902965892314652,0.21998200221217842
0.5,WF3,G2_vs_M0,M_G2,M0,-0.0033002211561875606,0.010420192785097591,0.0033188457294365072,0.004127113265972615,0.020289277769431485,-0.002142908366234577,-2.6773406956377786e-05,-0.045802583925470965,-0.003910730526848311
0.5,WF3,G3_vs_M0,M_G3,M0,0.09506019190622783,0.12456246694379983,0.10958418752005411,0.09492109577482225,0.13205602236422523,-0.03028054050432025,-0.02310427759258288,0.11040884755761311,0.16979475997985571
0.5,WF3,G4_vs_M0,M_G4,M0,0.12102121951284753,0.1497688928802783,0.135364606322695,0.12028701206708395,0.15738973214421884,-0.03909568185914291,-0.03097367061071882,0.12634858495265458,0.18828471060731572
0.5,WF3,G5_vs_M0,M_G5,M0,0.014285712392837447,0.02624926173055071,0.020357128068933264,0.01626521311413194,0.05125467598142094,-0.005453844257484656,-0.0020017161724896655,0.0038246212284921504,0.025711994195169025
0.5,WF3,OB_vs_M0,M_ob,M0,-0.0013031028173978107,0.007739409875334113,0.003198782780541938,-0.005052499645000161,0.012648980824315884,-0.0014956869423699136,-5.532969006429164e-05,-0.00684617378634028,0.022357116901993348
0.5,WF3,field_vs_simple,M_field,M_simple,-0.007464446368816324,-0.000874127406831177,-0.004387970850886106,-0.015838877495802078,-0.003980097665781876,0.0004713387880594874,0.0033567389357589514,-0.016045148429069327,0.012626851731633477
0.5,WF3,B2full_vs_field,M_B2_full,M_field,-0.001325086569719161,0.0003811853394589721,-0.0005057594233105187,-0.000868160860290057,0.0008565483675084028,-0.00019069012594882736,0.0005188623123622419,-0.014309513853407639,0.004552745774220282
0.5,WF3,B2full_vs_simple,M_B2_full,M_simple,-0.00812800882280205,-0.0010541919210567854,-0.004893730274196624,-0.015542868528734469,-0.003840948613103543,0.0005732263514636058,0.0035683854831411598,-0.020221620296278175,0.007554397848145027
0.5,WF3,full_vs_fullminusob,M_full,M_full_minus_ob,-0.0015007712284396235,0.0008266472503184875,-0.0003526334969833476,-0.0012692035250059298,0.0003741493847964459,-0.000319502733692991,0.0007279027011015583,-0.012175535099535995,0.0034132486811025158
0.75,WF1,G1_vs_M0,M_G1,M0,0.17991509565846908,0.20992005666067975,0.195474744361871,0.12442833677215219,0.1546209175894943,-0.04861167301266823,-0.04126216134176006,0.18321774201192406,0.2310915840754706
0.75,WF1,G2_vs_M0,M_G2,M0,8.18788467128545e-05,0.0012914007012794853,0.0007062076923596368,-0.00023412461201439416,0.0011730231181043464,-0.00046261246187827493,-0.00022350304843566653,-0.0027822836667200286,0.007747626282729569
0.75,WF1,G3_vs_M0,M_G3,M0,0.12196808553678522,0.14844936883470347,0.13519274698961203,0.08379956869285132,0.1074077226980766,-0.029431033212688626,-0.02429849272074019,0.11948375617313839,0.16645239190871525
0.75,WF1,G4_vs_M0,M_G4,M0,0.11200134333658028,0.14377643233477264,0.12805799644117408,0.07881811498474356,0.10637689949024669,-0.026349106395298905,-0.01892082612778522,0.10451369880576648,0.15905864011544896
0.75,WF1,G5_vs_M0,M_G5,M0,0.03191017641290117,0.045413324387264524,0.038551080146512214,0.025986627360543836,0.04556927784661466,-0.006000552504767663,-0.0038114655820226362,0.013899737411183236,0.03191529776485927
0.75,WF1,OB_vs_M0,M_ob,M0,-0.010531198552221474,0.0013337576037658191,-0.004363835925312555,-0.012693729198243357,-0.002325488404138152,0.0016093176374606007,0.0032082607619186403,-0.007678256752058834,0.01656687950727687
0.75,WF1,field_vs_simple,M_field,M_simple,-0.03350684763162013,-0.019734864088909777,-0.026408314222773892,-0.02210513055167263,-0.013390746445953863,0.008582850815170575,0.0143302046953364,-0.05433916405934599,-0.01962627618006001
0.75,WF1,B2full_vs_field,M_B2_full,M_field,-0.00039419917200929626,0.0016147019203940152,0.0006063295781619397,0.0001046418190156967,0.0012290774346424475,-0.0004332813193011556,0.0004319233955831162,-0.004600441703650648,0.0076185068992835935
0.75,WF1,B2full_vs_simple,M_B2_full,M_simple,-0.03279540091170244,-0.019094287837851213,-0.02580198464461195,-0.02147188936972049,-0.012652919000619958,0.008493960059798383,0.014399646680144151,-0.05280979189286985,-0.017668410869405727
0.75,WF1,full_vs_fullminusob,M_full,M_full_minus_ob,-0.005006780168659739,-0.0012719181934926283,-0.0031226389742998392,-0.0031145341487219037,-0.0006493893345403707,-0.00015270963837142466,0.0015247109826407122,-0.00400439384861197,0.014798964911743737
0.75,WF2,G1_vs_M0,M_G1,M0,0.16214265218624105,0.19566252781889673,0.17879743601675685,0.1256832488077429,0.1577695023782066,-0.047516367189099636,-0.0389228539723735,0.16279717456155354,0.20676836611500896
0.75,WF2,G2_vs_M0,M_G2,M0,-0.0390212342075698,-0.018988105521596226,-0.02850193600297129,-0.027988640306084035,-0.012723037860236633,0.004052874942816976,0.006777049624769783,-0.03375981994315426,0.004559369021077794
0.75,WF2,G3_vs_M0,M_G3,M0,0.11037573594959718,0.13943619885162545,0.1234730480070659,0.07987255622263542,0.10997504598563716,-0.02953404853588262,-0.022842313633517585,0.09723113355306161,0.13983843070502963
0.75,WF2,G4_vs_M0,M_G4,M0,0.10446134520131628,0.1402452174262359,0.12152777741549659,0.07944381790130484,0.1132524289102785,-0.025345447125110186,-0.014865801972706238,0.0816381432374387,0.1374281903180672
0.75,WF2,G5_vs_M0,M_G5,M0,0.011298205559827057,0.032470376986621925,0.02145778974824502,0.004448083056980534,0.03436396006454978,-0.0036341198302914956,-0.0007033218773974162,-0.012952212420036552,0.010343169389699489
0.75,WF2,OB_vs_M0,M_ob,M0,-0.014105937072218055,-0.0040384068468338145,-0.009106654507937188,-0.013394711668326998,-0.0005722105286219847,0.0011679369882940578,0.0027606445955891405,-0.021359261267983997,0.003136202533159018
0.75,WF2,field_vs_simple,M_field,M_simple,-0.029780007772774838,-0.014249814372351162,-0.02188310173321367,-0.027064846325759985,-0.010023121231782147,0.012810532392681316,0.021660138417518564,-0.06469186485622935,-0.020827558393489747
0.75,WF2,B2full_vs_field,M_B2_full,M_field,-0.000957944893920834,0.0009688978818179118,8.632825018288948e-05,-0.0013871756264778711,0.0009525724091675227,-0.00027797622582620906,0.0006562833555037213,-0.0039085357496052965,0.007753169606638325
0.75,WF2,B2full_vs_simple,M_B2_full,M_simple,-0.0297363236355205,-0.014263716454493187,-0.021796773483030777,-0.027927670262204114,-0.00956988854163559,0.013052780306976599,0.021637206573119683,-0.062242936671235566,-0.02068243138671927
0.75,WF2,full_vs_fullminusob,M_full,M_full_minus_ob,0.00030741410004853087,0.002658387798765627,0.001371168310450254,3.090466674260106e-05,0.002733739286166112,-0.0020760753536831988,-0.0007184409456394737,0.0008660773833126106,0.012442961658763666
0.75,WF3,G1_vs_M0,M_G1,M0,0.14675363548590697,0.18170085304205622,0.16367771069524759,0.11270649873956051,0.14757109673694987,-0.04280383954786528,-0.03304497670506258,0.17282236222326894,0.23812363652139415
0.75,WF3,G2_vs_M0,M_G2,M0,-0.0018351814144728972,0.010394256228821248,0.004242917243013018,0.001602306021003569,0.012457362032608993,-0.0015741641601764618,0.0003630592378382922,-0.02659068548347663,0.01313756645209502
0.75,WF3,G3_vs_M0,M_G3,M0,0.09760354542984627,0.12974882786467987,0.11279158823960059,0.06937374045964441,0.10171902369018086,-0.02703197876040848,-0.02039640356926116,0.11361758059825046,0.1799972361714885
0.75,WF3,G4_vs_M0,M_G4,M0,0.11370713156079161,0.14534443521499035,0.1292918351072854,0.08119026769423737,0.11301887005665452,-0.031741416137558515,-0.023462555599795855,0.13932644686641485,0.2081901059939682
0.75,WF3,G5_vs_M0,M_G5,M0,0.010936860357936723,0.02282946390395303,0.01747613190956563,0.004772669410540375,0.03599816423178314,-0.0035344269303152335,-0.0010042719294904878,0.005014530054557179,0.026758347561553677
0.75,WF3,OB_vs_M0,M_ob,M0,-0.0029981571521936617,0.006248916687781702,0.0015024264967401725,-0.005857902077999238,0.006417945800116542,-0.0005417872240651017,0.0007355607515009977,-0.00033193413123275804,0.03131042965324251
0.75,WF3,field_vs_simple,M_field,M_simple,-0.007091682590903284,-0.001115186833561292,-0.004090833182471581,-0.009465958116394498,-0.0015007943022417806,-2.7155584300592156e-05,0.00206474188391304,-0.029022428212036388,-0.004327110537311605
0.75,WF3,B2full_vs_field,M_B2_full,M_field,-0.0010549168513695445,0.0009878084412248548,-3.08401538254095e-05,-0.0005184730862413695,0.0008904334927591593,-0.000356717180231373,0.000465679754545234,-0.012796113251800944,0.0031957232224119336
0.75,WF3,B2full_vs_simple,M_B2_full,M_simple,-0.007181181333771045,-0.0008054624350230979,-0.0041216733362969896,-0.008947602388640142,-0.001524576321947591,-0.00015120865357059338,0.002212004399775834,-0.03637761989993831,-0.009281843135667853
0.75,WF3,full_vs_fullminusob,M_full,M_full_minus_ob,-0.0008717603356210745,0.0012632339074981837,0.0001213667088653716,-0.0007487814114834179,0.0009181619975806517,-0.00046596411836831713,0.000399952810885171,-0.0039240097670094854,0.00997120832963207
1.0,WF1,G1_vs_M0,M_G1,M0,0.1741944370745612,0.2106335465040226,0.19287302327459266,0.08984571994255924,0.1137331436415556,-0.03830123911974717,-0.030608872952224808,0.15877935589877198,0.2113931185058258
1.0,WF1,G2_vs_M0,M_G2,M0,-0.0015628606211974092,0.005355366754351665,0.0019970941999323828,-7.258110146670101e-05,0.0031146197308634395,-0.001593316944386268,-0.00046739208773105366,-0.012321253215273631,0.005793508133066552
1.0,WF1,G3_vs_M0,M_G3,M0,0.11994843475137086,0.15357324826690075,0.13745832634463148,0.0625803414895824,0.083500403187967,-0.023999456674864708,-0.018590080325982146,0.09996976180468864,0.14653922201053657
1.0,WF1,G4_vs_M0,M_G4,M0,0.10743876360665991,0.14268258920402374,0.12497660694162994,0.05800097276948017,0.07838649224292452,-0.019915619298430488,-0.012784566450674339,0.0874920881068422,0.14892815242748844
1.0,WF1,G5_vs_M0,M_G5,M0,0.02101108741612145,0.039530071469664016,0.03050810673505197,0.01130309768888459,0.029026918800973696,-0.003984185277650463,-0.0018774995824112574,-0.0016016725170926282,0.018458955040915895
1.0,WF1,OB_vs_M0,M_ob,M0,-0.011800650420964825,-0.0023208744963303177,-0.007090708159997126,-0.00722763371273909,-0.0004498672137390417,0.0009945929611624867,0.0021050036046999987,-0.01848562693548498,0.004443997440769279
1.0,WF1,field_vs_simple,M_field,M_simple,-0.0333289751878135,-0.018190006480704828,-0.025680255083635025,-0.017169164938200428,-0.009488751894692839,0.007669735724528903,0.013029892257705886,-0.044248870950998664,-0.01053481803588486
1.0,WF1,B2full_vs_field,M_B2_full,M_field,-0.0008810199333170954,0.0016390158713020014,0.0004454270207618125,6.167816970135689e-05,0.0011690326634668706,-0.00027292112293358787,0.0006738818799946271,-0.01649855482563638,0.0008148343904158132
1.0,WF1,B2full_vs_simple,M_B2_full,M_simple,-0.032994342746687264,-0.01773609134219831,-0.025234828062873214,-0.01638523559246659,-0.008821726841913978,0.007884317787654907,0.013341367832982821,-0.052912177667927676,-0.01860049344822261
1.0,WF1,full_vs_fullminusob,M_full,M_full_minus_ob,-0.001776894550112726,0.0014023986665851029,-0.00020546920971623695,-0.0006453112958564406,0.0007250430204626261,-0.0008269205800134766,0.0005281227757065479,-0.006588712952137859,0.008892242493306795
1.0,WF2,G1_vs_M0,M_G1,M0,0.1722980729071386,0.20559037155872484,0.18871836054276406,0.09514386828388248,0.11962619551076746,-0.03914962048306287,-0.03044251230166527,0.1659411215341533,0.2155763069875528
1.0,WF2,G2_vs_M0,M_G2,M0,-0.04149672222716284,-0.02102242250187005,-0.030479398159795956,-0.026058466324441525,-0.012896778457047696,0.00326955454243592,0.005814242290736569,-0.034428089881277414,0.0006503036440655785
1.0,WF2,G3_vs_M0,M_G3,M0,0.12473006481511917,0.1558970232961857,0.13963428833186795,0.06782247696134314,0.0904163653833863,-0.026386206673529908,-0.019466476479182076,0.10006257251291702,0.14523530435791793
1.0,WF2,G4_vs_M0,M_G4,M0,0.11996759105436479,0.15490242068538326,0.13751195637164101,0.05983303909279894,0.08682038823631034,-0.026443761023335344,-0.016529427248812907,0.1090804417345997,0.1690859174888463
1.0,WF2,G5_vs_M0,M_G5,M0,0.008451463724037326,0.02680935532237564,0.018197275922714817,-0.0072806495267337705,0.016467576311096365,-0.002154320023007879,-3.962013314334495e-05,-0.008876544675096762,0.016163151304214547
1.0,WF2,OB_vs_M0,M_ob,M0,-0.018753000718834047,-0.007311148345630596,-0.012995518567423,-0.013360118837917625,-0.004561466761540616,0.0013743456471627126,0.0025732700681375194,-0.024545918484819525,0.002669634883014492
1.0,WF2,field_vs_simple,M_field,M_simple,-0.025834186550220437,-0.008954975908334795,-0.017215593774312307,-0.0203813277456893,-0.0054999689166510424,0.0073161846303330625,0.014698528593468443,-0.04470969119878563,-0.004568755094914779
1.0,WF2,B2full_vs_field,M_B2_full,M_field,9.155675010711629e-05,0.0030068340759412115,0.0014744300140534623,0.0005321115827219892,0.002771686222645242,-0.001656520678799972,-0.0002902844387257903,-0.006566852065233777,0.008167923295800508
1.0,WF2,B2full_vs_simple,M_B2_full,M_simple,-0.02425341171968551,-0.007543431964367632,-0.015741163760258848,-0.018604764634941165,-0.0043928853869544485,0.006483313036721943,0.013765007187513452,-0.04295149935264941,-0.0029513667328047027
1.0,WF2,full_vs_fullminusob,M_full,M_full_minus_ob,-0.004211653276440968,-0.0010381795180102822,-0.002552116651307107,-0.0027139181801406147,-0.0006244039336208711,0.0011110303559341722,0.0024447843458648743,-0.0100267921860265,0.007540742040521721
1.0,WF3,G1_vs_M0,M_G1,M0,0.14803592110589994,0.18657481531769035,0.16829816336142756,0.0821073139252157,0.11067468368143701,-0.037641210381989705,-0.028607251695878386,0.17842929578651895,0.24242853975165293
1.0,WF3,G2_vs_M0,M_G2,M0,-0.004806059140929624,0.010659052681689304,0.003424010734200266,-0.0011632191986517936,0.008076638298227764,-0.0013219258815350605,0.00037474248782225125,-0.03257224400366444,0.011456621072792958
1.0,WF3,G3_vs_M0,M_G3,M0,0.10034569398175856,0.1371506127457068,0.11923208197412805,0.053755764054975036,0.07660272228872002,-0.02448689478511913,-0.017887260229887153,0.11703325573661458,0.1748102766190715
1.0,WF3,G4_vs_M0,M_G4,M0,0.11383404291298244,0.15175846629944126,0.13298107208122498,0.057919174436033685,0.08529132460433742,-0.028280881043205586,-0.02082525719053103,0.1450962156664678,0.20650620784365015
1.0,WF3,G5_vs_M0,M_G5,M0,0.010186715054701558,0.02100136238055561,0.015692968099477494,-0.0005245660042340835,0.019531866213775697,-0.0025877467127823984,-0.0010950738068943682,0.005736849118422771,0.022551726191932228
1.0,WF3,OB_vs_M0,M_ob,M0,-0.003518528182869254,0.007477243167519982,0.0020966458374562596,-0.008225423362023832,0.0030023783961122424,-0.0006967840452914923,0.0004854072994334771,-0.0035694949277438213,0.024602280555307873
1.0,WF3,field_vs_simple,M_field,M_simple,-0.007446566536638758,0.0009721607524375087,-0.003373847896022581,-0.0050517707840625975,-0.00015662976671642858,-0.000692216124020089,0.0016245600671809873,-0.018253300470607737,0.005434815984248525
1.0,WF3,B2full_vs_field,M_B2_full,M_field,-0.0012088067647725992,0.0015279228045549543,0.00018621269759155546,-0.00027860309887196567,0.0009233618542089122,-0.00036210064807240674,0.0006230656849722697,-0.015299678517562428,0.00321968330679917
1.0,WF3,B2full_vs_simple,M_B2_full,M_simple,-0.00763960374767931,0.0015151891936505,-0.003187635198431026,-0.004699140604823648,0.000252602957732974,-0.0007108237265302713,0.0020506871436211673,-0.024521997160359247,0.0013810315586266111
1.0,WF3,full_vs_fullminusob,M_full,M_full_minus_ob,-0.004134308166072553,-0.0003803757695377646,-0.002231673176059605,-0.0019938350033602585,-3.2092156757380314e-05,0.0001491935236680765,0.0014514109177650267,-0.0073532550228283715,0.012323961470669305
1.5,WF1,G1_vs_M0,M_G1,M0,0.17770660565882065,0.21895061811290853,0.19814657240625563,0.04841139674059543,0.06556570418138989,-0.022228964427912123,-0.01658893944309107,0.13161901495220749,0.18094467001753892
