risk_ATR,wf,model,roc_auc_lo,roc_auc_hi,brier_lo,brier_hi,bottom20_gain_lo,bottom20_gain_hi
0.5,WF1,M_G2,0.5276377724782397,0.5517430279083951,0.25959126461512155,0.26600407193044084,-0.002149640695271596,0.04381807951325994
0.5,WF1,M_G3,0.6733523479019033,0.6900210392408531,0.2207054650355862,0.2257585809007798,0.18990898046883328,0.2222856062131568
0.5,WF1,M_G4,0.5652555178637656,0.5877872609303165,0.24319259450347008,0.2462709342022187,0.06743730855024994,0.103766747156818
0.5,WF1,M_G5,0.6046356315463626,0.6226188879551223,0.2375717900199233,0.24121911232681797,0.09604720388293328,0.13111613322973767
0.5,WF1,M_simple,0.6926025484040731,0.7141621764765366,0.21604201873943737,0.22411012036220676,0.20793914305649763,0.2457882346922883
0.5,WF1,M_field,0.6926025484040731,0.7141621764765366,0.21604201873943737,0.22411012036220676,0.20793914305649763,0.2457882346922883
0.5,WF1,M_B2_full,0.6934824527545076,0.7142928671764887,0.21575246358536856,0.2235242733820676,0.21122091300018575,0.24909073315356423
0.5,WF1,M_ob,0.5570812183422532,0.5794305849920186,0.2460485500247537,0.24880370590749068,0.05380683507919708,0.09166568226070261
0.5,WF1,M_full,0.6761442650708162,0.6965251621085502,0.22594848433785203,0.23469393342546827,0.1807085412786228,0.21249367456381366
0.5,WF1,M_full_minus_ob,0.6777036280654762,0.6978797079090789,0.22535466507098262,0.2342651467304258,0.18094577730793604,0.2128521021835182
