risk_ATR,wf,model,roc_auc_lo,roc_auc_hi,brier_lo,brier_hi,bottom20_gain_lo,bottom20_gain_hi
0.25,WF3,M_field,0.6425093808876616,0.6675401390475162,0.19272950940345382,0.20027012898897562,0.1303991051250669,0.16004808495711903
0.25,WF3,M_B2_full,0.6393326176416908,0.6624387132877992,0.19393180604616977,0.20210015736106238,0.12370389519310934,0.15404379423849252
0.25,WF3,M_ob,0.5172136300992454,0.5434532814261157,0.20515533032734742,0.21290214451511746,0.02634500913524354,0.06462773123546964
0.25,WF3,M_full,0.6179854814241703,0.641170585390274,0.20160500688560223,0.20996901938077922,0.10589277013154863,0.1350515649917803
0.25,WF3,M_full_minus_ob,0.6190694066819117,0.6419533339120589,0.20168046499590325,0.21012197160360274,0.1087652796853493,0.13572616371746982
0.25,WF3,M_B2mG1,0.6072816884396209,0.6315063399889987,0.19931077051749138,0.20795281660877674,0.10296631022140572,0.13341147676840048
0.25,WF3,M_B2mG2,0.6586928454630696,0.6807274601169098,0.1899619019939026,0.19772502565640343,0.13986701606518168,0.17113830012774764
0.25,WF3,M_B2mG3,0.6397081376877878,0.6634832972981282,0.19376320722977272,0.20212037089836749,0.1252453394992826,0.15411671454115214
0.25,WF3,M_B2mG4,0.6393326176416908,0.6624387132877992,0.19393180604616977,0.20210015736106238,0.12370389519310934,0.15404379423849252
0.25,WF3,M_B2mG5,0.6423181876961008,0.6665908616359791,0.1927233103131438,0.20019989332318566,0.128622895681015,0.15890307426147207
0.5,WF1,M0,0.5652555178637656,0.5877872609303165,0.24319259450347008,0.2462709342022187,0.06743730855024994,0.103766747156818
0.5,WF1,M_G1,0.7225650286943638,0.7421141904479929,0.20387235943081058,0.21101894786960543,0.25288572548536786,0.28693915693998984
