risk_ATR,model,roc_auc,pr_auc,brier,logloss,top20_delivery_rate,bottom20_delivery_rate,bottom20_avoidance_gain
0.5,M_G3,0.6843936595267867,0.6953122527140015,0.22349526116458218,0.6379810868125636,0.7620519376666915,0.3099202872849593,0.21803601091555488
0.5,M_G4,0.5731096570693682,0.5847819530443515,0.24562991733610506,0.6846410571000462,0.6002417942230168,0.43198748559986755,0.09596881260064659
0.5,M_G5,0.606716206909976,0.6230484492660989,0.24125257174191836,0.6758281257086174,0.6752356336437373,0.4141194351288187,0.11383686307169544
0.5,M_field,0.7156567428775977,0.7382034451272667,0.21565303313629905,0.6215616199448765,0.8007460305135364,0.2776379286220705,0.25031836957844367
0.5,M_full,0.6964363234583028,0.7161648011061436,0.22629164857739967,0.653103068684837,0.7773253483550183,0.3002378454382038,0.22771845276231037
0.5,M_full_minus_ob,0.697702469316511,0.7176174855141912,0.22566171897580004,0.6513208293702205,0.7780825658644899,0.3005867521369819,0.22736954606353224
0.5,M_ob,0.5707590314965646,0.583038315221465,0.2469031946233146,0.6872143813831634,0.6057424527471499,0.435512306990778,0.09244399120973619
0.5,M_simple,0.7156567428775977,0.7382034451272667,0.21565303313629905,0.6215616199448765,0.8007460305135364,0.2776379286220705,0.25031836957844367
0.75,M0,0.5991707655700613,0.7344054121748144,0.21714211738458059,0.6253557681820227,0.7607890980932099,0.5455015385748078,0.11802673906015371
0.75,M_B2_full,0.7509502234084988,0.8567964180717933,0.1865575179664081,0.5505450330840824,0.9232784835326093,0.3766025389916021,0.2869257386433594
0.75,M_B2mG1,0.7118155314095075,0.8167919252698367,0.1967760087880243,0.5803058647483025,0.8691320226305742,0.40848604808354727,0.2550422295514142
0.75,M_B2mG2,0.7679892305819843,0.868754308793747,0.17941059227665254,0.5312296721657498,0.9344944104564519,0.35283886867104325,0.3106894089639182
0.75,M_B2mG3,0.7503472507428987,0.8561662097005018,0.1867570279952703,0.5512305401901019,0.9227742362449161,0.3772312110093776,0.2862970666255839
0.75,M_B2mG4,0.7509502234084988,0.8567964180717933,0.1865575179664081,0.5505450330840824,0.9232784835326093,0.3766025389916021,0.2869257386433594
0.75,M_B2mG5,0.7512995987333922,0.8571516337709153,0.1865094554378228,0.5504705752659459,0.9230184796768315,0.37761518818736023,0.28591308944760124
0.75,M_G1,0.7690901270222795,0.8702411152122975,0.1791922793827574,0.5305241759284581,0.938678360141563,0.35320095460691875,0.3103273230280427
0.75,M_G2,0.5670742995134103,0.7144259493492565,0.22672215102665372,0.6480061336787654,0.7427927948257848,0.5941616041531552,0.06936667348180621
0.75,M_G3,0.7211904364909912,0.8273996525250421,0.19310620575072354,0.5680594510198527,0.895888914451214,0.41324253498883173,0.2502857426461298
0.75,M_G4,0.5991707655700613,0.7344054121748144,0.21714211738458059,0.6253557681820227,0.7607890980932099,0.5455015385748078,0.11802673906015371
0.75,M_G5,0.6288871334100251,0.7606884538380129,0.21327534665944584,0.6164201389683087,0.8105644893550754,0.5340937780054102,0.12943449962955123
0.75,M_field,0.7514405678044581,0.8572084243165013,0.1863988197645968,0.5501518156711042,0.9247600797456523,0.37874974896209435,0.2847785286728672
0.75,M_full,0.7341513866545237,0.8424312536501622,0.1960485375478538,0.5811118340935396,0.9082799996189835,0.40434903288140633,0.25917924475355514
0.75,M_full_minus_ob,0.7347472059072445,0.8429353530647457,0.19569151281833042,0.5801089010292412,0.907141153602247,0.4039485799035783,0.2595796977313831
0.75,M_ob,0.5957443957623916,0.7296779038972859,0.2183594721562414,0.6281087025917884,0.7555818902626347,0.5445365256137852,0.11899175202117625
0.75,M_simple,0.7514405678044581,0.8572084243165013,0.1863988197645968,0.5501518156711042,0.9247600797456523,0.37874974896209435,0.2847785286728672
1.0,M0,0.6120682658478712,0.8154299227636849,0.18442442796040182,0.5535114160411058,0.8405314961439908,0.631355251792803,0.11299993244027325
1.0,M_B2_full,0.7760247506819306,0.9108907087292318,0.15787167680782532,0.4768186677865127,0.968844515687835,0.46753595920338004,0.2768192250296962
1.0,M_B2mG1,0.7372239650414859,0.8835633662648023,0.16552566503776375,0.5036127144245554,0.9310234471135642,0.4942304115926181,0.2501247726404581
1.0,M_B2mG2,0.792688480920713,0.9194859827196106,0.1515139798120965,0.4585845909337318,0.9787880819373175,0.4370653306683474,0.3072898535647288
1.0,M_B2mG3,0.7754643425922748,0.9103257805761095,0.15785327663522578,0.4771399615423872,0.9705699323339866,0.46588700177365433,0.2784681824594219
1.0,M_B2mG4,0.7760247506819306,0.9108907087292318,0.15787167680782532,0.4768186677865127,0.968844515687835,0.46753595920338004,0.2768192250296962
1.0,M_B2mG5,0.7775027375025158,0.9116563764927429,0.15740079279964422,0.4754392924990303,0.9708384468126408,0.4650426453375483,0.27931253889552793
1.0,M_G1,0.7934188581244267,0.9200624086803882,0.15135782471826645,0.4583083170579371,0.9811123849426707,0.43532553382433675,0.3090296504087394
1.0,M_G2,0.5793935568780603,0.7971613580264599,0.19219530120840425,0.5737016115187189,0.8209778785073069,0.6784434069551898,0.0659117772778864
1.0,M_G3,0.7454070146861858,0.8904898494245933,0.1629855434780724,0.4938085751610215,0.9498032151350732,0.4971402720245406,0.24721491220853564
1.0,M_G4,0.6120682658478712,0.8154299227636849,0.18442442796040182,0.5535114160411058,0.8405314961439908,0.631355251792803,0.11299993244027325
1.0,M_G5,0.6413000975602442,0.8322747315287294,0.18133570904431084,0.5447628578995111,0.8783918061668986,0.6218337059340219,0.1225214782990544
1.0,M_field,0.7761702725545131,0.9106473456590715,0.15766707761006618,0.47666878497605575,0.9699755582831476,0.4643882225593136,0.2799669616737626
1.0,M_full,0.7626584220645095,0.9021562866897325,0.1640757080968168,0.49871289877745734,0.9594139425898133,0.47705496045899703,0.2673002237740792
1.0,M_full_minus_ob,0.7643815632004638,0.9030093095208148,0.1631710934770871,0.4961629373563503,0.9598695144375542,0.47590157521369975,0.2684536090193765
1.0,M_ob,0.6069621454214019,0.8100264694985105,0.18553253532860206,0.5564806709127743,0.8334970166535269,0.6314044805350493,0.11295070369802702
1.0,M_simple,0.7761702725545131,0.9106473456590715,0.15766707761006618,0.47666878497605575,0.9699755582831476,0.4643882225593136,0.2799669616737626
1.5,M0,0.6369872300960264,0.9007157288341382,0.12562729130317216,0.41340465520460873,0.9229673848056589,0.7467782143666485,0.09959068023489381
1.5,M_B2_full,0.8023947658044216,0.957210858342477,0.1101256546356298,0.3517971528984835,0.9930090647098723,0.6108912218675365,0.2354776727340058
1.5,M_B2mG1,0.7718581430007454,0.9456920058248919,0.11309127307289296,0.36739171154431854,0.9757889446253426,0.6297227239260114,0.21664617067553096
1.5,M_B2mG2,0.8177990904565905,0.9612282400053077,0.10609871575930913,0.33836555552468717,0.996306919708195,0.5879260217223529,0.25844287287918954
1.5,M_B2mG3,0.8009443527555353,0.956487929400244,0.10994772559636583,0.35227494870890547,0.9931021248980874,0.607520423107366,0.2388484714941764
1.5,M_B2mG4,0.8023947658044216,0.957210858342477,0.1101256546356298,0.3517971528984835,0.9930090647098723,0.6108912218675365,0.2354776727340058
1.5,M_B2mG5,0.8038236611375477,0.957539742126896,0.10987989809358907,0.35083340717915995,0.9933420803631569,0.6082014710527445,0.23816742354879802
1.5,M_G1,0.819127960941648,0.9615393464902325,0.10583648594115265,0.3381649091203956,0.9974943758540684,0.5868665710719552,0.25950232352958724
1.5,M_G2,0.6011832097165749,0.8917759920247977,0.13007227135264876,0.4282331656709741,0.921477990620879,0.7946002786686517,0.05176861593289073
1.5,M_G3,0.7806634105527995,0.948429921046,0.1114579263825028,0.3602452408949155,0.9839127311852803,0.6284241731433244,0.21794472145821797
1.5,M_G4,0.6369872300960264,0.9007157288341382,0.12562729130317216,0.41340465520460873,0.9229673848056589,0.7467782143666485,0.09959068023489381
1.5,M_G5,0.6605609071982118,0.910682351755581,0.12431517453028397,0.4075967704906082,0.9437906625258248,0.7415845718702329,0.10478432273130962
1.5,M_field,0.8021597254251841,0.9567780620832226,0.10982213364126152,0.35161556759198587,0.9934419416693241,0.6076245097944072,0.23874438480713514
1.5,M_full,0.7820781554428224,0.9497131581199514,0.1171759613026238,0.37891662160267287,0.986928821707349,0.6274107623346722,0.21895813226687022
1.5,M_full_minus_ob,0.7838773882676632,0.9503449488130559,0.11657852839593756,0.3765105017493464,0.9867242290986601,0.6264178092913181,0.2199510853102243
1.5,M_ob,0.6285913089964356,0.896026370349223,0.12623704131990268,0.4164076690019511,0.9144122457581211,0.751718126189028,0.09465076841251441
1.5,M_simple,0.8021597254251841,0.9567780620832226,0.10982213364126152,0.35161556759198587,0.9934419416693241,0.6076245097944072,0.23874438480713514
2.0,M0,0.6507729729644044,0.9386453839048183,0.08667503759969529,0.3103848501038885,0.9565566769773236,0.8210712050703268,0.07997849501536296
2.0,M_B2_full,0.8268517826777645,0.9769769382366044,0.07715062781407106,0.2605346311029542,0.9972872047834578,0.7116966571711063,0.18935304291458355
2.0,M_B2mG1,0.8034140769011279,0.9709539041145422,0.07831623245889173,0.2696621527510468,0.9901066336623215,0.7264374967990458,0.1746122032866441
2.0,M_B2mG2,0.8430748921446686,0.9796150819146234,0.07429641794403923,0.2489417725754067,0.9986014397798181,0.68834936745747,0.21270033262821988
2.0,M_B2mG3,0.8238156027847255,0.9762571794233298,0.07703643061896398,0.26123385445092473,0.9964029133214799,0.7105023373213087,0.19054736276438108
2.0,M_B2mG4,0.8268517826777645,0.9769769382366044,0.07715062781407106,0.2605346311029542,0.9972872047834578,0.7116966571711063,0.18935304291458355
2.0,M_B2mG5,0.8273712694100418,0.9771034758131073,0.07706333343623638,0.26006960300118565,0.9977029014664552,0.7118613773398953,0.18918832274579453
2.0,M_G1,0.8419857926241684,0.9794587795277755,0.07425052148067526,0.249488954442921,0.9992227286501328,0.6887744464451848,0.212275253640505
2.0,M_G2,0.6202268922295099,0.9345841083774489,0.08905689447880272,0.32136108379994693,0.9507350234276735,0.8503417748022102,0.050707925283479595
2.0,M_G3,0.8116194624274647,0.9730209279694014,0.0770841499867211,0.26334311647913705,0.9925015970696203,0.7176532899891032,0.1833964100965867
2.0,M_G4,0.6507729729644044,0.9386453839048183,0.08667503759969529,0.3103848501038885,0.9565566769773236,0.8210712050703268,0.07997849501536296
2.0,M_G5,0.6766895676692538,0.9469534912801398,0.08595151752572383,0.3057494465980905,0.9690508940116377,0.8163546053897958,0.08469509469589405
2.0,M_field,0.8238271386040182,0.9762966525232062,0.07698530803066383,0.2611156020062546,0.9964126478645016,0.7116427649461822,0.1894069351395077
2.0,M_full,0.8109232797209782,0.9738576973363363,0.08088433163261373,0.27676575372727913,0.9957582876722388,0.7205670399126558,0.18048266017303405
2.0,M_full_minus_ob,0.8127043509252392,0.9740783101877906,0.08016499188448385,0.27400155313789426,0.9946976103768522,0.7215907754683686,0.1794589246173213
2.0,M_ob,0.6436594687618058,0.9372430308535353,0.08683436402505251,0.31221228039034915,0.9493653145982522,0.8263922912672502,0.07465740881843956
2.0,M_simple,0.8238271386040182,0.9762966525232062,0.07698530803066383,0.2611156020062546,0.9964126478645016,0.7116427649461822,0.1894069351395077
3.0,M0,0.7011299184978658,0.9780042316483847,0.04158938464091957,0.1722653679318007,0.986472253005823,0.9048880957531912,0.05001764546360402
3.0,M_B2_full,0.8594055875753038,0.9920017032673282,0.03832083302267048,0.14339941695579897,0.9994565248878873,0.8453132183371052,0.10959252287969001
3.0,M_B2mG1,0.8452036583786223,0.9905008969710183,0.03818040762069124,0.1455571340409346,0.9969843297518949,0.847887986587661,0.10701775462913417
3.0,M_B2mG2,0.8818069585269553,0.9934356245252408,0.0364598742520114,0.13405239725405702,0.9999344992467414,0.8328072676025128,0.12209847361428239
3.0,M_B2mG3,0.855234887605023,0.9915817654257425,0.03817909699441153,0.14385641424394832,0.9991559386659135,0.8447882154572509,0.11011752575954421
3.0,M_B2mG4,0.8594055875753038,0.9920017032673282,0.03832083302267048,0.14339941695579897,0.9994565248878873,0.8453132183371052,0.10959252287969001
3.0,M_B2mG5,0.8598146182129257,0.9920241252074944,0.03838202079748917,0.1434367199999114,0.9994565248878873,0.8447739658810228,0.11013177533577238
3.0,M_G1,0.882067590651438,0.9934048000172847,0.036433708490215856,0.13423326212209244,1.0,0.8300691364497877,0.12483660476700742
3.0,M_G2,0.6405329729492397,0.9733801265520995,0.04328367720249974,0.18385567397774963,0.9833920761334006,0.9236946168386311,0.031211124378164052
3.0,M_G3,0.8675433305976804,0.9920344268234672,0.036951422565409835,0.13855225918245653,0.9984626375767202,0.8384755198593759,0.11643022135741925
3.0,M_G4,0.7011299184978658,0.9780042316483847,0.04158938464091957,0.1722653679318007,0.986472253005823,0.9048880957531912,0.05001764546360402
3.0,M_G5,0.7186095707738387,0.9802216579879679,0.041411625470700035,0.1700143314608594,0.9905226853084671,0.9009481935675491,0.05395754764924613
3.0,M_field,0.8558112674007335,0.9916043569509613,0.03828898343115374,0.14398880580553686,0.9990194252724048,0.844324198297449,0.11058154291934615
3.0,M_full,0.8450263953474888,0.9909199778963282,0.04188285092751481,0.15775102957104783,0.9989960857686353,0.8507468991191027,0.10415884209769244
3.0,M_full_minus_ob,0.8447042022951866,0.9908715371641293,0.041683165683565025,0.15709872033877806,0.9990615865218939,0.850151528214479,0.1047542130023162
3.0,M_ob,0.698266558237932,0.9778941765063013,0.04168153727336945,0.17330017143756427,0.987077006215164,0.903600358027187,0.051305383189608166
3.0,M_simple,0.8558112674007335,0.9916043569509613,0.03828898343115374,0.14398880580553686,0.9990194252724048,0.844324198297449,0.11058154291934615
