risk_ATR,wf,model,n_train,n_test,n_delivery,n_no_delivery,base_delivery_rate,test_base_delivery_rate,roc_auc,pr_auc,brier,logloss,top20_delivery_rate,bottom20_delivery_rate,bottom20_avoidance_gain
0.5,WF1,M_G1,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7897206008976058,0.84912977172477,0.18329103608263686,0.5405923031899267,0.925310330317694,0.25710077845571216,0.32892909741216075
0.5,WF1,M_G2,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.5982929416188991,0.6581926418461166,0.23687054360449936,0.6664806241670539,0.6841994529770671,0.45087313275825797,0.13515674310961495
0.5,WF1,M_G3,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7180221651499609,0.774783823445398,0.2089900867032733,0.6050004622494846,0.8445192509993689,0.3252682516305491,0.2607616242373238
0.5,WF1,M_G4,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7215838093595022,0.7831633579795227,0.21022335092746783,0.6134328394733167,0.8556701030927835,0.33115926783084365,0.25487060803702927
0.5,WF1,M_G5,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.634397531530869,0.7017281150861252,0.23197163187754158,0.6558171170982567,0.7538396802019777,0.43530401851462236,0.15072585735325056
0.5,WF1,M_simple,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7893651404202084,0.8488611947281037,0.18375284939831604,0.5418159061513707,0.9240479697033452,0.2615190406059331,0.3245108352619398
0.5,WF1,M_field,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7676852809000458,0.8273689234410602,0.19396291982486605,0.5718667627218194,0.9044813801809384,0.2916053019145803,0.29442457395329263
0.5,WF1,M_B2_full,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7680855288283096,0.8280099100882552,0.1938825498040088,0.5720082791894272,0.9084788554597096,0.28992215442878183,0.2961077214390911
0.5,WF1,M_ob,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.5900387527314215,0.6474947610432902,0.24130219870170944,0.6756323817081575,0.6703134862192299,0.46560067325899435,0.12042920260887857
0.5,WF1,M_full,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7647400635319825,0.8263855139300961,0.19525908786854584,0.5741512516840035,0.9086892488954345,0.29581317062907636,0.29021670523879656
0.5,WF1,M_full_minus_ob,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7682560736607705,0.828940631380089,0.19380524701691662,0.5701794932069202,0.9097412160740584,0.2846623185356617,0.3013675573322112
0.5,WF1,M_B2mG1,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7350093011781161,0.7933134770188601,0.20655180957062547,0.6055262118437678,0.8588260046286555,0.31327582579423524,0.2727540500736377
0.5,WF1,M_B2mG2,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7708457429690344,0.827994946566402,0.19199529568567797,0.5658564587243087,0.8979591836734694,0.2779297285924679,0.308100147275405
0.5,WF1,M_B2mG3,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7686792097901127,0.8282668522339048,0.1934449743758449,0.5703748631871588,0.9042709867452136,0.2903429413002314,0.2956869345676415
0.5,WF1,M_B2mG4,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7898851463355239,0.8491588537105197,0.1836074847098365,0.5413935302797432,0.9280454449821166,0.25646959814853776,0.32956027771933516
0.5,WF1,M_B2mG5,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.7673660065517768,0.8273937095422041,0.1942240750190869,0.5726576359792377,0.9074268882810856,0.2888701872501578,0.29715968861771513
0.5,WF2,M0,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.5929332365393475,0.6209607453399661,0.2413727056836195,0.6765716698590767,0.6608636671942121,0.41939859823649106,0.1369005787554597
0.5,WF2,M_G1,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.78460157446749,0.8336329274412385,0.18788224091786238,0.5510999493923799,0.9165724621297762,0.23513452407867963,0.3211646529132711
0.5,WF2,M_G2,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.5720806030631604,0.60650367995985,0.2472052537654492,0.6889819087845845,0.627854397467782,0.42527696133845805,0.1310222156534927
0.5,WF2,M_G3,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7157674009635082,0.7489461203645243,0.21287308249377182,0.6141349206776937,0.831562288039792,0.297987791092019,0.25831138589993174
0.5,WF2,M_G4,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.726719723916441,0.7739602815966832,0.21154835849797718,0.6139340959410372,0.8408320144698168,0.3169794257291431,0.23931975126280763
0.5,WF2,M_G5,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.6231172253617563,0.665014782190507,0.2373497251100535,0.6692601898672801,0.7271082975356093,0.4182681437938051,0.13803103319814564
0.5,WF2,M_simple,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7847454349542493,0.8334166916764558,0.18782454177262112,0.550971048091506,0.9167985530183134,0.23468234230160526,0.3216168346903455
0.5,WF2,M_field,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7633882500686123,0.8165672197072888,0.2005512087250119,0.5892982359350248,0.9068505539226769,0.2808048835631924,0.27549429342875836
0.5,WF2,M_B2_full,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7626955699022621,0.8159608317000286,0.20098230037374162,0.5907181011232092,0.9054940085914538,0.2848745195568619,0.27142465743508887
0.5,WF2,M_ob,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.5887675082313217,0.6200027278579499,0.24299822059163298,0.679774305725763,0.6522722134297988,0.4300248699977391,0.12627430699421166
0.5,WF2,M_full,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7628788563640565,0.8143335019566624,0.20044397523285964,0.5870512225726736,0.9032330997060819,0.27673524756952295,0.2795639294224278
0.5,WF2,M_full_minus_ob,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7641267104278696,0.8149470913464356,0.19943907324324692,0.5839901392232677,0.9032330997060819,0.27605697490391135,0.2802422020880394
0.5,WF2,M_B2mG1,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7311478184603102,0.7799347785973868,0.21205237229758525,0.6169393328544941,0.8571105584444947,0.3108749717386389,0.24542420525331182
0.5,WF2,M_B2mG2,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7677065541661368,0.818692267196388,0.19715201526863865,0.5764440784310663,0.9070766448112141,0.2724395206873163,0.28385965630463444
0.5,WF2,M_B2mG3,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7634070269066912,0.8162241170742368,0.20052802954910753,0.5893360943902899,0.9043635541487678,0.2810309744517296,0.27526820254022116
0.5,WF2,M_B2mG4,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7846616537217358,0.833232642729319,0.18778987043201634,0.5508269444818931,0.9134071896902555,0.22925616097671264,0.3270430160152381
0.5,WF2,M_B2mG5,43368,22114,49290,38655,0.5604639263175849,0.5562991769919508,0.7631514456831515,0.8167011326515442,0.2006654324527612,0.5895124712657647,0.9066244630341397,0.2819353380058784,0.27436383898607236
0.5,WF3,M0,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.6078598776275955,0.6370793478774279,0.2394964990908383,0.6717784278271629,0.661028266191854,0.4435789005119074,0.1046559746160809
0.5,WF3,M_G1,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.779700625625037,0.8299835402496947,0.18927138595476847,0.5539887666703768,0.9207656354328956,0.25506343200534165,0.29317144312264665
0.5,WF3,M_G2,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.6113690342732672,0.6491121081206466,0.23839721381238008,0.6693750367088843,0.7093256176274204,0.4680614288893835,0.08017344623860478
0.5,WF3,M_G3,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7169220105972012,0.7494999902752328,0.213011090418027,0.6142369349934305,0.824393501001558,0.30692187847763186,0.24131299665035644
0.5,WF3,M_G4,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7425743654890167,0.7751938942547902,0.2046369584862289,0.5984386850416594,0.8588916091698198,0.2860004451368796,0.2622344299911087
0.5,WF3,M_G5,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.6279913072159325,0.6700928344410418,0.23567208369876305,0.6642947747277445,0.7340307144446917,0.4295570888048075,0.11867778632318082
0.5,WF3,M_simple,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7795642157458169,0.8298194188507702,0.18928992104603434,0.5539738172266816,0.9207656354328956,0.25639884264411306,0.29183603248387524
0.5,WF3,M_field,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7751259555893123,0.8198614140972292,0.1913410196823113,0.5613322007184528,0.9169819719563765,0.2584019586022702,0.2898329165257181
0.5,WF3,M_B2_full,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7746271423292558,0.8198052425801292,0.19150798073123532,0.5616551769063587,0.9176496772757623,0.2630758958379702,0.2851589792900181
0.5,WF3,M_ob,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.6110935219250425,0.6415399417762082,0.23874584484916048,0.6702178250547155,0.6823948364121968,0.4360115735588693,0.11222330156911897
0.5,WF3,M_full,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.772429128876389,0.8186843676009927,0.19236392248234013,0.5637793321416136,0.9156465613176051,0.27665257066547966,0.27158230446250864
0.5,WF3,M_full_minus_ob,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7727598653208999,0.8191671014172899,0.19213506102818792,0.5629687950660446,0.917427108835967,0.27153349655018916,0.27670137857779914
0.5,WF3,M_B2mG1,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7435326433902082,0.7798614490681487,0.20374924796871233,0.5947032389107603,0.8539951034943245,0.2857778766970844,0.2624569984309039
0.5,WF3,M_B2mG2,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7745448162965616,0.8196208247902736,0.1915268965365463,0.5616005973430602,0.9172045403961718,0.2597373692410416,0.28849750588694667
0.5,WF3,M_B2mG3,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7750500029526467,0.8201408819724836,0.1913487497604565,0.5611152806743126,0.9189850879145337,0.2584019586022702,0.2898329165257181
0.5,WF3,M_B2mG4,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7789599193807412,0.8293716491601111,0.1894930297620767,0.5544528159385484,0.9249944357890051,0.25506343200534165,0.29317144312264665
0.5,WF3,M_B2mG5,65482,22463,49290,38655,0.5604639263175849,0.5482348751279883,0.7746217891566969,0.819514522286173,0.19152592827958287,0.5619539627148417,0.9163142666369909,0.26040507456042733,0.28782980056756097
0.75,WF1,M0,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.6103961266024808,0.769832737940626,0.20466610802378055,0.5982505755463109,0.8038267875125881,0.5736153071500504,0.12596173212487405
0.75,WF1,M_G1,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.8054773725820584,0.9085024758199853,0.159650981757113,0.47870294724843593,0.9713997985901309,0.3657603222557905,0.3338167170191339
0.75,WF1,M_G2,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.6111157241883505,0.7701918716534182,0.20432380233878472,0.5974511153501403,0.8040281973816717,0.571802618328298,0.1277744209466264
0.75,WF1,M_G3,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7453768743589078,0.8651780362737139,0.1778154551423783,0.5306920930014645,0.9323262839879154,0.42920443101711986,0.27037260825780457
0.75,WF1,M_G4,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7384006817132198,0.8621549383162003,0.1818520489470135,0.5472092160713619,0.9164149043303121,0.43867069486404836,0.26090634441087607
0.75,WF1,M_G5,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.648804406961088,0.8054372416827803,0.1998097156595986,0.5855587594868528,0.8507552870090634,0.5502517623363545,0.1493252769385699
0.75,WF1,M_simple,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.8046515506895813,0.908103387912877,0.16015315620640883,0.48033791720312263,0.9713997985901309,0.3657603222557905,0.3338167170191339
0.75,WF1,M_field,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7784607486884616,0.8905406563775151,0.17133221962679088,0.5128116846137831,0.9566968781470292,0.40483383685800606,0.29474320241691837
0.75,WF1,M_B2_full,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7791186429884785,0.8912607516325128,0.17129914334644533,0.5125188114516475,0.9583081570996979,0.4038267875125881,0.2957502517623363
0.75,WF1,M_ob,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.6059480585569124,0.7620007616917417,0.20704530175946326,0.6037191693378846,0.7865055387713998,0.5675730110775428,0.13200402819738166
0.75,WF1,M_full,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7769258061068742,0.8899906695329436,0.17129941376642568,0.5124291082912779,0.9556898288016112,0.39959718026183283,0.2999798590130916
0.75,WF1,M_full_minus_ob,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7801061580635903,0.8918777021237949,0.17058419666681812,0.5105994434871589,0.9579053373615307,0.4038267875125881,0.2957502517623363
0.75,WF1,M_B2mG1,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7530163811878293,0.8710529945880552,0.17826046219222072,0.5369277396686322,0.9264853977844915,0.4108761329305136,0.2887009063444108
0.75,WF1,M_B2mG2,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7800278515599914,0.891165487779799,0.17036686831082457,0.5102962295626841,0.9544813695871097,0.39899295065458207,0.30058408862034236
0.75,WF1,M_B2mG3,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.779251735092229,0.8909778890114461,0.1708276776894211,0.5112458296189881,0.95730110775428,0.40463242698892243,0.294944612286002
0.75,WF1,M_B2mG4,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.805441734147687,0.9084927573947581,0.1598820617376878,0.47956270154061387,0.9730110775427996,0.36817724068479357,0.33139979859013086
0.75,WF1,M_B2mG5,20379,24825,61947,29465,0.6776681398503479,0.6995770392749244,0.7788539758850402,0.8912005235118232,0.17142845691947323,0.5127652402083963,0.9587109768378651,0.4030211480362538,0.29655589123867065
0.75,WF2,M0,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.6123476250498238,0.7502706536593219,0.21379309070886768,0.6185096147479898,0.7860718171926007,0.5292709466811751,0.14509907551493406
0.75,WF2,M_G1,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.7912416410118931,0.8906368022121023,0.17077864236389964,0.5075833320734954,0.9640914036996736,0.3442872687704026,0.3300827534257066
0.75,WF2,M_G2,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.5840228617090181,0.7307200812652777,0.21913511535482857,0.6318693952263382,0.744069640914037,0.5423286180631121,0.13204140413299714
0.75,WF2,M_G3,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.7356923347236983,0.843880881027823,0.18761788218224604,0.5542586585095864,0.9179542981501633,0.4102285092491839,0.2641415129469253
0.75,WF2,M_G4,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.7336547457902408,0.8455576324481023,0.19358317135246814,0.5733281448638785,0.9051142546245919,0.4193688792165397,0.2550011429795695
0.75,WF2,M_G5,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.63368112727295,0.7681357455709179,0.21171366454051943,0.6159053670698091,0.8195865070729054,0.529923830250272,0.1444461919458372
0.75,WF2,M_simple,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.7908728867966566,0.8901284227647863,0.17073577420748687,0.507659873916333,0.9632208922742111,0.34515778019586507,0.3292122420002441
0.75,WF2,M_field,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.7685455267968498,0.8719693249994406,0.1878382410224188,0.5592553106775485,0.9464635473340588,0.38650707290533187,0.2878629492907773
0.75,WF2,M_B2_full,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.7686143506812823,0.8716969638343315,0.1880132487690602,0.5596951466291658,0.9475516866158868,0.3854189336235038,0.2889510885726054
0.75,WF2,M_ob,45204,22977,61947,29465,0.6776681398503479,0.6743700221961092,0.6031142484244644,0.7428162555880438,0.21574878483380655,0.6233917815139915,0.7697497279651796,0.5388465723612622,0.135523449834847
