risk_ATR,wf,model,n_train,n_test,n_delivery,n_no_delivery,base_delivery_rate,test_base_delivery_rate,roc_auc,pr_auc,brier,logloss,top20_delivery_rate,bottom20_delivery_rate,bottom20_avoidance_gain
0.25,WF1,M0,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.5800068223992799,0.4527759765959262,0.23518044088860132,0.6634113243906385,0.47342995169082125,0.2932367149758454,0.09632850241545893
0.25,WF1,M_G1,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7670302613517312,0.71900026485351,0.18357536723826795,0.5468349429021159,0.7768115942028986,0.1647342995169082,0.22483091787439613
0.25,WF1,M_G2,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.5821403408691217,0.4548099468603798,0.2346673202230566,0.6622691877774727,0.4666666666666667,0.2927536231884058,0.09681159420289853
0.25,WF1,M_G3,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.6924758822424717,0.5936595492493097,0.211641937006642,0.6121767148796153,0.6492753623188405,0.193719806763285,0.19584541062801933
0.25,WF1,M_G4,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.6925815627952009,0.6052326572912063,0.21707079094749573,0.6360288013324894,0.658695652173913,0.21014492753623187,0.17942028985507247
0.25,WF1,M_G5,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.6155667410007688,0.5019565029887361,0.23041186979228268,0.6533944462498903,0.5403381642512077,0.27946859903381643,0.11009661835748791
0.25,WF1,M_simple,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7671009260515433,0.7187455774405972,0.1837771928059737,0.5474507255779602,0.7772946859903381,0.16521739130434782,0.22434782608695653
0.25,WF1,M_field,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7401353825929443,0.668651912199564,0.20038333217720358,0.5954165845691873,0.7451690821256038,0.16932367149758454,0.2202415458937198
0.25,WF1,M_B2_full,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7402634043982423,0.6698601758183858,0.20006014214418144,0.5945381476678786,0.7466183574879227,0.16980676328502414,0.2197584541062802
0.25,WF1,M_ob,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.5739661461473768,0.45012751026516085,0.23731200123907462,0.6684595376328931,0.46594202898550724,0.3070048309178744,0.08256038647342995
0.25,WF1,M_full,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7389376598481536,0.6685052680819177,0.2019132847407804,0.59758774217056,0.7456521739130435,0.16956521739130434,0.22
0.25,WF1,M_full_minus_ob,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7408282214898727,0.6705257584087583,0.2025449767158647,0.59896713968796,0.744927536231884,0.16908212560386474,0.2204830917874396
0.25,WF1,M_B2mG1,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7021961181394052,0.6138684945613883,0.21619688317859592,0.6331416023189164,0.6608695652173913,0.1958937198067633,0.19367149758454105
0.25,WF1,M_B2mG2,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7389821166345086,0.6665082286619144,0.2013647730676709,0.597701175395728,0.7429951690821256,0.17149758454106281,0.21806763285024153
0.25,WF1,M_B2mG3,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7412118354682012,0.6691214853755023,0.19926775936514554,0.5929007661357503,0.7471014492753624,0.1683574879227053,0.22120772946859904
0.25,WF1,M_B2mG4,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7681628789484692,0.7198069110133543,0.18340185667074277,0.5463624807774158,0.7782608695652173,0.16183574879227053,0.2277294685990338
0.25,WF1,M_B2mG5,17629,20700,28446,49552,0.3647016590168979,0.38956521739130434,0.7398571498446113,0.6689382282541902,0.20048421789954346,0.5958637441524831,0.7454106280193237,0.17053140096618358,0.21903381642512076
0.25,WF2,M0,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.5612938628186803,0.40518592943476806,0.22963150272396352,0.6516536661342123,0.41830231965332654,0.27071119041549835,0.09117317789285284
0.25,WF2,M_G1,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7600712282980518,0.692600720606984,0.18118683758226128,0.5419891773036132,0.7463675758348203,0.13790466479734897,0.22397970351100221
0.25,WF2,M_G2,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.5526557620784702,0.3985474496200283,0.23420710491555932,0.6609764431319659,0.4134590874330869,0.2760642365536579,0.08582013175469327
0.25,WF2,M_G3,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.6854375455489107,0.5491601612173096,0.20769689769686656,0.603400442003441,0.6112668875860311,0.18276828957430538,0.1791160787340458
0.25,WF2,M_G4,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7044669157656841,0.5920814812307499,0.20214901227981438,0.6030537684369639,0.6612286515421871,0.19602345144022432,0.16586091686812687
0.25,WF2,M_G5,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.5964099736501831,0.44627972195538756,0.2266038596237542,0.6459667949792735,0.5006372673974,0.25822074942645934,0.10366361888189185
0.25,WF2,M_simple,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.760329747773512,0.6919915614084634,0.18131124540919244,0.5420624271097026,0.7484068315065001,0.1363752230435891,0.2255091452647621
0.25,WF2,M_field,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.738479609441701,0.6500432638272424,0.18992505054435077,0.5771484717199445,0.7236808564873821,0.1763956156003059,0.1854887527080453
0.25,WF2,M_B2_full,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7390419665476823,0.6510950849387876,0.1895906552900008,0.5759929489688868,0.7282691817486617,0.17206219729798625,0.18982217101036494
0.25,WF2,M_ob,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.5498079955543633,0.3952586967258479,0.232913629240203,0.6584389146152805,0.41141983176140706,0.2849859801172572,0.07689838819109401
0.25,WF2,M_full,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7405135683861991,0.6506599706143021,0.18984400935893708,0.5734806849924429,0.7313280652561815,0.17104256946214633,0.19084179884620486
0.25,WF2,M_full_minus_ob,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7407747274809743,0.6512228219648097,0.18979871335401569,0.5733107321690201,0.7354065765995411,0.17180729033902625,0.19007707796932494
0.25,WF2,M_B2mG1,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7091400775392958,0.5998533353986002,0.20100430886477857,0.6006820650152973,0.6663267907213867,0.1899056844251848,0.1719786838831664
0.25,WF2,M_B2mG2,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7430221072451325,0.6536748021037225,0.18823557020307977,0.569912151529536,0.7285240887076218,0.1674738720367066,0.19441049627164458
0.25,WF2,M_B2mG3,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7391223764435284,0.6499561834787652,0.1897001237698077,0.5760505524503235,0.7262299260769819,0.17333673209278613,0.18854763621556506
0.25,WF2,M_B2mG4,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.760799386140488,0.6921659098202432,0.1810163944974927,0.5413076093856055,0.7484068315065001,0.13357124649502933,0.22831312181332186
0.25,WF2,M_B2mG5,38329,19614,28446,49552,0.3647016590168979,0.3618843683083512,0.7383229319950317,0.6507877178745829,0.18985213666052192,0.577001587740001,0.7264848330359419,0.17461126688758602,0.18727310142076517
0.25,WF3,M0,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.5661267510012447,0.3904672730692334,0.22557601124489637,0.642922147234453,0.4026427324856644,0.27324856644228374,0.07808526551982048
0.25,WF3,M_G1,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7649739234875866,0.6852952977953274,0.1761251704801498,0.5309380158579138,0.74993767140364,0.1426078284717028,0.2087260034904014
0.25,WF3,M_G2,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.5748557566436844,0.41308681988758356,0.22462126143622535,0.6411171705109757,0.4392919471453503,0.287459486412366,0.0638743455497382
0.25,WF3,M_G3,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.6942389193341486,0.5526277670630398,0.20264572180429796,0.5924220542449532,0.6030914983794565,0.1737721266517078,0.17756170531039642
0.25,WF3,M_G4,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7234016595030925,0.6037784146370645,0.19389886860941796,0.5757045626865652,0.6836200448765893,0.1650461231613064,0.1862877088007978
0.25,WF3,M_G5,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.5996383549134426,0.4517162728484288,0.22103719659743765,0.6336441990129141,0.4819247070555971,0.26153079032660187,0.08980304163550235
0.25,WF3,M_simple,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7649660903114587,0.6851875523704153,0.176114190493855,0.5308485790214491,0.74993767140364,0.14335577162802293,0.20797806033408128
0.25,WF3,M_field,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7560968348142655,0.6711046213601726,0.179998954086545,0.5408237771136899,0.7407130391423585,0.14709548740962353,0.2042383445524807
0.25,WF3,M_B2_full,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7555023534766767,0.6719361534162466,0.17993352797774548,0.5409201856507346,0.7444527549239591,0.14684617302418349,0.20448765893792073
0.25,WF3,M_ob,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.5658043034335036,0.39395964431146674,0.22559386200821704,0.6430817099347999,0.40388930441286464,0.27299925205684367,0.07833457990526055
0.25,WF3,M_full,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.750798367566095,0.6675938414396843,0.18149316380530958,0.5449575797138171,0.7364746945898778,0.15407629020194466,0.19725754176015955
0.25,WF3,M_full_minus_ob,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7528276729398916,0.6689107919971347,0.18150816356584676,0.5447962367043468,0.7364746945898778,0.15781600598354525,0.19351782597855896
0.25,WF3,M_B2mG1,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7252801598718519,0.612150591756118,0.19325323463527275,0.5732966806785249,0.6726502119172276,0.17202692595362754,0.17930690600847668
0.25,WF3,M_B2mG2,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.756175930255669,0.6727555109861192,0.17973422868675276,0.5404125091663458,0.7454500124657193,0.1480927449513837,0.20324108701072052
0.25,WF3,M_B2mG3,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7560093607109312,0.6721858970731374,0.1798858454836386,0.5405742729998242,0.7432061829967589,0.14784343056594365,0.20349040139616056
0.25,WF3,M_B2mG4,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7644018779810663,0.685688304538522,0.17602743833399587,0.5307912073684575,0.7474445275492396,0.14335577162802293,0.20797806033408128
0.25,WF3,M_B2mG5,57943,20055,28446,49552,0.3647016590168979,0.3513338319621042,0.7552596232041544,0.6704566437672778,0.18022188524556892,0.5416574135639387,0.743455497382199,0.14909000249314386,0.20224382946896036
0.5,WF1,M0,19603,23765,49290,38655,0.5604639263175849,0.5860298758678729,0.5969747607807113,0.6567110872857359,0.23747921355234589,0.6677363354431674,0.6774668630338734,0.4523458868083316,0.13368398905954132
