event_id,symbol,trigger_time,timeframe,object_type,structure_class,bias,object_price_center,source_index,confirmed_index,age_bars,zone_low,zone_high,canonical_bar_low,canonical_bar_high,canonical_endpoints_swapped,relation,distance_pct
CU:5m:0:-1:33960:34023:1,CU,2026-07-20 21:25:00,4h,active_bull_internal_ob,internal,1,102980.0,1449,1453,16,102840.0,103120.0,102840.0,103120.0,False,below,1.311130251698727
CU:5m:0:-1:33960:34023:1,CU,2026-07-20 21:25:00,4h,active_bull_internal_ob,internal,1,101920.0,1438,1442,27,101640.0,102200.0,101640.0,102200.0,False,below,2.191597282036559
CU:5m:0:-1:33960:34023:1,CU,2026-07-20 21:25:00,4h,EQH,equal,0,105490.0,1322,1333,136,105490.0,105490.0,,,,above,0.9570293808019906
CU:5m:0:-1:33960:34023:1,CU,2026-07-20 21:25:00,4h,EQH,equal,0,103500.0,1428,1437,32,103500.0,103500.0,,,,below,0.9474590869939706
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,current_internal_high,internal,0,104010.0,34154,34159,8,104010.0,104010.0,,,,below,0.4498468606431853
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,current_internal_low,internal,0,103770.0,34160,34165,2,103770.0,103770.0,,,,below,0.6795558958652373
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,current_swing_high,swing,0,104590.0,33960,34010,157,104590.0,104590.0,,,,above,0.1052833078101072
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,current_swing_low,swing,0,103020.0,34068,34118,49,103020.0,103020.0,,,,below,1.3973966309341501
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,active_bear_swing_ob,swing,-1,104545.0,33960,34023,144,104500.0,104590.0,104500.0,104590.0,False,above,0.019142419601837674
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,active_bear_internal_ob,internal,-1,104620.0,33888,33898,269,104560.0,104680.0,104560.0,104680.0,False,above,0.0765696784073507
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,active_bull_internal_ob,internal,1,103805.0,34160,34161,6,103770.0,103840.0,103770.0,103840.0,False,below,0.6125574272588056
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,EQL,equal,0,104510.0,31894,31908,2259,104510.0,104510.0,,,,above,0.02871362940275651
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,5m,EQH,equal,0,104440.0,33771,33780,387,104440.0,104440.0,,,,below,0.03828483920367535
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,current_internal_high,internal,0,104200.0,11380,11385,3,104200.0,104200.0,,,,below,0.2679938744257274
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,current_internal_low,internal,0,103560.0,11381,11386,2,103560.0,103560.0,,,,below,0.880551301684533
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,current_swing_high,swing,0,105140.0,11271,11321,67,105140.0,105140.0,,,,above,0.6316998468606432
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,current_swing_low,swing,0,101640.0,11139,11189,199,101640.0,101640.0,,,,below,2.7182235834609494
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,active_bear_internal_ob,internal,-1,104405.0,11335,11341,47,104310.0,104500.0,104310.0,104500.0,False,overlap,0.0
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,active_bear_internal_ob,internal,-1,104600.0,11296,11307,81,104520.0,104680.0,104520.0,104680.0,False,above,0.03828483920367535
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,active_bear_internal_ob,internal,-1,104855.0,11285,11288,100,104770.0,104940.0,104770.0,104940.0,False,above,0.2775650842266463
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,active_bear_internal_ob,internal,-1,105065.0,10767,10785,603,104960.0,105170.0,104960.0,105170.0,False,above,0.45941807044410415
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,active_bull_internal_ob,internal,1,103720.0,11381,11387,1,103560.0,103880.0,103560.0,103880.0,False,below,0.5742725880551302
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,EQH,equal,0,104940.0,11280,11288,100,104940.0,104940.0,,,,above,0.4402756508422665
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,15m,EQH,equal,0,103810.0,11208,11216,172,103810.0,103810.0,,,,below,0.641271056661562
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,current_internal_high,internal,0,104590.0,3293,3298,14,104590.0,104590.0,,,,above,0.1052833078101072
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,current_internal_low,internal,0,103020.0,3304,3309,3,103020.0,103020.0,,,,below,1.3973966309341501
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,current_swing_high,swing,0,106000.0,3097,3147,165,106000.0,106000.0,,,,above,1.454823889739663
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,current_swing_low,swing,0,100500.0,3154,3204,108,100500.0,100500.0,,,,below,3.809341500765697
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,active_bear_internal_ob,internal,-1,104500.0,3293,3299,13,104410.0,104590.0,104410.0,104590.0,False,overlap,0.0
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,active_bear_internal_ob,internal,-1,104995.0,3133,3137,175,104820.0,105170.0,104820.0,105170.0,False,above,0.32542113323124044
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,active_bear_swing_ob,swing,-1,105840.0,3097,3151,161,105680.0,106000.0,105680.0,106000.0,False,above,1.1485451761102603
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,active_bull_internal_ob,internal,1,101890.0,3241,3250,62,101640.0,102140.0,101640.0,102140.0,False,below,2.239663093415008
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,active_bull_internal_ob,internal,1,101285.0,3166,3171,141,101140.0,101430.0,101140.0,101430.0,False,below,2.919218989280245
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,EQH,equal,0,105490.0,2981,3000,312,105490.0,105490.0,,,,above,0.9666921898928025
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,1h,EQH,equal,0,103420.0,3177,3191,121,103420.0,103420.0,,,,below,1.0145482388973968
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,current_internal_high,internal,0,105140.0,1454,1459,10,105140.0,105140.0,,,,above,0.6316998468606432
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,current_internal_low,internal,0,102840.0,1449,1454,15,102840.0,102840.0,,,,below,1.569678407350689
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,current_swing_high,swing,0,107420.0,1340,1390,79,107420.0,107420.0,,,,above,2.8139356814701375
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,current_swing_low,swing,0,100500.0,1399,1449,20,100500.0,100500.0,,,,below,3.809341500765697
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,active_bear_internal_ob,internal,-1,105310.0,1382,1392,77,104980.0,105640.0,104980.0,105640.0,False,above,0.47856049004594176
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,active_bear_internal_ob,internal,-1,107040.0,1340,1352,117,106660.0,107420.0,106660.0,107420.0,False,above,2.086523736600306
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,active_bull_internal_ob,internal,1,102980.0,1449,1453,16,102840.0,103120.0,102840.0,103120.0,False,below,1.3016845329249618
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,active_bull_internal_ob,internal,1,101920.0,1438,1442,27,101640.0,102200.0,101640.0,102200.0,False,below,2.1822358346094948
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,EQH,equal,0,105490.0,1322,1333,136,105490.0,105490.0,,,,above,0.9666921898928025
CU:5m:0:-1:33960:34023:2,CU,2026-07-20 21:35:00,4h,EQH,equal,0,103500.0,1428,1437,32,103500.0,103500.0,,,,below,0.9379785604900459
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,current_internal_high,internal,0,103820.0,34037,34042,2,103820.0,103820.0,,,,above,0.009632983334938831
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,current_internal_low,internal,0,103660.0,34034,34039,5,103660.0,103660.0,,,,below,0.14449475002408244
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,current_swing_high,swing,0,104590.0,33960,34010,34,104590.0,104590.0,,,,above,0.7513727001252288
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,current_swing_low,swing,0,103940.0,33926,33976,68,103940.0,103940.0,,,,above,0.12522878335420481
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,active_bear_internal_ob,internal,-1,103785.0,34037,34042,2,103750.0,103820.0,103750.0,103820.0,False,overlap,0.0
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,EQH,equal,0,103810.0,33624,33642,402,103810.0,103810.0,,,,overlap,0.0
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,active_bear_internal_ob,internal,-1,104260.0,34017,34023,21,104240.0,104280.0,104240.0,104280.0,False,above,0.41421828340236966
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,active_bull_internal_ob,internal,1,102945.0,33686,33694,350,102900.0,102990.0,102900.0,102990.0,False,below,0.7899046334649841
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,active_bull_internal_ob,internal,1,102915.0,33678,33684,360,102840.0,102990.0,102840.0,102990.0,False,below,0.7899046334649841
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,EQH,equal,0,103940.0,28805,28817,5227,103940.0,103940.0,,,,above,0.12522878335420481
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,5m,EQH,equal,0,103800.0,33639,33652,392,103800.0,103800.0,,,,below,0.009632983334938831
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,current_internal_high,internal,0,104500.0,11335,11340,7,104500.0,104500.0,,,,above,0.6646758501107793
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,current_internal_low,internal,0,104140.0,11329,11334,13,104140.0,104140.0,,,,above,0.3178884500529814
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,current_swing_high,swing,0,105140.0,11271,11321,26,105140.0,105140.0,,,,above,1.2811867835468644
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,current_swing_low,swing,0,101640.0,11139,11189,158,101640.0,101640.0,,,,below,2.0903573836817264
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,EQH,equal,0,103810.0,11208,11216,131,103810.0,103810.0,,,,overlap,0.0
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,active_bear_internal_ob,internal,-1,104405.0,11335,11341,6,104310.0,104500.0,104310.0,104500.0,False,above,0.4816491667469416
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,active_bull_internal_ob,internal,1,102970.0,11226,11232,115,102840.0,103100.0,102840.0,103100.0,False,below,0.683941816780657
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,active_bull_swing_ob,swing,1,101845.0,11139,11170,177,101640.0,102050.0,101640.0,102050.0,False,below,1.6954050669492342
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,active_bull_internal_ob,internal,1,101790.0,11149,11155,192,101750.0,101830.0,101750.0,101830.0,False,below,1.9073307003178885
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,EQH,equal,0,104940.0,11280,11288,59,104940.0,104940.0,,,,above,1.088527116848088
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,15m,EQH,equal,0,103640.0,10601,10608,739,103640.0,103640.0,,,,below,0.1637607166939601
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,current_internal_high,internal,0,104590.0,3293,3298,2,104590.0,104590.0,,,,above,0.7513727001252288
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,current_internal_low,internal,0,103940.0,3289,3294,6,103940.0,103940.0,,,,above,0.12522878335420481
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,current_swing_high,swing,0,106000.0,3097,3147,153,106000.0,106000.0,,,,above,2.109623350351604
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,current_swing_low,swing,0,100500.0,3154,3204,96,100500.0,100500.0,,,,below,3.1885174838647528
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,active_bear_internal_ob,internal,-1,104500.0,3293,3299,1,104410.0,104590.0,104410.0,104590.0,False,above,0.5779790000963297
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,active_bull_internal_ob,internal,1,101890.0,3241,3250,50,101640.0,102140.0,101640.0,102140.0,False,below,1.6087082169347848
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,active_bull_internal_ob,internal,1,101285.0,3166,3171,129,101140.0,101430.0,101140.0,101430.0,False,below,2.2926500337154416
CU:5m:1:-1:34037:34042:1,CU,2026-07-17 11:05:00,1h,EQH,equal,0,105490.0,2981,3000,300,105490.0,105490.0,,,,above,1.6183412002697235
