candidate_id,symbol,step,bar_index,bar_start_time,open,high,low,close,gap_minutes,contiguous_from_previous,open_atr,high_atr,low_atr,close_atr
AG:15m:1:1:3320:3329:1,AG,9,10161.0,2025-05-27 14:15:00,8249.0,8255.0,8245.0,8250.0,5.0,True,2.8985666996261408,3.4595796092312003,2.5245580932227676,2.992068851226984
AG:15m:1:1:3320:3329:1,AG,10,10162.0,2025-05-27 14:20:00,8250.0,8256.0,8248.0,8250.0,5.0,True,2.992068851226984,3.5530817608320437,2.8050645480252974,2.992068851226984
AG:15m:1:1:3320:3329:1,AG,11,10163.0,2025-05-27 14:25:00,8250.0,8250.0,8245.0,8245.0,5.0,True,2.992068851226984,2.992068851226984,2.5245580932227676,2.5245580932227676
AG:15m:1:1:3320:3329:1,AG,12,10164.0,2025-05-27 14:30:00,8246.0,8246.0,8241.0,8241.0,5.0,True,2.618060244823611,2.618060244823611,2.150549486819395,2.150549486819395
AG:15m:1:1:3320:3329:1,AG,13,10165.0,2025-05-27 14:35:00,8241.0,8241.0,8233.0,8236.0,5.0,True,2.150549486819395,2.150549486819395,1.4025322740126487,1.6830387288151785
AG:15m:1:1:3320:3329:1,AG,14,10166.0,2025-05-27 14:40:00,8235.0,8236.0,8230.0,8232.0,5.0,True,1.5895365772143353,1.6830387288151785,1.1220258192101191,1.3090301224118055
AG:15m:1:1:3320:3329:1,AG,15,10167.0,2025-05-27 14:45:00,8232.0,8232.0,8209.0,8216.0,5.0,True,1.3090301224118055,1.3090301224118055,-0.8415193644075892,-0.1870043032016865
AG:15m:1:1:3320:3329:1,AG,16,10168.0,2025-05-27 14:50:00,8216.0,8219.0,8209.0,8214.0,5.0,True,-0.1870043032016865,0.09350215160084326,-0.8415193644075892,-0.374008606403373
AG:15m:1:1:3320:3329:1,AG,17,10169.0,2025-05-27 14:55:00,8213.0,8218.0,8210.0,8217.0,5.0,True,-0.46751075800421626,0.0,-0.748017212806746,-0.09350215160084326
AG:15m:1:1:3320:3329:1,AG,18,10170.0,2025-05-27 21:00:00,8180.0,8195.0,8178.0,8194.0,365.0,False,-3.5530817608320437,-2.150549486819395,-3.74008606403373,-2.2440516384202382
AG:15m:1:1:3320:3329:1,AG,19,10171.0,2025-05-27 21:05:00,8193.0,8210.0,8191.0,8209.0,5.0,True,-2.337553790021081,-0.748017212806746,-2.5245580932227676,-0.8415193644075892
AG:15m:1:1:3320:3329:1,AG,20,10172.0,2025-05-27 21:10:00,8209.0,8213.0,8205.0,8211.0,5.0,True,-0.8415193644075892,-0.46751075800421626,-1.2155279708109623,-0.6545150612059027
AG:15m:1:1:3320:3329:1,AG,21,10173.0,2025-05-27 21:15:00,8212.0,8218.0,8209.0,8212.0,5.0,True,-0.5610129096050596,0.0,-0.8415193644075892,-0.5610129096050596
AG:15m:1:1:3320:3329:1,AG,22,10174.0,2025-05-27 21:20:00,8212.0,8213.0,8206.0,8211.0,5.0,True,-0.5610129096050596,-0.46751075800421626,-1.1220258192101191,-0.6545150612059027
AG:15m:1:1:3320:3329:1,AG,23,10175.0,2025-05-27 21:25:00,8211.0,8213.0,8204.0,8209.0,5.0,True,-0.6545150612059027,-0.46751075800421626,-1.3090301224118055,-0.8415193644075892
AG:15m:1:1:3320:3329:1,AG,24,10176.0,2025-05-27 21:30:00,8208.0,8217.0,8204.0,8213.0,5.0,True,-0.9350215160084325,-0.09350215160084326,-1.3090301224118055,-0.46751075800421626
AG:15m:1:-1:3344:3355:1,AG,1,10104.0,2025-05-27 00:45:00,8288.0,8290.0,8287.0,8287.0,0.0,False,0.0,0.3613737038754135,-0.18068685193770676,-0.18068685193770676
AG:15m:1:-1:3344:3355:1,AG,2,10105.0,2025-05-27 00:50:00,8287.0,8288.0,8284.0,8285.0,5.0,True,-0.18068685193770676,0.0,-0.722747407750827,-0.5420605558131203
