horizon,feature_set,model,decile,n,mean_pred_width,median_abs_return,mean_abs_return,median_path_range,mean_path_range
16,F3_VOL,linear_qr,8,225,0.05648903625021513,0.0122442448672204,0.01583790400817995,0.024558881796479897,0.028456836019632305
16,F3_VOL,linear_qr,9,225,0.060504465301550306,0.010943224433218,0.014342435913072826,0.024391453124159,0.028216843813011632
16,F3_VOL,linear_qr,10,225,0.06951902109611571,0.0133572145764021,0.016633790324554868,0.0281277245661412,0.03216588370762248
16,F3_VOL,gbr_quantile,1,225,0.03315606905546632,0.0107460736713047,0.013452296352396245,0.0210453284876993,0.02442714923307674
16,F3_VOL,gbr_quantile,2,225,0.03895237140676274,0.0104004446048846,0.012969617403888242,0.0232231046110115,0.024584891448640424
16,F3_VOL,gbr_quantile,3,225,0.041878046565702376,0.0097746784528473,0.011578950758823515,0.0218205034236554,0.02303287306340833
16,F3_VOL,gbr_quantile,4,225,0.043910482158179255,0.0109282949653381,0.013318134803435567,0.023016794944292998,0.02497410531309832
16,F3_VOL,gbr_quantile,5,225,0.0457534455421375,0.0112964419337486,0.013649804893912692,0.0230167949442929,0.02541411985448734
16,F3_VOL,gbr_quantile,6,225,0.04777133440249928,0.0112559877499439,0.013724278182772992,0.0241889906007266,0.027275268132651444
16,F3_VOL,gbr_quantile,7,225,0.049959651975352314,0.0117764541281065,0.014684488472988571,0.024535363160076602,0.027773921358745794
16,F3_VOL,gbr_quantile,8,225,0.05267827143397996,0.0130233136878191,0.016055108633355714,0.024647270053658202,0.02884951874185261
16,F3_VOL,gbr_quantile,9,225,0.056456251377981395,0.0119965946295855,0.016104503310642417,0.026479704203810003,0.029807255053798064
16,F3_VOL,gbr_quantile,10,225,0.06413007425206572,0.0129667140062624,0.015464078602209715,0.0261974777392318,0.0293625376683446
16,F4_TAIL,linear_qr,1,225,0.03398586119734506,0.0098993207206098,0.01264669753407181,0.0225104289518706,0.02504190890454322
16,F4_TAIL,linear_qr,2,225,0.04100922543859821,0.0109275869352093,0.013235286862013487,0.0216053720777813,0.02427765708391172
16,F4_TAIL,linear_qr,3,225,0.04362906194524309,0.0097870328264845,0.012040047576925336,0.0213294580034286,0.02333696668009426
16,F4_TAIL,linear_qr,4,225,0.04613444562600507,0.0094800851481659,0.011910829463107252,0.0224212106379183,0.023983381199814902
16,F4_TAIL,linear_qr,5,225,0.048441189075536566,0.0119590382997885,0.013686132011585842,0.0229683308689859,0.025360905577971504
16,F4_TAIL,linear_qr,6,224,0.05100227264935791,0.0115983063106919,0.014580375261912696,0.02504636779857025,0.02718405810819672
16,F4_TAIL,linear_qr,7,225,0.053555958169121565,0.0117548443163371,0.014356898559840757,0.024548855169513002,0.026264932874724922
16,F4_TAIL,linear_qr,8,225,0.05630667441796272,0.0143188650766523,0.016900102608036666,0.0256786396303132,0.028903322886411217
16,F4_TAIL,linear_qr,9,225,0.06006737231948424,0.0112662294078037,0.015268446294531364,0.0242560419332092,0.028483461833339344
16,F4_TAIL,linear_qr,10,225,0.06724316640001723,0.0129272345014597,0.016434515146131142,0.0285877884169542,0.032665623124541666
16,F4_TAIL,gbr_quantile,1,225,0.03396651451206446,0.009923905611219,0.012559839015030513,0.021172028790556702,0.023446201133229583
16,F4_TAIL,gbr_quantile,2,225,0.03993678944304247,0.0104616903500293,0.01302157882299634,0.023375479970421602,0.02502098920748826
16,F4_TAIL,gbr_quantile,3,225,0.042388019287708766,0.0098924635381327,0.012152730672511457,0.023016794944292998,0.024223904737963094
16,F4_TAIL,gbr_quantile,4,225,0.044204915515396424,0.0123660073315461,0.014965416552584317,0.0238273360805575,0.02664569903836103
16,F4_TAIL,gbr_quantile,5,225,0.04609346318008266,0.0103413537947325,0.013594671027364663,0.023016794944292998,0.02577980441541362
16,F4_TAIL,gbr_quantile,6,225,0.0479907069070505,0.0114903527206267,0.014017791010612138,0.0236870146777221,0.02687061459138977
16,F4_TAIL,gbr_quantile,7,225,0.0502317448211132,0.0124979094766849,0.013993760775804063,0.0244382683981188,0.026864331479072853
16,F4_TAIL,gbr_quantile,8,225,0.05296064714242803,0.0120343477081351,0.014903777341760087,0.0235304974101939,0.02729459206151181
16,F4_TAIL,gbr_quantile,9,225,0.0568289469024066,0.012315252257293,0.015893245868150132,0.0258051543927936,0.02908038673407538
16,F4_TAIL,gbr_quantile,10,225,0.06538513013625356,0.0119347400621417,0.015898450327611963,0.0256931129239551,0.030275116469598247
