horizon,feature_set,model,fold,crossing_rate,ordered_share,interval_80_coverage_ordered,baseline_interval_80_coverage,interval_score,baseline_interval_score,interval_score_skill,q50_sign_accuracy,q50_spearman
4,F3_VOL,linear_qr,1,0.0,1.0,0.8355555555555556,0.8377777777777777,0.033837265362525834,0.034762337003117746,0.02661131904074643,0.4888888888888889,-0.058284207437541535
4,F3_VOL,linear_qr,2,0.0,1.0,0.8088888888888889,0.8177777777777778,0.0320522329677009,0.030447962640380955,-0.05268892195736985,0.5022222222222222,-0.09554173930077021
4,F3_VOL,linear_qr,3,0.0,1.0,0.8533333333333334,0.8666666666666667,0.025916248650146308,0.0260445255072859,0.004925290618318479,0.48,-0.06329080251945703
4,F3_VOL,linear_qr,4,0.0,1.0,0.8288888888888889,0.8266666666666667,0.03113664470809231,0.031282852488619374,0.0046737355738341035,0.5088888888888888,0.08327310532473763
4,F3_VOL,gbr_quantile,0,0.0,1.0,0.7,0.72,0.04245403651701977,0.042008127272837974,-0.010614832727144918,0.47333333333333333,-0.017702215537450713
4,F3_VOL,gbr_quantile,1,0.0,1.0,0.8111111111111111,0.8377777777777777,0.032539961167859344,0.034762337003117746,0.06393056471028069,0.5311111111111111,-0.028592339668914918
4,F3_VOL,gbr_quantile,2,0.0,1.0,0.8,0.8177777777777778,0.02965651873759958,0.030447962640380955,0.025993328753357692,0.5155555555555555,-0.03210143129948526
4,F3_VOL,gbr_quantile,3,0.0,1.0,0.8488888888888889,0.8666666666666667,0.023923094685931706,0.0260445255072859,0.08145400156208371,0.4888888888888889,-0.05228755802994397
4,F3_VOL,gbr_quantile,4,0.0,1.0,0.8266666666666667,0.8266666666666667,0.029790982994132513,0.031282852488619374,0.04768968862508938,0.4888888888888889,0.037060873775226315
4,F4_TAIL,linear_qr,0,0.0,1.0,0.76,0.72,0.042487116765961494,0.042008127272837974,-0.011402305320885597,0.5577777777777778,0.12089534996536123
4,F4_TAIL,linear_qr,1,0.0,1.0,0.84,0.8377777777777777,0.03417198775008363,0.034762337003117746,0.016982438579465242,0.5066666666666667,-0.02752263887797436
4,F4_TAIL,linear_qr,2,0.0,1.0,0.7911111111111111,0.8177777777777778,0.03257823283313947,0.030447962640380955,-0.06996429343792254,0.5044444444444445,-0.059033114566820914
4,F4_TAIL,linear_qr,3,0.0,1.0,0.8377777777777777,0.8666666666666667,0.025960248145598844,0.0260445255072859,0.00323589545386338,0.4711111111111111,-0.059607490936581
4,F4_TAIL,linear_qr,4,0.0,1.0,0.8222222222222222,0.8266666666666667,0.03108337627712778,0.031282852488619374,0.006376535246079729,0.45111111111111113,0.02182279161289001
4,F4_TAIL,gbr_quantile,0,0.0,1.0,0.7133333333333334,0.72,0.04251281731844578,0.042008127272837974,-0.012014104849994878,0.5266666666666666,0.028238495218148914
4,F4_TAIL,gbr_quantile,1,0.0,1.0,0.8133333333333334,0.8377777777777777,0.03361622987287505,0.034762337003117746,0.032969795159051185,0.5288888888888889,-0.023567063658489314
4,F4_TAIL,gbr_quantile,2,0.0,1.0,0.8,0.8177777777777778,0.030229630717690196,0.030447962640380955,0.007170657862053509,0.5177777777777778,-0.016611770370011436
4,F4_TAIL,gbr_quantile,3,0.0,1.0,0.8488888888888889,0.8666666666666667,0.02384812890734441,0.0260445255072859,0.08433237147388428,0.46444444444444444,-0.10339827644848218
4,F4_TAIL,gbr_quantile,4,0.0,1.0,0.8244444444444444,0.8266666666666667,0.0298970937036401,0.031282852488619374,0.04429771183696907,0.4533333333333333,-0.04359779487226444
8,F1_DIRECTION,linear_qr,0,0.0,1.0,0.7533333333333333,0.7666666666666667,0.06145947596414958,0.06068826852716812,-0.012707685615321429,0.5244444444444445,-0.034505849411602035
8,F1_DIRECTION,linear_qr,1,0.0,1.0,0.8244444444444444,0.8333333333333334,0.05382217984259237,0.054511358567647425,0.01264284624643508,0.5577777777777778,0.11398515923486574
8,F1_DIRECTION,linear_qr,2,0.0,1.0,0.8,0.8244444444444444,0.045034058761149715,0.042538333943069793,-0.05867001799882465,0.5044444444444445,-0.032933100904202
8,F1_DIRECTION,linear_qr,3,0.0,1.0,0.8688888888888889,0.8644444444444445,0.038796417227621866,0.039191024601760105,0.010068820046121418,0.4533333333333333,-0.07306511801704371
8,F1_DIRECTION,linear_qr,4,0.0,1.0,0.8444444444444444,0.8577777777777778,0.04525246798112784,0.044231740207811135,-0.023076816976250303,0.5266666666666666,0.09101918198773
8,F1_DIRECTION,gbr_quantile,0,0.0,1.0,0.7444444444444445,0.7666666666666667,0.06033229152109509,0.06068826852716812,0.005865664233173362,0.5133333333333333,0.021565407617334997
8,F1_DIRECTION,gbr_quantile,1,0.0,1.0,0.7977777777777778,0.8333333333333334,0.05225280818857635,0.054511358567647425,0.04143265620995784,0.56,0.1229613476888083
8,F1_DIRECTION,gbr_quantile,2,0.0,1.0,0.8022222222222222,0.8244444444444444,0.044866243713866175,0.042538333943069793,-0.05472498697085526,0.5444444444444444,0.03175772270531205
8,F1_DIRECTION,gbr_quantile,3,0.0,1.0,0.8688888888888889,0.8644444444444445,0.035766986975212786,0.039191024601760105,0.08736790276193851,0.4688888888888889,-0.11070383285686197
8,F1_DIRECTION,gbr_quantile,4,0.0,1.0,0.84,0.8577777777777778,0.04390797035591413,0.044231740207811135,0.00731985335362928,0.5844444444444444,0.21272671862010134
8,F2_ACTIVITY,linear_qr,0,0.0,1.0,0.7711111111111111,0.7666666666666667,0.061287513601507096,0.06068826852716812,-0.009874150126242487,0.56,0.06078667055145952
8,F2_ACTIVITY,linear_qr,1,0.0,1.0,0.8355555555555556,0.8333333333333334,0.05355358768592727,0.054511358567647425,0.01757011578663148,0.5533333333333333,0.17779150111989045
8,F2_ACTIVITY,linear_qr,2,0.0,1.0,0.7822222222222223,0.8244444444444444,0.04582239061729264,0.042538333943069793,-0.07720228720330202,0.4666666666666667,-0.11941504237881012
8,F2_ACTIVITY,linear_qr,3,0.0,1.0,0.8666666666666667,0.8644444444444445,0.038853907427820626,0.039191024601760105,0.008601897433534789,0.4688888888888889,-0.06406504065040652
8,F2_ACTIVITY,linear_qr,4,0.0,1.0,0.8466666666666667,0.8577777777777778,0.04495554342593867,0.044231740207811135,-0.016363887442070624,0.5088888888888888,0.0827057252957628
8,F2_ACTIVITY,gbr_quantile,0,0.0,1.0,0.7266666666666667,0.7666666666666667,0.06134389762168706,0.06068826852716812,-0.01080322623186114,0.5044444444444445,0.01678796822989969
8,F2_ACTIVITY,gbr_quantile,1,0.0,1.0,0.8088888888888889,0.8333333333333334,0.05207023981496341,0.054511358567647425,0.04478183660850499,0.5666666666666667,0.14100626475542324
8,F2_ACTIVITY,gbr_quantile,2,0.0,1.0,0.78,0.8244444444444444,0.044968298707537956,0.042538333943069793,-0.05712411698399489,0.47555555555555556,-0.07508705392783833
8,F2_ACTIVITY,gbr_quantile,3,0.0,1.0,0.8666666666666667,0.8644444444444445,0.03566693071906787,0.039191024601760105,0.08992094283072072,0.48,-0.02522606696000145
8,F2_ACTIVITY,gbr_quantile,4,0.0,1.0,0.8288888888888889,0.8577777777777778,0.04391195328993805,0.044231740207811135,0.007229806387238025,0.5422222222222223,0.1303232200536447
8,F3_VOL,linear_qr,0,0.0044444444444444444,0.9955555555555555,0.75,0.7666666666666667,0.06356298641662551,0.060811327666316084,-0.045249114859131634,0.5866666666666667,0.13450950375063583
8,F3_VOL,linear_qr,1,0.0,1.0,0.8177777777777778,0.8333333333333334,0.05371833836445342,0.054511358567647425,0.014547797450505273,0.5422222222222223,0.12305338538473072
8,F3_VOL,linear_qr,2,0.0,1.0,0.7755555555555556,0.8244444444444444,0.045919713586782,0.042538333943069793,-0.07949017580795714,0.4866666666666667,-0.11645509360540054
8,F3_VOL,linear_qr,3,0.0,1.0,0.8711111111111111,0.8644444444444445,0.03931795217849778,0.039191024601760105,-0.0032386899303462613,0.4666666666666667,-0.06916030861057751
8,F3_VOL,linear_qr,4,0.0,1.0,0.8511111111111112,0.8577777777777778,0.04470588990885743,0.044231740207811135,-0.01071967096068649,0.5088888888888888,0.07837661749769959
8,F3_VOL,gbr_quantile,0,0.0,1.0,0.74,0.7666666666666667,0.06065202453613113,0.06068826852716812,0.0005972157703059144,0.58,0.14142397876611673
8,F3_VOL,gbr_quantile,1,0.0,1.0,0.8066666666666666,0.8333333333333334,0.05281669446073519,0.054511358567647425,0.031088275020869194,0.5533333333333333,0.13391481445157577
8,F3_VOL,gbr_quantile,2,0.0,1.0,0.7955555555555556,0.8244444444444444,0.045282709974059476,0.042538333943069793,-0.06451536241787359,0.4577777777777778,-0.07090104369925858
8,F3_VOL,gbr_quantile,3,0.0,1.0,0.86,0.8644444444444445,0.03635419275474798,0.039191024601760105,0.0723847328779641,0.4444444444444444,-0.1351206895047549
8,F3_VOL,gbr_quantile,4,0.0,1.0,0.8311111111111111,0.8577777777777778,0.04364584280845438,0.044231740207811135,0.013246085200448232,0.5288888888888889,0.13596972942976612
8,F4_TAIL,linear_qr,0,0.006666666666666667,0.9933333333333333,0.7583892617449665,0.7666666666666667,0.0633977233092723,0.06087327018602144,-0.041470634246138616,0.56,0.11749700821567845
8,F4_TAIL,linear_qr,1,0.0,1.0,0.8133333333333334,0.8333333333333334,0.054110137408384475,0.054511358567647425,0.007360322138459385,0.5311111111111111,0.11266722675724256
8,F4_TAIL,linear_qr,2,0.0,1.0,0.7711111111111111,0.8244444444444444,0.046063664895131834,0.042538333943069793,-0.08287421309870968,0.49333333333333335,-0.12057613453235162
8,F4_TAIL,linear_qr,3,0.0,1.0,0.8622222222222222,0.8644444444444445,0.03927848172409391,0.039191024601760105,-0.0022315599865656566,0.45555555555555555,-0.11434690212461956
8,F4_TAIL,linear_qr,4,0.0,1.0,0.8466666666666667,0.8577777777777778,0.04468003438329401,0.044231740207811135,-0.010135124084575509,0.4822222222222222,0.032275451566015974
8,F4_TAIL,gbr_quantile,0,0.0,1.0,0.7288888888888889,0.7666666666666667,0.0610735570120434,0.06068826852716812,-0.006348648498725851,0.56,0.121051408094336
8,F4_TAIL,gbr_quantile,1,0.0,1.0,0.8022222222222222,0.8333333333333334,0.053690033944825306,0.054511358567647425,0.015067036382937937,0.5577777777777778,0.06446946265999189
8,F4_TAIL,gbr_quantile,2,0.0,1.0,0.7977777777777778,0.8244444444444444,0.045284290434102814,0.042538333943069793,-0.06455251620122238,0.4288888888888889,-0.07548213500231298
8,F4_TAIL,gbr_quantile,3,0.0,1.0,0.8555555555555555,0.8644444444444445,0.03629515608176798,0.039191024601760105,0.07389111536170623,0.44666666666666666,-0.18463751831491082
8,F4_TAIL,gbr_quantile,4,0.0,1.0,0.8266666666666667,0.8577777777777778,0.043551228314607296,0.044231740207811135,0.015385148538281213,0.5288888888888889,0.10387060347623117
16,F1_DIRECTION,linear_qr,0,0.0,1.0,0.7555555555555555,0.7066666666666667,0.08362954299704174,0.08341196738389772,-0.002608446005627041,0.5777777777777777,0.182648276452394
16,F1_DIRECTION,linear_qr,1,0.0,1.0,0.7933333333333333,0.8177777777777778,0.0785198291593843,0.07522193343766276,-0.04384220892772639,0.5755555555555556,0.09605584883546751
16,F1_DIRECTION,linear_qr,2,0.0,1.0,0.92,0.9244444444444444,0.05916874293441025,0.058698263435912584,-0.008015220058619654,0.47333333333333333,0.0017719264457273043
16,F1_DIRECTION,linear_qr,3,0.0,1.0,0.8955555555555555,0.9244444444444444,0.056467963263559004,0.05678865706750801,0.0056471454073615535,0.5177777777777778,-0.030952778367629805
16,F1_DIRECTION,linear_qr,4,0.0,1.0,0.8488888888888889,0.8688888888888889,0.0622777221145301,0.06131583573765912,-0.015687405468734594,0.4911111111111111,0.05999469956230237
16,F1_DIRECTION,gbr_quantile,0,0.0,1.0,0.7311111111111112,0.7066666666666667,0.08681261399027748,0.08341196738389772,-0.040769289024541466,0.5044444444444445,0.1138339269275647
16,F1_DIRECTION,gbr_quantile,1,0.0,1.0,0.7822222222222223,0.8177777777777778,0.07477887591506231,0.07522193343766276,0.005890004448870112,0.5577777777777778,0.09407380426006973
16,F1_DIRECTION,gbr_quantile,2,0.0,1.0,0.8911111111111111,0.9244444444444444,0.059331635228865955,0.058698263435912584,-0.010790298654148378,0.4622222222222222,-0.00866777666568259
16,F1_DIRECTION,gbr_quantile,3,0.0,1.0,0.8822222222222222,0.9244444444444444,0.05596723915324841,0.05678865706750801,0.014464471545490798,0.48,0.00014893903652641276
16,F1_DIRECTION,gbr_quantile,4,0.0,1.0,0.8266666666666667,0.8688888888888889,0.06210378686140149,0.06131583573765912,-0.012850695326304118,0.5155555555555555,0.07169015788570758
16,F2_ACTIVITY,linear_qr,0,0.0,1.0,0.7511111111111111,0.7066666666666667,0.08417838814233497,0.08341196738389772,-0.009188378867865055,0.5777777777777777,0.17650859181197606
16,F2_ACTIVITY,linear_qr,1,0.0,1.0,0.7977777777777778,0.8177777777777778,0.07743926189763613,0.07522193343766276,-0.02947715325359046,0.5622222222222222,0.1074145880555789
16,F2_ACTIVITY,linear_qr,2,0.0,1.0,0.9066666666666666,0.9244444444444444,0.05864902527851468,0.058698263435912584,0.000838834992991977,0.44666666666666666,-0.028289785793180873
16,F2_ACTIVITY,linear_qr,3,0.0,1.0,0.8933333333333333,0.9244444444444444,0.056187585322906575,0.05678865706750801,0.010584362716781759,0.49333333333333335,-0.052774910822604895
16,F2_ACTIVITY,linear_qr,4,0.0022222222222222222,0.9977777777777778,0.8530066815144766,0.8688888888888889,0.06217355830217396,0.06126253492996129,-0.014870807635599892,0.5,0.07143442683667575
16,F2_ACTIVITY,gbr_quantile,0,0.0,1.0,0.7222222222222222,0.7066666666666667,0.08612848371492911,0.08341196738389772,-0.03256746503207153,0.5222222222222223,0.08185812425656044
16,F2_ACTIVITY,gbr_quantile,1,0.0,1.0,0.7955555555555556,0.8177777777777778,0.07414181736485906,0.07522193343766276,0.01435905757060607,0.5733333333333334,0.12972008946349323
16,F2_ACTIVITY,gbr_quantile,2,0.0,1.0,0.8733333333333333,0.9244444444444444,0.05854019169430997,0.058698263435912584,0.0026929543115904453,0.46444444444444444,-0.07650364758129821
16,F2_ACTIVITY,gbr_quantile,3,0.0,1.0,0.8844444444444445,0.9244444444444444,0.055218721998675446,0.05678865706750801,0.027645222653641777,0.45111111111111113,-0.009478368418502066
16,F2_ACTIVITY,gbr_quantile,4,0.0,1.0,0.8355555555555556,0.8688888888888889,0.06245970139643468,0.06131583573765912,-0.018655305681057888,0.4711111111111111,0.0022135419410164673
16,F3_VOL,linear_qr,0,0.0044444444444444444,0.9955555555555555,0.7477678571428571,0.7066666666666667,0.08455805997411985,0.0835614953363499,-0.011926122596999766,0.5866666666666667,0.14943803837714428
16,F3_VOL,linear_qr,1,0.0,1.0,0.8111111111111111,0.8177777777777778,0.07656950365405442,0.07522193343766276,-0.01791459159326725,0.5488888888888889,0.1010169268325605
16,F3_VOL,linear_qr,2,0.0,1.0,0.9022222222222223,0.9244444444444444,0.05904557141171995,0.058698263435912584,-0.005916835617914895,0.4688888888888889,-0.03192516177034619
16,F3_VOL,linear_qr,3,0.0,1.0,0.8822222222222222,0.9244444444444444,0.05619075490324526,0.05678865706750801,0.010528549100078055,0.4822222222222222,-0.0629275206297315
16,F3_VOL,linear_qr,4,0.0022222222222222222,0.9977777777777778,0.8485523385300668,0.8688888888888889,0.061943402330985865,0.06126253492996129,-0.011113927979032878,0.5044444444444445,0.08609247453073844
16,F3_VOL,gbr_quantile,0,0.0,1.0,0.7266666666666667,0.7066666666666667,0.08321668547234204,0.08341196738389772,0.002341173786932882,0.5244444444444445,0.10235614034059719
16,F3_VOL,gbr_quantile,1,0.0,1.0,0.7888888888888889,0.8177777777777778,0.07526667090686748,0.07522193343766276,-0.0005947396877508115,0.5822222222222222,0.07778363203661152
16,F3_VOL,gbr_quantile,2,0.0,1.0,0.8711111111111111,0.9244444444444444,0.058258141285078245,0.058698263435912584,0.0074980438103567915,0.4777777777777778,-0.07421384616823198
16,F3_VOL,gbr_quantile,3,0.0,1.0,0.8533333333333334,0.9244444444444444,0.05700712867356609,0.05678865706750801,-0.003847099356450112,0.43333333333333335,-0.09496481776748922
16,F3_VOL,gbr_quantile,4,0.0,1.0,0.8377777777777777,0.8688888888888889,0.062103051335340324,0.06131583573765912,-0.012838699631353201,0.4822222222222222,-0.010506258681731023
16,F4_TAIL,linear_qr,0,0.0044444444444444444,0.9955555555555555,0.7366071428571429,0.7066666666666667,0.08470419450577407,0.0835614953363499,-0.013674948788608976,0.5622222222222222,0.09954123230238177
16,F4_TAIL,linear_qr,1,0.0,1.0,0.8133333333333334,0.8177777777777778,0.07473594477375743,0.07522193343766276,0.006460730822720362,0.5933333333333334,0.14268758528848702
16,F4_TAIL,linear_qr,2,0.0,1.0,0.8644444444444445,0.9244444444444444,0.0607156107572231,0.058698263435912584,-0.03436809205630209,0.5,0.05313283851607498
16,F4_TAIL,linear_qr,3,0.0,1.0,0.8444444444444444,0.9244444444444444,0.060280366872159985,0.05678865706750801,-0.06148604289939752,0.45111111111111113,-0.16623087850639595
16,F4_TAIL,linear_qr,4,0.0022222222222222222,0.9977777777777778,0.8530066815144766,0.8688888888888889,0.06265141940398049,0.06126253492996129,-0.022671025213159224,0.48,0.006995326725893298
16,F4_TAIL,gbr_quantile,0,0.0,1.0,0.72,0.7066666666666667,0.08565394193091157,0.08341196738389772,-0.02687833193881306,0.54,0.15878378289400902
16,F4_TAIL,gbr_quantile,1,0.0,1.0,0.8,0.8177777777777778,0.07594662917573582,0.07522193343766276,-0.009634101450923582,0.58,0.0878575618833574
16,F4_TAIL,gbr_quantile,2,0.0,1.0,0.8688888888888889,0.9244444444444444,0.05949802443396736,0.058698263435912584,-0.013624951595509582,0.48,-0.02423380267454896
16,F4_TAIL,gbr_quantile,3,0.0,1.0,0.86,0.9244444444444444,0.05741556607253192,0.05678865706750801,-0.01103933491997644,0.3933333333333333,-0.21427701582977432
16,F4_TAIL,gbr_quantile,4,0.0,1.0,0.8266666666666667,0.8688888888888889,0.06245843691285082,0.06131583573765912,-0.018634683217567893,0.45555555555555555,-0.0774338689694844
