horizon,approx_minutes,feature_set,model,quantile,fold,train_rows,test_rows,purge_rows,pinball_loss,baseline_pinball_loss,pinball_skill,calibration,calibration_error,baseline_calibration
16,240,F3_VOL,linear_qr,0.5,4,2800,450,16,0.006556316778339837,0.0066646883041845285,0.016260554267278793,0.3977777777777778,-0.10222222222222221,0.39111111111111113
16,240,F3_VOL,linear_qr,0.9,4,2800,450,16,0.002734517653591991,0.0026858998883146547,-0.018101108492112328,0.9355555555555556,0.03555555555555556,0.9377777777777778
16,240,F3_VOL,gbr_quantile,0.1,0,1000,450,16,0.003961700824377699,0.004080894021863329,0.029207618930325974,0.15333333333333332,0.053333333333333316,0.1711111111111111
16,240,F3_VOL,gbr_quantile,0.5,0,1000,450,16,0.008822530982744272,0.00876806404680045,-0.006211968303732718,0.5155555555555555,0.015555555555555545,0.5133333333333333
16,240,F3_VOL,gbr_quantile,0.9,0,1000,450,16,0.004359967722856505,0.004260302716526444,-0.023393879017902464,0.88,-0.020000000000000018,0.8777777777777778
16,240,F3_VOL,gbr_quantile,0.1,1,1450,450,16,0.003501957809271096,0.0034786370962062696,-0.006703979869087107,0.06666666666666667,-0.03333333333333334,0.04666666666666667
16,240,F3_VOL,gbr_quantile,0.5,1,1450,450,16,0.007342046371844297,0.0071204700831512145,-0.0311182107509147,0.5355555555555556,0.03555555555555556,0.5422222222222223
16,240,F3_VOL,gbr_quantile,0.9,1,1450,450,16,0.004024709281415651,0.004043556247560008,0.0046609877519894205,0.8555555555555555,-0.04444444444444451,0.8644444444444445
16,240,F3_VOL,gbr_quantile,0.1,2,1900,450,16,0.0031041630169106518,0.003162307424586845,0.018386703083995593,0.05555555555555555,-0.04444444444444445,0.03777777777777778
16,240,F3_VOL,gbr_quantile,0.5,2,1900,450,16,0.00669089507137107,0.00654716038043477,-0.021953745224545074,0.3933333333333333,-0.10666666666666669,0.4066666666666667
16,240,F3_VOL,gbr_quantile,0.9,2,1900,450,16,0.0027216511115971723,0.0027075189190044124,-0.005219609914288714,0.9266666666666666,0.026666666666666616,0.9622222222222222
16,240,F3_VOL,gbr_quantile,0.1,3,2350,450,16,0.0027619621352946654,0.0030335829952200196,0.08953796891443022,0.022222222222222223,-0.07777777777777778,0.0
16,240,F3_VOL,gbr_quantile,0.5,3,2350,450,16,0.0065500122125554715,0.00637349696443578,-0.027695196075976813,0.38666666666666666,-0.11333333333333334,0.4022222222222222
16,240,F3_VOL,gbr_quantile,0.9,3,2350,450,16,0.002938750732061943,0.002645282711530782,-0.11094013477347242,0.8755555555555555,-0.02444444444444449,0.9244444444444444
16,240,F3_VOL,gbr_quantile,0.1,4,2800,450,16,0.0034841101161910675,0.0034456836854512554,-0.011152048257377922,0.08444444444444445,-0.015555555555555559,0.06888888888888889
16,240,F3_VOL,gbr_quantile,0.5,4,2800,450,16,0.006667963141098336,0.0066646883041845285,-0.0004913713536687236,0.38666666666666666,-0.11333333333333334,0.39111111111111113
16,240,F3_VOL,gbr_quantile,0.9,4,2800,450,16,0.002726195017342964,0.0026858998883146547,-0.015002468708390282,0.9222222222222223,0.022222222222222254,0.9377777777777778
16,240,F4_TAIL,linear_qr,0.1,0,1000,450,16,0.004033318421248223,0.004080894021863329,0.011658131860376675,0.15333333333333332,0.053333333333333316,0.1711111111111111
16,240,F4_TAIL,linear_qr,0.5,0,1000,450,16,0.008768487753024936,0.00876806404680045,-4.832380582819873e-05,0.5266666666666666,0.026666666666666616,0.5133333333333333
16,240,F4_TAIL,linear_qr,0.9,0,1000,450,16,0.004469134337289478,0.004260302716526444,-0.04901802398992472,0.8866666666666667,-0.013333333333333308,0.8777777777777778
16,240,F4_TAIL,linear_qr,0.1,1,1450,450,16,0.003536803638912443,0.0034786370962062696,-0.016721072390565972,0.05333333333333334,-0.04666666666666667,0.04666666666666667
16,240,F4_TAIL,linear_qr,0.5,1,1450,450,16,0.007189861973436339,0.0071204700831512145,-0.00974540858605999,0.5355555555555556,0.03555555555555556,0.5422222222222223
16,240,F4_TAIL,linear_qr,0.9,1,1450,450,16,0.003936790838463299,0.004043556247560008,0.026403839234617976,0.8666666666666667,-0.033333333333333326,0.8644444444444445
16,240,F4_TAIL,linear_qr,0.1,2,1900,450,16,0.003255114474353457,0.003162307424586845,-0.029347889786122572,0.07555555555555556,-0.02444444444444445,0.03777777777777778
16,240,F4_TAIL,linear_qr,0.5,2,1900,450,16,0.006627214601611874,0.00654716038043477,-0.012227319406491688,0.3688888888888889,-0.13111111111111112,0.4066666666666667
16,240,F4_TAIL,linear_qr,0.9,2,1900,450,16,0.002816446601368852,0.0027075189190044124,-0.04023154985173427,0.94,0.039999999999999925,0.9622222222222222
16,240,F4_TAIL,linear_qr,0.1,3,2350,450,16,0.0029591685829853435,0.0030335829952200196,0.02453020482773338,0.03111111111111111,-0.06888888888888889,0.0
16,240,F4_TAIL,linear_qr,0.5,3,2350,450,16,0.006557246870910055,0.00637349696443578,-0.02883031207194464,0.42444444444444446,-0.07555555555555554,0.4022222222222222
16,240,F4_TAIL,linear_qr,0.9,3,2350,450,16,0.0030688681042306543,0.002645282711530782,-0.16012859073756647,0.8755555555555555,-0.02444444444444449,0.9244444444444444
16,240,F4_TAIL,linear_qr,0.1,4,2800,450,16,0.003543323746079427,0.0034456836854512554,-0.028336919329083665,0.08666666666666667,-0.013333333333333336,0.06888888888888889
16,240,F4_TAIL,linear_qr,0.5,4,2800,450,16,0.006618069507164009,0.0066646883041845285,0.0069948953188477825,0.40444444444444444,-0.09555555555555556,0.39111111111111113
16,240,F4_TAIL,linear_qr,0.9,4,2800,450,16,0.002752426910030475,0.0026858998883146547,-0.024768987855896762,0.9377777777777778,0.0377777777777778,0.9377777777777778
16,240,F4_TAIL,gbr_quantile,0.1,0,1000,450,16,0.004197107446677115,0.004080894021863329,-0.028477442489605043,0.17333333333333334,0.07333333333333333,0.1711111111111111
16,240,F4_TAIL,gbr_quantile,0.5,0,1000,450,16,0.008659939754110826,0.00876806404680045,0.01233160388798471,0.5244444444444445,0.02444444444444449,0.5133333333333333
16,240,F4_TAIL,gbr_quantile,0.9,0,1000,450,16,0.0043682867464140416,0.004260302716526444,-0.025346562691122676,0.8933333333333333,-0.00666666666666671,0.8777777777777778
16,240,F4_TAIL,gbr_quantile,0.1,1,1450,450,16,0.0034968083044063735,0.0034786370962062696,-0.005223657339801457,0.05555555555555555,-0.04444444444444445,0.04666666666666667
16,240,F4_TAIL,gbr_quantile,0.5,1,1450,450,16,0.0077608233834686804,0.0071204700831512145,-0.08993132375244439,0.5155555555555555,0.015555555555555545,0.5422222222222223
16,240,F4_TAIL,gbr_quantile,0.9,1,1450,450,16,0.004097854613167207,0.004043556247560008,-0.013428369060023204,0.8555555555555555,-0.04444444444444451,0.8644444444444445
16,240,F4_TAIL,gbr_quantile,0.1,2,1900,450,16,0.003200714223831788,0.003162307424586845,-0.012145182010557143,0.06444444444444444,-0.03555555555555556,0.03777777777777778
16,240,F4_TAIL,gbr_quantile,0.5,2,1900,450,16,0.0067675029256319226,0.00654716038043477,-0.033654673536883895,0.3622222222222222,-0.13777777777777778,0.4066666666666667
16,240,F4_TAIL,gbr_quantile,0.9,2,1900,450,16,0.0027490882195649476,0.0027075189190044124,-0.015353281658996076,0.9333333333333333,0.033333333333333326,0.9622222222222222
16,240,F4_TAIL,gbr_quantile,0.1,3,2350,450,16,0.002797083203569985,0.0030335829952200196,0.07796054765031457,0.015555555555555555,-0.08444444444444445,0.0
16,240,F4_TAIL,gbr_quantile,0.5,3,2350,450,16,0.006712588434452162,0.00637349696443578,-0.053203362598039705,0.3977777777777778,-0.10222222222222221,0.4022222222222222
16,240,F4_TAIL,gbr_quantile,0.9,3,2350,450,16,0.002944473403683208,0.002645282711530782,-0.11310348449647911,0.8755555555555555,-0.02444444444444449,0.9244444444444444
16,240,F4_TAIL,gbr_quantile,0.1,4,2800,450,16,0.003519351377793958,0.0034456836854512554,-0.021379702569260806,0.09111111111111111,-0.00888888888888889,0.06888888888888889
16,240,F4_TAIL,gbr_quantile,0.5,4,2800,450,16,0.006734322912379748,0.0066646883041845285,-0.010448291805559506,0.38222222222222224,-0.11777777777777776,0.39111111111111113
16,240,F4_TAIL,gbr_quantile,0.9,4,2800,450,16,0.0027264923134911237,0.0026858998883146547,-0.015113156433369523,0.9177777777777778,0.01777777777777778,0.9377777777777778
