horizon,feature_set,model,decile,n,mean_prediction,realized_mean,realized_median,positive_rate
4,F2_ACTIVITY,linear_qr,5,225,-0.0003739628333837851,0.000472599915766244,0.0,0.49777777777777776
4,F2_ACTIVITY,linear_qr,6,225,-0.00024078764016645087,0.0009308287614110516,0.0003459369737339,0.5244444444444445
4,F2_ACTIVITY,linear_qr,7,225,-0.00010123892516175287,0.0006974673154392833,-0.0001438021285193,0.4711111111111111
4,F2_ACTIVITY,linear_qr,8,225,3.983642311539214e-05,-0.0013516046695270238,-0.0006397725471463,0.4711111111111111
4,F2_ACTIVITY,linear_qr,9,225,0.00022464677883415237,-0.0007748736063092093,-0.0003738317800545,0.47555555555555556
4,F2_ACTIVITY,linear_qr,10,225,0.000706559159196561,-0.0008308344438026708,-0.0008844079465653,0.4444444444444444
4,F2_ACTIVITY,gbr_quantile,1,225,-0.002665571510427874,0.0005618167442919722,0.0008448919745014,0.5288888888888889
4,F2_ACTIVITY,gbr_quantile,2,225,-0.0013067240682761764,-0.0003538689716010419,-0.0001433075382217,0.49333333333333335
4,F2_ACTIVITY,gbr_quantile,3,225,-0.0009527969279607035,-0.0005006018633107664,-0.0002853474124084,0.48444444444444446
4,F2_ACTIVITY,gbr_quantile,4,225,-0.0007195364376626198,0.00010335034224940922,0.000723089596009,0.5155555555555555
4,F2_ACTIVITY,gbr_quantile,5,225,-0.0005279816468693209,0.00040651658788658994,-0.0003013591319555,0.48
4,F2_ACTIVITY,gbr_quantile,6,225,-0.0003646442508335747,-0.0002658749203435506,0.0001188424744401,0.5066666666666667
4,F2_ACTIVITY,gbr_quantile,7,225,-0.00019885938800205221,7.828735923351988e-05,-0.0005017246891074,0.47555555555555556
4,F2_ACTIVITY,gbr_quantile,8,225,-4.979420528681733e-06,-0.0006706989390827192,-0.0003738317800545,0.4666666666666667
4,F2_ACTIVITY,gbr_quantile,9,225,0.00024122514624684677,0.0005087762198426967,0.0003069273527057,0.5155555555555555
4,F2_ACTIVITY,gbr_quantile,10,225,0.0008830928365049089,0.000457746343240846,-0.000846979158482,0.4577777777777778
4,F3_VOL,linear_qr,1,225,-0.0023532342736461735,0.0006702046940191134,0.0008373456633275,0.5244444444444445
4,F3_VOL,linear_qr,2,225,-0.0014538357401409983,-5.22701984819654e-05,-0.0002816108157163,0.4888888888888889
4,F3_VOL,linear_qr,3,225,-0.0010352396650603463,-0.0009409614112062769,-0.0004355536266472,0.4444444444444444
4,F3_VOL,linear_qr,4,225,-0.0007508204016542974,0.0005081926192847552,-5.943006568772939e-05,0.49333333333333335
4,F3_VOL,linear_qr,5,225,-0.0005205417664179451,-0.00026122113667775864,6.847673505611004e-05,0.5022222222222222
4,F3_VOL,linear_qr,6,225,-0.0003307054162886986,-0.00017657221460425096,0.0002019454081111,0.5155555555555555
4,F3_VOL,linear_qr,7,225,-0.0001277632736087211,0.0009915851488198008,0.000208167089535,0.5288888888888889
4,F3_VOL,linear_qr,8,225,6.424067570579741e-05,0.0003462873429564667,-0.0001426431783318,0.48444444444444446
4,F3_VOL,linear_qr,9,225,0.0003347248945833651,-0.0007964235562911423,-0.0007115918609528,0.4488888888888889
4,F3_VOL,linear_qr,10,225,0.0008807530100840593,3.662761458821421e-05,0.0,0.49333333333333335
4,F3_VOL,gbr_quantile,1,225,-0.0026489502302968603,0.0004271489144459841,0.0008440345349446,0.52
4,F3_VOL,gbr_quantile,2,225,-0.0014148097585587186,0.0012552734810158974,0.0011221946314825,0.5511111111111111
4,F3_VOL,gbr_quantile,3,225,-0.0009457959181494445,-0.0007978364671911697,-0.0006842285590243,0.4533333333333333
4,F3_VOL,gbr_quantile,4,225,-0.0006718713137216634,-0.0003159717386917428,-0.0006307954539573,0.47555555555555556
4,F3_VOL,gbr_quantile,5,225,-0.0005017670887599531,0.00016776107169090405,0.0002784351960073,0.5155555555555555
4,F3_VOL,gbr_quantile,6,225,-0.00036669901909428535,-0.0006244451018490267,-0.0001388406805423,0.48444444444444446
4,F3_VOL,gbr_quantile,7,225,-0.00020783481202602927,-0.00017043398976741107,-5.93418983647956e-05,0.49333333333333335
4,F3_VOL,gbr_quantile,8,225,-4.867605479520445e-06,-0.00042586194748597643,-0.0002846164812154,0.4711111111111111
4,F3_VOL,gbr_quantile,9,225,0.00024855114101496323,-0.0004413536695469859,-0.000610604177864,0.4666666666666667
4,F3_VOL,gbr_quantile,10,225,0.0008914865718668989,0.0012511683497864827,-0.0001208532239068,0.49333333333333335
4,F4_TAIL,linear_qr,1,225,-0.0024174285361123755,0.0004921756397391951,0.000220482858351,0.5022222222222222
4,F4_TAIL,linear_qr,2,225,-0.0015416123164785824,-3.932902782665399e-05,7.221520133122515e-05,0.5066666666666667
4,F4_TAIL,linear_qr,3,225,-0.0011387526099124277,-0.0002447703032440271,-0.0003275359499983,0.4666666666666667
4,F4_TAIL,linear_qr,4,225,-0.0008430620880406637,-0.0006472422859089087,-0.000721188549937,0.4577777777777778
4,F4_TAIL,linear_qr,5,225,-0.0005974415415741641,-0.00030834554527286995,-0.0004197020177326,0.48
4,F4_TAIL,linear_qr,6,225,-0.0003585014797647828,-6.52369300019621e-05,0.0001243703751369,0.5111111111111111
4,F4_TAIL,linear_qr,7,225,-0.00014014577408080276,0.0010902493300608913,0.0005555169922736,0.5333333333333333
4,F4_TAIL,linear_qr,8,225,0.00011959633095752309,0.0003960408654896158,0.00029282577076,0.5066666666666667
4,F4_TAIL,linear_qr,9,225,0.00047207884198649134,-0.0005648508295974375,-0.0009464021653424,0.4622222222222222
4,F4_TAIL,linear_qr,10,225,0.0011749436925456162,0.00021675798896911327,0.0,0.49777777777777776
4,F4_TAIL,gbr_quantile,1,225,-0.0028100277620742866,0.0003134531518050606,-0.0002816108157163,0.48
4,F4_TAIL,gbr_quantile,2,225,-0.0015148081103756154,0.0001897838323072655,0.0001243703751369,0.5111111111111111
4,F4_TAIL,gbr_quantile,3,225,-0.0010212084021892942,9.626104352935057e-05,0.0005911912675883,0.5155555555555555
4,F4_TAIL,gbr_quantile,4,225,-0.000747662229195321,0.0005446904145616482,0.0005479452191892,0.5288888888888889
4,F4_TAIL,gbr_quantile,5,225,-0.0005642013466380269,-3.8546431442736084e-05,0.0004147042329643,0.5422222222222223
4,F4_TAIL,gbr_quantile,6,225,-0.0003842451624331149,0.0006025536408786598,-0.0003145940190163,0.4622222222222222
4,F4_TAIL,gbr_quantile,7,225,-0.000179281102033534,-0.0008092588719444277,-0.0007134364155167,0.4266666666666667
4,F4_TAIL,gbr_quantile,8,225,7.276697358424751e-05,-0.0006082097004387735,-0.0006397725471463,0.4488888888888889
4,F4_TAIL,gbr_quantile,9,225,0.0004066298640705362,-0.00014265110526459756,0.0004126263726793,0.5422222222222223
4,F4_TAIL,gbr_quantile,10,225,0.0010948593945787472,0.00017737292841550628,-0.0006332721381922,0.4666666666666667
8,F1_DIRECTION,linear_qr,1,225,-0.003288146555261851,0.00038977364891875987,0.0007062147186169,0.5244444444444445
8,F1_DIRECTION,linear_qr,2,225,-0.0021145008174958085,-0.0006828089668462352,-0.0015068496001889,0.4311111111111111
8,F1_DIRECTION,linear_qr,3,225,-0.0014510931610604565,0.0009694808276633422,-0.0003482500470508,0.48444444444444446
8,F1_DIRECTION,linear_qr,4,225,-0.0010199965958897009,-0.0011558116054773923,-0.0014145941295622,0.4088888888888889
8,F1_DIRECTION,linear_qr,5,225,-0.0007007577310710533,-0.001005677346201737,5.9120872641367935e-05,0.5022222222222222
8,F1_DIRECTION,linear_qr,6,225,-0.00039026383039238,0.0008785904037824352,0.0004212933768791,0.5155555555555555
8,F1_DIRECTION,linear_qr,7,225,-0.00011342145802695811,0.0012922250161255134,0.0005946678294771,0.5111111111111111
8,F1_DIRECTION,linear_qr,8,225,0.00012776236052147242,0.0005474574506816504,-0.0002979826596142,0.49777777777777776
8,F1_DIRECTION,linear_qr,9,225,0.00035308835556914394,0.00033072031709629703,0.0001884599685195,0.5066666666666667
8,F1_DIRECTION,linear_qr,10,225,0.000763043947303267,-0.0006198043248000457,-0.0001363140678229,0.49777777777777776
8,F1_DIRECTION,gbr_quantile,1,225,-0.0052452035401423115,-0.0016590001738804095,-0.0016961134808199,0.4488888888888889
8,F1_DIRECTION,gbr_quantile,2,225,-0.002548692305908337,-0.000993178035594236,-0.001245289362959,0.4711111111111111
8,F1_DIRECTION,gbr_quantile,3,225,-0.0013695437373996058,8.500200463835132e-05,-0.0001363605374717,0.48444444444444446
8,F1_DIRECTION,gbr_quantile,4,225,-0.000874226682204555,-0.00019855975622328856,-0.0003975352864915,0.4711111111111111
8,F1_DIRECTION,gbr_quantile,5,225,-0.0006180146075776139,0.0007416399635268473,0.000542675402989,0.5288888888888889
8,F1_DIRECTION,gbr_quantile,6,225,-0.00041700572266796,-0.0007427048397212617,-0.0018296979066541,0.4266666666666667
8,F1_DIRECTION,gbr_quantile,7,225,-0.00023637345225180543,0.0009587258657503175,-0.0004393994944368,0.48444444444444446
8,F1_DIRECTION,gbr_quantile,8,225,-3.442671608623107e-05,-0.0009884573047497169,-0.0012239462991634,0.44
8,F1_DIRECTION,gbr_quantile,9,225,0.0002615075067144346,0.001526014415414219,0.0012475866760033,0.6133333333333333
8,F1_DIRECTION,gbr_quantile,10,225,0.0011032310733197553,0.0022146632817817654,0.0003114779654524,0.5111111111111111
8,F2_ACTIVITY,linear_qr,1,225,-0.003655350578187907,0.0006521800554283337,0.0003114779654524,0.5111111111111111
8,F2_ACTIVITY,linear_qr,2,225,-0.002224277258355715,-0.0013057891959898339,-0.0013395849290564,0.4488888888888889
8,F2_ACTIVITY,linear_qr,3,225,-0.001550549837466219,0.000621822945002129,-0.0004001333831312,0.48
8,F2_ACTIVITY,linear_qr,4,225,-0.0010876240529260593,-0.0005089974198510859,-0.000314693019559,0.4711111111111111
8,F2_ACTIVITY,linear_qr,5,225,-0.0006938482302310232,-0.0010136676955071447,-0.0007397196127626,0.4577777777777778
8,F2_ACTIVITY,linear_qr,6,225,-0.0003237108354226574,-0.0001536492658885919,0.0002377273278758,0.52
8,F2_ACTIVITY,linear_qr,7,225,-3.555032663599868e-05,0.0007661337159976848,-0.0003975879715749,0.48444444444444446
8,F2_ACTIVITY,linear_qr,8,225,0.00022517154311896815,0.0019402276352333825,0.0012475866760033,0.5333333333333333
8,F2_ACTIVITY,linear_qr,9,225,0.0005184661021297921,0.0008591276847043063,0.0005593710329515,0.5333333333333333
8,F2_ACTIVITY,linear_qr,10,225,0.0011601551065854594,-0.0009132430381865924,-0.0010918521625168,0.44
8,F2_ACTIVITY,gbr_quantile,1,225,-0.005038420469747295,-0.00086018202264997,-0.0010442411057154,0.4711111111111111
8,F2_ACTIVITY,gbr_quantile,2,225,-0.0026730916330254635,-0.0011984948657845673,-0.0011882056368094,0.4577777777777778
8,F2_ACTIVITY,gbr_quantile,3,225,-0.001506383438696234,-4.519711189805061e-06,-0.0005669827222163,0.4666666666666667
8,F2_ACTIVITY,gbr_quantile,4,225,-0.0009426997560069927,-0.0002190317138818437,-6.56318708600916e-05,0.4888888888888889
8,F2_ACTIVITY,gbr_quantile,5,225,-0.0006237916450009874,0.0015099643670790765,-0.000184939740995,0.49333333333333335
8,F2_ACTIVITY,gbr_quantile,6,225,-0.0003959180661788237,0.001169198568192319,0.0004278685082746,0.52
8,F2_ACTIVITY,gbr_quantile,7,225,-0.00017206187139647445,-0.0007878167490106924,-0.0007395082607303,0.4622222222222222
8,F2_ACTIVITY,gbr_quantile,8,225,7.644069195138357e-05,0.00012548650345521652,0.0003417751836132,0.5022222222222222
8,F2_ACTIVITY,gbr_quantile,9,225,0.0004327280801921669,0.0010036761571164431,0.0005310204567653,0.5244444444444445
8,F2_ACTIVITY,gbr_quantile,10,225,0.0012171910806926022,0.00020586488761641146,-0.0001271051797071,0.49333333333333335
8,F3_VOL,linear_qr,1,225,-0.004777913403956953,-0.0009008909532701377,-0.0013995803544232,0.4266666666666667
8,F3_VOL,linear_qr,2,225,-0.002896942909333893,0.001433040984420135,0.0009743876049325,0.5377777777777778
8,F3_VOL,linear_qr,3,225,-0.001995181462416774,-0.0012341213099446,-0.0006134593162144,0.4666666666666667
8,F3_VOL,linear_qr,4,225,-0.0013657111252859157,-0.0006190609003623245,-0.001388599820432,0.4444444444444444
8,F3_VOL,linear_qr,5,225,-0.0008523754357032984,-0.0010728323784057736,-0.0018255647007643,0.4266666666666667
8,F3_VOL,linear_qr,6,225,-0.00043165451353754144,0.0006138962242375199,0.0005977286489977,0.5466666666666666
8,F3_VOL,linear_qr,7,225,-3.3995256981963286e-05,0.0024738683348331887,0.0006437077789056,0.5377777777777778
8,F3_VOL,linear_qr,8,225,0.00042291130182377056,0.00010272181057745029,-0.0005666971155658,0.47555555555555556
8,F3_VOL,linear_qr,9,225,0.0009907965611927146,-0.0004104963489725471,0.000699937034245,0.52
8,F3_VOL,linear_qr,10,225,0.0022544609393468306,0.0005580199578296774,-0.000131639571045,0.49777777777777776
8,F3_VOL,gbr_quantile,1,225,-0.005194651712036747,-0.0017956343760277805,-0.0020619208155001,0.4177777777777778
8,F3_VOL,gbr_quantile,2,225,-0.0031936363806861047,-0.00022308300292105034,-0.0015048911794202,0.4444444444444444
8,F3_VOL,gbr_quantile,3,225,-0.00212563905414433,-0.001004216053358467,0.000203894383416,0.5022222222222222
8,F3_VOL,gbr_quantile,4,225,-0.001338173607346324,0.00083553699686445,0.0001884599685195,0.5111111111111111
8,F3_VOL,gbr_quantile,5,225,-0.0005280941320735804,0.001927150033344746,0.0009811136425952,0.5466666666666666
8,F3_VOL,gbr_quantile,6,225,-0.00014473115952055862,-0.0007534959854325231,-0.0012468420422925,0.4488888888888889
8,F3_VOL,gbr_quantile,7,225,0.00010190090920553581,-3.644567726322201e-05,-0.0002571520425613,0.48
8,F3_VOL,gbr_quantile,8,225,0.000387803843710221,0.0002256014216408163,-0.0001387925054275,0.49333333333333335
8,F3_VOL,gbr_quantile,9,225,0.0007501798286256937,0.0016231812710055368,0.0004802579763674,0.5066666666666667
8,F3_VOL,gbr_quantile,10,225,0.0017188637715198063,0.0001455507930900816,0.0004368038508188,0.5288888888888889
8,F4_TAIL,linear_qr,1,225,-0.005063054236761521,-0.0005881939728062176,-0.0018359234069209,0.4177777777777778
8,F4_TAIL,linear_qr,2,225,-0.002865491092285646,0.0010230362320790929,0.0015120277794789,0.5911111111111111
8,F4_TAIL,linear_qr,3,225,-0.002010034678786217,-0.0008072820486903963,-0.0012884623066685,0.4533333333333333
8,F4_TAIL,linear_qr,4,225,-0.001377904900279397,-0.0007968296653423132,-0.0011697919792592,0.44
8,F4_TAIL,linear_qr,5,225,-0.0009552307260049808,0.0013756008420827874,0.0001232209970138,0.5022222222222222
8,F4_TAIL,linear_qr,6,225,-0.0005219350119175612,-0.00048809662607223424,-0.0008228195746731,0.4577777777777778
8,F4_TAIL,linear_qr,7,225,-7.190355206476136e-05,0.0015138799001079108,0.0012525051737608,0.56
8,F4_TAIL,linear_qr,8,225,0.0004374554420023733,0.0008509024072389214,-0.000511868972722,0.48444444444444446
8,F4_TAIL,linear_qr,9,225,0.0010383573452837141,-0.001557891372910897,-0.0010086926419676,0.4622222222222222
8,F4_TAIL,linear_qr,10,225,0.0024698779523103106,0.00041901972525593383,0.0003114779654524,0.5111111111111111
8,F4_TAIL,gbr_quantile,1,225,-0.006355629692099872,0.000940275450704101,-0.0006426964908625,0.47555555555555556
8,F4_TAIL,gbr_quantile,2,225,-0.003423585877602583,-0.0018607337223522078,-0.0018811141739701,0.44
8,F4_TAIL,gbr_quantile,3,225,-0.0021068396916469733,-0.0011661162946816758,-0.0006550543631584,0.48
8,F4_TAIL,gbr_quantile,4,225,-0.0012636234508806663,0.0019078000044141688,0.0009008739085593,0.5422222222222223
8,F4_TAIL,gbr_quantile,5,225,-0.0005382517512732703,0.0015725543852285547,0.0005367846727762,0.5333333333333333
8,F4_TAIL,gbr_quantile,6,225,-0.00016874025289409023,5.622029112359718e-05,-0.0003975352864915,0.47555555555555556
8,F4_TAIL,gbr_quantile,7,225,9.0213962867953e-05,-0.0001712306758381563,-0.0002803869358058,0.4711111111111111
8,F4_TAIL,gbr_quantile,8,225,0.00035742153025912016,0.0009913808569651896,0.0003417751836132,0.5155555555555555
8,F4_TAIL,gbr_quantile,9,225,0.0007897630807789167,0.0005475877406939217,-7.179008581995543e-05,0.49777777777777776
8,F4_TAIL,gbr_quantile,10,225,0.0019371549185138455,-0.0018735926153149052,-0.0012039414691253,0.4488888888888889
16,F1_DIRECTION,linear_qr,1,225,-0.007861044586813843,-0.0032565881195893275,-0.004489803460599,0.40444444444444444
16,F1_DIRECTION,linear_qr,2,225,-0.00578833251908456,-0.0014678923400414626,-0.0031986960270855,0.4577777777777778
16,F1_DIRECTION,linear_qr,3,225,-0.004272376010799912,-0.001471962396850564,-0.0036726011357343,0.4177777777777778
16,F1_DIRECTION,linear_qr,4,225,-0.0030504324965760312,0.003042483712139246,0.0032226021238453,0.5688888888888889
16,F1_DIRECTION,linear_qr,5,225,-0.0018467033548978697,0.0024944406025254368,0.000925155029444,0.5288888888888889
16,F1_DIRECTION,linear_qr,6,225,-0.0009833216344792058,-0.0004746365248435433,-0.000737599148322,0.48
16,F1_DIRECTION,linear_qr,7,225,-0.0003902771312807513,0.0007051686512632978,0.0004160351906907,0.5022222222222222
16,F1_DIRECTION,linear_qr,8,225,0.0001842835588421128,0.0010373754744162384,0.0011853258070088,0.5333333333333333
16,F1_DIRECTION,linear_qr,9,225,0.0008180612982337747,0.001415973750683147,0.0023354867052073,0.5555555555555556
16,F1_DIRECTION,linear_qr,10,225,0.0020853734573762998,0.0011465095227175587,0.0015983427999451,0.5644444444444444
16,F1_DIRECTION,gbr_quantile,1,225,-0.010061016283830703,-0.004975695233036471,-0.0045312408957254,0.39555555555555555
16,F1_DIRECTION,gbr_quantile,2,225,-0.006150171381871024,-0.001992893143033826,-0.0048314203742958,0.4177777777777778
16,F1_DIRECTION,gbr_quantile,3,225,-0.0045193383506002445,0.003994241671994216,0.003823340188089,0.56
16,F1_DIRECTION,gbr_quantile,4,225,-0.0030432021952293514,-0.0007786887003441812,-0.0011875241519893,0.47555555555555556
16,F1_DIRECTION,gbr_quantile,5,225,-0.002067421158219936,0.0012496456869184461,0.0022324206220453,0.56
16,F1_DIRECTION,gbr_quantile,6,225,-0.0012588103029593355,0.0021029190214250475,0.0,0.49777777777777776
16,F1_DIRECTION,gbr_quantile,7,225,-0.0007012882532661312,0.00030303416757309856,0.0008170491364859,0.5155555555555555
16,F1_DIRECTION,gbr_quantile,8,225,-0.00014037924180437298,0.00204453979744132,0.0024681213680836,0.5688888888888889
16,F1_DIRECTION,gbr_quantile,9,225,0.0006034678179348167,-0.001035935742638741,-0.0009200237226468,0.4666666666666667
16,F1_DIRECTION,gbr_quantile,10,225,0.002390486758192153,0.0022597048061211208,0.0015508206947992,0.5555555555555556
16,F2_ACTIVITY,linear_qr,1,225,-0.00791210090648416,-0.003133414835345142,-0.0039810188850761,0.39555555555555555
16,F2_ACTIVITY,linear_qr,2,225,-0.00578099226034638,-0.001707215997469843,-0.003351724386301,0.4622222222222222
16,F2_ACTIVITY,linear_qr,3,225,-0.004243027047968459,-0.001685938214905732,-0.0022838728272236,0.4488888888888889
16,F2_ACTIVITY,linear_qr,4,225,-0.0030533315461274964,0.0020014137397626045,0.0004417936895361,0.52
16,F2_ACTIVITY,linear_qr,5,225,-0.0018784505514603078,0.003758037538664582,0.0019683284515445,0.5555555555555556
16,F2_ACTIVITY,linear_qr,6,225,-0.0008847037935216921,0.001205829717319471,0.000331202599656,0.5155555555555555
16,F2_ACTIVITY,linear_qr,7,225,-0.00025100412345487933,0.0016704994444972888,0.002478316014467,0.5377777777777778
16,F2_ACTIVITY,linear_qr,8,225,0.00031004925232527354,-0.0006435967241971468,-0.0011855365941016,0.48
16,F2_ACTIVITY,linear_qr,9,225,0.0009266041116707848,-0.0010135857522232915,-7.043989718690309e-05,0.4888888888888889
16,F2_ACTIVITY,linear_qr,10,225,0.002191053701591303,0.0027188434163172358,0.0030780182937638,0.6088888888888889
16,F2_ACTIVITY,gbr_quantile,1,225,-0.009677785987297235,-0.002903448836605386,-0.0024295133745514,0.4311111111111111
16,F2_ACTIVITY,gbr_quantile,2,225,-0.006230041801834641,-0.0010735996831583428,-0.0043432550507515,0.43555555555555553
16,F2_ACTIVITY,gbr_quantile,3,225,-0.004732417701865479,0.002180509820329595,0.0029555701131473,0.5511111111111111
16,F2_ACTIVITY,gbr_quantile,4,225,-0.003459919605648612,0.002056985724906887,0.0023902389037572,0.5777777777777777
16,F2_ACTIVITY,gbr_quantile,5,225,-0.002165633727574985,-0.0004159482995047883,-0.0009023913982786,0.4666666666666667
16,F2_ACTIVITY,gbr_quantile,6,225,-0.0013554715651781448,0.0010547930396020246,0.0005696022431779,0.52
16,F2_ACTIVITY,gbr_quantile,7,225,-0.0008198725863070666,0.0008097912226217568,0.0006165017149059,0.52
16,F2_ACTIVITY,gbr_quantile,8,225,-0.0002473198822427798,0.0008012992760171292,0.0009054501750416,0.52
16,F2_ACTIVITY,gbr_quantile,9,225,0.00047768506190085314,-0.0026536628424717046,-0.0017248049001972,0.4533333333333333
16,F2_ACTIVITY,gbr_quantile,10,225,0.0023143713804786256,0.0033141529106828563,0.0017130878159386,0.5377777777777778
16,F3_VOL,linear_qr,1,225,-0.008620045646680289,-0.0032416817412748845,-0.004489803460599,0.39555555555555555
16,F3_VOL,linear_qr,2,225,-0.006014712858482971,-0.000258314399847015,-0.0010163513863255,0.49333333333333335
16,F3_VOL,linear_qr,3,225,-0.004365892286114906,-0.00033659601109974936,-0.001204738784358,0.4711111111111111
16,F3_VOL,linear_qr,4,225,-0.003066975655973558,-0.00015611349406315748,-0.0002103565551353,0.4888888888888889
16,F3_VOL,linear_qr,5,225,-0.0019059348376930664,0.0035559160853954304,0.001703689554346,0.5333333333333333
16,F3_VOL,linear_qr,6,225,-0.0009178733559333497,0.000472553920708038,-6.16503807106081e-05,0.49333333333333335
16,F3_VOL,linear_qr,7,225,-0.00018075330349990272,0.0012240390563506677,0.0011398063563395,0.5377777777777778
16,F3_VOL,linear_qr,8,225,0.0004581707783145987,-7.239400690100894e-05,-0.0014939710387301,0.48444444444444446
16,F3_VOL,linear_qr,9,225,0.0011333908929357487,-8.743937062352621e-05,0.000796336892571,0.52
16,F3_VOL,linear_qr,10,225,0.0027295098165762708,0.0020709022937752336,0.0023772743871454,0.5955555555555555
16,F3_VOL,gbr_quantile,1,225,-0.009614018291134101,-0.0024716208187329325,-0.0020233284693682,0.4533333333333333
16,F3_VOL,gbr_quantile,2,225,-0.005985853282504061,0.00029934890796771003,-0.0022838728272236,0.4622222222222222
16,F3_VOL,gbr_quantile,3,225,-0.004542692208113816,0.0010326779969986536,0.0002861435029182,0.5155555555555555
16,F3_VOL,gbr_quantile,4,225,-0.0033868901212544917,0.0010391804001693842,0.0004305969986256,0.5244444444444445
16,F3_VOL,gbr_quantile,5,225,-0.002423172772046675,0.003361672632421433,0.0029295151528727,0.5688888888888889
16,F3_VOL,gbr_quantile,6,225,-0.0016822596313732581,0.0007540154348107171,-6.16503807106081e-05,0.49777777777777776
16,F3_VOL,gbr_quantile,7,225,-0.0009761271096528437,0.0009650677919511513,-0.0007224998809083,0.48444444444444446
16,F3_VOL,gbr_quantile,8,225,-0.000275308883500234,-0.0012585108208267141,0.0,0.49777777777777776
16,F3_VOL,gbr_quantile,9,225,0.0005809676130707117,-0.000680842049883486,-0.0002457304349507,0.49777777777777776
16,F3_VOL,gbr_quantile,10,225,0.002407839243268262,0.00012988285754410973,0.0005557099337229,0.5111111111111111
16,F4_TAIL,linear_qr,1,225,-0.009434469330406408,-0.0018419138287176305,-0.0018198367169859,0.4444444444444444
16,F4_TAIL,linear_qr,2,225,-0.006495874969025628,0.00033317373834298644,-0.0014166314877986,0.4711111111111111
16,F4_TAIL,linear_qr,3,225,-0.004848183590605349,-0.00130227209076755,-0.0020912384761087,0.4444444444444444
16,F4_TAIL,linear_qr,4,225,-0.0036587879313339793,0.0019168591463276305,0.0029933740546649,0.5688888888888889
16,F4_TAIL,linear_qr,5,225,-0.002561551795802792,0.000596484522327963,-0.0009609445450831,0.47555555555555556
16,F4_TAIL,linear_qr,6,225,-0.001381057794974628,0.000825356524291534,-0.0010148605437911,0.48
16,F4_TAIL,linear_qr,7,225,-0.0002469187316439032,0.0014336207256081285,0.0008673654320436,0.5155555555555555
16,F4_TAIL,linear_qr,8,225,0.0008842429016614252,-0.0002529948308263203,-6.16503807106081e-05,0.49333333333333335
16,F4_TAIL,linear_qr,9,225,0.0023763806244586415,-0.0011673422010604316,0.0006165017149059,0.52
