instrument,row_id,rank,decision_time,trading_day,position_prev,position_now,abs_position_change,rel_dOI_5m,abs_rel_dOI_5m,oi_window_crosses_gap
MA,20991,16,2026-04-14 09:00:00,2026-04-14,342239.0,335243.0,-6996.0,-0.020441854961006783,0.020441854961006783,False
MA,19197,17,2026-03-05 21:00:00,2026-03-05,717321.0,702756.0,-14565.0,-0.020304717135006502,0.020304717135006502,False
MA,19842,18,2026-03-19 09:00:00,2026-03-19,680786.0,667328.0,-13458.0,-0.019768326610711737,0.019768326610711737,False
MA,26325,19,2026-08-06 09:00:00,2026-08-06,531891.0,521769.0,-10122.0,-0.019030214837250488,0.019030214837250488,False
MA,20508,20,2026-04-01 21:00:00,2026-04-01,566555.0,555903.0,-10652.0,-0.018801352031135546,0.018801352031135546,False
TA,16026,1,2025-12-19 09:00:00,2025-12-19,950160.0,970828.0,20668.0,0.021752125957733435,0.021752125957733435,False
TA,19197,2,2026-03-05 21:00:00,2026-03-05,1408292.0,1385506.0,-22786.0,-0.016179883149233257,0.016179883149233257,False
TA,20116,3,2026-03-24 22:50:00,2026-03-25,986319.0,970667.0,-15652.0,-0.015869105228632926,0.015869105228632926,False
TA,15349,4,2025-12-05 10:05:00,2025-12-05,803833.0,791095.0,-12738.0,-0.015846575097066183,0.015846575097066183,False
TA,9288,5,2025-07-28 09:00:00,2025-07-28,1034311.0,1019275.0,-15036.0,-0.014537213662041687,0.014537213662041687,False
TA,15726,6,2025-12-12 21:00:00,2025-12-12,461556.0,455444.0,-6112.0,-0.013242163464455017,0.013242163464455017,False
TA,17240,7,2026-01-15 22:40:00,2026-01-16,1374343.0,1356766.0,-17577.0,-0.012789383727351906,0.012789383727351906,False
TA,10752,8,2025-08-26 10:30:00,2025-08-26,1013588.0,1025314.0,11726.0,0.011568803103430586,0.011568803103430586,False
TA,18048,9,2026-02-02 21:00:00,2026-02-02,1402143.0,1386481.0,-15662.0,-0.01117004471013299,0.01117004471013299,False
TA,16416,10,2025-12-26 21:00:00,2025-12-26,1494753.0,1478489.0,-16264.0,-0.010880727451291284,0.010880727451291284,False
TA,20967,11,2026-04-13 21:00:00,2026-04-13,606598.0,600055.0,-6543.0,-0.010786385711789356,0.010786385711789356,False
TA,19492,12,2026-03-11 22:35:00,2026-03-12,1257615.0,1270517.0,12902.0,0.01025910155333707,0.01025910155333707,False
TA,9027,13,2025-07-22 10:30:00,2025-07-22,1060179.0,1049846.0,-10333.0,-0.00974646734183567,0.00974646734183567,False
TA,20508,14,2026-04-01 21:00:00,2026-04-01,848884.0,840810.0,-8074.0,-0.00951131132168824,0.00951131132168824,False
TA,16415,15,2025-12-26 14:55:00,2025-12-26,1508866.0,1494753.0,-14113.0,-0.0093533819437909,0.0093533819437909,False
TA,18990,16,2026-03-02 21:00:00,2026-03-02,1481110.0,1467483.0,-13627.0,-0.009200532033407377,0.009200532033407377,False
TA,21725,17,2026-04-28 14:55:00,2026-04-28,1031814.0,1041292.0,9478.0,0.009185764100894153,0.009185764100894153,False
TA,20980,18,2026-04-13 22:05:00,2026-04-14,580154.0,574863.0,-5291.0,-0.009119992277912416,0.009119992277912416,False
TA,27235,19,2026-08-25 10:05:00,2026-08-25,895440.0,903600.0,8160.0,0.009112838381131064,0.009112838381131064,False
TA,19497,20,2026-03-12 09:00:00,2026-03-12,1263400.0,1251945.0,-11455.0,-0.009066803862593002,0.009066803862593002,False
M,19608,1,2026-03-13 14:45:00,2026-03-13,2008839.0,1988118.0,-20721.0,-0.010314913240931702,0.010314913240931702,False
M,20646,2,2026-04-07 09:00:00,2026-04-03,1103009.0,1092005.0,-11004.0,-0.009976346521197924,0.009976346521197924,False
M,26439,3,2026-08-07 21:00:00,2026-08-07,1056964.0,1047001.0,-9963.0,-0.009426054245934583,0.009426054245934583,False
M,20301,4,2026-03-27 21:00:00,2026-03-27,1535803.0,1521363.0,-14440.0,-0.009402247553885492,0.009402247553885492,False
M,19420,5,2026-03-10 22:20:00,2026-03-11,1986693.0,2004777.0,18084.0,0.00910256390896832,0.00910256390896832,False
M,19423,6,2026-03-10 22:35:00,2026-03-11,2015891.0,1998459.0,-17432.0,-0.008647292933992958,0.008647292933992958,False
M,19956,7,2026-03-20 21:00:00,2026-03-20,1865605.0,1849898.0,-15707.0,-0.008419252735707719,0.008419252735707719,False
M,19558,8,2026-03-12 22:20:00,2026-03-13,2002147.0,2018690.0,16543.0,0.00826263006662348,0.00826263006662348,False
M,8436,9,2025-07-09 21:00:00,2025-07-09,2136774.0,2120335.0,-16439.0,-0.007693373281404584,0.007693373281404584,False
M,8505,10,2025-07-10 21:00:00,2025-07-10,2090923.0,2075754.0,-15169.0,-0.007254690870969424,0.007254690870969424,False
M,27580,11,2026-09-01 10:05:00,2026-09-01,2791135.0,2811099.0,19964.0,0.007152645787466389,0.007152645787466389,False
M,14898,12,2025-11-26 21:00:00,2025-11-26,1413487.0,1403579.0,-9908.0,-0.007009615228155618,0.007009615228155618,False
M,19055,13,2026-03-03 14:40:00,2026-03-03,1965666.0,1952066.0,-13600.0,-0.006918774603620351,0.006918774603620351,False
M,9426,14,2025-07-30 09:00:00,2025-07-30,1462510.0,1452674.0,-9836.0,-0.006725424099664276,0.006725424099664276,False
M,25883,15,2026-07-28 14:40:00,2026-07-28,1842291.0,1829992.0,-12299.0,-0.006675926875830148,0.006675926875830148,False
M,19335,16,2026-03-09 21:00:00,2026-03-09,1948003.0,1935418.0,-12585.0,-0.006460462329883476,0.006460462329883476,False
M,20760,17,2026-04-08 21:00:00,2026-04-08,948906.0,942801.0,-6105.0,-0.00643372473142756,0.00643372473142756,False
M,19054,18,2026-03-03 14:35:00,2026-03-03,1978361.0,1965666.0,-12695.0,-0.0064169279519764085,0.0064169279519764085,False
M,9950,19,2025-08-08 14:40:00,2025-08-08,1084465.0,1077682.0,-6783.0,-0.006254697016501224,0.006254697016501224,False
M,12162,20,2025-09-23 21:00:00,2025-09-23,2019670.0,2007056.0,-12614.0,-0.006245574772116237,0.006245574772116237,False
P,20368,1,2026-03-30 14:50:00,2026-03-30,267539.0,274566.0,7027.0,0.026265329540739856,0.026265329540739856,False
P,20369,2,2026-03-30 14:55:00,2026-03-30,274566.0,278661.0,4095.0,0.01491444679967658,0.01491444679967658,False
P,27267,3,2026-08-25 21:00:00,2026-08-25,570883.0,562823.0,-8060.0,-0.014118479618415683,0.014118479618415683,False
P,9623,4,2025-08-01 22:10:00,2025-08-04,382078.0,376972.0,-5106.0,-0.013363763420034652,0.013363763420034652,False
P,15239,5,2025-12-03 14:40:00,2025-12-03,276783.0,273176.0,-3607.0,-0.013031869731883822,0.013031869731883822,False
P,8542,6,2025-07-11 10:05:00,2025-07-11,517634.0,524300.0,6666.0,0.01287782487240019,0.01287782487240019,False
P,19626,7,2026-03-13 22:15:00,2026-03-16,353090.0,357599.0,4509.0,0.012770115268061967,0.012770115268061967,False
P,10023,8,2025-08-11 21:00:00,2025-08-11,303774.0,299985.0,-3789.0,-0.012473088546090185,0.012473088546090185,False
P,9622,9,2025-08-01 22:05:00,2025-08-04,386752.0,382078.0,-4674.0,-0.012085263941750786,0.012085263941750786,False
P,24738,10,2026-07-06 09:00:00,2026-07-06,537268.0,530838.0,-6430.0,-0.01196795640164685,0.01196795640164685,False
P,14508,11,2025-11-19 09:00:00,2025-11-19,418484.0,413601.0,-4883.0,-0.011668307509964539,0.011668307509964539,False
P,22599,12,2026-05-20 21:00:00,2026-05-20,483008.0,477401.0,-5607.0,-0.011608503378826024,0.011608503378826024,False
P,21395,13,2026-04-21 22:10:00,2026-04-22,471416.0,476869.0,5453.0,0.01156727815772057,0.01156727815772057,False
P,11565,14,2025-09-11 09:00:00,2025-09-11,452783.0,447563.0,-5220.0,-0.011528701386757012,0.011528701386757012,False
P,15588,15,2025-12-10 21:00:00,2025-12-10,167290.0,165371.0,-1919.0,-0.011471098093131687,0.011471098093131687,False
P,19628,16,2026-03-13 22:25:00,2026-03-16,358191.0,354093.0,-4098.0,-0.011440823471276498,0.011440823471276498,False
P,20576,17,2026-04-02 14:55:00,2026-04-02,209588.0,207210.0,-2378.0,-0.011346069431456,0.011346069431456,False
P,20508,18,2026-04-01 21:00:00,2026-04-01,220599.0,218125.0,-2474.0,-0.011214919378600991,0.011214919378600991,False
P,13680,19,2025-11-03 09:00:00,2025-11-03,400504.0,396096.0,-4408.0,-0.011006132273335597,0.011006132273335597,False
P,11910,20,2025-09-18 09:00:00,2025-09-18,435889.0,431117.0,-4772.0,-0.010947741282757766,0.010947741282757766,False
CF,15794,1,2025-12-15 14:55:00,2025-12-15,354604.0,348741.0,-5863.0,-0.0165339364474174,0.0165339364474174,False
CF,26988,2,2026-08-19 14:45:00,2026-08-19,510621.0,517531.0,6910.0,0.013532541748185052,0.013532541748185052,False
CF,26990,3,2026-08-19 14:55:00,2026-08-19,523122.0,529138.0,6016.0,0.01150018542519718,0.01150018542519718,False
CF,27443,4,2026-08-28 10:10:00,2026-08-28,597018.0,603469.0,6451.0,0.010805369352347835,0.010805369352347835,False
CF,26989,5,2026-08-19 14:50:00,2026-08-19,517531.0,523122.0,5591.0,0.010803217585033553,0.010803217585033553,False
CF,20898,6,2026-04-10 21:00:00,2026-04-10,669215.0,662041.0,-7174.0,-0.010720022713178875,0.010720022713178875,False
CF,16888,7,2026-01-08 22:05:00,2026-01-09,865905.0,857092.0,-8813.0,-0.010177790866203568,0.010177790866203568,False
CF,19606,8,2026-03-13 14:35:00,2026-03-13,742496.0,735306.0,-7190.0,-0.009683553850795156,0.009683553850795156,False
CF,17373,9,2026-01-19 22:15:00,2026-01-20,793027.0,785630.0,-7397.0,-0.00932755126874621,0.00932755126874621,False
CF,21695,10,2026-04-28 10:10:00,2026-04-28,854253.0,846427.0,-7826.0,-0.00916122038787104,0.00916122038787104,False
CF,10661,11,2025-08-22 22:25:00,2025-08-25,493641.0,498068.0,4427.0,0.008968055732809876,0.008968055732809876,False
CF,24959,12,2026-07-09 10:10:00,2026-07-09,570546.0,566031.0,-4515.0,-0.00791347235805702,0.00791347235805702,False
CF,15726,13,2025-12-12 21:00:00,2025-12-12,400614.0,397499.0,-3115.0,-0.007775564508479484,0.007775564508479484,False
CF,8800,14,2025-07-16 22:35:00,2025-07-17,580308.0,584665.0,4357.0,0.007508081915120935,0.007508081915120935,False
CF,13120,15,2025-10-21 22:20:00,2025-10-22,600517.0,604969.0,4452.0,0.00741361193771367,0.00741361193771367,False
CF,27681,16,2026-09-02 21:00:00,2026-09-02,566855.0,562698.0,-4157.0,-0.007333445060906228,0.007333445060906228,False
CF,18822,17,2026-02-26 10:30:00,2026-02-26,862638.0,856419.0,-6219.0,-0.00720928129760108,0.00720928129760108,False
CF,24438,18,2026-06-29 21:00:00,2026-06-29,560800.0,556865.0,-3935.0,-0.007016761768901569,0.007016761768901569,False
CF,21601,19,2026-04-24 22:05:00,2026-04-27,819902.0,825609.0,5707.0,0.006960587972708933,0.006960587972708933,False
CF,15657,20,2025-12-11 21:00:00,2025-12-11,446756.0,443647.0,-3109.0,-0.006959055950004029,0.006959055950004029,False
LC,6074,1,2025-07-24 14:55:00,2025-07-24,456329.0,440454.0,-15875.0,-0.03478849689587995,0.03478849689587995,False
LC,6570,2,2025-08-11 09:00:00,2025-08-08,331856.0,320706.0,-11150.0,-0.03359891037076322,0.03359891037076322,False
LC,8190,3,2025-09-30 09:00:00,2025-09-29,259800.0,251749.0,-8051.0,-0.03098922247882987,0.03098922247882987,False
LC,6660,4,2025-08-13 09:00:00,2025-08-12,367861.0,356994.0,-10867.0,-0.02954104947249097,0.02954104947249097,False
LC,9405,5,2025-11-14 09:00:00,2025-11-13,552823.0,536514.0,-16309.0,-0.029501305119360083,0.029501305119360083,False
LC,7020,6,2025-08-25 09:00:00,2025-08-22,372077.0,362254.0,-9823.0,-0.02640044936935097,0.02640044936935097,False
LC,10842,7,2025-12-29 14:45:00,2025-12-29,538829.0,524746.0,-14083.0,-0.026136306694702773,0.026136306694702773,False
LC,5985,8,2025-07-23 09:00:00,2025-07-22,422392.0,411638.0,-10754.0,-0.02545976249550181,0.02545976249550181,False
LC,9585,9,2025-11-20 09:00:00,2025-11-19,516188.0,503132.0,-13056.0,-0.02529311026215255,0.02529311026215255,False
LC,9630,10,2025-11-21 09:00:00,2025-11-20,491946.0,479602.0,-12344.0,-0.025092184914604448,0.025092184914604448,False
LC,6705,11,2025-08-14 09:00:00,2025-08-13,402608.0,392675.0,-9933.0,-0.02467164090132337,0.02467164090132337,False
LC,6300,12,2025-08-01 09:00:00,2025-07-31,235029.0,229368.0,-5661.0,-0.02408638933918793,0.02408638933918793,False
LC,8550,13,2025-10-20 09:00:00,2025-10-17,162909.0,159000.0,-3909.0,-0.023994991068633408,0.023994991068633408,False
LC,9540,14,2025-11-19 09:00:00,2025-11-18,496195.0,484357.0,-11838.0,-0.023857556001168897,0.023857556001168897,False
LC,6073,15,2025-07-24 14:50:00,2025-07-24,467194.0,456329.0,-10865.0,-0.023255863731126685,0.023255863731126685,False
LC,7605,16,2025-09-11 09:00:00,2025-09-10,348772.0,340814.0,-7958.0,-0.022817198628330256,0.022817198628330256,False
LC,5760,17,2025-07-16 09:00:00,2025-07-15,349977.0,342146.0,-7831.0,-0.02237575612111653,0.02237575612111653,False
LC,7875,18,2025-09-19 09:00:00,2025-09-18,287759.0,281411.0,-6348.0,-0.022060126703248206,0.022060126703248206,False
LC,8010,19,2025-09-24 09:00:00,2025-09-23,261672.0,255907.0,-5765.0,-0.022031398086153658,0.022031398086153658,False
LC,7740,20,2025-09-16 09:00:00,2025-09-15,316308.0,309446.0,-6862.0,-0.021694045044703264,0.021694045044703264,False
