block,cost,policy,n_decisions,n_trades,trade_rate,gross_total_ATR0,net_total_ATR0,net_EV_per_decision,net_EV_per_trade,profit_factor,win_rate,daily_sharpe_annualized,max_drawdown_ATR0
TB2,0.0,BASE,124556,124556,1.0,759.986908589518,759.986908589518,0.0061015680383885,0.0061015680383885,1.0298029288971313,0.451668325893574,4.848357971687427,-90.8518125678338
TB2,0.0,GATE0,124556,79727,0.6400895982529946,491.5190871658752,491.5190871658752,0.003946169491360314,0.006165026743335071,1.0314282574606966,0.45467658384236204,4.190102024261886,-92.1812242815684
TB2,0.0,GATEA,124556,80401,0.645500818908764,543.8432041762886,543.8432041762886,0.004366254569641676,0.006764134826386346,1.0345034191986993,0.45458389821022127,4.500445684797944,-103.5028948111156
TB2,0.0,FLIPA,124556,124556,1.0,327.69949976305924,327.69949976305924,0.0026309411008948523,0.0026309411008948523,1.0127427454882048,0.44294132759561966,2.354694624646434,-213.16803174729068
TB2,0.01,BASE,124556,124556,1.0,759.986908589518,-485.5730914104819,-0.003898431961611499,-0.003898431961611499,0.9814550049272424,0.4514274703747712,-3.087745082592453,-568.3271737599853
TB2,0.01,GATE0,124556,65299,0.5242541507434407,379.17478814271686,-273.8152118572832,-0.0021983301635993707,-0.004193252758193587,0.9792746968544477,0.4571739230309806,-2.5406502168681953,-294.63302050559366
TB2,0.01,GATEA,124556,65948,0.5294646584668743,392.839831797912,-266.64016820208803,-0.002140725201532548,-0.00404318809064851,0.9800636205376172,0.4559501425365439,-2.3739603727772893,-294.7617706760162
TB2,0.01,FLIPA,124556,96545,0.7751132020938373,238.14525544881863,-727.3047445511813,-0.0058391787192201205,-0.007533323782186352,0.9648885388999991,0.4451499300844166,-5.746565803722165,-738.1947113180323
TB2,0.02,BASE,124556,124556,1.0,759.986908589518,-1731.1330914104828,-0.013898431961611507,-0.013898431961611507,0.9355676150021951,0.4502392498153441,-10.961653407899728,-1714.943226653501
TB2,0.02,GATE0,124556,51711,0.4151626577603648,317.1502320625748,-717.0697679374256,-0.005757007032478769,-0.013866871032032364,0.9332742242078481,0.45794898570903675,-7.06905276577777,-705.6601596107055
TB2,0.02,GATEA,124556,52223,0.4192732586145991,320.7442434699094,-723.715756530091,-0.005810364466826897,-0.013858180428740038,0.9336566941123287,0.45642724470061086,-6.96560977078096,-713.0470944418305
TB2,0.02,FLIPA,124556,72190,0.579578663412441,215.02473345990956,-1228.775266540091,-0.009865243477151571,-0.017021405548415167,0.9231801165900245,0.4472918686798726,-10.401806540818242,-1217.0642063796097
TB2,0.03,BASE,124556,124556,1.0,759.986908589518,-2976.6930914104823,-0.023898431961611503,-0.023898431961611503,0.8919678905347779,0.4478547801791965,-18.75038230186139,-2937.903226653501
TB2,0.03,GATE0,124556,39817,0.319671473072353,226.32224264162787,-968.1877573583723,-0.00777311215323527,-0.024315939356515364,0.8876315737467929,0.45829670743652207,-11.239341323136953,-961.0512890445884
TB2,0.03,GATEA,124556,40203,0.32277048074761555,254.73985389567423,-951.350146104326,-0.007637931100102171,-0.023663660575189063,0.8907507708239909,0.45700569609233144,-10.656270774203787,-945.850406087728
TB2,0.03,FLIPA,124556,52847,0.42428305340569705,181.64465858326054,-1403.7653414167398,-0.0112701543194767,-0.026562819865209752,0.8841213118672283,0.449013189017352,-14.15220990727939,-1398.319266544733
TB2,0.05,BASE,124556,124556,1.0,759.986908589518,-5467.813091410482,-0.0438984319616115,-0.0438984319616115,0.8110515996739075,0.4403320594752561,-33.987680918042756,-5394.525398381019
TB2,0.05,GATE0,124556,21643,0.17376119978162433,112.54820047063457,-969.6017995293656,-0.007784464815258724,-0.04479978743840344,0.8089845294772888,0.45631381971076096,-15.08478518868461,-966.8730411531596
TB2,0.05,GATEA,124556,21630,0.1736568290568098,95.1394803457789,-986.3605196542212,-0.007919012489596818,-0.045601503451420305,0.8061449189242997,0.45487748497457237,-15.114900818448598,-985.4419881840671
TB2,0.05,FLIPA,124556,26526,0.21296444972542472,96.81963053095798,-1229.4803694690424,-0.009870904408210302,-0.0463500101586761,0.8116137868284865,0.44974741762798764,-16.62599642440467,-1224.9626601539726
TB2,0.1,BASE,124556,124556,1.0,759.986908589518,-11695.613091410483,-0.09389843196161152,-0.09389843196161152,0.6400719816105598,0.4153071710716465,-69.30584346644191,-11562.975398381017
TB2,0.1,GATE0,124556,3359,0.026967789588618774,-17.250002405612832,-353.1500024056129,-0.002835270901486985,-0.10513545769741378,0.6607241786346735,0.44447752307234295,-9.114016876455455,-348.2202446449816
TB2,0.1,GATEA,124556,3426,0.027505700247278334,-34.46233006073565,-377.0623300607357,-0.0030272514375922132,-0.11005905722730172,0.6501240459262839,0.4407472270869819,-9.68595754323097,-372.4824536411911
TB2,0.1,FLIPA,124556,3701,0.029713542502970553,-37.48455220206918,-407.58455220206923,-0.003272299625887707,-0.11012822269712758,0.6578924751538241,0.4423128884085382,-10.293775381973363,-403.04906310436644
TB3,0.0,BASE,120180,120180,1.0,167.54577989224506,167.54577989224506,0.0013941236469649282,0.0013941236469649282,1.0065545830816005,0.4653186886337161,0.7317226583111991,-384.49166260922624
TB3,0.0,GATE0,120180,74680,0.6214012314861042,171.09695912770994,171.09695912770994,0.0014236724840049088,0.0022910680118868507,1.0112018295681624,0.47209426888055706,0.9686957893219886,-215.04630986598647
