block,component,Delta_LOW_pi,Delta_HIGH_pi,DID_pi,Delta_LOW_harm,Delta_HIGH_harm,DID_harm,Delta_LOW_H1,Delta_HIGH_H1,DID_H1
TB2,c_position,-0.003364002332495484,-0.0008943579974715742,0.0024696443350239097,0.02083687994858152,0.020376919830953466,-0.00045996011762805544,-0.04463940326689449,-0.01658694286716926,0.028052460399725226
TB2,c_path_agreement,0.0032986978290068265,-0.003824538753078501,-0.007123236582085328,0.014646989458664661,0.024800801630301128,0.010153812171636467,-0.036779514163310864,-0.02376654736173829,0.013012966801572573
TB2,c_boundary_freshness,-0.00021356162305770322,0.004547414962073871,0.0047609765851315735,0.015419020476035605,0.015229973136548558,-0.00018904733948704733,-0.022498492734192674,-0.02392327715182055,-0.0014247844176278751
TB2,c_boundary_density,0.0014089910251765718,0.00010821564021967094,-0.0013007753849569009,0.016956708045435087,0.015484254334935665,-0.0014724537104994218,-0.020501175669327312,-0.023820184945630526,-0.003319009276303214
TB3,c_position,-0.003739201861321999,0.002931911606661227,0.006671113467983226,0.023034717427521834,0.027968413578826956,0.0049336961513051225,-0.04471636712389454,-0.01384192409156608,0.03087444303232846
TB3,c_path_agreement,-0.010923244031958983,0.0072269469008604086,0.01815019093281939,0.021112710085957886,0.03242794839768137,0.011315238311723486,-0.03243577582960673,-0.020158425854166967,0.012277349975439764
TB3,c_boundary_freshness,0.007592650506819619,-0.008114129971678907,-0.015706780478498526,0.022888947338188637,0.020539001130028822,-0.0023499462081598144,-0.012242725213330252,-0.02208051231811016,-0.009837787104779908
TB3,c_boundary_density,-0.009893764420607423,0.0013521740034148628,0.011245938424022286,0.023826199031499518,0.020627604887606454,-0.003198594143893063,-0.017026837995483005,-0.01976780238327129,-0.002740964387788286
