window,model,hazard_nll,hazard_brier,endpoint_joint_nll,marginal_bit_ece,mean_episode_nll,n_episodes,n_obs,mean_pred_duration,mean_actual_duration
A_TB1_to_TB2,TP_FROZEN_PTc,0.32684498811981755,0.09194089073353771,1.1485103775491436,0.03958679698888647,4.2803285435813,12999,124556,5.062424865360536,9.581967843680284
A_TB1_to_TB2,T0_STATE_AVAIL,0.32656089707129626,0.09186074747616066,1.148037580864784,0.04033695721778483,4.277133595605331,12999,124556,5.073407630874504,9.581967843680284
A_TB1_to_TB2,T1_STATE_PHI,0.32463777931528837,0.09140634448090747,1.1423984898645436,0.03881546677151561,4.253067252107413,12999,124556,5.09538257946792,9.581967843680284
A_TB1_to_TB2,T2_STATE_PHI_MEM,0.32453465076961363,0.0913873340662173,1.141531177713386,0.037837550807187426,4.2512117655478345,12999,124556,5.092273329441724,9.581967843680284
B_TB1TB2_to_TB3,TP_FROZEN_PTc,0.33178405258140786,0.0935481031883898,1.1698024167403347,0.04014104493201437,4.299368968756157,12741,120180,5.063259138365079,9.432540616906051
B_TB1TB2_to_TB3,T0_STATE_AVAIL,0.3313873513680312,0.0934520740311429,1.1693060867628815,0.04064897949662981,4.295130738470753,12741,120180,5.065105162088737,9.432540616906051
B_TB1TB2_to_TB3,T1_STATE_PHI,0.3311849651548596,0.0932642245013793,1.1737123745549662,0.03929667212683532,4.297628010086795,12741,120180,5.095013062757476,9.432540616906051
B_TB1TB2_to_TB3,T2_STATE_PHI_MEM,0.33098955816835507,0.09323347591630243,1.1722605523415464,0.03813446314100699,4.294333003536344,12741,120180,5.090717179563674,9.432540616906051
