block,metric,point,ci95_lower,ci95_upper,p_pos
TB2,Delta_MSE,-5.170169524995471e-05,-0.00012924710395710484,7.678420303611336e-06,0.052
TB2,Delta_LogLoss,-2.6398401959483575e-05,-4.221984977295621e-05,-1.111426743578772e-05,0.0
TB3,Delta_MSE,1.537827031719184e-05,-9.096518037973972e-06,4.2869993734538754e-05,0.877
TB3,Delta_LogLoss,1.4706159654071118e-05,-3.271671330803395e-05,6.247150666489013e-05,0.727
