window,block,mean_nll_k0,mean_nll_k1,mean_nll_k1a,mean_nll_k2,delta_k2_minus_k1a,delta_k1a_minus_k1,delta_k2_minus_k1,delta_k1_minus_k0
A_TB1_to_TB2,Location,0.7682556373883138,0.7567765340808795,0.756770329644595,0.7556045645415705,-0.0011657651030245804,-6.204436284516634e-06,-0.0011719695393090969,-0.011479103307434449
A_TB1_to_TB2,Path,1.6888439596947382,0.3848393492572658,0.3782367767076517,0.30532226420308034,-0.07291451250457136,-0.00660257254961411,-0.07951708505418546,-1.3040046104374725
A_TB1_to_TB2,LiquidityResidual,0.5162189289099964,0.16819848489825528,0.16797145029657595,0.1681272095400996,0.0001557592435236303,-0.00022703460167933527,-7.127535815570533e-05,-0.34802044401174115
A_TB1_to_TB2,CountOccurrence,0.07164327859093177,0.07002622499255841,0.0700404928984707,0.06988254550430159,-0.0001579473941691054,1.4267905912276693e-05,-0.0001436794882568287,-0.0016170535983733344
B_TB1TB2_to_TB3,Location,0.8176606398918018,0.8104345496063184,0.8104278722168552,0.8100132562554,-0.0004146159614551756,-6.677389463200201e-06,-0.00042129335091837573,-0.0072260902854834235
B_TB1TB2_to_TB3,Path,1.7230513082189056,0.41293945350423306,0.40621316645087946,0.33750608603258114,-0.0687070804182984,-0.006726287053353518,-0.07543336747165193,-1.3101118547146726
B_TB1TB2_to_TB3,LiquidityResidual,0.45244792720154553,0.12915345957073268,0.12900465519917614,0.1272846567680094,-0.001719998431166731,-0.00014880437155654307,-0.001868802802723274,-0.3232944676308128
B_TB1TB2_to_TB3,CountOccurrence,0.060442368914518124,0.05902449491592425,0.059016632502413104,0.058871922511671025,-0.0001447099907420821,-7.862413511147013e-06,-0.00015257240425322916,-0.0014178739985938444
