block,spearman_state,spearman_trad,spearman_gap,gross_ev_signal,gross_ev_trade,total_atr0,n_decisions_all,n_signals,n_long,n_short,n_skip,win_rate,mean_win,mean_loss,payoff_ratio,profit_factor,rho_model_nonterminal,DIAGNOSTIC_H0,DIAGNOSTIC_H1,future_filter_EV_bias,future_filter_rho_trad_bias
TB2,0.05409264460474137,0.03738415552678763,0.05304928430207757,0.0061015680383885,0.0061015680383885,759.986908589518,124556,124556,61909,62647,0,0.451668325893574,0.46678511487914,-0.48945124921844796,0.9536907212403665,1.0298029288971313,0.1376107422600478,"{'n': 111557, 'rho_CC': 0.1376107422600478, 'rho_trad': 0.11811518280097906, 'EV_sign': 0.04239311163122835, 'win_rate': 0.468298717247685, 'profit_factor': 1.261868009045828}","{'n': 12999, 'rho_CC': -0.32554267023888106, 'rho_trad': -0.3543713997774432, 'EV_sign': -0.3053512920728843, 'win_rate': 0.30894684206477424, 'profit_factor': 0.46655058492696444}",0.03629154359283985,0.08073102727419143
TB3,0.04309351561699863,0.029692681886083327,0.04405278416537831,0.0013941236469649282,0.0013941236469649282,167.54577989224506,120180,120180,62093,58087,0,0.4653186886337161,0.4600902777279398,-0.4880221224790867,0.9427652078367741,1.0065545830816005,0.12577594268819717,"{'n': 107439, 'rho_CC': 0.12577594268819717, 'rho_trad': 0.11073958071944195, 'EV_sign': 0.03935659347471409, 'win_rate': 0.48241327637077785, 'profit_factor': 1.235526856478599}","{'n': 12741, 'rho_CC': -0.3205214768690024, 'rho_trad': -0.3543063434871996, 'EV_sign': -0.31872594509360036, 'win_rate': 0.32116788321167883, 'profit_factor': 0.4662724971327649}",0.03796246982774916,0.08104689883335862
