duration_bin,n,reconfig_rate,inward_reconfig_rate,mean_n_pair_changes
1-5,54860,0.10577834487787094,0.06890266131972293,0.1466824644549763
6-12,45451,0.3460209896371917,0.30346967063430946,0.6383137884755011
13-24,42793,0.7032224896595237,0.6843876334914589,1.79234921599327
25-48,41912,0.9324537125405612,0.9307358274479862,4.151245466692117
49-96,31658,0.9941247078147704,0.9941247078147704,8.260250173731759
97+,22836,1.0,1.0,31.125547381327728
