window,target,constant_ztp_lambda,state_dependent_magnitude,k1_occ_logloss,k1a_occ_logloss,k2_occ_logloss,k1_occ_brier,k1a_occ_brier,k2_occ_brier,k1_occ_pr_auc,k1a_occ_pr_auc,k2_occ_pr_auc,mean_occ_nll_k1,mean_occ_nll_k1a,mean_occ_nll_k2,delta_occ_nll_k2_minus_k1a,delta_count_nll_k2_minus_k1a,delta_occ_nll_k1a_minus_k1,delta_occ_nll_k2_minus_k1,delta_count_nll_k2_minus_k1,count_minus_occurrence_residual
A_TB1_to_TB2,z_delta_upper_count,0.011834365529763295,False,0.03553256032817303,0.03554834184865266,0.035472153220751056,0.0058809172205116925,0.005881020475775132,0.0058780219730917545,0.01089235718781777,0.010911924143907802,0.011948155077299991,0.03553256032817303,0.03554834184865266,0.035472153220751056,-7.618862790160695e-05,-7.618862790160693e-05,1.578152047962921e-05,-6.0407107421977725e-05,-6.040710742197772e-05,1.7763568394002505e-15
A_TB1_to_TB2,z_delta_lower_count,0.0433377763064234,False,0.034493664664385394,0.034492151049818044,0.03441039228355054,0.005675090935082818,0.005674049633774578,0.00567421959958964,0.009847820661928986,0.009820079959800655,0.010657292898885853,0.034493664664385394,0.034492151049818044,0.03441039228355054,-8.175876626749839e-05,-8.175876626749839e-05,-1.513614567352562e-06,-8.327238083485096e-05,-8.327238083485096e-05,1.7763568394002505e-15
B_TB1TB2_to_TB3,z_delta_upper_count,0.018792894837825362,False,0.029604651938152086,0.02960032030616644,0.02953895203032271,0.004745252457500142,0.004746952239147437,0.0047472944751686405,0.009155953933435563,0.009125995428941628,0.009823105210537923,0.029604651938152086,0.029600320306166442,0.02953895203032271,-6.136827584373075e-05,-6.136827584373076e-05,-4.331631985650286e-06,-6.569990782938103e-05,-6.569990782938108e-05,1.7763568394002505e-15
B_TB1TB2_to_TB3,z_delta_lower_count,0.036586722879524844,False,0.02941984297777216,0.029416312196246668,0.029332970481348315,0.004724994954470107,0.004724990217885114,0.004723756320993288,0.010063611185691117,0.010045434457139788,0.01074458434434538,0.02941984297777216,0.029416312196246668,0.029332970481348315,-8.334171489835151e-05,-8.334171489835177e-05,-3.530781525496584e-06,-8.687249642384812e-05,-8.687249642384853e-05,8.881784197001252e-16
