block,cell,n,mean_pi,gross_EV,net_EV_at_0p01,harm_rate,H1_prevalence
TB2,LOW_ACCEL,13976,0.007208646668805128,0.007208646668805128,-0.0027913533311948726,0.4205781339439038,0.10618202633085289
TB2,LOW_OFF,10163,0.0059498865302936525,0.0059498865302936525,-0.004050113469706348,0.4057856932008265,0.140608088162944
TB2,HIGH_ACCEL,8343,-0.0013654883593349982,-0.0013654883593349982,-0.011365488359335,0.4388109792640537,0.07203643773223062
TB2,HIGH_OFF,12899,0.00343656880809497,0.00343656880809497,-0.00656343119190503,0.4087138537871153,0.0924877897511435
TB3,LOW_ACCEL,12620,-0.004958843685013056,-0.004958843685013056,-0.014958843685013056,0.4460380348652932,0.11980982567353407
TB3,LOW_OFF,8585,0.00305382893959534,0.00305382893959534,-0.00694617106040466,0.41467676179382645,0.15096097845078627
TB3,HIGH_ACCEL,9075,0.003030999198921819,0.003030999198921819,-0.006969000801078181,0.4507988980716253,0.07195592286501377
TB3,HIGH_OFF,12884,0.008608938327873213,0.008608938327873213,-0.0013910616721267872,0.4292921452964918,0.09205215771499534
