window,model,n,joint_nll,multiclass_brier,head_bit_logloss,marginal_bit_brier,marginal_bit_logloss,marginal_bit_ece,pair_joint_brier
A_TB1_to_TB2,L_LEGACY_4_HEADS,12892,1.9197763129958365,0.7681209490690687,0.5281892101869154,0.17950655974718177,0.5363285020070716,0.06865153103098694,0.05385778027843302
A_TB1_to_TB2,A_COND_INDEPENDENT_CRF,12892,1.8056625652804432,0.744451739710079,,0.1726574378320227,0.5182817895484715,0.026090905765912324,0.04730079971989201
A_TB1_to_TB2,B_MULTINOMIAL_15_MASK,12892,1.5013690434558704,0.675081590956926,,0.1691082891071186,0.5076141721792153,0.02250426240769865,0.04113761954807445
A_TB1_to_TB2,C_PAIRWISE_CRF,12892,1.5262656254998812,0.6826211632535552,,0.171035498303681,0.5137861933110696,0.0239329082994826,0.041695004287068356
B_TB1TB2_to_TB3,L_LEGACY_4_HEADS,12519,1.9205729313604043,0.7718336535694402,0.5293873283191222,0.17964543895878804,0.5365882823932205,0.06810739095480373,0.05380751836382519
B_TB1TB2_to_TB3,A_COND_INDEPENDENT_CRF,12519,1.8112646890793984,0.7496578026573332,,0.1731928464240701,0.5197499012753284,0.02515270151527709,0.04748391505693306
B_TB1TB2_to_TB3,B_MULTINOMIAL_15_MASK,12519,1.5155175018724927,0.6774580080246343,,0.1694441241055559,0.5093454701218643,0.022841309352561283,0.041086696699494905
B_TB1TB2_to_TB3,C_PAIRWISE_CRF,12519,1.5369201214195605,0.684408458695473,,0.17122350824897925,0.5154110246040335,0.025843102007780817,0.04166842912804788
