window,model,n_params,n_iter,final_fun,success,elapsed_seconds
A_TB1_to_TB2,B0_VALIDATED_STATE,174,516,1.1563572113655147,True,2.58
A_TB1_to_TB2,P_CURRENT_PROVENANCE,214,572,1.1498828387370061,True,3.42
A_TB1_to_TB2,T_ARRIVAL_TEMPO,190,582,1.1540038665418728,True,2.92
A_TB1_to_TB2,PT_PROVENANCE_TEMPO,230,559,1.146505147231291,True,2.86
B_TB1TB2_to_TB3,B0_VALIDATED_STATE,174,673,1.154295670118681,True,7.07
B_TB1TB2_to_TB3,P_CURRENT_PROVENANCE,214,698,1.1475602032749042,True,7.11
B_TB1TB2_to_TB3,T_ARRIVAL_TEMPO,190,718,1.1516455955608398,True,7.5
B_TB1TB2_to_TB3,PT_PROVENANCE_TEMPO,230,728,1.14381489003422,True,7.58
