block,variant,metric,point,ci95_lower,ci95_upper,p_pos
TB2,PGM_U,Delta_JNLL,0.015971295815039754,0.014303110038780436,0.01784668234880427,1.0
TB2,PGM_E,Delta_JNLL,0.05802049069280968,0.053050003210331625,0.062038241518007145,1.0
TB2,PGM_UE,Delta_JNLL,0.06400639164166044,0.05990963697621203,0.06734027772214471,1.0
TB3,PGM_U,Delta_JNLL,0.015245172949852392,0.013304725139842872,0.017112993124747865,1.0
TB3,PGM_E,Delta_JNLL,0.05906499055771075,0.05644011417412647,0.061712515590187,1.0
TB3,PGM_UE,Delta_JNLL,0.06363144502304907,0.06114965661344513,0.06621221761780988,1.0
