block,task,variant,n,log_loss,brier,roc_auc,pr_auc,mse,mae,spearman
TB2,harm,O0,12999,0.6463782210824491,0.22708698489808835,0.6181458941140856,0.7104213623953712,,,
TB2,harm,OA,12999,0.6452519202291435,0.22657881907605468,0.6221670878654046,0.7140480383017938,,,
TB2,payoff,O0,12999,,,,,1.5273284776457616,0.781365668085719,0.1853504164132385
TB2,payoff,OA,12999,,,,,1.5241236167898402,0.7800690229969772,0.19137872974927742
TB3,harm,O0,12741,0.642094278201627,0.22515513517517743,0.6244698036274794,0.7175896795620312,,,
TB3,harm,OA,12741,0.6400107607475775,0.22443179203426566,0.6294208971931173,0.7215723156564008,,,
TB3,payoff,O0,12741,,,,,3.712289123629598,0.8159558239712654,0.2110720074839549
TB3,payoff,OA,12741,,,,,3.6983169350392373,0.8133568268317511,0.22354243392414272
