window,comparison,role,delta_sample_weighted,delta_daily_mean,n_days,ci_lo,ci_hi,verdict
A_TB1_to_TB2,S3_GEOMETRY_PROVENANCE_PREV_EVENT - S1_GEOMETRY_PROVENANCE,PRIMARY,-0.011495320900510262,-0.011352202102284034,102,-0.013485876693365905,-0.009511788561703096,CI_below_zero
A_TB1_to_TB2,S1_GEOMETRY_PROVENANCE - S0_GEOMETRY,SECONDARY,0.006342657525330565,0.006112285683154332,102,0.00307267604809997,0.009014774866052587,CI_above_zero
A_TB1_to_TB2,S2_GEOMETRY_PREV_EVENT - S0_GEOMETRY,SECONDARY,-0.00715412890703474,-0.007165155454171992,102,-0.00875074999307713,-0.005625913278412719,CI_below_zero
A_TB1_to_TB2,S3_GEOMETRY_PROVENANCE_PREV_EVENT - S2_GEOMETRY_PREV_EVENT,SECONDARY,0.002001465531855045,0.001925239035042285,102,0.0008317859839776348,0.003117608199264791,CI_above_zero
B_TB1TB2_to_TB3,S3_GEOMETRY_PROVENANCE_PREV_EVENT - S1_GEOMETRY_PROVENANCE,PRIMARY,-0.007845524705522444,-0.008078892138109655,102,-0.009706949198460633,-0.006489077871752781,CI_below_zero
B_TB1TB2_to_TB3,S1_GEOMETRY_PROVENANCE - S0_GEOMETRY,SECONDARY,0.0003995150387605305,0.0003952912918988626,102,-0.0005497406847338762,0.0014722294612569734,CI_contains_zero
B_TB1TB2_to_TB3,S2_GEOMETRY_PREV_EVENT - S0_GEOMETRY,SECONDARY,-0.007909349391814206,-0.00813512230487083,102,-0.009999359004420135,-0.0064979109116405954,CI_below_zero
B_TB1TB2_to_TB3,S3_GEOMETRY_PROVENANCE_PREV_EVENT - S2_GEOMETRY_PREV_EVENT,SECONDARY,0.0004633397250522911,0.00045152145866003793,102,-1.7349836413218992e-05,0.001084857787998474,CI_contains_zero
