block,feature,bin,n,H1_prevalence,harm_rate,mean_pi
TB2,a_burst_exhaustion,4,124556,0.10436269629724783,0.41828575098750764,0.0061015680383885
TB2,a_conviction_burst,3,99262,0.10413854244323105,0.4180552477282344,0.006115610207202398
TB2,a_conviction_burst,4,25294,0.10524234996441843,0.4191903218154503,0.006046461935723635
TB3,a_burst_exhaustion,4,120180,0.10601597603594608,0.4358295889499085,0.0013941236469649282
TB3,a_conviction_burst,3,96000,0.10494791666666667,0.43483333333333335,0.002282842413683268
TB3,a_conviction_burst,4,24180,0.11025641025641025,0.4397849462365591,-0.0021342883300805894
