window,bit,n,prevalence,S3_minus_S1,S3_minus_S1_ci_lo,S3_minus_S1_ci_hi,S2_minus_S0,S2_minus_S0_ci_lo,S2_minus_S0_ci_hi
A_TB1_to_TB2,UP_PEN,12892,0.29855724480297857,-0.0027863317235660074,-0.004449282703412655,-0.0013254631251700235,-0.0002045608327180866,-0.0016591063657004626,0.0008952210052050829
A_TB1_to_TB2,DOWN_PEN,12892,0.2829661805771021,-0.0012792623912201658,-0.0024026939068044987,-9.100177025358317e-05,-0.001161276194821698,-0.002600851012738575,0.00019534259007547453
A_TB1_to_TB2,NEW_UPPER,12892,0.3640242010549178,-0.02376499230744193,-0.028716107912912913,-0.018648568209502298,-0.01433703361641202,-0.01789225453362474,-0.011084802714343383
A_TB1_to_TB2,NEW_LOWER,12892,0.3676698727893267,-0.018150697179812932,-0.02129220229912023,-0.014140087368348746,-0.012913644984187154,-0.01601997307478302,-0.00930643327654327
B_TB1TB2_to_TB3,UP_PEN,12519,0.3040178928029395,-0.0017349535587048365,-0.002873249756213182,-0.000651537604311351,-0.0019561130925321436,-0.003419964639633818,-0.0006026118940975568
B_TB1TB2_to_TB3,DOWN_PEN,12519,0.2774982027318476,-0.0016909829506668004,-0.003423412367192894,-0.0005586099638139844,-0.001970057850794126,-0.003939152535793519,-0.0007093088200007733
B_TB1TB2_to_TB3,NEW_UPPER,12519,0.3572170301142264,-0.014540014086541476,-0.01849088680764223,-0.011641322817064512,-0.01439557179644638,-0.017877772450920863,-0.011396228251424619
B_TB1TB2_to_TB3,NEW_LOWER,12519,0.3755092259765157,-0.013416148226176665,-0.016641780138911332,-0.01052125969473762,-0.013315654827484164,-0.016644988639379375,-0.010046948220876883
