window,comparison,role,delta_sample_weighted,delta_daily_mean,n_days,ci_lo,ci_hi,verdict
A_TB1_to_TB2,R3_HIERARCHICAL_INTERACTIONS - R2_SECOND_ORDER_MAIN_EFFECTS,PRIMARY,1.821322416462662e-05,2.023416199730681e-05,102,-0.00043215094543629605,0.0004903584695893114,CI_contains_zero
A_TB1_to_TB2,R2_SECOND_ORDER_MAIN_EFFECTS - R1_FIRST_ORDER,SECONDARY,9.590768874490208e-05,0.00010692322796242554,102,-0.00035215981350758877,0.0005774015986120386,CI_contains_zero
A_TB1_to_TB2,R1_FIRST_ORDER - R0_CURRENT_STATE,SECONDARY,-0.0011700847915816388,-0.001224671572183827,102,-0.0018598918016976432,-0.0004937756675456869,CI_below_zero
A_TB1_to_TB2,R3_HIERARCHICAL_INTERACTIONS - R1_FIRST_ORDER,SECONDARY,0.00011412091290952884,0.00012715738995973226,102,-0.0004548599213771378,0.0007355864893043351,CI_contains_zero
B_TB1TB2_to_TB3,R3_HIERARCHICAL_INTERACTIONS - R2_SECOND_ORDER_MAIN_EFFECTS,PRIMARY,-0.0005277199612224291,-0.0005338858583785771,102,-0.0009228060027990822,-0.0001227003326893038,CI_below_zero
B_TB1TB2_to_TB3,R2_SECOND_ORDER_MAIN_EFFECTS - R1_FIRST_ORDER,SECONDARY,-0.0002570049377355956,-0.00023514478872465615,102,-0.000620463159733567,0.00011252867171050427,CI_contains_zero
B_TB1TB2_to_TB3,R1_FIRST_ORDER - R0_CURRENT_STATE,SECONDARY,-0.002245718831469127,-0.0022653539718950053,102,-0.0028639713304267804,-0.0016396334028907361,CI_below_zero
B_TB1TB2_to_TB3,R3_HIERARCHICAL_INTERACTIONS - R1_FIRST_ORDER,SECONDARY,-0.0007847248989580247,-0.0007690306471032333,102,-0.0013531777148643204,-0.00015246360411097983,CI_below_zero
