block,symbol,n,rho_state,rho_trad,EV_sign,win_rate,profit_factor,long_share,short_share
TB2,AG,10056,0.017770378021267685,0.017182985910565673,-0.0127258278829329,0.47384645982498014,0.94023361818457,0.47265314240254575,0.5273468575974543
TB2,AL,9242,0.08530916688169406,0.04275068041534644,0.01378797236662367,0.3932049339969704,1.0731866492572881,0.4764120320276996,0.5235879679723003
TB2,AU,10404,0.014448373652984136,0.011122589306298272,-0.002034463353706409,0.49106113033448673,0.990146383921817,0.46395617070357553,0.5360438292964245
TB2,CF,6872,0.11012039052093678,0.06468556704569699,0.02479575167077143,0.4067229336437718,1.1216050338699302,0.4768626309662398,0.5231373690337602
TB2,CU,9214,0.046870832949145354,0.02548518393220868,-0.0038051545396605023,0.4495333188626004,0.981645760685532,0.5004341219882787,0.4995658780117213
TB2,I,7011,0.09953883809688668,0.057750976924936935,0.016867493299025694,0.4057909000142633,1.0834146435736056,0.5027813436029097,0.4972186563970903
TB2,M,6981,0.0733685316835191,0.051665218938726366,0.014927821967133416,0.4343217304111159,1.0717003634469384,0.47371436756911617,0.5262856324308838
TB2,MA,6905,0.059277814766596965,0.04343638865606296,0.017249727904557057,0.4362056480811006,1.084737791556041,0.5126719768283853,0.4873280231716148
TB2,NI,9420,0.05128721127563349,0.047814039839050075,0.005232889079423896,0.48630573248407644,1.0258756829969167,0.5420382165605095,0.45796178343949046
TB2,P,6912,0.03419883270540309,0.03591455014252627,0.00983029389670533,0.4703414351851852,1.0461712367279479,0.5079571759259259,0.49204282407407407
TB2,RB,6996,0.05506674934788705,0.039631338926301184,0.01503794974483543,0.4372498570611778,1.0739608158268712,0.5061463693539165,0.49385363064608345
TB2,RU,7001,0.05107564300661608,0.03820423130104123,5.999521055321404e-05,0.45107841736894727,1.0002816465639166,0.46393372375374947,0.5360662762462506
TB2,SC,11103,0.042448087884802206,0.03446607511035262,-0.004178724134145625,0.4601459065117536,0.9794413178167237,0.5284157434927497,0.4715842565072503
TB2,SN,9426,0.03912184164323386,0.03633081376515742,0.0034382197681799382,0.5060471037555697,1.017075469352786,0.5079567154678549,0.49204328453214513
TB2,TA,7013,0.07376869374183757,0.04137861982633645,0.013675050847599613,0.42720661628404394,1.0667571997209824,0.5140453443604734,0.4859546556395266
TB3,AG,9723,0.007575657379196811,0.00873397365539352,-0.017520648973064993,0.49758305049881724,0.9193838708506761,0.48678391442970276,0.5132160855702972
TB3,AL,8747,0.03945313258494307,0.03123515886057685,0.006289641276213489,0.4569566708585801,1.0314293978224494,0.5215502457985595,0.4784497542014405
TB3,AU,10375,0.007747472255618532,0.008458059986283312,-0.015674623296317906,0.5000481927710844,0.9304605651106913,0.44019277108433735,0.5598072289156627
TB3,CF,6736,0.09508042081619626,0.05466729405420624,0.013139028799841844,0.43096793349168644,1.0620180324549957,0.5100950118764845,0.48990498812351546
TB3,CU,8708,0.04407100729566471,0.04102065610152535,0.011763735968554331,0.49460266421681215,1.0574865746881017,0.5190629306384933,0.48093706936150665
TB3,I,6964,0.09985864172391479,0.05628341347173596,0.015697091859918667,0.40824238943136126,1.0749110877567352,0.5239804709936818,0.4760195290063182
TB3,M,6960,0.05181522174935714,0.02153989403871381,0.008744198241169232,0.4136494252873563,1.040773908275183,0.5492816091954023,0.4507183908045977
TB3,MA,6599,0.03172436830899875,0.020321761102299475,0.006500427911799293,0.44415820578875587,1.0297216014672301,0.5100772844370359,0.4899227155629641
TB3,NI,8966,0.03936566145789437,0.037177747218352326,0.0016043120438536701,0.4953156368503234,1.0075793782513773,0.5281061788980593,0.47189382110194067
TB3,P,6811,0.038690849665001734,0.032606083107793206,0.009681321082541104,0.4724710027896051,1.047051477647167,0.5187197181030686,0.48128028189693145
TB3,RB,6948,0.09930931475492362,0.054971623869721646,0.013162291933708986,0.42400690846286704,1.0635795984236671,0.528209556706966,0.471790443293034
TB3,RU,6955,0.041009964332901654,0.02573676272055989,-0.0031513940009983343,0.4530553558590942,0.985308089603833,0.517038102084831,0.48296189791516897
TB3,SC,10583,0.031465050947861256,0.02818164494798759,-0.011504020750382213,0.46461305867901354,0.9465453921765051,0.5485212132665596,0.45147878673344044
TB3,SN,8536,0.02759762762900249,0.026332464459299487,-0.005528238008947594,0.514526710402999,0.9742019217567591,0.5442830365510778,0.4557169634489222
TB3,TA,6569,0.04060828851868755,0.024063714419651064,0.009221017617835217,0.45227584107170044,1.0426852627985455,0.5254985538133659,0.4745014461866342
