model,n,logloss,brier,ece_up,ece_down,ece_censor,up_pct,down_pct,censor_pct
B0_PRIOR,124501,0.6930338742222363,0.49988669400161717,0.017951622595711814,0.017951622595711758,0.0,0.5194657071027542,0.4805342928972458,0.0
B1_LOCAL_GEOMETRY,124501,0.5954651092131652,0.40945249095055714,0.018296888942716995,0.01829688894271702,0.0,0.5194657071027542,0.4805342928972458,0.0
