block,policy,n_decisions,n_trades,trade_rate,gross_total_ATR0,net_total_ATR0,gross_EV_per_decision,net_EV_per_decision,net_EV_per_trade,win_rate,mean_win,mean_loss,payoff_ratio,profit_factor,break_even_cost,daily_sharpe_annualized,max_drawdown_ATR0,positive_symbol_count,top3_profit_share
TB2,BASE,124556,124556,1.0,759.986908589518,-485.5730914104819,0.0061015680383885,-0.003898431961611499,-0.003898431961611499,0.4514274703747712,0.45703098794216923,-0.38320324729865896,1.1926594859619517,0.9814550049272424,0.0061015680383885,-3.087745082592453,-568.3271737599853,7,0.6051363340819131
TB2,GATE0,124556,65299,0.5242541507434407,379.17478814271686,-273.8152118572832,0.003044211343835037,-0.0021983301635993707,-0.004193252758193587,0.4571739230309806,0.4333843578481978,-0.37272579266206424,1.1627431382006082,0.9792746968544477,0.005806747241806411,-2.5406502168681953,-294.63302050559366,8,0.5429846258089936
TB2,GATEA,124556,65948,0.5294646584668743,392.839831797912,-266.64016820208803,0.0031539213831361956,-0.002140725201532548,-0.00404318809064851,0.4559501425365439,0.435927801231352,-0.3727682829350765,1.1694337238108738,0.9800636205376172,0.005956811909351489,-2.3739603727772893,-294.7617706760162,8,0.5732618847838853
TB2,FLIPA,124556,96545,0.7751132020938373,238.14525544881863,-727.3047445511813,0.0019119533017182523,-0.0058391787192201205,-0.007533323782186352,0.4451499300844166,0.46505955305803004,-0.38668923902938585,1.2026700153988215,0.9648885388999991,0.002466676217813648,-5.746565803722165,-738.1947113180323,3,1.0
TB3,BASE,120180,120180,1.0,167.54577989224506,-1034.254220107755,0.0013941236469649282,-0.008605876353035072,-0.008605876353035072,0.463954068896655,0.45142407287226943,-0.4067672173375516,1.109784794917875,0.9605318151412697,0.0013941236469649282,-4.497587122882724,-1172.8925726076475,4,0.8435177976497402
TB3,GATE0,120180,60368,0.5023131968713597,-27.158795203346827,-630.8387952033469,-0.0002259843168858947,-0.005249116285599492,-0.010449887278083532,0.47089517625231914,0.42808712682969213,-0.4007411023321438,1.068238631721094,0.9507159946130533,-0.0004498872780835347,-3.8273080801148116,-760.0038121675719,5,0.8272444515260211
TB3,GATEA,120180,61074,0.5081877184223664,65.56018324120387,-545.1798167587963,0.0005455165854651679,-0.004536360598758498,-0.008926545121635984,0.47216491469365035,0.4288036088723468,-0.4004897938955443,1.0706979688580711,0.9577726627155194,0.0010734548783640154,-3.4647427675971385,-667.5653878917843,8,0.7803622533720604
TB3,FLIPA,120180,92893,0.7729489099683807,141.99567944458863,-786.9343205554113,0.0011815250411431905,-0.006547964058540617,-0.008471406032267354,0.4605729172273476,0.46192671123459933,-0.41010610337497266,1.1263590261963146,0.9617063716454753,0.0015285939677326455,-5.070015044138564,-856.8970634416975,4,0.9965460872429633
