bit,n,prevalence,logloss_M2,logloss_M3,delta_M3_minus_M2,delta_daily_mean,ci_lo,ci_hi
UP_PEN,12892,0.29855724480297857,0.46014264411798556,0.46018321735424145,4.057323625586865e-05,8.103956943967894e-05,-0.0008510957963344128,0.000986577711764893
DOWN_PEN,12892,0.2829661805771021,0.447078009456497,0.44685309971119924,-0.00022490974529783392,-0.0002954418247661485,-0.0013079604826007544,0.0007118306563681307
NEW_UPPER,12892,0.3640242010549178,0.6038278608611058,0.6035286245815151,-0.0002992362795907288,-0.0003089398793353495,-0.0015037689333254978,0.0008785706088449458
NEW_LOWER,12892,0.3676698727893267,0.6080591139842676,0.6074451815580735,-0.0006139324261940321,-0.0006190704669972542,-0.0021320440781109873,0.0008319730622085242
