block,variant,n,mean_joint_nll,rho_zdup,Delta_JNLL_vs_PGM0
TB2,PGM0,111557,0.9613370222493051,0.107918004021122,0.0
TB2,PGM_U,111557,0.9453657264342653,0.10776143535624717,0.015971295815039754
TB2,PGM_E,111557,0.9033165315564954,0.10749532381161185,0.05802049069280968
TB2,PGM_UE,111557,0.8973306306076446,0.10742966290184909,0.06400639164166044
TB3,PGM0,107439,1.0374443295432418,0.1084419329458731,0.0
TB3,PGM_U,107439,1.0221991565933894,0.1073729386023034,0.015245172949852392
TB3,PGM_E,107439,0.9783793389855311,0.10909209735599437,0.05906499055771075
TB3,PGM_UE,107439,0.9738128845201928,0.10728468581986084,0.06363144502304907
