window,bit,n,prevalence,R3_minus_R2,R3_minus_R2_ci_lo,R3_minus_R2_ci_hi,R2_minus_R1,R2_minus_R1_ci_lo,R2_minus_R1_ci_hi
A_TB1_to_TB2,UP_PEN,12824,0.29858078602620086,0.0003858336739970044,-0.00034431574339256185,0.0010248183333048633,0.0002939424703660212,-0.00016212160724572914,0.0007110780957357449
A_TB1_to_TB2,DOWN_PEN,12824,0.28243917654398004,9.288913810506571e-05,-0.0005275428879972594,0.0007235279803457951,0.0003269533135707376,-0.0005143320504985735,0.0011681308283308443
A_TB1_to_TB2,NEW_UPPER,12824,0.36439488459139113,0.000309878385684183,-0.0006096355158709153,0.0012661536418498384,0.00021041189687432475,-0.0005308365901040804,0.0010072036831092603
A_TB1_to_TB2,NEW_LOWER,12824,0.36790393013100436,-0.0007157483011277455,-0.001462645095760971,8.265740202555525e-05,-0.00044767692583147983,-0.0012936053667079467,0.0003904714186541458
B_TB1TB2_to_TB3,UP_PEN,12364,0.30451310255580716,0.000375917439387823,-0.0001078135842252334,0.0009783534274498706,5.942705252400532e-06,-0.00038730662969479145,0.00036229553675510233
B_TB1TB2_to_TB3,DOWN_PEN,12364,0.2774183112261404,-0.0003522476209220583,-0.0010505145874922612,0.00020602565365207564,0.0003004576199380075,-0.0002434129185381214,0.0009139665244332878
B_TB1TB2_to_TB3,NEW_UPPER,12364,0.35716596570689096,-0.0011169144281228157,-0.0019008375022769044,-0.00030303823565858276,-0.0008968094857358863,-0.0014487550671896086,-0.00014138550303557213
B_TB1TB2_to_TB3,NEW_LOWER,12364,0.3750404399870592,-0.0010176352352326674,-0.0018247918496571438,-0.0002692322022080876,-0.00043761059039690135,-0.0011852579973088597,0.00029019672302310764
