window,bit,n,prevalence,F3_minus_F1,F3_minus_F1_ci_lo,F3_minus_F1_ci_hi,F2_minus_F0,F2_minus_F0_ci_lo,F2_minus_F0_ci_hi
A_TB1_to_TB2,UP_PEN,12892,0.29855724480297857,0.0004433086399963834,-0.00038106457996105186,0.001099890639003977,-0.0002045608327180866,-0.0016591063657004626,0.0008952210052050829
A_TB1_to_TB2,DOWN_PEN,12892,0.2829661805771021,-0.00031468619241784777,-0.0009639166728880008,0.00017119473787360418,-0.001161276194821698,-0.002600851012738575,0.00019534259007547453
A_TB1_to_TB2,NEW_UPPER,12892,0.3640242010549178,-0.002981687198365442,-0.004487385772939428,-0.0016065969589987225,-0.01433703361641202,-0.01789225453362474,-0.011084802714343383
A_TB1_to_TB2,NEW_LOWER,12892,0.3676698727893267,-0.0021240524773731865,-0.0036845591171491905,-0.0006518134859963121,-0.012913644984187154,-0.01601997307478302,-0.00930643327654327
B_TB1TB2_to_TB3,UP_PEN,12519,0.3040178928029395,-1.1961293325485887e-07,-0.0006248534325521662,0.0004930719402086506,-0.0019561130925321436,-0.003419964639633818,-0.0006026118940975568
B_TB1TB2_to_TB3,DOWN_PEN,12519,0.2774982027318476,-0.0006362198578389285,-0.0011747023311132834,-0.00014058543833764386,-0.001970057850794126,-0.003939152535793519,-0.0007093088200007733
B_TB1TB2_to_TB3,NEW_UPPER,12519,0.3572170301142264,-0.004637939803424416,-0.005883793570645793,-0.003324518858150844,-0.01439557179644638,-0.017877772450920863,-0.011396228251424619
B_TB1TB2_to_TB3,NEW_LOWER,12519,0.3755092259765157,-0.0032575825846502863,-0.004534465011206831,-0.0018888912216883037,-0.013315654827484164,-0.016644988639379375,-0.010046948220876883
