symbol,liquidity_id,side,price,available_time,old_fp,new_fp,new_fp_bar_index,lag_bars
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-01-11 02:30:00|7845.0,1,7845.0,2025-01-11 02:30:00,2025-01-16 10:55:00,2025-01-16 02:15:00,1106,23
AG,AG|CONFIRMED_SWING_LOW|5m|2025-01-23 09:20:00|7744.0,-1,7744.0,2025-01-23 09:20:00,2025-01-24 22:55:00,2025-01-23 10:00:00,1676,167
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-02-25 22:30:00|8063.0,1,8063.0,2025-02-25 22:30:00,2025-03-06 23:05:00,2025-03-06 09:50:00,4272,60
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-04-23 11:10:00|8308.0,1,8308.0,2025-04-23 11:10:00,2025-04-24 21:10:00,2025-04-23 22:50:00,7926,91
AG,AG|CONFIRMED_SWING_HIGH|5m|2025-04-30 01:50:00|8295.0,1,8295.0,2025-04-30 01:50:00,2025-05-22 09:05:00,2025-05-21 23:15:00,9752,40
AG,AG|CONFIRMED_SWING_LOW|5m|2025-06-09 09:05:00|8788.0009765625,-1,8788.0009765625,2025-06-09 09:05:00,2025-06-12 21:50:00,2025-06-12 21:20:00,11328,6
AG,AG|CONFIRMED_SWING_LOW|5m|2025-08-09 01:15:00|9245.0009765625,-1,9245.0009765625,2025-08-09 01:15:00,2025-08-11 09:05:00,2025-08-09 02:05:00,15936,6
AG,AG|CONFIRMED_SWING_LOW|5m|2026-03-04 09:35:00|20403.0,-1,20403.0,2026-03-04 09:35:00,2026-03-14 00:05:00,2026-03-09 09:10:00,30841,524
AG,AG|CANONICAL_EQH|5m|2025-03-12 01:35:00|8072.0,1,8072.0,2025-03-12 01:35:00,2025-04-11 22:45:00,2025-03-12 02:25:00,4705,2332
AG,AG|CANONICAL_EQH|5m|2025-03-14 13:35:00|8352.0,1,8352.0,2025-03-14 13:35:00,2025-03-18 09:25:00,2025-03-14 14:50:00,4971,184
AG,AG|CANONICAL_EQH|5m|2025-03-26 10:15:00|8376.0,1,8376.0,2025-03-26 10:15:00,2025-03-27 14:55:00,2025-03-26 11:00:00,5837,134
AG,AG|CANONICAL_EQL|5m|2025-04-08 22:10:00|7738.0,-1,7738.0,2025-04-08 22:10:00,2025-04-09 14:50:00,2025-04-08 23:00:00,6707,85
AG,AG|CANONICAL_EQH|5m|2025-04-15 11:20:00|8150.0,1,8150.0,2025-04-15 11:20:00,2025-04-15 21:35:00,2025-04-15 13:35:00,7221,24
AG,AG|CANONICAL_EQL|5m|2025-04-19 00:15:00|8135.0,-1,8135.0,2025-04-19 00:15:00,2025-04-19 01:55:00,2025-04-19 01:45:00,7628,2
AG,AG|CANONICAL_EQL|5m|2025-05-08 00:35:00|8144.0,-1,8144.0,2025-05-08 00:35:00,2025-05-08 02:00:00,2025-05-08 01:25:00,8668,7
AG,AG|CANONICAL_EQH|5m|2025-05-23 10:05:00|8255.0,1,8255.0,2025-05-23 10:05:00,2025-05-23 21:20:00,2025-05-23 13:35:00,9930,21
AG,AG|CANONICAL_EQH|5m|2025-06-03 23:05:00|8486.0009765625,1,8486.0009765625,2025-06-03 23:05:00,2025-06-04 10:55:00,2025-06-04 09:20:00,10617,16
AG,AG|CANONICAL_EQH|5m|2025-06-17 01:45:00|8846.0009765625,1,8846.0009765625,2025-06-17 01:45:00,2025-06-17 13:35:00,2025-06-17 10:35:00,11628,12
AG,AG|CANONICAL_EQH|5m|2025-06-24 00:45:00|8804.0009765625,1,8804.0009765625,2025-06-24 00:45:00,2025-06-26 21:20:00,2025-06-24 02:25:00,12166,272
AG,AG|CANONICAL_EQL|5m|2025-07-05 01:40:00|8938.0009765625,-1,8938.0009765625,2025-07-05 01:40:00,2025-07-08 01:50:00,2025-07-05 02:20:00,13164,105
AG,AG|CANONICAL_EQH|5m|2025-07-18 00:40:00|9204.0009765625,1,9204.0009765625,2025-07-18 00:40:00,2025-07-28 09:05:00,2025-07-18 01:25:00,14152,680
AG,AG|CANONICAL_EQL|5m|2025-08-05 01:40:00|9061.0009765625,-1,9061.0009765625,2025-08-05 01:40:00,2025-08-20 01:35:00,2025-08-20 01:15:00,16703,4
AG,AG|CANONICAL_EQH|5m|2025-11-13 02:05:00|12487.0009765625,1,12487.0009765625,2025-11-13 02:05:00,2025-11-13 10:00:00,2025-11-13 02:30:00,22757,12
AG,AG|CANONICAL_EQL|5m|2026-05-28 23:40:00|18088.0,-1,18088.0,2026-05-28 23:40:00,2026-06-01 09:10:00,2026-05-29 22:35:00,36876,49
AG,AG|CONFIRMED_SWING_HIGH|15m|2025-01-14 01:45:00|7845.0,1,7845.0,2025-01-14 01:45:00,2025-01-16 10:55:00,2025-01-16 02:15:00,1106,23
AG,AG|CONFIRMED_SWING_HIGH|15m|2025-05-06 21:15:00|8295.0,1,8295.0,2025-05-06 21:15:00,2025-05-22 09:05:00,2025-05-21 23:15:00,9752,40
AG,AG|CONFIRMED_SWING_LOW|15m|2026-03-05 02:15:00|20403.0,-1,20403.0,2026-03-05 02:15:00,2026-03-14 00:05:00,2026-03-09 09:10:00,30841,524
AG,AG|CANONICAL_EQH|15m|2025-03-12 01:15:00|8072.0,1,8072.0,2025-03-12 01:15:00,2025-04-11 22:45:00,2025-03-12 02:25:00,4705,2332
AG,AG|CANONICAL_EQL|15m|2025-05-28 00:45:00|8200.0,-1,8200.0,2025-05-28 00:45:00,2025-05-28 23:30:00,2025-05-28 23:10:00,10306,4
AG,AG|CANONICAL_EQH|15m|2025-06-03 23:45:00|8486.0009765625,1,8486.0009765625,2025-06-03 23:45:00,2025-06-04 10:55:00,2025-06-04 09:20:00,10617,16
AG,AG|CANONICAL_EQL|15m|2025-08-05 02:15:00|9061.0009765625,-1,9061.0009765625,2025-08-05 02:15:00,2025-08-20 01:35:00,2025-08-20 01:15:00,16703,4
AG,AG|CANONICAL_EQH|15m|2025-08-11 09:45:00|9280.0009765625,1,9280.0009765625,2025-08-11 09:45:00,2025-08-22 22:10:00,2025-08-13 14:10:00,16198,801
AG,AG|CANONICAL_EQH|1h|2025-05-07 15:00:00|8275.0,1,8275.0,2025-05-07 15:00:00,2025-05-21 22:30:00,2025-05-21 14:05:00,9714,29
AG,AG|CANONICAL_EQH|1h|2025-08-13 03:00:00|9215.0009765625,1,9215.0009765625,2025-08-13 03:00:00,2025-08-14 22:50:00,2025-08-13 09:20:00,16167,174
AG,AG|CANONICAL_EQL|1h|2026-03-31 12:00:00|17678.0,-1,17678.0,2026-03-31 12:00:00,2026-04-07 21:45:00,2026-04-02 13:40:00,32866,181
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-01-13 21:00:00|7845.0,1,7845.0,2025-01-13 21:00:00,2025-01-16 10:55:00,2025-01-16 02:15:00,1106,23
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-03-19 21:00:00|8357.0,-1,8357.0,2025-03-19 21:00:00,2025-03-20 10:00:00,2025-03-19 21:20:00,5310,74
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-04-23 21:00:00|8308.0,1,8308.0,2025-04-23 21:00:00,2025-04-24 21:10:00,2025-04-23 22:50:00,7926,91
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-04-29 21:00:00|8177.0,-1,8177.0,2025-04-29 21:00:00,2025-04-30 14:00:00,2025-04-30 13:50:00,8445,2
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-05-06 09:00:00|8295.0,1,8295.0,2025-05-06 09:00:00,2025-05-22 09:05:00,2025-05-21 23:15:00,9752,40
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-06-09 21:00:00|8912.0009765625,1,8912.0009765625,2025-06-09 21:00:00,2025-06-10 10:55:00,2025-06-09 21:35:00,10998,79
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2025-06-09 21:00:00|8788.0009765625,-1,8788.0009765625,2025-06-09 21:00:00,2025-06-12 21:50:00,2025-06-12 21:20:00,11328,6
AG,AG|PREV_TRADING_DAY_HIGH|TRADING_DAY|2025-09-10 21:00:00|9856.0009765625,1,9856.0009765625,2025-09-10 21:00:00,2025-09-18 21:05:00,2025-09-11 22:05:00,18552,543
AG,AG|PREV_TRADING_DAY_LOW|TRADING_DAY|2026-03-04 21:00:00|20403.0,-1,20403.0,2026-03-04 21:00:00,2026-03-14 00:05:00,2026-03-09 09:10:00,30841,524
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-02 13:30:00|7597.0,-1,7597.0,2025-01-02 13:30:00,2025-01-06 13:40:00,2025-01-02 21:30:00,50,200
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-08 13:30:00|7738.0,1,7738.0,2025-01-08 13:30:00,2025-01-08 14:45:00,2025-01-08 14:25:00,481,4
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-09 10:30:00|7747.0,1,7747.0,2025-01-09 10:30:00,2025-01-09 13:45:00,2025-01-09 11:15:00,578,6
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-13 09:00:00|7845.0,1,7845.0,2025-01-13 09:00:00,2025-01-16 10:55:00,2025-01-16 02:15:00,1106,23
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-01-15 10:30:00|7658.0,1,7658.0,2025-01-15 10:30:00,2025-01-15 13:45:00,2025-01-15 11:30:00,1025,3
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-23 09:00:00|7744.0,-1,7744.0,2025-01-23 09:00:00,2025-01-24 22:55:00,2025-01-23 10:00:00,1676,167
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-01-24 13:30:00|7764.0,-1,7764.0,2025-01-24 13:30:00,2025-04-07 09:05:00,2025-01-24 13:55:00,1807,4721
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-06 13:30:00|8065.0,-1,8065.0,2025-02-06 13:30:00,2025-02-06 14:50:00,2025-02-06 13:55:00,2074,11
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-02-13 10:30:00|7997.0,-1,7997.0,2025-02-13 10:30:00,2025-02-13 21:50:00,2025-02-13 21:20:00,2646,6
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-17 13:30:00|8033.0,1,8033.0,2025-02-17 13:30:00,2025-02-18 10:40:00,2025-02-17 23:05:00,2889,58
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-02-25 10:30:00|8063.0,1,8063.0,2025-02-25 10:30:00,2025-03-06 23:05:00,2025-03-06 09:50:00,4272,60
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-05 10:30:00|7966.0,1,7966.0,2025-03-05 10:30:00,2025-03-05 22:00:00,2025-03-05 11:15:00,4175,33
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-07 10:30:00|8049.0,1,8049.0,2025-03-07 10:30:00,2025-03-07 13:35:00,2025-03-07 10:45:00,4391,10
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-13 21:00:00|8143.0,1,8143.0,2025-03-13 21:00:00,2025-04-11 23:05:00,2025-03-13 21:30:00,4868,2173
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-17 10:30:00|8316.0,-1,8316.0,2025-03-17 10:30:00,2025-03-17 14:10:00,2025-03-17 10:45:00,5057,17
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-20 21:00:00|8379.0,1,8379.0,2025-03-20 21:00:00,2025-03-25 21:55:00,2025-03-25 21:45:00,5759,2
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-21 10:30:00|8319.0,1,8319.0,2025-03-21 10:30:00,2025-04-23 22:50:00,2025-03-25 21:15:00,5753,2173
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-25 10:30:00|8218.0,-1,8218.0,2025-03-25 10:30:00,2025-04-07 09:05:00,2025-03-25 10:55:00,5725,803
AG,AG|PREV_CONTIG_SESSION_HIGH|CONTIG_SESSION|2025-03-26 10:30:00|8376.0,1,8376.0,2025-03-26 10:30:00,2025-03-27 14:55:00,2025-03-26 11:00:00,5837,134
AG,AG|PREV_CONTIG_SESSION_LOW|CONTIG_SESSION|2025-03-27 13:30:00|8356.0,-1,8356.0,2025-03-27 13:30:00,2025-04-03 09:05:00,2025-03-31 21:45:00,6203,280
