window,comparison,gate,model_hi,model_lo,delta_sample_mean,ci_lo,ci_hi,verdict
A_TB1_to_TB2,M1-M0,BAR_STATE_UPDATE,M1_CURRENT_5M_SNAPSHOT,M0_START_STATE,-0.2786132757020906,-0.2936076076706886,-0.26220580326751347,CI_below_zero
A_TB1_to_TB2,M2-M1,INTRA_EPISODE_PATH_MEMORY,M2_INTRA_EPISODE_PATH,M1_CURRENT_5M_SNAPSHOT,-0.0595750853437416,-0.06688663440111012,-0.05089098144815399,CI_below_zero
A_TB1_to_TB2,M3-M2,SMC_STRUCTURE_INCREMENT,M3_SMC_STRUCTURE,M2_INTRA_EPISODE_PATH,-0.0003782954774042943,-0.0026425104337494698,0.0023732658716117947,CI_contains_zero
A_TB1_to_TB2,M4-M3,OB_LIFECYCLE_INCREMENT,M4_OB_LIFECYCLE,M3_SMC_STRUCTURE,0.0006600007897920037,-0.0008404540402439881,0.0025032410790820506,CI_contains_zero
B_TB1TB2_to_TB3,M1-M0,BAR_STATE_UPDATE,M1_CURRENT_5M_SNAPSHOT,M0_START_STATE,-0.26989893937555165,-0.28563909774513824,-0.2513490457315414,CI_below_zero
B_TB1TB2_to_TB3,M2-M1,INTRA_EPISODE_PATH_MEMORY,M2_INTRA_EPISODE_PATH,M1_CURRENT_5M_SNAPSHOT,-0.04351147602293813,-0.05028753867691826,-0.035999385518479234,CI_below_zero
B_TB1TB2_to_TB3,M3-M2,SMC_STRUCTURE_INCREMENT,M3_SMC_STRUCTURE,M2_INTRA_EPISODE_PATH,-0.0028149124962770803,-0.004709669693731886,-0.00043421527848922886,CI_below_zero
B_TB1TB2_to_TB3,M4-M3,OB_LIFECYCLE_INCREMENT,M4_OB_LIFECYCLE,M3_SMC_STRUCTURE,-0.0013955518664864601,-0.0035020935871987414,0.0016025465166090368,CI_contains_zero
