window,model,bit,n,prevalence,logloss,brier,ece
A_TB1_to_TB2,Q0_CURRENT_STATE,UP_PEN,12824,0.29858078602620086,0.45955681974007345,0.1500313737914145,0.008324088627580923
A_TB1_to_TB2,Q0_CURRENT_STATE,DOWN_PEN,12824,0.28243917654398004,0.44535933205907746,0.14328105288427892,0.014321803856145702
A_TB1_to_TB2,Q0_CURRENT_STATE,NEW_UPPER,12824,0.36439488459139113,0.6036967367000895,0.20549227688713068,0.04171268045558798
A_TB1_to_TB2,Q0_CURRENT_STATE,NEW_LOWER,12824,0.36790393013100436,0.6089053673627872,0.2090251757328332,0.03412627370272622
A_TB1_to_TB2,Q0_CURRENT_STATE,MEAN_BIT,12824,0.32832969432314413,0.5293795639655069,0.17695746982391433,0.024621211660510206
A_TB1_to_TB2,Q1_FIRST_ORDER,UP_PEN,12824,0.29858078602620086,0.4600640894945091,0.15021466685841517,0.006102491697127222
A_TB1_to_TB2,Q1_FIRST_ORDER,DOWN_PEN,12824,0.28243917654398004,0.4450892817063114,0.14319383590161594,0.012735996500483498
A_TB1_to_TB2,Q1_FIRST_ORDER,NEW_UPPER,12824,0.36439488459139113,0.60079889551972,0.20456275028392834,0.05388744790304831
A_TB1_to_TB2,Q1_FIRST_ORDER,NEW_LOWER,12824,0.36790393013100436,0.6068856499751605,0.20836267561597432,0.03809506100003421
A_TB1_to_TB2,Q1_FIRST_ORDER,MEAN_BIT,12824,0.32832969432314413,0.5282094791739252,0.17658348216498343,0.02770524927517331
A_TB1_to_TB2,Q2_SECOND_ORDER_ADDITIVE,UP_PEN,12824,0.29858078602620086,0.4603580319648751,0.15028055889025035,0.0068619902495175205
A_TB1_to_TB2,Q2_SECOND_ORDER_ADDITIVE,DOWN_PEN,12824,0.28243917654398004,0.44541623501988215,0.1433994124083069,0.012910568315992792
A_TB1_to_TB2,Q2_SECOND_ORDER_ADDITIVE,NEW_UPPER,12824,0.36439488459139113,0.6010093074165944,0.20466963828085638,0.04839694048816476
A_TB1_to_TB2,Q2_SECOND_ORDER_ADDITIVE,NEW_LOWER,12824,0.36790393013100436,0.6064379730493291,0.20820423437063051,0.030541733406904175
A_TB1_to_TB2,Q2_SECOND_ORDER_ADDITIVE,MEAN_BIT,12824,0.32832969432314413,0.5283053868626703,0.17663846098751104,0.024677808115144813
A_TB1_to_TB2,Q3_SECOND_ORDER_SEQUENCE,UP_PEN,12824,0.29858078602620086,0.461679543188236,0.15077169929656692,0.007712710580337339
A_TB1_to_TB2,Q3_SECOND_ORDER_SEQUENCE,DOWN_PEN,12824,0.28243917654398004,0.4465012971069548,0.14380431010712896,0.011788988874771653
A_TB1_to_TB2,Q3_SECOND_ORDER_SEQUENCE,NEW_UPPER,12824,0.36439488459139113,0.6030384270746267,0.20555303098572833,0.026634383787798487
A_TB1_to_TB2,Q3_SECOND_ORDER_SEQUENCE,NEW_LOWER,12824,0.36790393013100436,0.6067722392478805,0.2081854249719405,0.02181940689428093
A_TB1_to_TB2,Q3_SECOND_ORDER_SEQUENCE,MEAN_BIT,12824,0.32832969432314413,0.5294978766544245,0.17707861634034117,0.0169888725342971
B_TB1TB2_to_TB3,Q0_CURRENT_STATE,UP_PEN,12364,0.30451310255580716,0.4666561815279366,0.15061903261457413,0.014447515393457566
B_TB1TB2_to_TB3,Q0_CURRENT_STATE,DOWN_PEN,12364,0.2774183112261404,0.4470586564462393,0.14417645127415485,0.00859239127276039
B_TB1TB2_to_TB3,Q0_CURRENT_STATE,NEW_UPPER,12364,0.35716596570689096,0.6030273356841245,0.20623358200517936,0.039306691402086334
B_TB1TB2_to_TB3,Q0_CURRENT_STATE,NEW_LOWER,12364,0.3750404399870592,0.610940506768481,0.21073583871961013,0.033803571591350993
B_TB1TB2_to_TB3,Q0_CURRENT_STATE,MEAN_BIT,12364,0.3285344548689744,0.5319206701066954,0.17794122615337962,0.02403754241491382
B_TB1TB2_to_TB3,Q1_FIRST_ORDER,UP_PEN,12364,0.30451310255580716,0.46654567067550756,0.1507141584811856,0.01401736460394615
B_TB1TB2_to_TB3,Q1_FIRST_ORDER,DOWN_PEN,12364,0.2774183112261404,0.44645125588834084,0.1439736147555752,0.010131588934699622
B_TB1TB2_to_TB3,Q1_FIRST_ORDER,NEW_UPPER,12364,0.35716596570689096,0.5982069427745854,0.20464943348976342,0.031814124402398274
B_TB1TB2_to_TB3,Q1_FIRST_ORDER,NEW_LOWER,12364,0.3750404399870592,0.6074959357624709,0.20962174209413448,0.036887463069179276
B_TB1TB2_to_TB3,Q1_FIRST_ORDER,MEAN_BIT,12364,0.3285344548689744,0.5296749512752261,0.17723973720516467,0.023212635252555833
B_TB1TB2_to_TB3,Q2_SECOND_ORDER_ADDITIVE,UP_PEN,12364,0.30451310255580716,0.46655161338076,0.1506621468196905,0.013126618671920817
B_TB1TB2_to_TB3,Q2_SECOND_ORDER_ADDITIVE,DOWN_PEN,12364,0.2774183112261404,0.44675171350827886,0.14411131640372352,0.009464752001132904
B_TB1TB2_to_TB3,Q2_SECOND_ORDER_ADDITIVE,NEW_UPPER,12364,0.35716596570689096,0.5973101332888495,0.20427667003158848,0.032541316560826226
B_TB1TB2_to_TB3,Q2_SECOND_ORDER_ADDITIVE,NEW_LOWER,12364,0.3750404399870592,0.607058325172074,0.2095332739340776,0.03544574315116775
B_TB1TB2_to_TB3,Q2_SECOND_ORDER_ADDITIVE,MEAN_BIT,12364,0.3285344548689744,0.5294179463374906,0.17714585179727002,0.022644607596261926
B_TB1TB2_to_TB3,Q3_SECOND_ORDER_SEQUENCE,UP_PEN,12364,0.30451310255580716,0.4671364055031645,0.15098794326117082,0.014908453640744604
B_TB1TB2_to_TB3,Q3_SECOND_ORDER_SEQUENCE,DOWN_PEN,12364,0.2774183112261404,0.44636280736620926,0.14402154847943022,0.011991948848803244
B_TB1TB2_to_TB3,Q3_SECOND_ORDER_SEQUENCE,NEW_UPPER,12364,0.35716596570689096,0.5966741582182546,0.20402929632722205,0.02961639441598953
B_TB1TB2_to_TB3,Q3_SECOND_ORDER_SEQUENCE,NEW_LOWER,12364,0.3750404399870592,0.6064853217682619,0.20923921410935434,0.02484813717096888
B_TB1TB2_to_TB3,Q3_SECOND_ORDER_SEQUENCE,MEAN_BIT,12364,0.3285344548689744,0.5291646732139725,0.17706950054429435,0.020341233519126565
