window,comparison,role,delta_sample_weighted,delta_daily_mean,n_days,ci_lo,ci_hi,verdict
A_TB1_to_TB2,Q3_SECOND_ORDER_SEQUENCE - Q1_FIRST_ORDER,PRIMARY,0.0012883974804992373,0.0013288456631389395,102,0.0006130042541055892,0.0020480660118916225,CI_above_zero
A_TB1_to_TB2,Q2_SECOND_ORDER_ADDITIVE - Q1_FIRST_ORDER,SECONDARY,9.590768874490208e-05,0.00010692322796242554,102,-0.000319511589928262,0.0006042651683356299,CI_contains_zero
A_TB1_to_TB2,Q3_SECOND_ORDER_SEQUENCE - Q2_SECOND_ORDER_ADDITIVE,SECONDARY,0.0011924897917543352,0.0012219224351765143,102,0.0005846132941347594,0.0018404054500848702,CI_above_zero
A_TB1_to_TB2,Q1_FIRST_ORDER - Q0_CURRENT_STATE,SECONDARY,-0.0011700847915816388,-0.001224671572183827,102,-0.0019022314209916785,-0.0005859897083707072,CI_below_zero
B_TB1TB2_to_TB3,Q3_SECOND_ORDER_SEQUENCE - Q1_FIRST_ORDER,PRIMARY,-0.0005102780612536473,-0.0004735380552942145,102,-0.0011034928897316546,0.0002424480616607286,CI_contains_zero
B_TB1TB2_to_TB3,Q2_SECOND_ORDER_ADDITIVE - Q1_FIRST_ORDER,SECONDARY,-0.0002570049377355956,-0.00023514478872465615,102,-0.0006273660489010601,0.00019036465021869523,CI_contains_zero
B_TB1TB2_to_TB3,Q3_SECOND_ORDER_SEQUENCE - Q2_SECOND_ORDER_ADDITIVE,SECONDARY,-0.0002532731235180518,-0.00023839326656955825,102,-0.000797003093378824,0.00030893694470739656,CI_contains_zero
B_TB1TB2_to_TB3,Q1_FIRST_ORDER - Q0_CURRENT_STATE,SECONDARY,-0.002245718831469127,-0.0022653539718950053,102,-0.0028802212633646626,-0.0016604600962431635,CI_below_zero
